UCL_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
UCL112002,150,3,7,0,0,155,48,3,0,0,0,56,61,7,0,0,0,70,111,8,5,0,0,119,190,18,4,0,0,210,641,45,16,0,5,706,948,33,3,0,0,989,1037,24,3,0,0,1063,373,4,0,0,0,381,212,0,0,0,0,213,111,5,0,0,0,119,191,17,0,0,0,207,4056,180,36,0,0,4278
UCL112003,256,3,6,0,0,267,89,3,4,0,0,92,68,4,5,0,0,71,140,3,6,0,0,153,169,3,0,0,0,173,498,10,18,0,0,523,655,9,3,0,0,678,1086,12,9,0,0,1114,540,6,0,0,0,548,405,4,3,0,0,415,173,9,3,0,0,189,214,7,5,0,0,224,4304,66,60,0,3,4444
UCL112004,140,4,4,0,0,149,46,0,0,0,0,46,26,3,0,0,0,28,49,5,0,0,0,55,74,5,0,0,0,87,218,11,8,0,0,244,259,13,3,0,3,282,514,12,4,0,0,531,370,4,3,0,0,383,369,6,3,0,0,382,326,0,0,0,0,328,159,4,0,0,0,166,2562,79,32,6,5,2680
UCL112005,85,9,0,0,0,94,51,3,0,0,0,58,46,0,0,0,0,46,85,7,0,0,0,91,160,9,0,0,0,162,552,17,5,0,0,579,624,17,0,0,0,642,441,3,0,0,0,441,124,0,0,0,0,124,104,0,0,0,0,109,43,0,0,0,0,43,143,6,0,4,0,157,2455,74,5,6,3,2545
UCL112006,108,0,0,0,0,119,55,8,0,0,0,62,83,0,3,0,0,82,147,4,3,0,0,158,279,10,10,0,0,303,995,34,10,0,0,1036,1104,19,4,0,3,1124,896,6,0,0,3,911,272,3,0,0,0,278,163,0,0,0,0,160,101,5,0,0,0,106,267,11,0,0,0,279,4470,102,29,0,4,4606
UCL112007,27,0,0,0,0,26,17,0,0,0,0,17,13,0,0,0,0,13,27,0,0,0,0,26,39,0,0,0,0,40,141,8,0,0,0,147,188,0,0,0,0,188,171,3,0,0,0,178,57,0,0,0,0,57,30,0,0,0,0,30,29,0,0,0,0,29,38,0,0,0,0,43,777,23,0,0,0,799
UCL112008,68,14,13,0,0,98,28,14,8,0,0,56,29,5,4,0,0,48,60,10,10,0,0,82,113,12,9,0,0,137,190,37,30,0,0,260,232,30,25,0,0,284,338,21,6,0,0,368,140,3,3,0,0,157,61,0,8,0,0,72,45,3,6,0,0,53,77,14,13,0,0,106,1380,168,146,7,0,1700
UCL112009,93,12,3,0,0,106,42,0,3,0,0,46,54,5,3,0,0,58,85,5,0,0,0,85,160,8,3,0,0,172,481,34,4,0,0,515,590,28,0,4,0,620,628,15,0,0,0,648,223,3,0,0,0,224,130,5,0,0,0,129,72,3,0,0,0,73,112,6,3,0,0,122,2660,111,16,6,3,2792
UCL112010,78,6,0,0,0,81,40,0,0,0,0,38,41,6,0,0,0,41,66,4,3,0,0,74,139,6,7,0,0,149,455,9,11,0,0,477,439,10,12,0,0,459,375,3,0,0,0,374,101,0,0,0,0,107,84,0,0,0,0,84,52,0,0,0,0,55,105,0,0,0,0,106,1978,41,40,0,4,2059
UCL112011,94,0,0,0,0,98,44,3,0,0,0,51,46,0,0,0,0,44,92,0,0,0,0,97,153,11,0,0,0,170,545,26,6,0,0,577,667,6,0,0,0,675,609,3,0,0,0,613,192,0,0,0,0,194,127,0,0,0,0,129,54,0,0,0,0,54,156,4,0,0,0,165,2789,68,10,0,3,2866
UCL112012,156,8,0,0,0,161,63,7,3,0,0,74,80,12,3,0,0,98,146,23,8,0,0,175,213,18,8,0,0,247,681,61,15,0,0,764,760,27,9,0,0,800,615,20,6,0,0,640,146,0,0,0,0,149,85,0,0,0,0,87,35,0,0,0,0,35,154,8,0,0,0,165,3133,188,61,0,0,3386
UCL112013,11,0,0,0,0,11,5,0,0,0,0,6,5,0,0,0,0,6,24,0,0,0,0,25,33,3,0,0,0,29,87,0,0,0,0,86,83,0,0,0,0,83,60,0,0,0,0,66,19,0,0,0,0,19,14,0,0,0,0,14,12,0,0,0,0,12,19,0,0,0,0,19,368,0,4,0,0,373
UCL112014,111,8,0,0,0,121,47,3,0,0,0,50,42,9,0,0,0,50,78,0,0,0,0,82,93,0,0,0,0,98,297,8,0,0,0,310,435,7,0,0,0,443,697,7,3,0,0,711,342,0,0,0,0,351,201,0,0,0,0,201,102,0,0,0,0,102,152,3,4,0,0,155,2600,49,18,0,0,2668
UCL112015,152,10,3,0,0,171,92,0,0,0,0,92,50,8,0,0,0,56,128,11,4,0,0,144,191,10,3,0,0,209,545,42,4,0,0,588,641,32,3,0,0,681,837,15,3,0,0,859,303,8,0,0,0,309,169,4,0,0,0,172,76,7,0,0,0,82,184,11,0,0,0,203,3372,153,26,4,0,3555
UCL112016,128,10,3,0,0,144,74,3,3,0,0,78,77,7,0,0,0,84,186,6,3,0,0,195,236,10,3,0,0,258,827,41,15,0,0,883,1152,24,0,0,0,1175,1132,7,0,0,0,1139,380,4,0,0,0,384,254,0,0,0,0,254,154,0,0,0,0,160,233,5,4,0,0,242,4836,114,41,0,0,4995
UCL112017,201,34,16,0,5,258,84,23,4,0,0,114,67,17,15,0,0,97,118,37,13,0,0,168,182,28,21,0,0,228,457,96,70,0,0,614,717,109,53,0,0,890,1085,79,36,0,0,1197,497,16,12,0,0,524,337,17,11,0,0,365,176,8,9,0,0,188,178,20,15,0,0,206,4094,465,265,3,6,4839
UCL112018,107,12,0,0,0,117,61,0,0,0,0,66,54,7,0,0,0,61,162,8,0,0,0,175,296,13,0,0,0,315,922,35,4,0,0,959,836,21,3,0,3,865,530,4,0,0,0,537,146,3,0,0,0,150,100,4,0,0,0,105,54,0,0,0,5,63,152,5,0,0,0,162,3440,110,13,3,5,3575
UCL112019,201,10,6,0,0,217,111,5,4,0,0,114,102,0,0,0,0,111,213,4,16,0,0,231,385,4,26,0,0,418,1466,23,33,0,0,1523,1327,20,17,0,0,1361,997,4,8,0,0,1012,327,3,0,0,0,336,279,3,0,0,0,285,160,4,0,0,0,168,302,5,0,0,0,306,5875,81,110,6,0,6079
UCL113001,69,26,3,0,0,96,22,12,3,0,0,35,23,10,3,0,0,34,39,27,3,0,0,60,41,32,8,0,0,74,122,60,16,0,0,200,176,68,25,0,0,276,275,77,21,0,0,372,135,27,6,0,0,167,101,18,4,0,0,126,50,8,3,0,0,60,78,28,4,0,0,109,1123,385,97,6,0,1613
UCL113002,62,0,12,0,0,77,28,5,3,0,0,37,18,4,0,0,0,26,37,9,0,0,0,44,50,7,8,0,0,67,157,10,15,0,0,185,200,20,9,0,0,223,191,14,7,0,0,208,76,0,3,0,0,77,35,4,5,0,0,41,23,0,0,0,0,23,55,3,5,0,0,61,937,69,56,0,3,1059
UCL113003,134,0,0,0,0,136,176,6,0,0,0,180,174,0,0,0,0,178,331,0,0,0,0,334,319,3,0,0,0,321,471,0,0,0,0,475,223,0,0,0,0,229,110,0,0,0,0,110,38,0,0,0,0,38,25,0,0,0,0,22,23,0,0,0,0,23,142,0,0,0,0,142,2165,8,0,0,4,2182
UCL113004,47,11,0,0,0,59,19,6,0,0,0,24,8,0,0,0,0,14,9,5,4,0,0,17,13,8,0,0,0,19,48,15,4,4,0,70,59,35,7,0,0,102,98,34,12,0,0,145,65,37,3,0,0,105,100,27,7,0,0,135,138,17,8,0,0,162,55,14,0,0,0,75,658,217,53,3,0,925
UCL113005,62,0,0,0,0,68,36,0,0,0,0,39,52,5,6,0,0,58,120,3,0,4,0,123,174,7,0,3,0,182,521,8,11,0,0,548,381,12,6,6,0,396,217,3,0,3,0,228,51,0,0,0,0,46,36,0,0,0,0,37,28,0,0,0,0,34,78,0,0,3,0,86,1753,37,24,20,0,1838
UCL113006,38,0,0,0,0,36,39,0,0,0,0,44,25,0,0,0,0,27,71,0,0,0,0,71,97,0,0,0,0,102,306,0,0,0,0,305,170,4,0,0,0,174,91,0,0,0,0,91,23,0,0,0,0,23,14,0,0,0,0,14,11,0,0,0,0,11,56,5,0,0,0,61,946,9,10,3,0,966
UCL113007,83,11,7,0,0,104,16,0,7,0,0,25,14,4,0,0,0,16,31,8,0,0,0,42,36,6,0,0,0,40,122,16,9,0,0,145,133,41,7,0,0,178,279,56,10,0,0,348,240,37,7,0,0,277,262,25,9,0,0,293,143,9,3,0,0,157,77,15,6,0,0,100,1438,229,60,0,0,1727
UCL113008,53,7,0,0,0,63,28,0,0,0,0,30,31,4,0,0,0,35,63,3,0,0,0,59,86,5,0,0,0,94,279,6,0,0,0,292,246,5,0,0,0,251,174,0,3,0,0,179,81,0,0,0,0,85,48,0,0,0,0,48,22,0,0,0,0,22,50,3,0,0,0,58,1167,37,6,3,4,1217
UCL113009,53,0,0,0,0,54,24,0,0,0,0,24,19,0,0,0,0,15,40,0,0,0,0,40,56,0,0,0,0,61,202,5,0,0,0,208,262,4,0,0,0,264,401,0,0,0,0,397,209,0,0,0,0,209,148,0,0,0,0,148,53,0,0,0,0,53,80,0,0,0,0,79,1545,12,3,0,0,1562
UCL113010,39,9,0,0,0,46,27,0,0,0,0,30,21,0,0,0,0,21,36,4,0,0,0,37,60,6,0,0,0,65,208,12,0,0,0,220,295,12,0,0,0,300,380,6,0,0,0,381,119,0,0,0,0,120,53,4,0,0,0,64,39,0,0,0,0,39,61,3,0,0,0,64,1343,43,0,3,0,1390
UCL113011,46,4,0,0,0,47,27,0,0,0,0,27,24,0,0,0,0,22,66,4,0,0,0,75,93,0,0,0,0,93,306,8,0,0,0,312,343,5,0,0,0,345,242,0,0,0,0,241,66,0,0,0,0,70,64,0,0,0,0,64,38,0,0,0,0,38,82,0,0,0,0,82,1389,25,3,0,0,1415
UCL113012,84,20,3,0,0,108,25,8,6,0,0,35,20,8,0,0,0,26,29,10,4,0,0,49,36,14,5,0,0,57,126,39,8,0,0,180,142,49,13,0,0,203,270,68,9,0,0,346,150,12,3,0,0,171,116,7,5,0,0,127,70,7,0,0,0,77,68,9,5,0,0,90,1151,250,54,0,0,1464
UCL113013,47,6,0,0,0,56,28,6,0,0,0,31,24,6,0,0,0,33,72,3,0,0,0,77,76,12,0,0,0,90,329,51,0,0,0,385,414,14,0,0,0,425,325,11,0,0,0,331,81,0,0,0,0,83,32,0,0,0,0,32,22,0,0,0,0,26,75,0,0,0,0,79,1527,112,5,3,0,1652
UCL113014,69,0,0,0,0,71,15,0,3,0,0,23,23,3,0,0,0,25,40,4,0,0,0,50,71,13,4,0,0,80,280,23,3,0,0,303,471,13,5,0,0,490,513,16,3,0,0,530,179,4,0,0,0,187,96,6,4,0,0,110,54,0,0,0,0,54,112,9,0,0,0,123,1919,94,20,0,0,2041
UCL113015,81,0,0,0,0,80,30,0,0,0,0,30,35,3,0,0,0,37,45,0,0,0,0,42,81,0,0,0,0,84,193,4,5,0,0,199,236,5,0,0,0,243,270,4,0,0,0,278,79,4,0,0,0,84,53,0,0,0,0,54,28,0,0,0,0,28,76,0,0,0,0,74,1205,20,9,0,0,1238
UCL113016,73,7,6,0,0,80,40,0,5,0,0,50,51,3,0,0,0,55,104,0,9,0,0,114,133,11,3,0,0,149,432,24,3,0,0,454,326,6,0,0,0,333,204,0,0,0,0,204,74,0,0,0,0,72,36,0,0,0,0,38,26,4,0,0,0,28,84,4,0,0,0,90,1573,58,25,0,0,1655
UCL113017,95,8,3,0,0,103,35,0,0,0,0,35,32,6,0,0,0,35,51,0,0,0,0,50,79,5,3,0,0,85,206,12,0,0,0,220,214,12,0,0,0,227,256,8,5,0,0,274,140,0,0,0,0,144,91,0,0,0,0,93,56,0,0,0,0,58,74,5,0,0,0,81,1338,47,16,5,3,1410
UCL113018,8,0,0,0,0,11,8,0,0,0,0,9,7,0,0,0,0,5,11,0,0,0,0,14,27,0,0,0,0,31,57,0,0,0,0,57,56,0,0,0,0,57,54,0,0,0,0,51,19,0,0,0,0,19,9,0,0,0,0,9,4,0,0,0,0,4,22,0,0,0,0,16,280,9,5,0,0,292
UCL114001,23,4,0,0,0,26,4,0,0,0,0,9,13,8,0,0,0,17,12,8,0,0,0,24,31,0,0,0,0,36,77,20,0,0,0,98,85,20,0,0,0,103,112,9,0,0,0,121,47,4,0,0,0,55,29,0,0,0,0,28,13,0,0,0,0,10,40,4,0,0,0,47,485,82,0,0,0,568
UCL114002,42,4,0,0,0,46,13,7,0,0,0,22,16,0,0,0,0,18,34,9,0,0,0,39,22,3,0,0,0,28,78,5,3,0,0,91,102,6,0,0,0,104,115,4,0,0,0,120,34,0,0,0,0,34,25,0,0,0,0,31,13,0,0,0,0,13,22,4,0,0,0,29,520,42,13,0,0,578
UCL114003,36,3,3,0,0,41,28,4,0,0,0,35,23,0,0,0,0,28,79,0,0,0,0,80,123,3,0,0,0,133,345,5,5,0,0,354,193,4,0,0,0,199,82,0,0,0,0,82,16,0,0,0,0,16,12,0,0,0,0,12,6,0,0,0,0,6,43,0,0,0,0,46,1003,17,9,5,0,1037
UCL114004,36,0,0,0,0,42,25,0,0,0,0,23,19,0,0,0,0,20,55,0,0,0,0,56,67,0,0,0,0,67,205,3,0,0,0,210,135,0,0,0,0,135,98,0,0,0,0,100,21,0,0,0,0,27,16,0,0,0,0,16,8,0,0,0,0,10,39,0,0,0,0,39,733,12,0,0,0,748
UCL114005,22,0,0,0,0,22,20,0,0,0,0,23,21,0,0,0,0,21,57,0,0,0,0,56,89,0,0,0,0,94,159,4,0,0,0,162,79,0,0,0,0,79,44,0,0,0,0,44,8,0,0,0,0,8,9,0,0,0,0,9,8,0,0,0,0,8,26,0,0,0,0,27,550,11,0,0,0,561
UCL114006,22,0,0,0,0,24,21,0,0,0,0,24,10,0,0,0,0,9,43,13,0,0,0,53,82,4,0,0,0,88,164,5,0,0,0,168,105,0,0,0,0,107,63,0,0,0,0,65,12,0,0,0,0,12,11,0,0,0,0,11,9,0,0,0,0,14,46,5,0,0,0,47,594,32,0,5,0,627
UCL114007,32,4,0,0,0,41,31,6,0,0,0,32,23,0,0,0,0,23,68,4,0,0,0,72,128,0,0,0,0,128,222,0,0,0,0,218,154,0,0,0,0,157,80,0,0,0,0,82,23,0,0,0,0,23,10,0,0,0,0,10,8,0,0,0,0,8,52,0,0,0,0,53,825,11,3,0,0,848
UCL114008,29,7,0,0,0,29,28,0,0,0,0,32,40,0,0,0,0,42,93,4,0,0,0,99,125,0,0,0,0,131,185,0,3,0,0,188,112,0,0,0,0,111,64,0,0,0,0,64,11,0,0,0,0,11,11,0,0,0,0,11,5,0,0,0,0,5,29,0,0,0,0,29,732,7,6,0,0,746
UCL114009,17,0,0,0,0,16,10,0,0,0,0,10,6,0,0,0,0,10,13,3,0,0,0,18,27,0,0,0,0,27,111,0,0,0,0,116,253,5,0,0,0,260,354,0,0,0,0,353,62,0,0,0,0,62,36,0,0,0,0,36,29,0,0,0,0,27,38,0,0,0,0,37,963,17,0,0,0,980
UCL114010,28,0,0,0,0,29,24,0,0,0,0,26,31,0,0,0,0,31,74,0,0,0,0,83,100,0,0,0,0,109,213,4,0,0,0,222,140,4,0,0,0,145,92,0,0,0,0,92,24,0,0,0,0,24,17,0,0,0,0,15,0,0,0,0,0,0,35,0,0,0,0,35,782,14,5,3,0,803
UCL114011,26,0,0,0,0,26,28,0,0,0,0,28,20,0,0,0,0,20,86,0,0,0,0,86,85,0,0,0,0,84,131,0,0,0,0,130,42,0,0,0,0,46,30,0,0,0,0,29,11,0,0,0,0,11,6,0,0,0,0,6,7,0,0,0,0,7,34,0,0,0,0,33,495,0,0,4,0,499
UCL114012,10,0,0,0,0,10,7,0,0,0,0,7,3,0,0,0,0,5,0,0,0,0,0,3,18,0,0,0,0,18,40,9,0,0,0,46,83,22,3,0,0,108,308,20,6,0,0,331,396,3,0,0,0,396,287,7,0,0,0,296,111,0,0,0,0,111,37,3,0,0,0,45,1301,70,10,0,0,1381
UCL114013,24,6,0,0,0,28,19,0,0,0,0,19,18,0,0,0,0,18,47,0,0,0,0,49,84,0,0,0,0,84,248,3,0,0,0,250,229,6,0,0,0,234,122,0,0,0,0,127,36,0,0,0,0,34,19,0,0,0,0,19,12,0,0,0,0,16,52,3,0,0,0,53,909,18,0,0,0,940
UCL114014,33,0,0,0,0,35,6,0,0,0,0,5,8,0,6,0,0,12,8,0,0,0,0,12,25,0,8,0,0,29,58,0,4,0,0,71,100,4,20,0,0,124,168,10,35,0,0,218,177,4,22,0,0,214,214,8,12,0,0,239,104,0,3,0,0,108,55,0,5,0,0,64,965,31,125,0,4,1126
UCL114015,29,0,0,0,0,32,20,0,0,4,0,23,41,0,0,0,0,41,82,3,0,0,0,85,134,0,0,0,0,136,339,6,0,0,0,348,134,0,0,0,0,140,84,0,0,0,0,84,19,0,0,0,0,19,6,0,0,0,0,6,9,0,0,0,0,9,39,0,0,0,0,39,941,14,0,9,4,961
UCL114016,31,0,3,0,0,32,20,0,0,0,0,21,25,0,0,0,0,24,46,0,7,0,0,54,81,0,8,0,0,94,203,3,10,3,0,220,123,0,0,0,0,125,118,0,0,0,0,120,30,0,0,0,0,30,22,0,0,0,0,24,11,0,0,0,0,11,57,0,0,0,0,57,767,8,24,10,3,814
UCL114017,34,4,5,0,0,42,12,5,0,0,0,10,9,5,0,0,0,10,18,6,0,0,0,19,27,4,0,0,0,28,64,10,3,0,0,79,81,9,4,0,0,95,144,43,4,0,0,194,121,18,4,0,0,145,146,21,0,0,0,169,76,18,3,0,0,92,53,11,0,0,0,63,777,155,26,0,0,964
UCL114018,31,9,3,0,0,41,20,7,0,0,0,29,7,0,3,0,0,16,26,3,11,0,0,36,32,4,11,0,0,52,92,30,24,0,0,142,120,17,6,0,0,144,167,6,7,0,3,185,66,0,0,0,0,72,39,3,0,0,0,47,33,5,3,0,0,42,40,5,6,0,0,48,682,91,78,0,11,857
UCL114019,14,0,0,0,0,14,14,4,0,0,0,17,18,0,0,0,0,19,33,0,0,0,0,33,49,0,0,0,0,54,163,12,0,0,0,174,129,3,0,0,0,134,55,3,0,0,0,60,23,0,0,0,0,22,19,0,0,0,0,19,10,0,0,0,0,11,38,0,0,0,0,37,571,25,0,5,0,600
UCL114020,52,0,0,0,0,54,14,0,0,0,0,13,14,0,0,0,0,17,23,0,0,0,0,26,32,0,0,0,0,40,114,12,0,0,0,118,141,3,5,0,0,150,253,6,3,0,0,263,166,0,0,0,0,167,111,3,0,0,0,118,69,0,0,0,0,69,45,5,0,0,0,48,1032,36,13,5,0,1078
UCL114021,48,0,0,0,0,45,23,0,0,0,0,26,21,0,3,0,0,27,35,4,3,0,0,42,39,6,0,0,0,44,160,3,0,0,0,165,253,3,6,0,0,262,330,3,0,0,0,342,89,0,0,0,0,86,58,0,0,0,0,58,19,0,0,0,0,19,74,0,4,0,0,79,1149,24,18,3,0,1197
UCL114022,24,0,0,0,0,28,20,0,0,0,0,19,18,6,0,0,0,25,28,5,4,0,0,30,40,0,4,0,0,43,85,11,6,3,0,101,90,3,3,0,0,101,62,0,0,0,0,70,21,0,0,0,0,19,7,0,7,0,0,16,5,0,4,0,0,5,23,6,0,0,0,21,425,31,22,3,0,479
