UCL_CODE_2021,A0_14_SEO_B_05,A0_14_SEO_05_10,A0_14_SEO_11_15,A0_14_SEO_16,A0_14_SEO_17,A0_14_SEO_18,A0_14_SEO_19,A0_14_SEO_20,A0_14_SEO_21,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_UOLSE_VWW_B_05,A0_14_UOLSE_VWW_05_10,A0_14_UOLSE_VWW_11_15,A0_14_UOLSE_VWW_16,A0_14_UOLSE_VWW_17,A0_14_UOLSE_VWW_18,A0_14_UOLSE_VWW_19,A0_14_UOLSE_VWW_20,A0_14_UOLSE_VWW_21,A0_14_UOLSE_VWW_YNS,A0_14_UOLSE_VWW_T,A0_14_UOLSE_NWNAA_B_05,A0_14_UOLSE_NWNAA_05_10,A0_14_UOLSE_NWNAA_11_15,A0_14_UOLSE_NWNAA_16,A0_14_UOLSE_NWNAA_17,A0_14_UOLSE_NWNAA_18,A0_14_UOLSE_NWNAA_19,A0_14_UOLSE_NWNAA_20,A0_14_UOLSE_NWNAA_21,A0_14_UOLSE_NWNAA_YNS,A0_14_UOLSE_NWNAA_T,A0_14_UOLSE_PinE_NS_B_05,A0_14_UOLSE_PinE_NS_05_10,A0_14_UOLSE_PinE_NS_11_15,A0_14_UOLSE_PinE_NS_16,A0_14_UOLSE_PinE_NS_17,A0_14_UOLSE_PinE_NS_18,A0_14_UOLSE_PinE_NS_19,A0_14_UOLSE_PinE_NS_20,A0_14_UOLSE_PinE_NS_21,A0_14_UOLSE_PinE_NS_YNS,A0_14_UOLSE_PinE_NS_T,A0_14_UOLSE_T_B_05,A0_14_UOLSE_T_05_10,A0_14_UOLSE_T_11_15,A0_14_UOLSE_T_16,A0_14_UOLSE_T_17,A0_14_UOLSE_T_18,A0_14_UOLSE_T_19,A0_14_UOLSE_T_20,A0_14_UOLSE_T_21,A0_14_UOLSE_T_YNS,A0_14_UOLSE_T_T,A0_14_L_PinE_NS_B_05,A0_14_L_PinE_NS_05_10,A0_14_L_PinE_NS_11_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_17,A0_14_L_PinE_NS_18,A0_14_L_PinE_NS_19,A0_14_L_PinE_NS_20,A0_14_L_PinE_NS_21,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B_05,A0_14_T_05_10,A0_14_T_11_15,A0_14_T_16,A0_14_T_17,A0_14_T_18,A0_14_T_19,A0_14_T_20,A0_14_T_21,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B_05,A15_24_SEO_05_10,A15_24_SEO_11_15,A15_24_SEO_16,A15_24_SEO_17,A15_24_SEO_18,A15_24_SEO_19,A15_24_SEO_20,A15_24_SEO_21,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_UOLSE_VWW_B_05,A15_24_UOLSE_VWW_05_10,A15_24_UOLSE_VWW_11_15,A15_24_UOLSE_VWW_16,A15_24_UOLSE_VWW_17,A15_24_UOLSE_VWW_18,A15_24_UOLSE_VWW_19,A15_24_UOLSE_VWW_20,A15_24_UOLSE_VWW_21,A15_24_UOLSE_VWW_YNS,A15_24_UOLSE_VWW_T,A15_24_UOLSE_NWNAA_B_05,A15_24_UOLSE_NWNAA_05_10,A15_24_UOLSE_NWNAA_11_15,A15_24_UOLSE_NWNAA_16,A15_24_UOLSE_NWNAA_17,A15_24_UOLSE_NWNAA_18,A15_24_UOLSE_NWNAA_19,A15_24_UOLSE_NWNAA_20,A15_24_UOLSE_NWNAA_21,A15_24_UOLSE_NWNAA_YNS,A15_24_UOLSE_NWNAA_T,A15_24_UOLSE_PinE_NS_B_05,A15_24_UOLSE_PinE_NS_05_10,A15_24_UOLSE_PinE_NS_11_15,A15_24_UOLSE_PinE_NS_16,A15_24_UOLSE_PinE_NS_17,A15_24_UOLSE_PinE_NS_18,A15_24_UOLSE_PinE_NS_19,A15_24_UOLSE_PinE_NS_20,A15_24_UOLSE_PinE_NS_21,A15_24_UOLSE_PinE_NS_YNS,A15_24_UOLSE_PinE_NS_T,A15_24_UOLSE_T_B_05,A15_24_UOLSE_T_05_10,A15_24_UOLSE_T_11_15,A15_24_UOLSE_T_16,A15_24_UOLSE_T_17,A15_24_UOLSE_T_18,A15_24_UOLSE_T_19,A15_24_UOLSE_T_20,A15_24_UOLSE_T_21,A15_24_UOLSE_T_YNS,A15_24_UOLSE_T_T,A15_24_L_PinE_NS_B_05,A15_24_L_PinE_NS_05_10,A15_24_L_PinE_NS_11_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_17,A15_24_L_PinE_NS_18,A15_24_L_PinE_NS_19,A15_24_L_PinE_NS_20,A15_24_L_PinE_NS_21,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B_05,A15_24_T_05_10,A15_24_T_11_15,A15_24_T_16,A15_24_T_17,A15_24_T_18,A15_24_T_19,A15_24_T_20,A15_24_T_21,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B_05,A25_34_SEO_05_10,A25_34_SEO_11_15,A25_34_SEO_16,A25_34_SEO_17,A25_34_SEO_18,A25_34_SEO_19,A25_34_SEO_20,A25_34_SEO_21,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_UOLSE_VWW_B_05,A25_34_UOLSE_VWW_05_10,A25_34_UOLSE_VWW_11_15,A25_34_UOLSE_VWW_16,A25_34_UOLSE_VWW_17,A25_34_UOLSE_VWW_18,A25_34_UOLSE_VWW_19,A25_34_UOLSE_VWW_20,A25_34_UOLSE_VWW_21,A25_34_UOLSE_VWW_YNS,A25_34_UOLSE_VWW_T,A25_34_UOLSE_NWNAA_B_05,A25_34_UOLSE_NWNAA_05_10,A25_34_UOLSE_NWNAA_11_15,A25_34_UOLSE_NWNAA_16,A25_34_UOLSE_NWNAA_17,A25_34_UOLSE_NWNAA_18,A25_34_UOLSE_NWNAA_19,A25_34_UOLSE_NWNAA_20,A25_34_UOLSE_NWNAA_21,A25_34_UOLSE_NWNAA_YNS,A25_34_UOLSE_NWNAA_T,A25_34_UOLSE_PinE_NS_B_05,A25_34_UOLSE_PinE_NS_05_10,A25_34_UOLSE_PinE_NS_11_15,A25_34_UOLSE_PinE_NS_16,A25_34_UOLSE_PinE_NS_17,A25_34_UOLSE_PinE_NS_18,A25_34_UOLSE_PinE_NS_19,A25_34_UOLSE_PinE_NS_20,A25_34_UOLSE_PinE_NS_21,A25_34_UOLSE_PinE_NS_YNS,A25_34_UOLSE_PinE_NS_T,A25_34_UOLSE_T_B_05,A25_34_UOLSE_T_05_10
UCL115038,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL115039,..,0,0,0,0,0,4,0,0,0,5,..,0,0,0,0,3,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,4,0,0,3,12,3,4,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,0,0,0,4,22,7,4,3,0,3,0,6,0,0,0,25,0,14,15,6,12,7,6,3,0,0,59,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11
UCL115040,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,4,3,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115041,..,0,0,0,0,4,8,0,0,0,9,..,0,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,7,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,3,3,0,0,0,0,0,0,7,0,0,6,7,14,8,5,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115042,..,0,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115043,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115044,..,0,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115045,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115046,..,0,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,4,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,10,0,0,4,0,4,8,0,4,0,0,24,0,0,0,3,0,0,11,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115047,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL115048,..,0,3,0,3,0,0,0,0,4,10,..,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,4,3,0,3,0,0,0,0,5,19,0,3,4,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,15,5,0,5,0,0,0,0,0,0,0,13,4,5,3,4,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
UCL115049,..,0,0,0,0,0,5,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115050,..,0,4,0,0,0,0,0,0,0,6,..,5,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,5,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,4,9,0,0,0,0,0,0,0,13,0,5,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,20,8,0,4,0,3,0,0,0,0,0,19,0,5,3,3,5,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL115051,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,4,0,0,4,7,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115052,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115053,..,4,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,4,3,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115054,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115055,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115056,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,3,4,0,0,0,0,0,0,0,14,0,5,3,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL115057,..,7,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,7,3,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,10,0,0,5,0,0,0,5,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115058,..,0,0,0,0,0,7,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115059,..,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,8,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,4,0,0,6,3,0,0,4,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115060,..,0,0,0,0,0,0,0,0,0,4,..,0,5,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,5,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,4,3,0,0,0,0,0,0,11,11,9,3,0,0,0,0,0,0,0,28,3,14,9,0,4,3,6,5,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,9,0,4,3,6,5,0,0,43,0,0,0,0,0,0,0,0,0,0,0,18,17,15,0,4,3,6,5,0,0,72,9,3,5,0,0,0,0,0,0,0,18,7,10,12,0,5,0,0,8,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10
UCL115061,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115062,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL115063,..,0,3,0,0,0,0,3,0,0,11,..,0,8,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,8,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,6,0,0,0,0,3,0,0,14,8,3,3,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,3,5,6,0,0,0,0,0,0,18,4,0,4,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
