UCL_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
UCL115040,33,48,86,66,89,65,22,5,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,5,0,0,0,14,0,0,0,0,3,0,0,0,0,5,5,3,11,5,13,4,4,0,0,49,7,12,3,6,9,8,0,0,0,36,0,0,0,0,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,5,0,0,0,5,0,0,0,0,0,8,0,0,11,0,4,3,0,0,0,21,0,0,0,8,5,0,0,0,0,15,0,0,6,3,4,0,0,0,0,19,0,4,10,12,15,9,3,0,0,53,0,3,19,17,12,23,6,0,0,85,0,0,0,0,0,0,0,0,0,5,3,5,5,3,7,4,0,0,0,27
UCL115041,22,42,125,99,70,96,42,13,4,507,0,0,3,0,0,3,0,0,0,16,0,3,0,0,3,0,0,0,0,4,0,0,5,5,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,7,9,10,12,0,0,0,48,5,3,13,5,7,5,3,0,0,45,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,0,0,5,3,0,0,0,0,14,0,3,12,3,3,3,0,0,0,34,0,0,25,18,20,18,0,0,0,90,0,12,32,10,22,19,8,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,18
UCL115042,25,27,75,67,68,61,28,9,0,361,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,6,5,6,0,8,7,0,0,0,44,12,8,6,8,3,8,0,0,0,41,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,10,0,0,0,0,4,3,0,0,0,5,0,0,10,13,10,11,0,0,0,46,0,4,14,21,18,16,3,0,0,72,0,6,25,20,24,19,4,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7
UCL115043,15,31,88,53,70,79,27,5,4,366,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,7,4,9,8,3,0,0,44,8,7,9,12,10,16,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,0,0,10,0,0,8,4,4,6,0,0,0,33,0,5,12,15,15,21,4,0,0,70,7,3,24,17,22,26,10,0,0,112,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8
UCL115044,14,24,79,77,63,71,39,9,0,379,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,3,0,0,0,6,0,4,7,9,8,4,3,0,0,37,4,3,5,5,4,6,0,0,0,30,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,8,11,6,3,0,0,0,29,6,3,32,16,27,12,0,0,0,88,5,3,27,14,17,38,7,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9
UCL115045,5,19,38,22,39,47,17,3,0,194,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,4,5,0,7,4,0,0,0,18,3,7,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,0,0,3,0,3,0,0,0,0,8,0,0,5,5,8,7,3,0,0,22,0,4,10,9,16,21,4,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11
UCL115046,23,32,85,81,89,62,18,0,0,387,0,0,14,5,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,16,0,0,0,0,3,0,0,0,0,5,12,6,3,9,9,6,0,0,0,43,6,3,12,7,10,6,0,0,0,44,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,4,0,0,0,6,0,4,0,0,0,17,0,0,0,5,7,0,0,0,0,12,0,0,11,12,11,6,0,0,0,34,0,0,7,15,16,9,0,0,0,48,0,3,18,20,21,13,4,0,0,83,0,0,4,0,0,0,0,0,0,3,0,0,3,4,5,0,0,0,0,13
UCL115047,29,34,65,62,76,96,35,8,0,407,0,7,5,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,0,14,0,0,0,0,3,0,0,0,0,6,0,0,0,0,5,3,0,0,0,7,0,0,0,0,5,0,0,0,0,7,7,7,11,11,6,8,0,0,0,51,4,4,3,6,6,6,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,4,5,0,0,4,0,0,13,0,0,0,4,7,4,0,0,0,19,0,0,9,8,8,5,0,0,0,35,0,4,9,15,12,15,0,0,0,53,0,16,18,18,22,36,12,4,0,123,0,0,0,0,0,0,0,0,0,0,3,0,0,8,8,5,0,0,0,20
UCL115048,40,53,136,122,125,163,42,8,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,3,0,3,0,24,0,0,0,0,0,4,0,0,0,8,11,6,18,7,19,14,0,0,0,72,16,12,5,12,14,9,4,0,0,69,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,3,0,7,8,0,0,0,16,0,4,8,3,3,4,0,0,0,24,0,0,9,6,7,13,0,0,0,32,0,3,4,13,8,7,0,0,0,39,0,3,10,8,14,4,0,0,0,46,3,3,22,18,29,29,0,0,0,101,3,7,34,32,45,58,10,0,0,192,0,0,0,0,3,0,0,0,0,7,0,0,5,0,0,3,0,0,0,15
UCL115049,19,18,28,46,40,40,14,3,0,207,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,4,6,0,4,6,4,0,0,26,4,0,4,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,6,0,0,0,4,3,0,0,0,0,15,0,3,6,10,5,10,0,0,0,33,4,4,10,4,12,13,3,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
UCL115050,33,38,97,143,110,65,18,4,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,9,20,18,11,16,18,4,4,0,0,86,8,10,9,5,8,3,0,0,0,40,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,8,0,0,12,7,5,3,0,0,0,32,5,3,4,3,6,0,0,0,0,24,0,0,4,15,6,0,0,0,0,32,3,4,18,30,19,15,0,0,0,84,5,11,29,32,36,26,3,0,0,144,4,0,0,5,0,0,0,0,0,5,3,3,8,5,5,3,0,0,0,29
UCL115051,16,15,51,78,71,88,21,0,0,331,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,4,7,0,4,9,6,4,0,0,0,34,10,4,6,6,3,8,3,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,3,0,3,3,0,0,0,15,0,4,3,0,3,4,0,0,0,12,0,0,0,9,3,0,4,0,0,16,0,0,3,12,12,7,0,0,0,39,3,5,12,16,26,30,8,0,0,108,0,0,0,0,6,6,0,0,0,8,0,0,5,4,3,0,0,0,0,12
UCL115052,20,30,75,66,75,63,15,3,0,358,0,0,0,0,0,5,0,0,0,11,0,0,8,11,8,0,0,0,0,28,0,0,4,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,9,8,6,6,0,8,0,0,0,44,8,0,11,6,8,4,0,0,0,36,0,0,4,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,5,0,0,3,4,6,0,0,0,17,0,0,0,3,4,3,0,0,0,14,0,4,11,10,5,11,0,0,0,44,0,8,5,6,19,16,3,0,0,55,0,0,4,0,0,0,0,0,0,5,0,0,4,3,3,0,0,0,0,19
UCL115053,11,11,23,29,36,48,15,4,0,176,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,3,0,7,4,8,0,0,0,0,24,0,0,0,0,7,4,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,4,3,5,0,0,0,11,0,0,0,4,0,0,0,0,0,5,0,0,3,0,5,11,8,0,0,28,0,0,4,8,8,9,6,0,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,0,4
UCL115054,17,32,42,51,67,54,21,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,0,0,0,0,3,0,0,0,0,0,6,8,4,8,4,9,0,0,0,27,11,0,0,0,0,4,0,0,0,12,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,14,0,0,3,0,3,0,0,0,0,5,0,5,5,14,10,5,0,0,0,31,0,3,4,8,13,11,3,0,0,40,3,9,4,9,13,16,3,0,0,52,0,0,0,0,3,0,0,0,0,5,3,0,0,7,4,0,0,0,0,8
UCL115055,34,37,73,79,93,100,32,7,0,452,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,9,0,0,0,3,0,0,0,0,0,0,10,5,17,6,13,6,0,0,0,52,11,6,6,3,6,3,0,0,0,37,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,7,0,0,0,0,5,0,0,0,4,0,6,0,0,0,18,0,0,0,0,9,4,3,0,0,19,0,0,0,3,8,3,0,0,0,12,0,3,15,19,10,11,9,0,0,63,0,11,14,20,31,20,8,0,0,109,0,0,4,0,0,0,0,0,0,3,0,0,0,0,5,8,3,0,0,21
UCL115056,35,44,71,89,135,127,51,13,0,559,0,0,0,4,0,6,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,4,0,0,0,0,8,8,9,6,7,24,19,0,0,0,83,13,5,12,16,12,16,12,0,0,81,0,0,3,4,0,6,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,5,0,0,0,0,0,3,0,0,3,4,6,10,0,0,0,26,0,0,4,4,11,8,0,0,0,28,0,4,4,0,8,4,0,0,0,20,0,0,12,16,18,13,8,0,0,68,5,8,33,18,26,40,8,0,0,128,0,0,5,0,0,0,0,0,0,3,0,3,6,3,7,3,0,0,0,23
UCL115057,40,36,103,94,110,118,36,4,0,541,0,0,3,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,12,3,6,7,12,18,0,0,0,60,15,3,7,7,9,13,4,0,0,64,0,0,0,4,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,4,0,0,11,0,0,5,8,5,5,0,0,0,22,0,0,3,8,3,3,4,0,0,27,0,5,8,0,5,6,0,0,0,19,0,5,13,28,26,37,4,0,0,113,3,11,23,22,41,34,9,0,0,139,0,0,0,0,3,0,0,0,0,4,5,0,3,0,3,5,0,0,0,15
UCL115058,17,16,37,34,49,71,28,6,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,4,4,3,6,5,0,0,0,29,8,9,5,7,7,9,0,0,0,47,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,6,0,0,0,8,0,0,4,4,0,7,0,0,0,12,0,0,0,4,0,3,0,0,0,9,0,0,3,3,3,8,6,0,0,33,0,3,4,8,14,19,5,0,0,56,0,0,0,4,0,0,0,0,0,4,0,0,4,8,3,0,0,0,0,17
UCL115059,21,18,46,54,68,79,47,13,0,337,4,0,8,3,0,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,12,3,0,0,10,8,6,3,0,0,38,5,0,3,0,3,4,5,0,0,26,0,0,0,0,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,10,0,0,0,0,0,6,0,0,0,15,0,0,0,0,6,0,0,0,0,4,0,0,9,12,14,18,5,0,0,54,0,3,23,13,27,29,10,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
UCL115060,166,188,177,159,103,60,13,0,0,863,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,16,9,19,21,11,9,0,0,0,86,17,7,6,5,4,6,4,0,0,42,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,0,0,4,0,0,0,0,0,0,4,0,9,4,5,0,0,0,0,0,20,3,0,5,4,6,3,0,0,0,25,54,49,37,23,22,6,0,0,0,182,0,0,12,16,11,7,0,0,0,42,3,15,45,38,24,22,0,0,0,145,5,0,0,5,0,0,0,0,0,9,0,4,10,3,3,5,0,0,0,25
UCL115061,17,22,36,30,43,27,14,0,0,192,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,5,3,0,3,3,0,0,0,31,8,0,5,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,3,0,9,5,4,0,0,0,19,0,7,15,20,20,14,3,0,0,77,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3
UCL115062,18,33,69,91,80,57,17,0,0,360,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,6,3,3,7,10,7,7,0,0,0,39,8,0,3,3,3,0,0,0,0,20,0,4,5,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,8,4,4,0,0,0,0,16,0,0,0,3,0,0,0,0,0,8,0,3,0,0,4,6,0,0,0,12,0,5,14,12,11,19,3,0,0,72,4,10,11,14,16,17,3,0,0,72,3,0,0,0,0,0,0,0,0,9,0,0,5,8,0,0,0,0,0,15
UCL115063,14,19,49,70,73,50,17,0,0,297,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,0,9,0,0,0,0,4,0,0,0,0,10,6,10,6,6,6,3,0,0,0,36,4,0,0,0,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,8,0,5,0,0,0,4,0,0,0,7,0,0,9,11,5,7,0,0,0,27,0,0,0,0,0,3,0,0,0,5,0,0,4,7,9,0,0,0,0,12,0,0,11,12,14,13,4,0,0,59,5,4,14,16,27,15,5,0,0,80,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,9
UCL115064,90,80,174,213,224,202,60,8,0,1048,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,5,5,4,0,0,0,0,21,0,0,0,6,0,0,0,0,0,7,5,0,7,10,3,7,0,0,0,30,0,0,0,3,0,4,5,0,0,9,18,10,10,13,15,19,8,0,0,92,43,13,11,11,16,6,0,0,0,102,0,0,0,5,0,8,0,0,0,10,0,0,0,5,0,0,0,0,0,6,0,0,0,3,10,0,0,0,0,18,0,0,8,5,7,6,0,0,0,24,0,7,9,19,22,12,8,0,0,72,0,0,3,5,3,14,0,0,0,27,0,7,14,18,17,8,3,0,0,59,4,14,18,59,57,37,12,0,0,195,4,12,57,53,68,74,8,3,0,275,0,5,7,3,6,0,0,0,0,28,9,0,4,5,5,7,0,0,0,31
UCL115065,22,27,86,64,89,82,33,7,0,402,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,16,9,4,8,3,0,0,56,7,0,7,13,12,13,4,0,0,47,0,0,0,0,0,5,0,0,0,8,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,8,0,0,5,4,4,9,0,0,0,14,4,6,4,7,9,7,7,0,0,48,0,8,20,22,14,23,0,0,0,83,8,5,22,22,27,25,11,0,0,127,0,0,0,0,3,0,0,0,0,5,0,0,0,5,0,3,5,0,0,12
UCL115066,45,71,178,145,117,114,22,0,0,693,0,5,6,3,7,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,5,10,3,4,4,0,0,0,21,0,0,0,0,0,4,0,0,0,3,0,0,8,13,7,4,6,0,0,36,0,0,5,3,3,3,0,0,0,10,12,5,14,9,15,10,0,0,0,74,17,3,9,10,0,5,0,0,0,39,0,5,9,3,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,18,0,4,3,0,0,0,0,0,0,9,0,4,3,10,4,7,0,0,0,27,0,3,5,0,4,0,0,0,0,20,0,0,6,11,5,9,0,0,0,35,0,5,28,27,17,15,3,0,0,97,6,10,29,26,19,28,4,0,0,127,0,0,0,0,0,0,0,0,0,10,0,4,16,4,5,7,0,0,0,37
