SA2_MAINCODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
108021156,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,7,4,0,34,21,38,36,87,78,99,67,27,7,467,204,509,408,819,679,878,567,232,96,4394,0,0,0,0,0,0,0,0,0,0,378,907,767,1296,1064,1449,926,392,134,7307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,9,0,0,0,16,0,0,0,0,0,0,3,0,0,6,0,0,3,3,4,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,40,71,73,21,14,250,0,0,0,3,0,0,4,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,8,3,7,18,3,7,42
108021157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,11,3,19,17,40,29,38,38,32,25,235,114,298,212,446,303,378,370,200,130,2449,0,0,0,0,0,0,0,0,0,0,223,554,423,706,495,606,563,289,148,4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,15,16,35,27,8,105,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,5,0,15
108021158,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,13,6,0,36,8,18,15,59,50,46,74,47,50,358,145,305,297,543,392,612,631,383,231,3534,0,0,0,0,0,0,0,0,0,0,274,586,525,844,567,902,855,521,249,5319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,12,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,13,21,37,109,76,26,287,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,6,0,0,0,4,0,0,0,3,0,3,15,5,0,30
108021159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,10,3,4,0,29,7,34,33,56,56,54,43,29,7,322,180,517,346,699,579,698,506,217,63,3805,0,0,0,0,0,0,0,0,0,0,357,957,660,1150,872,1110,806,322,83,6313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,16,47,73,78,40,10,273,0,0,0,3,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,11,16,4,0,34
108021160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,4,0,21,3,12,9,39,33,44,46,22,17,224,104,237,173,419,322,457,514,267,119,2618,0,0,0,0,0,0,0,0,0,0,199,430,353,665,481,703,847,439,161,4270,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,18,31,49,35,8,146,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,16,3,0,23
108031161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,3,0,9,0,9,0,0,0,23,10,14,15,58,25,27,19,12,7,191,0,0,0,0,0,0,0,0,0,0,20,29,24,77,41,47,25,19,5,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108041162,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,3,4,19,12,4,11,4,60,8,33,18,79,79,99,146,106,73,648,297,870,584,1299,1159,1448,1610,953,358,8580,0,0,0,0,0,0,0,0,0,0,621,1617,1224,2127,1814,2211,2408,1339,424,13786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,3,3,0,25,0,0,0,0,0,0,0,0,0,3,0,3,0,4,5,0,3,0,0,25,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,5,12,33,109,118,240,147,42,699,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,8,3,3,0,14,0,0,0,5,8,14,33,13,7,75
108041163,0,0,3,3,0,0,0,0,0,7,0,0,0,0,3,4,3,3,0,20,0,0,3,7,3,3,3,0,0,13,0,7,4,43,30,29,27,18,4,159,18,43,63,129,91,116,156,123,60,809,717,1641,1400,2975,1976,2012,1971,1273,656,14620,0,0,0,0,0,0,0,0,0,0,1365,3220,2557,4665,2937,3032,2658,1588,776,22786,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,23,7,14,3,5,0,67,0,0,0,3,0,0,0,0,0,9,0,9,11,24,13,7,3,3,4,66,0,0,0,0,3,4,8,4,0,21,0,4,0,3,4,3,12,5,6,39,4,41,26,144,208,199,336,249,95,1313,0,0,0,6,5,3,3,4,0,25,0,3,0,14,6,5,3,0,0,34,0,4,5,12,7,10,40,31,9,120
108041164,0,0,3,12,0,3,0,0,0,22,0,0,0,0,0,3,0,4,3,11,0,0,0,0,0,3,3,0,0,9,0,0,10,17,14,15,19,14,9,102,24,37,59,124,87,83,161,111,46,736,424,905,842,1781,1056,1204,1462,1016,587,9281,0,0,0,0,0,0,0,0,0,0,788,1670,1427,2703,1515,1698,1932,1223,641,13595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,0,0,0,27,0,0,0,0,0,0,3,0,0,5,0,0,5,24,7,4,3,0,0,44,0,0,0,0,0,4,0,3,0,5,0,0,0,3,5,0,4,0,0,14,4,19,16,66,79,107,207,199,96,790,0,0,0,4,4,4,0,0,0,14,0,0,0,5,3,0,0,0,0,13,0,0,0,3,3,15,27,34,7,88
108041165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,4,4,3,0,29,14,19,29,57,43,46,44,16,4,274,118,301,283,497,431,475,332,103,36,2575,0,0,0,0,0,0,0,0,0,0,205,580,486,806,622,813,514,163,54,4251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,29,43,33,15,0,135,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,9,0,3,0,5,3,6,5,3,0,25
108041166,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,0,3,6,0,30,15,47,43,97,62,63,69,27,14,436,319,803,613,1173,756,816,726,398,189,5801,0,0,0,0,0,0,0,0,0,0,600,1512,1109,1898,1212,1232,1067,576,252,9458,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,11,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,0,0,0,4,4,4,3,26,50,73,80,54,20,317,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,3,3,7,15,4,3,31
108051167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,3,0,21,10,21,11,30,28,34,47,26,4,220,111,288,194,425,326,387,457,253,114,2553,0,0,0,0,0,0,0,0,0,0,228,523,399,693,568,646,687,360,145,4247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,20,24,58,31,8,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
108051168,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,3,17,6,0,54,9,13,22,50,52,73,85,41,48,382,247,593,447,968,698,952,931,416,167,5425,0,0,0,0,0,0,0,0,0,0,489,1178,811,1567,1058,1443,1326,605,174,8652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,6,8,3,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,3,3,3,0,7,0,0,0,0,0,0,0,0,0,5,0,3,12,28,43,86,173,75,18,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,3,15,17,5,3,57
108051169,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,17,0,3,3,12,9,12,16,4,11,65,29,58,66,138,113,134,148,115,104,902,552,1237,1155,2076,1311,1503,1362,938,535,10666,0,0,0,0,0,0,0,0,0,0,1087,2329,2127,3359,2045,2266,2039,1314,602,17174,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,4,0,3,0,18,5,5,6,3,0,36,0,0,0,0,0,0,3,0,0,6,0,0,0,6,6,3,10,3,0,25,0,3,6,29,72,83,139,89,45,461,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,3,0,7,0,0,0,0,6,9,14,19,3,56
108051170,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,8,0,0,30,13,44,58,99,104,129,105,38,14,601,208,650,525,976,944,1235,1090,386,116,6126,0,0,0,0,0,0,0,0,0,0,403,1263,955,1582,1434,1945,1742,659,176,10157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,13,0,0,0,0,5,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,9,3,0,10,0,3,3,22,67,124,161,64,11,461,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,11,0,0,0,4,9,6,23,11,3,51
108051171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,0,3,0,0,18,0,21,15,29,30,27,36,31,24,221,137,321,306,518,393,411,368,247,119,2821,0,0,0,0,0,0,0,0,0,0,274,618,558,860,608,660,527,336,142,4580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,21,22,39,20,9,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,8,4,0,14
109011172,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,7,0,3,4,29,14,12,14,14,4,92,13,31,67,106,55,44,55,54,18,448,539,1038,1150,2169,933,802,626,375,183,7812,0,0,0,0,0,0,0,0,0,0,1089,1918,1936,3514,1464,1285,916,475,219,12814,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,0,0,0,14,0,0,0,0,3,0,3,0,0,10,0,0,0,12,9,5,0,3,0,27,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,19,12,47,64,77,63,36,13,339,0,0,0,4,3,0,0,0,0,10,0,0,0,3,3,0,0,0,0,7,0,0,0,3,3,10,19,6,10,52
109011173,0,0,0,7,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,12,43,16,10,18,6,0,101,36,43,56,121,48,56,50,52,14,474,303,587,651,1247,665,610,486,326,155,5036,0,0,0,0,0,0,0,0,0,0,549,1074,1165,1883,1043,967,675,419,176,7944,0,0,0,11,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,17,3,3,3,0,0,29,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,0,4,0,5,7,18,37,28,33,25,18,177,0,0,0,0,3,6,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,22,4,3,40
109011174,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,6,0,7,3,15,4,9,11,11,6,67,24,24,45,92,48,65,57,48,58,459,257,536,642,1180,697,773,595,383,288,5346,0,0,6,4,0,0,0,0,0,9,524,918,1103,1785,1090,1147,824,474,308,8173,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,4,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,6,19,4,5,0,0,0,36,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,11,30,43,46,57,28,11,230,0,0,0,3,0,4,0,0,0,7,0,0,0,3,0,0,0,0,0,6,0,0,0,8,6,5,24,4,5,56
109011175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,7,0,17,15,45,35,106,65,85,59,30,28,457,340,919,574,1179,869,860,624,286,156,5802,0,0,0,0,0,0,0,0,0,0,657,1735,1142,1902,1439,1429,1037,465,203,10017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,3,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,26,48,56,60,19,4,216,0,3,4,4,3,3,0,0,0,19,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,10,18,9,3,49
109011176,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,9,0,0,3,3,0,0,0,0,0,6,0,5,10,74,28,15,25,23,7,191,41,46,53,142,67,106,63,75,22,610,457,813,923,1791,892,1051,824,559,207,7512,0,0,0,0,0,0,0,0,0,0,788,1483,1542,2635,1388,1527,1186,643,240,11427,3,8,3,46,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,14,6,0,0,0,0,30,0,0,0,0,0,4,10,6,0,20,0,3,0,3,0,0,0,0,0,6,0,3,9,26,41,52,63,34,12,241,0,0,0,9,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,33,25,6,89
109021177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,21,18,43,28,21,37,22,13,201,67,191,155,299,230,200,183,117,32,1474,0,0,0,0,0,0,0,0,0,0,131,320,291,436,374,346,268,163,34,2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,3,25,0,0,0,5,6,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6
109021178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,17,33,23,64,38,49,52,26,7,303,165,377,324,636,398,430,369,170,85,2939,0,0,0,0,0,0,0,0,0,0,328,714,567,1057,661,714,582,274,107,4999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,16,10,23,21,17,3,88,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8
109021179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,3,0,0,0,17,9,28,24,39,26,38,17,20,9,218,108,225,168,393,230,288,145,112,33,1703,0,0,0,0,0,0,0,0,0,0,213,411,325,630,415,459,258,155,37,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,10,7,0,31,0,0,0,3,8,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
109031180,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,9,3,22,14,29,34,40,44,31,36,253,122,334,275,480,376,416,398,277,135,2804,0,0,0,0,0,0,0,0,0,0,253,587,528,795,605,675,624,402,147,4612,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,10,12,24,32,23,7,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,0,23
109031181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,18,11,30,29,66,37,77,52,51,14,362,193,413,296,631,400,533,492,284,94,3338,0,0,0,0,0,0,0,0,0,0,345,769,537,1051,668,839,809,403,128,5550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,34,58,41,14,182,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,0,18
109031182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,11,15,28,32,78,58,77,68,59,26,442,199,445,406,801,483,554,442,343,178,3856,0,0,0,0,0,0,0,0,0,0,375,790,719,1238,718,920,658,472,218,6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,13,23,22,19,6,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,17
109031183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,7,9,30,17,55,57,70,52,31,8,343,175,399,296,615,503,568,407,227,101,3277,0,0,0,0,0,0,0,0,0,0,340,748,565,1000,812,1007,703,372,154,5682,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,22,38,14,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,18
