SA2_MAINCODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
103031074,1576,0,3,28,21,1631,1125,0,0,9,5,1139,266,23,10,9,0,303,14,12,0,0,0,25,243,0,3,3,7,249,3,0,0,0,0,4,60,3,0,3,0,60,49,0,0,0,0,55,638,36,14,10,6,703,33,0,0,0,3,39,103,3,0,8,4,119,3474,44,21,61,38,3628
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,986,4,0,11,0,998,916,3,0,3,3,927,269,11,49,0,0,332,39,0,4,0,0,41,160,4,0,3,3,172,0,0,0,0,0,0,25,0,0,3,0,35,24,0,0,0,0,26,518,20,54,7,3,608,15,0,0,0,0,16,81,0,3,3,26,115,2517,34,58,27,29,2667
103041077,2185,170,17,10,0,2387,1842,68,13,3,4,1933,1011,436,175,3,9,1638,300,156,65,0,0,516,319,65,23,0,3,409,14,28,3,0,14,64,30,3,0,0,5,44,17,7,0,0,3,33,1695,692,273,4,34,2701,25,20,7,0,7,58,191,47,23,3,52,311,5937,988,336,20,107,7386
103041078,1782,58,44,3,0,1897,2571,30,16,0,7,2623,1155,215,84,3,7,1462,188,56,35,0,0,284,234,22,11,0,0,265,15,11,9,0,0,29,22,3,3,0,0,30,13,3,0,0,0,21,1629,308,145,3,7,2094,10,0,6,0,0,18,146,16,9,3,6,174,6139,409,211,14,20,6792
103041079,1563,0,3,12,12,1591,1509,0,4,8,5,1523,211,6,9,4,0,232,0,3,4,0,0,5,284,0,6,0,0,290,4,3,16,0,0,20,72,0,0,4,0,76,43,0,0,0,0,44,606,11,31,13,3,664,24,0,9,0,0,32,91,3,3,0,0,99,3794,23,51,30,28,3916
104011080,2304,165,92,38,16,2623,1821,39,20,3,9,1897,778,160,243,6,3,1195,199,61,61,0,3,318,428,74,86,3,10,599,34,53,6,0,0,95,36,17,12,30,0,90,34,16,4,3,0,55,1504,377,402,41,20,2346,39,6,3,0,0,46,176,16,26,3,7,231,5848,609,549,93,48,7143
104011081,2482,8,3,96,24,2609,1856,0,3,47,9,1909,279,11,3,5,3,304,0,0,0,0,0,3,377,5,9,15,8,408,27,0,0,0,0,33,45,3,0,10,6,59,44,0,0,3,0,42,769,27,12,27,13,851,34,0,0,0,0,37,152,0,0,7,5,165,5293,32,20,182,54,5577
104011082,2853,132,95,215,15,3308,1312,52,38,12,11,1422,706,166,149,18,11,1048,33,14,10,0,0,68,310,34,54,12,3,401,55,19,11,0,0,81,47,0,7,43,4,103,27,4,0,3,3,39,1173,237,233,78,22,1740,22,8,3,8,0,41,160,19,17,17,0,218,5522,446,383,324,44,6727
104021083,878,6,4,8,8,904,623,3,4,0,4,631,186,22,3,0,0,210,20,6,0,0,0,31,222,12,7,3,0,245,21,0,0,0,0,22,14,0,0,0,0,18,14,0,0,0,0,13,484,38,12,3,0,538,17,0,0,0,0,21,58,4,0,0,4,60,2060,53,22,6,15,2154
104021084,1692,281,166,99,23,2266,1410,167,88,0,20,1674,584,403,466,0,20,1475,206,115,76,0,0,391,252,90,61,11,8,424,29,24,11,0,0,61,30,20,13,41,10,115,13,9,5,3,5,30,1103,657,633,56,52,2499,13,22,3,0,3,34,97,44,37,13,16,204,4314,1168,928,166,109,6681
104021085,933,133,178,8,6,1262,654,77,121,0,9,861,309,181,437,0,11,939,36,96,168,0,0,298,139,51,69,4,6,274,6,20,19,0,0,46,20,4,9,0,0,38,8,3,8,0,0,23,516,352,708,4,23,1605,33,0,4,0,0,38,45,27,39,0,10,130,2179,599,1051,11,51,3890
104021086,478,0,3,3,3,485,507,0,0,3,8,515,71,0,0,0,0,72,0,0,0,0,0,0,107,0,6,8,3,121,4,0,0,0,0,4,13,0,0,0,0,13,13,0,0,0,0,13,201,0,4,8,3,222,7,0,3,0,0,11,34,0,0,0,0,38,1230,4,8,10,9,1272
104021087,645,6,0,3,9,659,309,0,0,3,9,320,75,0,0,0,3,81,9,0,3,0,0,10,134,0,5,0,5,146,0,0,0,0,0,3,24,0,0,0,0,24,16,0,0,0,0,16,255,3,13,0,3,280,15,0,0,0,0,15,26,0,0,0,3,32,1247,5,13,6,18,1302
104021088,1031,76,22,29,6,1162,1045,73,8,4,4,1141,310,112,40,0,3,468,0,0,0,0,0,0,122,30,16,0,4,171,0,3,0,0,0,3,6,3,0,6,5,19,3,0,3,0,0,10,443,147,60,11,13,676,14,0,0,0,0,13,52,8,0,5,3,67,2578,307,99,52,21,3056
104021089,2210,248,110,83,9,2652,2061,111,44,0,8,2230,650,231,270,9,9,1165,246,87,12,0,0,351,287,64,53,6,3,420,29,35,9,3,0,76,22,3,3,30,3,53,33,0,0,3,0,37,1268,422,346,47,17,2099,90,58,19,7,3,173,108,45,40,12,8,207,5735,886,561,149,43,7369
104021090,743,55,20,41,7,874,437,31,5,0,0,475,169,31,47,3,0,262,31,13,6,0,0,55,88,20,11,7,5,131,3,0,0,0,0,3,10,4,0,14,0,35,8,0,3,0,0,20,318,74,72,28,3,492,4,0,0,3,0,11,30,7,3,4,0,50,1543,166,101,78,13,1899
104021091,1625,120,6,165,7,1928,1205,26,0,10,6,1250,496,134,28,0,3,660,31,9,16,0,0,58,253,26,17,6,6,304,10,4,0,0,0,21,48,6,0,32,3,92,22,3,0,3,0,26,861,190,66,47,16,1166,23,4,0,0,0,31,120,9,11,16,10,168,3835,350,86,241,36,4543
105011092,342,0,0,14,5,361,219,0,0,4,4,234,39,3,4,0,0,51,107,6,19,0,0,136,109,0,3,0,0,111,124,0,19,0,0,141,114,10,20,3,0,139,19,0,0,0,0,20,504,18,64,8,8,595,15,0,0,0,0,22,58,0,7,3,4,76,1146,17,67,32,21,1280
105011093,506,0,3,14,0,524,407,0,0,7,0,412,151,7,41,0,0,197,66,3,4,0,0,71,72,0,6,3,0,91,27,0,12,0,0,46,154,8,29,6,0,198,24,0,4,0,0,29,494,25,93,12,3,627,12,0,0,0,0,10,59,0,3,0,0,68,1482,22,105,33,0,1646
105011094,563,3,8,3,3,585,308,0,0,3,3,313,50,0,12,0,0,54,73,0,3,0,0,81,140,3,16,0,0,158,27,0,3,0,0,32,66,3,13,0,0,82,35,0,3,0,0,33,394,5,47,4,0,449,19,0,0,0,0,22,53,0,4,0,3,62,1333,14,58,15,16,1428
105011095,724,5,4,6,6,752,414,0,0,0,3,420,76,9,8,0,0,92,79,0,4,0,0,83,168,5,12,3,3,199,29,4,13,0,3,44,88,17,13,4,0,118,30,0,0,0,0,28,467,35,54,10,7,569,15,0,0,0,4,14,65,0,8,3,0,78,1676,42,67,22,19,1828
105011096,751,0,3,121,21,898,282,0,0,5,10,305,75,0,19,3,3,105,151,0,17,0,10,179,170,0,15,13,6,205,173,0,16,0,6,198,161,0,34,3,10,210,63,0,6,6,3,75,799,4,108,23,44,971,55,0,0,19,0,71,109,0,5,24,6,152,1995,5,116,190,91,2399
105021097,2975,31,9,7,7,3026,2099,14,0,4,7,2130,556,48,41,0,0,652,64,21,24,0,0,111,557,29,30,0,3,622,17,4,21,0,0,44,175,9,20,3,3,204,52,0,7,0,0,62,1429,112,146,5,6,1695,30,3,7,0,0,40,256,8,20,3,8,293,6792,164,184,18,23,7184
105021098,325,0,0,3,5,329,82,0,0,0,6,93,3,0,0,0,0,4,77,3,3,0,0,85,40,0,0,0,0,49,42,0,0,0,0,43,81,8,3,6,3,92,29,0,0,0,0,30,269,15,8,6,3,307,30,3,0,0,0,35,30,3,4,7,0,50,740,19,16,20,17,806
105031099,1343,9,0,17,21,1394,688,5,3,3,12,710,159,6,28,3,0,198,79,0,4,0,0,81,281,0,14,3,3,298,11,13,0,0,0,28,89,3,5,5,3,110,50,0,3,0,0,56,668,24,61,13,12,777,32,0,0,3,0,38,101,6,3,3,4,114,2824,50,65,38,50,3031
105031100,902,47,0,3,0,954,1147,45,0,3,0,1198,421,265,45,3,3,733,149,37,38,0,0,226,195,33,3,0,0,232,13,18,0,0,0,31,12,3,0,3,0,21,12,3,0,0,0,17,798,361,87,7,7,1263,13,6,0,0,0,23,77,15,10,0,0,94,2939,464,102,13,11,3527
105031101,1599,85,85,6,8,1787,1923,40,30,0,7,2002,896,181,377,7,11,1468,132,38,129,0,0,304,297,30,39,0,3,363,20,7,17,0,0,44,28,3,6,0,3,41,11,3,3,0,0,24,1385,260,567,7,20,2242,13,10,51,0,3,74,121,12,41,0,4,174,5048,405,774,19,34,6283
105031102,761,4,80,11,0,852,1070,7,24,17,0,1121,380,51,96,12,0,534,116,18,19,3,0,148,165,8,12,3,0,182,5,0,0,0,0,9,20,0,0,3,0,28,9,0,0,0,3,17,688,69,133,20,6,919,17,3,58,0,3,82,73,3,9,6,0,94,2608,92,301,51,6,3063
105031103,770,0,0,0,6,777,790,0,0,0,8,799,32,0,0,0,0,32,0,0,0,0,0,0,102,0,0,4,0,101,10,0,0,0,0,10,19,0,0,0,0,24,23,0,0,0,0,23,191,0,0,4,0,197,10,0,0,0,0,10,41,0,0,0,0,40,1802,0,0,8,9,1824
105031104,678,0,0,0,3,688,402,0,0,0,3,408,115,0,37,0,0,158,54,0,0,0,0,54,142,0,4,0,0,150,16,0,0,0,0,16,31,0,0,0,0,40,34,0,0,0,0,41,400,0,39,4,7,453,20,0,0,0,0,26,53,0,0,0,0,63,1566,4,43,9,16,1633
105031105,900,0,3,0,7,907,665,3,0,0,5,674,188,17,29,0,7,239,81,3,9,0,0,91,167,0,11,0,3,186,4,3,24,0,0,28,63,0,9,0,0,77,35,0,0,0,0,36,533,21,75,7,10,652,16,0,3,0,0,21,75,0,6,6,3,87,2185,30,90,10,22,2346
105031106,1093,8,0,95,4,1204,724,0,0,80,3,809,282,26,8,28,0,339,75,11,0,0,0,92,180,4,0,23,3,208,44,17,10,0,0,70,34,5,3,9,6,52,32,3,3,0,0,35,646,64,30,54,9,799,14,0,0,4,0,24,84,3,3,16,0,106,2573,81,39,239,20,2954
106011107,1025,9,0,4,4,1052,1474,7,3,0,15,1503,449,72,18,0,7,541,3,0,0,0,0,3,157,6,5,3,4,180,3,0,0,0,0,3,25,0,0,0,3,27,19,0,0,0,0,22,655,77,32,7,9,777,15,0,0,0,0,16,87,8,3,0,0,89,3255,105,36,12,26,3437
106011108,2355,134,3,0,0,2487,2208,38,4,4,3,2253,1256,383,73,11,15,1730,216,144,39,0,0,401,339,39,8,0,3,388,4,32,0,0,0,41,41,15,0,0,0,58,25,7,0,0,0,34,1871,613,122,12,18,2640,28,29,0,0,0,60,180,72,6,3,4,267,6643,887,135,22,29,7717
106011109,989,3,0,7,18,1018,1150,0,0,3,8,1160,127,0,0,0,0,126,0,0,0,0,0,0,127,0,3,3,3,131,0,0,0,0,0,0,17,0,0,0,0,13,21,0,0,0,0,22,290,0,3,6,3,300,14,0,0,0,0,20,57,0,0,0,8,67,2498,3,6,20,40,2562
106011110,1350,3,3,19,9,1380,1190,0,0,10,4,1207,211,6,26,4,0,243,24,0,0,0,0,31,195,0,9,7,3,210,0,0,0,0,0,3,36,0,0,4,3,42,32,0,3,0,0,33,512,11,31,9,9,572,16,5,0,0,0,20,72,0,0,3,3,75,3133,23,39,43,22,3257
106011111,1964,96,3,3,4,2065,2195,33,4,4,3,2235,832,247,61,4,7,1152,140,54,30,0,0,224,303,25,15,0,3,338,4,3,0,0,0,16,31,11,0,0,0,39,29,0,0,0,0,25,1331,340,107,6,11,1798,35,0,0,0,0,36,164,24,7,0,3,190,5685,489,116,14,20,6329
106011112,1424,74,31,25,6,1557,1929,82,23,0,5,2046,721,301,143,0,8,1167,239,39,38,0,0,312,148,24,8,0,4,191,3,4,0,0,0,10,90,7,3,22,3,126,19,5,3,0,0,25,1219,380,196,24,16,1838,26,5,3,0,0,37,94,15,8,3,5,126,4691,558,262,57,32,5596
106011113,575,0,3,3,4,590,591,0,0,3,8,602,161,0,0,0,0,160,0,0,0,0,0,0,70,0,0,0,0,70,0,0,0,0,0,0,26,0,0,3,3,31,22,0,0,0,0,22,278,0,0,3,3,283,13,0,0,0,0,18,32,0,0,0,0,32,1492,0,4,8,17,1527
106021114,486,18,7,13,94,618,791,16,4,6,8,827,441,108,36,17,9,606,3,0,12,0,0,19,93,9,0,3,0,112,0,3,3,0,0,7,4,4,0,19,6,29,12,0,0,0,3,10,550,129,51,33,17,785,6,4,0,0,11,27,45,3,3,3,18,69,1884,171,70,57,147,2329
106021115,2753,234,24,5,37,3056,3335,135,19,4,5,3495,1180,527,237,7,5,1957,394,182,59,3,3,639,312,79,25,3,4,424,15,11,11,0,6,48,111,8,11,0,3,130,15,7,3,0,0,25,2031,826,341,15,21,3225,25,60,0,0,41,128,154,36,11,3,13,218,8289,1292,395,27,116,10125
106021116,912,32,3,3,0,952,1183,13,0,3,0,1200,194,55,0,0,4,253,0,3,0,0,0,0,73,6,3,0,0,83,3,0,0,0,0,3,9,0,0,10,0,14,8,0,0,0,0,8,287,63,4,10,3,365,8,7,0,0,0,12,31,5,0,0,0,38,2414,122,3,17,8,2560
106021117,1878,123,4,0,0,2014,2826,57,4,3,5,2894,1456,310,61,0,3,1823,316,111,34,0,0,463,262,29,0,0,0,296,3,14,10,0,0,22,25,7,0,0,0,38,25,3,0,0,0,25,2091,471,107,3,4,2671,39,32,0,0,0,78,167,22,3,0,85,275,6997,713,120,7,91,7926
106021118,926,23,0,0,3,950,1621,28,0,0,10,1653,348,40,0,0,4,384,23,7,7,0,0,36,110,11,0,0,0,127,3,0,0,0,0,9,102,0,0,0,0,104,6,0,0,0,0,6,595,56,8,0,4,668,9,0,0,0,0,9,41,0,0,0,0,41,3189,104,15,0,15,3321
106031119,734,40,0,107,16,893,580,46,0,4,3,635,179,101,0,0,0,278,0,4,0,0,0,3,76,17,3,3,0,93,3,0,0,0,0,3,16,3,0,9,3,29,4,0,0,4,0,9,279,121,4,15,4,424,15,0,0,0,0,15,42,0,0,9,3,58,1652,209,4,131,26,2020
106031120,980,47,3,5,0,1035,764,19,3,0,0,789,402,61,23,5,0,494,5,0,0,0,0,8,116,8,4,4,0,134,0,16,0,0,0,21,18,0,0,0,0,16,6,0,0,0,0,10,554,87,31,11,3,683,10,4,0,0,0,14,77,4,0,0,0,85,2377,155,43,17,5,2596
106031121,2442,904,224,39,19,3635,1528,331,61,12,8,1938,636,563,294,4,6,1509,18,60,62,0,0,135,216,134,56,0,9,419,9,57,4,0,0,73,94,51,9,4,5,163,16,6,3,0,0,37,984,883,432,14,25,2334,10,93,15,0,3,122,108,83,23,5,9,217,5068,2292,757,65,58,8241
106031122,1146,115,0,58,3,1329,1423,99,3,7,3,1538,613,324,16,5,6,957,438,107,8,0,0,550,174,48,0,4,0,231,9,6,0,0,0,17,96,8,0,38,3,146,14,9,0,0,0,18,1344,504,24,51,10,1926,16,4,0,3,0,25,84,25,26,109,6,250,4013,745,54,232,23,5063
106031123,659,0,0,0,0,665,851,0,0,3,0,859,69,0,0,0,0,70,0,0,0,0,0,0,72,0,3,0,0,77,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,151,0,3,0,0,156,6,0,0,0,0,6,32,0,0,0,0,32,1699,0,5,4,3,1711
106031124,1061,59,30,9,3,1156,353,14,4,6,0,377,205,63,57,7,0,339,3,0,0,0,0,3,72,9,4,3,0,81,8,0,0,0,0,8,14,0,0,0,0,12,15,0,0,0,0,20,314,66,66,13,0,459,123,0,0,0,3,127,56,5,3,0,4,73,1907,144,101,23,11,2192
106031125,1366,12,7,83,0,1474,1859,7,4,14,4,1883,468,21,4,0,0,490,13,0,4,0,0,20,168,7,3,6,0,185,18,0,5,0,0,23,186,0,0,35,0,220,11,0,0,0,0,13,868,31,24,42,0,957,19,0,3,5,0,30,108,0,0,4,3,122,4222,53,36,148,12,4468
106041126,982,29,7,11,3,1033,1324,27,6,0,0,1358,966,309,10,0,6,1297,184,87,3,0,0,268,191,20,3,0,0,212,20,16,0,0,0,37,27,3,0,0,0,33,24,6,0,0,0,35,1409,442,15,0,5,1879,7,3,0,0,0,9,87,16,0,0,5,113,3811,517,28,14,21,4395
106041127,444,24,0,4,3,476,436,3,0,0,4,442,160,15,10,0,5,185,3,0,0,0,0,3,79,0,0,0,0,86,0,0,0,0,0,0,50,0,0,0,6,66,26,0,0,0,0,28,324,14,17,5,13,363,18,9,0,0,3,31,30,4,16,0,5,57,1244,55,26,9,28,1368
106041128,665,7,25,8,0,703,715,6,10,0,4,737,253,45,62,0,0,362,63,3,32,0,0,102,115,4,9,0,0,129,19,0,7,0,0,27,30,5,8,8,3,47,6,0,0,0,0,9,493,57,118,8,6,682,6,0,0,0,0,7,47,3,9,0,0,55,1925,74,157,16,15,2189
106041129,1073,3,7,37,12,1132,888,3,4,7,3,904,224,8,47,0,0,279,20,0,14,0,0,34,240,3,15,3,3,269,6,0,3,0,0,10,140,3,3,5,6,154,66,0,0,0,3,68,694,9,77,6,12,807,32,0,0,0,0,34,84,0,6,3,0,90,2774,16,88,61,38,2977
107011131,2889,237,23,3,3,3153,2956,148,23,7,10,3142,605,204,96,3,7,912,348,128,67,0,0,542,316,55,10,4,3,389,11,11,18,0,0,43,20,9,0,0,0,34,11,0,3,0,0,17,1322,408,194,3,8,1937,32,29,9,0,0,72,178,38,29,3,4,249,7375,854,274,20,26,8554
107011132,743,35,0,0,0,780,1442,20,0,3,0,1469,228,18,3,0,0,254,16,0,0,0,0,20,88,10,0,0,0,100,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,344,36,3,0,0,388,6,0,0,0,0,7,41,4,0,0,0,44,2592,90,5,3,4,2685
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,1781,70,18,3,4,1879,1847,56,20,4,3,1939,387,65,13,6,4,479,343,57,81,3,0,487,109,30,4,4,0,153,11,9,4,0,0,28,14,4,0,0,0,16,10,4,3,3,0,20,874,170,108,18,3,1173,14,58,3,0,0,81,90,6,12,0,3,113,4616,369,166,28,11,5181
107011545,1705,20,28,3,4,1759,1274,33,36,0,3,1344,445,41,118,6,4,608,455,30,114,0,0,603,209,8,39,3,9,266,3,10,6,0,0,25,23,0,4,0,0,33,14,3,10,0,0,22,1147,92,295,9,15,1555,24,10,0,0,0,35,151,10,23,0,0,192,4298,166,388,6,21,4884
107011546,1240,42,62,7,0,1352,599,36,28,0,0,668,344,64,249,3,3,659,131,185,208,0,0,521,146,20,67,0,3,228,0,7,5,0,0,10,13,3,15,4,0,31,12,6,12,0,0,28,643,276,550,5,5,1480,12,0,7,0,0,15,79,13,45,0,0,143,2577,362,695,17,5,3660
107011547,761,136,3,6,3,915,342,38,6,0,3,386,108,75,54,0,3,250,12,20,6,3,0,39,64,27,7,0,0,97,0,0,0,0,0,3,17,10,0,7,3,44,7,0,0,0,0,10,213,134,73,19,10,442,5,3,0,0,0,4,40,12,3,17,0,71,1360,325,87,44,15,1820
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
107031136,1257,167,0,3,0,1421,2087,144,5,0,3,2241,343,121,4,0,0,470,48,40,0,0,0,87,166,24,3,0,0,194,11,0,0,0,0,10,12,3,0,0,0,15,10,3,0,0,0,10,577,194,10,3,3,784,7,10,0,0,0,20,67,16,0,0,3,89,4000,528,14,3,14,4562
107031137,688,89,0,0,19,800,781,101,3,0,0,884,182,123,18,0,0,322,98,61,0,0,0,160,96,27,0,0,0,126,3,4,0,0,3,15,3,0,0,0,0,3,7,3,0,0,0,11,387,219,18,3,9,631,6,3,0,0,26,38,46,19,0,0,6,73,1911,429,17,3,57,2424
107031138,944,272,159,8,9,1388,608,167,32,3,0,809,160,163,104,8,3,440,27,13,6,0,0,49,75,39,30,3,0,140,0,0,5,0,0,7,9,0,4,8,0,21,6,3,9,0,0,16,271,214,159,16,10,674,7,0,84,0,0,97,24,12,24,0,4,64,1855,663,457,32,15,3027
107031139,866,45,4,0,0,922,718,40,13,0,0,773,140,24,11,0,0,178,6,9,3,0,0,12,74,5,11,0,0,97,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,228,38,23,0,0,297,0,0,0,0,0,3,27,0,0,0,0,32,1843,128,41,0,0,2018
107031140,1136,35,26,7,25,1238,777,25,11,3,3,807,196,28,39,0,0,276,4,0,6,0,0,13,119,7,3,4,0,127,6,0,27,0,0,33,21,0,0,4,3,30,17,0,0,0,0,14,360,40,78,9,5,493,7,0,29,0,0,38,52,0,5,0,5,60,2333,98,152,19,44,2639
107031141,1456,213,43,47,8,1762,2090,209,26,3,8,2335,489,276,65,8,3,836,60,122,3,0,0,188,85,53,8,5,0,150,3,23,0,0,0,23,11,0,0,13,0,28,9,8,0,0,0,17,652,483,79,26,4,1244,11,3,0,3,0,17,48,31,3,3,0,89,4260,943,155,75,15,5450
107031142,1278,167,3,0,0,1451,1012,104,7,3,7,1123,278,234,34,3,5,554,44,57,21,0,0,119,108,39,4,3,0,159,7,6,0,0,0,13,9,3,0,0,0,13,4,4,0,0,0,10,450,346,57,7,3,859,8,19,0,0,0,27,73,24,0,0,0,94,2817,658,64,9,8,3563
107031143,2250,147,75,192,3,2667,1731,95,63,13,4,1903,657,204,328,4,3,1198,812,137,111,0,4,1060,255,56,65,7,0,390,14,16,3,0,0,29,26,7,3,23,0,57,17,9,8,0,0,36,1780,426,519,31,11,2767,21,30,4,0,0,57,172,43,21,23,3,254,5955,737,680,258,17,7649
107041144,2516,377,99,11,3,2998,1802,230,92,3,3,2135,486,389,425,25,3,1334,188,333,52,0,0,575,172,93,58,13,0,337,10,45,4,0,0,63,12,10,5,0,0,35,24,8,6,3,0,45,897,883,555,45,9,2382,22,66,5,3,0,96,126,65,15,0,0,214,5359,1621,765,57,18,7822
107041145,1446,344,108,18,0,1924,1200,283,131,8,3,1620,287,456,337,8,0,1088,295,469,93,0,3,861,129,108,38,0,4,279,11,26,8,3,0,48,12,5,4,7,0,30,13,10,10,0,3,37,750,1083,492,19,10,2347,16,37,3,0,0,60,79,61,25,0,0,166,3492,1814,754,45,13,6117
107041146,2571,180,63,125,3,2945,2174,137,53,8,7,2379,454,215,330,9,6,1008,81,51,29,0,4,162,214,78,80,9,0,386,5,3,25,0,0,31,20,5,16,21,0,59,23,0,4,0,0,34,796,356,490,37,14,1686,22,8,44,3,0,72,108,21,20,15,10,175,5668,697,673,184,30,7255
107041147,791,27,64,3,3,893,1257,31,117,5,4,1413,145,27,67,3,3,247,29,0,0,0,0,29,69,3,12,0,0,78,4,0,0,0,0,6,9,0,0,0,0,9,6,0,0,0,0,3,261,28,82,3,3,373,13,6,5,3,0,20,45,0,4,0,5,57,2364,97,271,19,11,2756
107041148,1328,108,81,4,7,1528,1330,94,71,3,0,1499,250,117,116,15,5,504,0,24,0,0,0,24,127,22,29,3,6,186,0,3,5,0,0,12,8,4,0,0,0,10,14,0,0,0,0,17,400,169,153,18,8,752,13,9,4,0,0,26,64,8,7,0,4,89,3140,386,316,20,22,3889
107041150,1943,251,271,12,5,2471,2159,283,216,3,19,2674,268,241,252,3,11,774,210,166,185,0,0,554,132,50,66,3,4,258,3,8,19,0,0,35,10,5,0,6,0,20,12,0,5,0,0,23,640,467,524,18,12,1666,17,10,28,5,6,61,104,27,33,0,4,169,4864,1043,1065,30,38,7042
107041548,275,74,1037,5,71,1464,142,63,702,3,7,919,163,115,2102,12,5,2396,3,14,384,0,0,402,48,25,323,3,5,405,4,9,23,0,0,41,8,4,26,3,3,43,3,0,24,0,0,32,230,165,2887,17,20,3315,5,7,56,0,33,97,27,10,153,0,91,277,678,315,4837,25,220,6073
107041549,1229,231,188,3,4,1652,1008,216,236,3,4,1463,387,340,1082,8,12,1827,70,93,319,0,0,477,186,91,196,6,3,475,10,3,24,0,0,38,13,3,24,0,0,45,8,6,10,0,0,29,675,534,1654,14,14,2887,18,3,18,0,0,38,67,23,78,0,4,171,2990,1012,2175,17,23,6219
108011151,800,0,3,10,4,824,547,0,3,6,3,565,124,6,3,5,0,137,0,0,0,0,0,0,125,3,4,0,3,132,3,0,4,0,0,3,24,0,0,10,0,32,20,0,0,0,0,20,288,5,11,14,0,319,14,0,0,0,0,14,63,0,0,7,0,69,1706,15,18,35,14,1787
108011152,2043,505,160,61,14,2791,1096,90,59,5,5,1252,512,172,376,17,6,1090,27,73,36,0,0,138,173,57,53,4,0,293,44,25,27,0,0,103,13,3,4,9,7,39,23,3,3,3,0,30,797,338,496,35,23,1683,39,35,7,0,6,81,118,38,38,10,3,212,4087,1007,769,104,48,6014
