SA2_MAINCODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
101041017,17,0,53,24,11,11,3,14,0,139,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,3,0,19,4,4,12,8,5,13,6,13,6,67,218,268,331,222,187,140,52,114,25,1552
101041018,16,11,52,21,8,22,10,11,0,144,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,3,0,19,9,7,12,7,5,6,0,8,18,69,226,445,313,282,207,151,59,124,46,1842
101041019,13,0,58,20,9,15,3,33,0,151,0,0,0,0,0,0,0,3,0,3,4,4,0,3,0,3,0,8,0,31,10,9,21,8,7,9,7,14,5,88,226,613,385,286,259,134,73,232,12,2209
101041020,21,4,46,19,13,7,11,23,3,145,0,0,0,0,0,0,0,0,0,0,16,5,3,3,6,3,0,8,0,37,18,8,14,13,9,18,12,21,11,120,453,549,449,303,233,108,111,228,41,2480
101041021,0,0,20,11,7,11,0,5,0,58,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,5,4,5,3,0,3,5,23,113,247,166,108,103,50,27,40,14,864
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10
101041023,3,0,23,5,7,9,0,6,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,13,5,0,4,6,3,9,3,8,0,41,61,108,135,104,57,51,43,67,7,634
101041024,6,0,24,13,5,3,3,13,3,71,0,0,0,0,0,0,0,0,0,0,3,3,8,0,3,0,3,3,0,18,7,3,12,0,4,3,0,4,6,39,144,174,193,120,93,35,56,89,17,926
101041025,42,5,100,34,21,31,6,26,3,263,0,0,0,0,0,0,0,0,0,4,3,3,7,4,4,0,0,3,0,38,12,7,15,13,7,9,3,11,10,84,381,601,523,362,280,217,84,202,37,2679
101041026,12,0,50,23,15,11,7,18,0,139,0,0,0,0,0,0,0,0,0,0,4,6,0,3,4,0,3,0,0,26,6,5,13,5,3,11,3,10,7,70,217,454,373,262,225,126,80,144,30,1909
101041027,15,5,71,22,8,26,9,15,0,170,0,0,0,0,0,3,0,0,0,3,4,3,0,3,3,0,0,3,0,13,12,10,7,9,6,5,0,14,7,73,261,454,371,258,182,151,68,166,32,1937
101051539,46,5,140,72,30,49,11,39,5,403,0,0,0,0,0,0,0,5,0,10,8,6,7,11,7,0,13,3,7,63,20,11,21,38,13,26,30,39,30,226,676,1291,995,1111,688,372,336,391,89,5958
101051540,24,6,59,36,17,14,11,15,4,177,0,0,0,0,0,0,0,0,0,4,10,5,3,0,6,3,7,3,4,45,46,18,24,19,18,7,16,26,16,192,801,702,626,468,410,142,220,244,54,3661
101061541,14,3,37,18,12,3,7,16,0,107,0,0,0,0,0,0,0,0,0,0,7,8,0,10,6,0,0,0,0,25,4,0,9,12,8,10,9,3,8,66,275,478,319,284,265,78,79,95,40,1908
101061542,16,5,44,19,30,3,8,20,0,143,0,0,0,0,0,0,0,0,0,3,22,23,0,3,13,0,9,3,0,78,26,20,16,17,18,12,7,18,17,139,1086,1120,531,348,558,130,109,202,71,4157
101061543,26,3,59,21,15,25,13,25,0,186,0,0,0,0,0,0,0,3,0,5,4,3,9,3,3,0,3,4,0,30,8,11,17,9,15,20,14,24,4,119,369,511,471,308,263,180,125,243,27,2491
101061544,17,3,36,15,7,3,11,17,0,107,0,0,0,0,0,0,0,0,0,0,7,3,3,0,3,0,0,3,0,15,19,8,17,9,5,4,10,20,10,99,514,299,280,183,180,68,88,230,25,1864
102011028,16,10,38,19,15,9,3,7,0,110,0,3,0,0,0,0,0,0,0,3,3,10,5,3,3,3,0,3,0,33,5,6,12,0,7,3,8,3,10,50,409,985,405,291,270,135,49,95,33,2673
102011029,13,7,49,22,24,26,3,12,0,157,0,0,0,0,0,0,0,0,0,3,6,5,0,4,3,4,4,0,0,33,13,6,16,5,14,8,4,17,4,85,486,988,606,348,436,185,75,165,48,3323
102011030,16,0,14,8,16,6,0,13,0,74,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,3,0,0,23,15,8,19,6,9,4,7,8,10,75,316,293,254,120,169,80,61,106,26,1436
102011031,15,10,73,30,26,23,5,20,0,202,0,0,0,0,0,0,0,0,0,0,7,16,10,3,7,4,0,0,0,41,16,7,19,15,11,6,4,6,13,93,589,1220,537,401,512,242,80,170,50,3805
102011032,46,7,128,59,30,42,6,33,3,350,0,0,0,0,0,0,0,0,0,4,14,11,3,8,10,0,4,4,0,53,11,12,17,22,8,16,5,15,29,133,655,1980,818,727,748,438,168,327,83,5941
102011033,17,4,36,26,12,15,8,12,0,124,0,0,0,0,0,0,0,0,0,0,3,6,0,3,10,0,0,3,0,24,9,0,11,5,10,6,8,4,7,49,257,447,395,267,317,120,100,128,33,2065
102011034,17,3,47,23,22,13,5,4,0,131,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,17,3,3,7,5,4,0,4,7,10,38,241,523,373,268,243,125,69,92,27,1960
102011035,12,3,50,14,10,15,4,9,4,131,0,0,0,0,0,0,0,0,0,0,4,4,4,0,3,3,4,4,0,24,3,6,12,3,6,5,4,9,17,67,230,622,379,275,287,134,90,130,60,2205
102011036,13,7,41,20,15,13,3,7,0,127,0,0,0,3,0,0,0,0,0,3,6,8,0,6,3,0,4,0,0,30,6,0,5,3,8,4,7,6,15,55,329,738,469,304,354,132,89,154,35,2599
102011037,4,3,35,12,13,8,3,5,0,86,0,0,0,0,0,0,0,0,0,0,8,4,0,4,7,0,0,0,0,29,4,9,4,4,8,3,3,8,8,56,253,651,271,235,274,123,53,73,34,1962
102011038,18,0,40,22,15,10,4,11,0,124,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,25,6,7,8,9,3,3,4,5,5,43,297,560,451,253,287,144,63,113,25,2208
102011039,23,9,83,57,26,25,8,6,3,253,0,0,3,0,3,0,0,0,0,10,3,18,3,4,13,3,0,3,0,45,11,10,15,9,12,8,0,9,12,86,757,1704,646,473,552,261,83,149,68,4700
102011040,32,9,146,72,42,46,13,40,0,401,0,0,0,0,0,0,0,4,0,5,3,22,10,10,5,3,8,3,8,74,9,20,27,33,29,13,26,31,30,227,648,1431,1079,839,772,356,237,386,98,5843
102011041,30,9,60,32,31,18,6,9,0,187,0,0,0,0,0,0,0,0,0,5,3,5,7,4,6,4,0,0,0,29,7,11,8,12,10,12,3,5,3,81,512,1147,523,352,392,190,60,116,42,3340
102011042,21,5,77,38,21,25,10,29,0,223,0,0,0,0,0,0,0,0,0,3,3,11,7,0,3,7,6,0,3,43,8,3,22,14,12,10,8,19,17,125,414,833,616,451,448,231,122,222,69,3409
102011043,12,6,78,28,31,15,14,24,0,202,0,0,0,0,0,0,0,0,0,0,5,10,5,7,3,5,3,0,0,32,4,10,21,13,6,10,7,12,15,98,289,809,541,439,431,181,132,186,45,3061
102021044,45,3,150,67,34,40,10,29,3,379,0,0,0,0,0,0,4,0,0,4,6,6,8,12,4,3,5,3,0,55,7,15,32,23,22,34,14,28,22,198,656,1350,1247,824,687,417,238,415,95,5919
102021045,29,5,76,34,16,28,10,23,3,216,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,4,12,5,0,29,8,4,15,14,3,14,11,13,19,106,249,365,501,464,269,184,180,230,51,2497
102021046,20,9,60,34,22,20,11,19,0,185,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,3,0,0,13,7,12,9,10,5,8,14,26,10,101,198,403,508,335,269,162,136,187,34,2229
102021047,36,9,105,49,37,37,11,34,3,331,0,0,0,0,0,0,0,0,0,3,4,0,8,0,11,3,4,3,0,42,3,6,21,10,10,10,7,15,17,101,562,1034,918,584,617,304,181,298,79,4583
102021048,43,11,118,61,34,32,15,31,3,351,0,0,0,0,0,0,3,0,0,4,0,3,12,3,4,3,7,6,3,50,5,12,42,29,16,21,25,48,18,219,437,892,1029,803,547,331,293,400,79,4809
102021049,11,3,9,10,3,8,0,3,0,44,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,3,15,11,7,6,0,5,3,0,3,3,40,208,295,224,99,131,51,43,49,20,1108
102021050,11,8,59,30,13,19,13,19,0,160,0,0,0,0,0,0,0,0,0,4,7,3,3,3,4,0,8,4,0,33,3,0,13,7,12,8,9,17,15,93,220,434,552,367,265,172,155,200,39,2411
102021051,8,0,26,12,15,11,3,10,0,70,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,3,21,8,4,7,6,5,5,10,8,0,51,230,494,259,190,240,94,70,77,13,1669
102021052,11,3,35,15,13,16,3,14,3,110,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,0,17,3,0,4,3,9,0,4,7,4,37,135,233,333,210,163,99,96,120,24,1413
102021053,25,6,101,51,29,22,11,21,3,268,0,0,0,0,0,0,0,3,0,8,4,3,8,4,4,0,3,7,0,35,5,15,19,17,15,22,5,23,13,142,429,902,704,525,436,265,130,231,71,3690
102021054,9,8,50,30,15,24,10,10,0,151,0,0,0,0,0,0,0,0,0,3,7,6,0,7,0,0,4,3,0,22,4,10,17,4,9,11,9,9,7,80,214,473,478,302,244,170,107,166,30,2196
102021055,18,3,30,18,10,16,6,11,0,104,0,0,0,0,0,0,0,0,0,5,0,4,4,6,4,0,0,3,0,24,0,0,3,3,3,3,8,7,7,36,194,364,262,204,204,109,72,91,20,1524
102021056,31,8,90,48,47,34,17,20,3,291,0,0,0,0,0,0,0,0,0,3,3,8,12,3,3,3,10,4,0,43,12,8,15,13,5,5,16,13,12,109,509,929,738,628,566,273,224,213,69,4159
102021057,10,3,44,26,15,21,8,21,0,148,0,0,0,0,0,0,0,0,0,3,4,4,7,3,3,0,0,3,0,20,10,6,11,12,7,3,7,20,17,89,196,367,355,313,272,127,85,196,47,1952
103011058,46,10,154,78,36,35,18,50,3,429,0,0,0,0,4,3,0,4,0,16,4,10,9,9,7,0,3,3,4,55,8,8,28,23,15,16,14,31,22,173,833,1960,1132,968,780,414,289,475,91,6950
103011059,26,3,79,33,18,10,14,21,3,202,0,0,0,0,0,0,0,0,0,0,7,3,3,4,7,9,12,3,3,43,11,8,12,6,10,4,6,25,11,85,370,784,606,493,402,187,164,236,41,3280
103011060,11,7,33,15,11,6,7,14,3,107,0,0,0,0,0,0,0,0,0,0,4,7,0,7,5,0,7,3,0,28,16,6,16,0,10,10,10,16,11,90,409,514,412,216,268,93,100,147,37,2188
103011061,7,0,14,15,7,7,7,8,0,66,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,16,19,0,6,4,0,0,9,9,5,63,211,177,204,109,95,43,124,96,23,1084
103021062,16,0,20,13,9,10,3,3,0,80,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,23,7,18,5,8,3,15,19,11,105,398,294,213,163,128,67,84,98,25,1463
103021063,8,3,40,24,11,14,6,16,0,124,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,3,0,3,0,24,7,12,12,12,5,10,12,14,8,107,234,446,367,293,197,156,87,179,31,1991
103021064,19,0,11,8,4,3,4,4,0,62,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,3,13,18,7,8,6,0,4,3,6,3,54,377,262,192,163,130,60,67,130,17,1410
103021065,14,0,44,21,13,15,9,15,3,134,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,15,25,5,12,14,10,12,18,18,22,136,494,545,435,273,266,147,133,200,48,2541
103021066,8,0,9,4,4,0,3,3,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,6,3,4,0,3,6,0,6,0,36,266,168,104,81,86,26,37,72,7,843
103021067,12,3,56,29,16,19,11,16,0,169,0,0,0,0,3,0,0,0,0,3,4,3,5,0,6,0,12,7,0,37,12,14,20,17,4,20,19,18,14,123,343,612,538,346,328,159,241,148,52,2764
103021068,11,3,9,3,5,0,3,4,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,13,0,4,7,3,3,5,5,0,39,271,159,95,84,70,27,59,64,13,834
103021069,20,0,22,15,3,3,6,8,0,79,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,11,31,3,11,5,3,10,14,11,10,88,355,253,252,123,142,69,115,112,24,1432
103031070,11,8,72,27,27,13,12,21,3,189,0,0,4,0,0,0,0,0,0,11,0,0,4,0,3,3,3,0,0,18,12,4,19,7,10,8,13,14,14,105,236,520,641,373,349,136,258,202,42,2755
103031071,12,3,30,23,21,5,14,11,0,131,0,0,0,0,0,0,0,3,0,3,3,5,0,5,4,0,8,0,0,26,12,3,22,17,12,7,20,13,4,106,273,352,432,276,270,100,249,143,34,2129
103031072,15,10,82,50,17,33,23,15,0,237,0,0,0,0,0,0,0,0,0,0,6,4,9,3,3,0,13,8,0,43,17,14,29,12,20,20,24,5,11,153,399,711,715,358,333,202,340,193,36,3291
103031073,3,0,13,7,3,3,5,3,0,42,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,3,0,7,0,4,3,5,5,0,26,116,114,143,73,67,26,56,60,7,665
103031074,9,3,41,20,10,13,19,19,0,136,0,0,0,0,0,0,0,0,0,3,6,0,3,0,4,0,11,7,4,35,17,3,20,6,5,12,25,25,17,131,510,426,514,234,237,116,277,219,46,2577
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,21,0,46,12,7,7,7,11,0,113,0,0,0,0,0,0,0,0,0,0,4,5,3,3,0,0,3,0,0,22,18,5,5,8,9,3,11,8,3,79,363,441,368,215,234,101,147,155,32,2050
103041077,42,9,106,45,23,33,21,36,3,312,0,0,0,0,0,0,0,4,0,3,7,11,5,6,12,3,5,9,0,52,7,7,18,27,12,18,15,36,22,165,545,1479,843,646,578,308,249,348,67,5053
103041078,48,10,130,67,48,42,29,31,3,404,0,0,0,0,0,0,0,3,0,11,14,7,11,0,11,0,3,3,4,54,17,17,22,19,25,22,11,29,12,168,767,1913,1104,754,857,367,270,315,61,6404
103041079,20,6,45,24,21,15,13,21,4,165,0,0,0,0,0,0,0,0,0,0,8,8,3,10,0,0,0,8,0,32,30,4,27,3,19,10,20,15,15,137,790,950,616,318,480,166,177,233,60,3792
104011080,17,4,98,45,13,33,16,29,0,258,0,0,0,0,0,0,0,0,0,4,7,9,12,10,7,3,3,7,0,57,10,8,13,17,19,23,24,26,16,157,385,924,658,724,535,293,189,281,53,4045
104011081,23,3,78,37,18,14,13,22,4,210,0,0,0,3,0,0,0,7,0,5,6,3,7,3,5,4,5,3,0,36,19,13,21,22,11,20,18,26,13,172,488,712,620,504,408,204,228,288,69,3518
104011082,19,8,124,38,21,17,11,25,0,267,0,0,0,0,0,0,0,0,0,3,3,3,4,4,0,4,11,8,0,40,17,7,28,22,9,24,11,41,9,168,422,882,620,481,376,247,146,318,53,3532
104021083,7,0,41,5,13,5,3,4,3,91,0,0,0,0,0,0,0,0,0,4,0,10,0,3,3,0,0,3,0,20,11,7,8,10,4,3,6,7,0,52,207,564,266,216,154,90,59,82,27,1661
104021084,43,8,146,45,42,30,9,33,3,361,0,0,0,0,0,0,0,0,0,3,8,9,4,0,8,3,3,6,0,44,9,7,18,15,13,17,4,16,21,128,479,1111,728,613,628,323,158,322,65,4422
104021085,19,5,82,31,17,26,3,20,0,209,0,0,0,3,0,0,0,0,0,5,6,3,5,3,0,7,3,0,3,27,8,0,7,12,11,17,6,9,9,77,307,739,407,349,341,192,74,174,34,2613
104021086,0,4,19,16,6,9,4,3,0,65,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,0,3,4,0,20,3,4,3,5,3,6,3,8,7,46,139,287,211,144,136,66,66,97,23,1167
104021087,7,0,12,3,0,4,6,9,0,41,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,3,0,7,3,0,5,3,9,0,31,164,123,101,91,67,24,35,87,10,701
104021088,18,7,50,24,15,21,6,19,0,167,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,5,0,0,0,21,3,6,10,7,3,6,9,9,8,52,413,919,429,307,351,182,91,177,42,2910
104021089,40,6,120,52,35,28,10,40,3,336,0,3,0,0,0,0,0,0,0,7,5,4,12,6,5,6,7,4,4,51,11,11,19,14,15,17,7,23,25,142,591,1428,850,729,706,367,204,380,77,5323
104021090,21,3,26,10,11,4,5,10,0,76,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,3,0,0,16,4,0,12,6,6,4,4,8,3,43,156,324,197,153,138,61,55,99,13,1205
104021091,19,5,77,27,6,10,7,23,3,185,3,0,0,0,0,0,0,7,0,9,15,4,6,3,3,0,4,5,6,45,12,7,17,9,4,8,12,21,14,111,422,718,528,396,332,152,118,349,59,3070
105011092,8,0,13,7,4,0,0,0,0,33,0,3,0,0,0,0,0,0,0,3,0,4,0,0,7,0,0,0,0,7,7,3,3,11,3,0,4,7,8,53,159,194,95,170,74,24,26,63,17,824
105011093,3,0,13,8,4,3,12,0,0,50,0,0,0,0,0,0,0,0,0,4,3,4,0,3,0,0,3,0,0,9,6,4,9,4,4,3,18,13,6,62,166,223,295,117,106,41,139,72,20,1180
105011094,12,0,7,7,5,0,0,6,0,39,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,11,13,4,7,3,10,6,5,13,4,66,249,169,102,110,93,40,31,72,23,887
105011095,5,3,19,10,8,0,8,8,0,53,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,12,15,3,4,5,10,10,6,76,269,220,199,129,98,43,92,99,21,1160
105011096,5,0,11,9,3,0,9,13,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,8,9,6,5,10,0,7,13,3,67,256,266,131,192,113,38,67,105,20,1185
105021097,22,9,103,54,18,13,15,16,3,255,0,0,0,3,0,0,3,0,0,4,6,3,4,11,6,3,10,4,0,48,16,12,21,30,20,28,19,30,14,190,402,1006,818,693,464,193,284,222,58,4133
105021098,13,0,3,8,3,0,0,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,10,3,3,13,3,0,0,5,7,43,159,72,27,67,32,9,10,64,15,459
105031099,10,6,27,11,10,7,9,12,0,83,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,6,3,3,23,30,0,10,14,6,5,13,17,15,114,442,388,227,223,160,85,87,147,32,1803
105031100,23,5,60,27,18,31,8,27,0,202,0,0,0,0,0,0,0,0,0,0,6,3,3,0,3,3,3,0,0,22,7,10,15,12,6,10,13,24,13,110,347,772,500,407,390,232,146,221,44,3057
105031101,26,10,130,61,35,30,9,32,6,338,0,3,0,0,0,0,0,0,0,4,3,5,3,12,4,10,3,7,0,47,6,15,16,15,17,19,9,18,23,136,604,1480,904,779,680,349,173,370,69,5408
105031102,15,4,44,30,13,23,11,21,0,165,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,14,9,3,17,11,3,6,5,10,9,79,302,564,420,322,296,181,86,173,37,2380
105031103,3,3,25,12,9,12,9,8,0,69,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,17,21,11,6,7,7,10,6,9,13,96,398,426,312,163,251,98,81,91,31,1841
105031104,8,0,19,9,8,3,0,3,0,47,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,6,21,0,13,9,3,5,12,12,4,69,252,210,157,150,83,47,45,78,11,1038
105031105,4,3,30,11,5,7,7,9,0,76,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,16,10,9,8,5,9,5,7,10,5,66,347,313,251,175,173,63,111,97,21,1553
105031106,20,3,28,19,10,6,8,15,0,101,3,0,0,0,0,0,0,3,0,3,7,0,4,4,7,0,4,4,0,27,15,5,10,13,6,6,4,21,12,95,328,353,264,288,177,74,75,164,29,1745
106011107,32,8,74,41,26,16,22,18,3,227,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,3,22,17,6,17,5,7,8,24,14,14,123,456,568,746,297,333,167,321,179,55,3124
106011108,44,5,164,75,38,45,49,45,4,470,0,0,0,4,0,4,0,0,0,12,3,10,7,4,3,0,9,3,0,37,7,12,26,26,10,23,20,33,19,174,459,756,1028,671,464,338,484,382,71,4644
106011109,17,3,52,20,9,13,12,13,0,143,0,0,0,0,0,0,0,0,0,3,4,3,6,4,0,0,5,0,0,22,6,11,18,8,9,10,11,16,10,103,296,419,499,221,276,115,152,168,37,2184
106011110,16,0,37,18,11,9,13,18,0,127,0,0,0,0,0,0,0,0,0,3,3,9,3,4,0,0,0,0,0,25,15,12,26,4,13,3,12,14,4,105,402,515,560,267,323,115,166,195,34,2562
106011111,29,8,125,58,20,30,26,36,0,321,0,0,3,0,0,0,4,3,0,5,4,0,10,3,8,3,9,3,3,40,7,5,27,15,14,10,24,31,10,144,290,596,1022,537,471,226,439,343,56,3978
106011112,20,3,65,55,20,31,43,24,0,261,0,3,0,0,0,0,0,0,0,11,8,6,11,17,6,0,24,3,0,77,12,9,21,9,12,14,20,15,18,122,489,858,1082,555,504,230,669,230,77,4700
106011113,4,3,20,11,4,6,19,8,0,81,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,0,0,0,0,13,9,3,16,3,4,3,18,10,0,58,220,223,334,82,150,49,193,94,28,1389
106021114,4,3,43,25,11,14,9,5,0,119,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,15,0,3,14,6,0,5,10,8,7,54,186,464,407,278,211,145,143,96,34,1956
106021115,40,6,166,70,30,52,34,48,0,446,0,3,0,0,0,3,0,0,0,10,5,8,22,11,13,8,13,8,3,87,20,7,34,17,13,13,18,35,23,182,843,2117,1578,950,982,422,464,435,98,7882
106021116,11,3,40,25,19,10,10,17,0,136,0,0,0,0,0,0,0,0,0,5,3,3,7,0,5,0,5,3,0,28,5,4,6,4,3,3,6,4,3,31,383,833,482,244,320,120,133,116,25,2651
106021117,40,4,165,78,52,45,36,56,3,486,3,0,0,0,0,0,0,4,0,6,5,13,14,8,10,0,7,6,7,65,11,10,40,25,13,20,39,26,22,210,568,1134,1514,752,771,371,549,388,101,6154
