SA2_MAINCODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
102011043,4,30,20,27,44,43,11,23,0,207,9,13,11,13,42,27,12,20,34,183,179,534,525,566,1069,903,363,473,80,4692
102021044,11,48,54,42,64,85,44,54,3,400,13,38,26,20,71,56,22,35,66,341,386,1108,1039,1190,1854,1709,833,1069,145,9330
102021045,3,21,18,28,62,44,13,21,3,207,3,18,16,18,44,25,14,27,43,216,178,501,518,589,1012,807,343,508,95,4551
102021046,3,21,7,18,34,33,12,13,0,139,4,8,16,16,23,32,8,9,43,160,149,421,414,457,681,665,291,421,87,3585
102021047,12,36,37,31,61,64,40,43,3,325,9,34,37,22,51,59,25,36,46,321,259,901,791,814,1385,1352,701,935,105,7245
102021048,4,32,38,48,68,69,33,68,9,356,12,35,33,36,77,72,18,34,98,413,295,930,881,1070,1798,1507,647,963,207,8294
102021049,0,4,9,10,13,11,6,16,0,75,0,17,10,3,10,20,7,10,19,87,71,212,202,177,234,295,134,287,32,1644
102021050,7,18,16,25,36,39,16,25,0,191,11,27,15,9,30,39,8,12,37,198,152,465,451,513,838,703,291,483,69,3956
102021051,0,19,11,10,17,17,10,18,0,104,0,6,7,8,21,16,13,11,13,94,91,290,241,288,468,467,220,356,34,2467
102021052,3,8,13,13,17,31,15,11,0,106,0,13,9,11,24,19,3,10,22,103,67,262,254,295,451,495,189,301,47,2346
102021053,12,33,28,38,42,39,23,28,0,239,9,27,34,29,48,37,18,40,60,299,197,694,695,771,1122,997,447,773,137,5827
102021054,3,15,12,14,25,31,5,20,4,131,0,14,9,9,28,32,6,15,31,155,131,403,405,492,644,630,271,415,73,3456
102021055,0,14,3,12,28,20,12,9,0,98,0,7,13,10,24,11,6,15,11,99,72,248,260,271,550,454,194,320,40,2409
102021056,4,39,23,37,81,56,29,42,0,301,11,23,14,11,37,46,13,27,38,221,236,769,648,740,1369,1256,614,956,115,6700
102021057,6,21,16,12,37,20,20,19,5,150,11,15,5,9,28,32,3,10,38,140,123,381,371,424,704,611,246,398,60,3327
103011058,9,59,27,35,77,59,32,66,3,375,21,40,24,30,67,39,20,44,76,348,419,1333,1021,1121,2235,1747,893,1492,189,10443
103011059,3,21,14,21,45,29,19,36,0,186,7,19,10,7,30,32,10,23,34,172,194,580,414,538,1047,821,455,771,94,4906
103011060,3,16,13,14,20,29,10,21,0,126,11,15,13,16,9,16,4,20,32,145,127,349,347,329,510,550,263,578,79,3124
103011061,0,7,4,3,8,8,8,3,0,49,5,10,8,4,24,14,13,26,31,136,64,216,185,186,349,296,171,413,53,1930
103021062,0,10,5,4,8,26,7,21,0,77,6,10,13,10,12,16,9,28,40,143,114,255,219,299,260,491,220,728,97,2671
103021063,3,24,15,11,29,34,19,21,0,157,9,3,12,8,23,13,9,19,27,122,117,398,380,425,651,554,270,514,68,3383
103021064,0,3,13,11,10,19,4,8,0,62,3,7,3,9,8,18,6,7,25,80,86,254,245,257,324,340,199,503,63,2262
103021065,5,15,11,22,27,31,12,30,9,154,7,21,8,20,27,26,20,28,58,210,166,390,358,489,686,727,394,851,119,4176
103021066,0,10,4,7,7,7,9,5,3,49,5,10,3,4,9,8,3,5,12,59,47,169,148,149,175,231,132,351,38,1439
103021067,7,24,19,17,33,39,20,44,0,198,7,17,7,8,25,32,13,14,42,165,184,483,385,498,840,619,569,697,100,4376
103021068,0,9,0,4,8,14,3,9,0,48,6,0,0,4,4,6,6,11,9,42,70,131,123,143,148,204,117,391,31,1351
103021069,0,16,7,11,30,18,11,21,0,105,3,3,4,9,6,10,3,16,43,105,87,282,217,257,329,387,187,698,79,2525
103031070,3,24,26,23,35,38,17,25,0,190,6,26,17,15,35,35,3,22,36,193,195,569,482,540,942,800,383,537,80,4523
103031071,4,15,9,17,25,22,8,20,0,113,4,9,15,12,15,22,3,14,33,126,130,354,355,385,643,531,269,533,88,3279
103031072,3,28,22,27,38,47,18,83,3,263,9,13,7,11,15,15,10,16,28,116,185,532,509,591,811,746,543,1041,82,5040
103031073,3,4,3,3,4,7,3,3,0,35,4,6,3,7,9,10,0,3,6,53,47,148,112,149,149,164,106,190,14,1083
103031074,3,16,24,18,28,31,10,37,3,173,5,18,13,9,14,11,7,25,26,125,165,477,440,482,518,567,382,909,103,4035
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,3,17,11,16,30,19,23,27,0,140,9,15,5,5,25,19,7,13,27,138,128,374,317,353,482,482,317,719,68,3235
103041077,11,42,36,17,63,57,34,55,3,321,9,22,18,25,51,36,13,31,78,292,282,842,704,892,1576,1286,720,1173,169,7642
103041078,14,40,31,34,69,66,47,79,3,381,10,25,19,19,36,33,20,35,49,228,335,935,840,988,1750,1654,1004,1656,136,9304
103041079,9,18,21,14,29,34,31,47,0,202,12,18,6,7,21,45,22,29,54,221,237,565,533,587,866,993,513,1138,116,5548
104011080,15,33,20,36,60,55,24,45,0,286,19,35,20,13,41,26,17,16,48,231,246,851,692,903,1397,948,529,819,104,6499
104011081,9,27,16,30,44,41,12,39,3,220,12,29,18,17,28,33,12,26,61,224,245,731,671,791,985,782,389,873,158,5610
104011082,7,31,25,24,45,40,7,32,4,212,19,36,15,16,27,16,7,16,63,212,245,763,699,835,852,672,370,736,132,5308
104021083,0,7,10,16,11,4,13,9,0,69,5,12,16,11,6,12,3,6,20,93,84,361,315,388,351,305,146,268,43,2256
104021084,3,45,27,35,62,64,26,36,0,302,8,18,23,26,45,32,12,32,63,267,262,911,741,979,1403,1089,515,820,125,6840
104021085,4,29,14,14,38,22,16,26,3,163,4,19,12,8,24,17,8,4,32,131,130,569,449,547,825,606,267,525,60,3982
104021086,3,6,6,11,15,16,7,9,0,63,3,0,12,8,15,8,3,7,9,63,74,251,196,275,304,249,125,236,36,1735
104021087,0,3,3,8,5,9,3,3,3,36,8,6,9,8,3,6,4,4,12,56,57,180,144,202,156,122,71,215,30,1184
104021088,3,26,15,16,26,42,7,22,0,159,0,15,15,17,15,20,15,13,14,124,149,553,450,527,681,637,335,629,47,4013
104021089,4,45,31,28,60,59,30,35,4,300,13,39,30,29,47,45,19,33,72,305,248,1172,902,1159,1591,1201,625,955,152,8004
104021090,4,15,9,5,8,10,8,12,0,67,4,7,3,5,10,4,0,3,15,49,78,242,227,286,327,230,127,228,34,1780
104021091,5,31,14,29,31,16,11,32,0,164,9,28,19,20,29,26,8,21,51,211,177,629,568,753,952,712,342,624,108,4863
105011092,0,4,8,8,9,4,0,11,0,47,5,4,8,3,5,5,0,4,22,64,43,85,80,149,303,260,108,341,40,1414
105011093,3,3,6,6,8,16,5,19,0,64,5,3,3,7,11,5,5,13,20,72,103,134,147,178,256,269,239,646,53,2017
105011094,3,4,5,3,19,13,0,3,0,46,4,4,0,3,8,4,9,17,28,69,70,133,117,156,240,237,121,397,63,1527
105011095,3,3,10,6,6,19,10,10,0,67,0,5,7,3,10,11,5,4,22,72,66,185,163,202,296,354,191,571,49,2087
105011096,3,6,5,3,6,17,3,5,0,54,4,7,9,11,7,10,5,8,47,100,82,217,184,238,326,305,136,595,76,2163
105021097,14,41,31,41,62,51,27,29,3,294,11,24,10,16,33,25,20,31,74,251,324,770,587,816,1433,1085,561,1145,164,6902
105021098,0,0,3,0,3,5,3,3,0,20,0,0,0,0,5,0,0,5,18,36,28,45,56,60,115,147,50,394,36,932
105031099,5,6,3,11,12,21,5,16,0,76,15,12,11,7,8,15,6,13,32,118,112,306,290,361,423,403,249,662,69,2869
105031100,7,14,18,23,53,38,21,42,0,222,5,16,9,10,27,35,14,17,49,177,187,462,412,514,1083,883,429,735,85,4783
105031101,8,33,36,31,99,60,44,62,3,370,6,13,12,20,38,48,20,20,63,237,249,805,660,806,1893,1492,787,1225,133,8044
105031102,3,13,15,18,49,30,14,21,3,161,4,11,7,9,25,32,5,12,27,131,128,375,288,413,889,722,356,567,73,3818
105031103,3,10,14,9,23,22,14,29,3,127,6,11,7,8,14,16,6,24,33,136,101,264,237,285,469,522,243,596,71,2793
105031104,4,6,3,3,18,17,6,11,0,65,4,10,3,8,4,7,3,10,19,63,69,187,179,195,268,255,135,505,49,1853
105031105,4,9,11,13,29,22,9,20,3,118,8,3,8,7,15,22,8,17,24,116,89,236,223,286,444,442,232,616,73,2629
105031106,4,9,7,9,30,13,5,17,5,102,5,13,9,4,15,18,5,16,38,115,98,314,256,355,537,498,216,526,83,2879
106011107,11,23,23,25,44,49,40,51,0,267,6,13,18,11,22,34,16,30,33,179,206,518,514,508,776,760,519,893,78,4775
106011108,16,51,46,37,74,57,39,58,3,379,17,32,26,35,46,54,21,19,68,310,330,966,919,939,1472,1272,748,992,163,7790
106011109,7,19,12,17,22,37,12,20,0,153,16,23,17,15,16,21,5,20,31,172,135,420,410,379,557,556,287,497,82,3312
106011110,4,22,15,23,43,29,17,37,0,182,4,16,13,11,24,26,9,20,38,165,156,477,465,454,626,657,301,661,81,3885
106011111,12,41,31,34,104,69,30,40,6,366,8,35,18,26,69,60,21,24,67,331,265,803,775,797,1445,1228,637,794,131,6877
106011112,8,35,25,30,54,74,35,71,4,337,4,19,9,25,29,38,21,40,60,241,237,837,687,753,1134,1049,1020,1691,161,7570
106011113,4,11,8,16,12,15,14,16,0,90,6,6,12,5,14,21,3,13,34,113,102,243,235,221,278,345,235,469,62,2197
106021114,0,14,12,18,27,20,14,15,0,124,0,13,14,8,22,17,10,10,31,123,99,325,289,309,611,511,322,424,60,2941
106021115,13,53,49,51,116,90,52,90,6,527,11,54,23,25,73,79,22,50,83,426,420,1455,1260,1327,2341,2150,1167,1639,187,11957
106021116,3,23,11,16,32,35,12,33,3,170,8,14,14,8,5,18,6,25,19,115,123,440,416,376,609,629,392,676,49,3713
106021117,15,63,34,42,101,88,56,90,0,504,7,32,28,34,85,80,27,48,73,410,373,1121,976,1112,1884,1624,1050,1536,157,9845
106021118,5,24,27,28,47,38,18,45,3,232,3,13,12,13,33,47,16,25,27,190,181,571,551,539,983,977,500,758,61,5117
106031119,3,13,8,16,22,16,15,14,5,105,3,10,4,10,6,17,5,16,22,96,88,331,273,312,406,406,194,313,53,2375
106031120,5,10,9,12,25,13,11,17,3,104,6,6,13,5,20,17,9,6,22,111,115,298,260,301,424,348,189,297,45,2282
106031121,7,43,44,27,35,47,30,45,0,280,10,41,29,36,41,56,11,28,73,320,330,1155,950,992,1328,1273,647,969,139,7779
106031122,5,32,14,26,51,53,31,45,0,263,6,25,15,29,58,33,11,31,33,232,180,622,522,693,1140,929,476,599,92,5264
106031123,0,10,20,11,31,31,16,26,3,145,8,18,3,8,16,22,10,16,19,119,118,336,325,329,449,455,257,454,51,2769
106031124,0,11,6,4,9,14,0,11,0,54,4,7,5,6,10,4,5,3,13,50,59,215,170,198,232,217,112,194,25,1412
106031125,11,21,13,24,54,48,27,55,3,263,10,18,9,15,34,40,12,21,60,216,251,682,609,706,1170,1122,588,804,142,6072
106041126,10,23,20,20,44,36,26,30,3,207,4,24,10,12,25,13,14,21,38,164,197,466,455,500,910,689,672,880,96,4860
106041127,0,5,4,8,5,14,3,16,0,51,4,6,4,5,6,13,6,4,26,79,91,202,156,184,268,294,229,407,46,1868
106041128,3,10,10,9,20,23,6,15,0,98,7,8,3,7,17,16,8,9,20,92,90,293,235,302,498,404,282,477,53,2641
106041129,5,11,5,10,28,24,6,17,5,121,3,17,13,11,19,28,3,23,25,138,129,382,347,404,553,577,363,814,81,3656
107011131,20,42,41,42,105,93,45,60,4,454,18,44,33,35,78,77,32,38,66,427,401,1068,1053,1149,2066,1811,839,1122,153,9656
107011132,5,23,22,17,44,39,12,29,3,176,6,14,14,7,15,32,6,23,27,144,159,485,451,454,921,780,415,543,54,4273
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,6,48,26,19,55,56,29,44,3,291,13,23,27,19,43,47,18,29,52,262,242,912,778,753,1410,1264,644,915,117,7039
107011545,8,22,27,28,60,58,25,24,4,260,8,15,16,15,54,59,18,24,60,272,204,566,549,608,1128,943,382,507,115,5007
107011546,4,13,8,17,40,39,11,16,0,152,3,12,13,9,34,17,19,8,46,165,122,337,355,357,710,573,246,281,86,3066
107011547,0,12,7,0,20,8,3,6,0,54,0,13,0,3,16,16,7,0,12,72,58,200,157,204,325,299,127,194,26,1587
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
107031136,18,27,24,42,71,70,42,45,0,335,12,21,21,18,54,47,14,36,45,254,268,740,738,828,1396,1204,687,924,90,6881
107031137,4,22,12,19,23,22,18,13,0,137,5,12,4,5,24,24,16,24,29,131,100,336,322,368,595,523,248,357,55,2906
107031138,0,20,7,12,23,19,10,19,0,119,4,18,12,8,7,18,3,20,16,112,131,441,405,368,521,543,301,486,42,3231
107031139,3,6,8,6,18,14,7,11,0,80,0,11,6,6,9,11,11,11,15,81,118,364,306,309,479,489,284,353,43,2746
107031140,4,11,9,12,17,14,8,18,0,93,11,28,3,3,6,16,8,19,13,109,163,509,446,393,507,560,286,570,45,3478
107031141,7,37,36,29,59,66,30,49,4,325,11,18,26,14,52,63,19,33,47,285,321,901,914,909,1593,1500,730,1062,107,8041
107031142,3,21,23,23,35,50,10,29,0,200,3,17,13,17,25,30,0,24,36,166,184,553,499,552,931,761,367,510,78,4435
107031143,11,39,33,44,82,71,17,33,3,323,13,34,31,29,62,55,23,22,67,344,267,842,825,987,1561,1282,623,803,162,7347
107041144,9,60,38,44,58,57,23,48,0,345,15,28,26,22,46,46,17,37,83,315,364,1245,1098,1000,1663,1536,752,1198,167,9030
107041145,10,42,28,31,74,59,23,35,5,300,3,25,30,15,34,39,8,33,57,240,243,814,714,784,1332,1186,584,813,130,6596
107041146,3,41,36,42,57,68,33,48,0,334,9,29,20,16,58,58,14,25,58,283,331,1353,1080,1010,1791,1566,835,1157,135,9260
107041147,9,25,23,24,29,40,17,24,0,195,0,13,21,16,18,35,5,26,29,173,146,494,534,551,765,970,453,656,79,4636
107041148,5,19,22,19,22,25,13,23,0,150,5,18,14,24,22,29,7,25,31,178,215,705,631,636,838,1016,500,902,65,5504
107041150,16,43,50,44,49,67,33,46,0,333,4,24,22,16,38,40,15,40,63,273,328,1119,1013,1023,1643,1652,928,1238,127,9070
107041548,5,22,20,26,54,36,20,25,0,213,5,30,14,8,25,20,16,18,43,184,211,844,621,613,1307,1158,620,852,87,6314
107041549,7,42,36,27,45,43,22,25,3,252,4,29,28,16,31,54,12,28,66,267,247,1063,902,795,1434,1284,581,789,137,7234
108011151,5,8,10,7,8,10,8,14,4,63,5,6,7,10,19,13,4,10,15,83,70,238,226,216,309,275,148,327,29,1857
108011152,5,32,21,18,28,40,8,37,3,196,8,24,20,9,20,20,5,14,49,159,210,695,586,679,752,675,310,548,106,4571
108011153,0,14,5,15,11,12,3,11,3,67,6,15,12,4,9,15,8,5,24,103,78,323,293,320,278,298,127,247,62,2023
108011154,3,19,7,11,16,11,10,7,0,74,3,3,3,4,9,7,3,3,27,63,84,245,193,252,305,223,108,177,45,1641
108021155,7,24,20,22,36,25,17,27,3,183,5,12,9,17,31,17,12,20,70,189,186,578,553,685,964,552,330,474,148,4467
108021156,8,16,14,7,21,9,4,8,0,87,8,22,14,11,14,12,5,15,62,152,180,457,459,470,530,449,247,498,125,3414
108021157,0,10,3,4,12,11,4,10,0,58,5,6,5,11,4,3,0,0,18,59,75,199,195,235,318,213,123,217,32,1603
108021158,3,11,4,4,14,10,13,3,0,70,3,7,3,9,11,4,0,8,28,73,84,278,232,292,333,215,121,233,53,1833
108021159,3,18,22,11,22,18,7,10,0,106,3,13,11,10,12,5,0,11,22,84,122,397,419,424,432,338,167,417,68,2793
108021160,3,10,8,4,11,12,4,8,0,63,9,7,3,3,8,3,0,8,15,57,87,221,184,214,277,247,110,196,45,1588
108031161,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,7,11,17,35,25,23,26,40,21,30,9,225
108041162,5,34,34,42,33,44,13,32,0,235,17,35,18,14,19,24,13,20,53,202,229,746,685,815,932,863,402,709,115,5492
108041163,6,81,37,48,84,63,40,60,5,433,9,43,26,30,28,35,24,29,69,294,381,1568,1168,1653,2174,1948,947,1503,169,11502
108041164,4,37,26,24,54,32,18,44,0,245,3,28,12,22,33,21,11,25,51,207,219,810,648,870,1222,981,483,777,117,6123
108041165,6,12,12,8,13,23,10,15,0,99,3,12,4,10,6,22,3,14,15,98,94,276,257,286,373,355,156,427,67,2295
108041166,9,22,15,23,50,45,22,27,4,222,7,24,8,10,31,18,13,21,44,172,202,522,427,593,837,643,332,611,77,4242
108051167,0,3,7,7,12,8,9,9,0,56,0,3,9,12,14,11,7,8,22,76,79,266,200,248,270,245,124,330,47,1815
108051168,3,16,22,13,20,18,12,10,3,126,11,11,11,3,22,14,3,11,33,114,185,550,525,528,687,608,260,465,68,3874
108051169,3,29,36,24,70,69,31,36,7,305,13,33,12,34,42,29,19,14,65,272,299,910,714,999,1342,965,495,753,154,6628
108051170,0,21,15,16,27,31,11,20,3,140,13,15,19,8,13,18,9,19,61,175,209,613,555,617,642,603,271,662,121,4294
108051171,3,11,3,8,22,22,13,9,0,85,4,4,4,3,11,12,3,7,34,73,126,195,236,266,362,287,153,190,53,1868
109011172,3,28,39,34,46,49,34,49,4,274,3,22,13,13,35,43,19,28,38,220,246,891,729,900,1398,1303,754,1099,106,7429
109011173,3,19,29,25,34,32,22,38,0,200,9,16,13,12,26,24,10,23,30,166,168,497,453,569,847,698,434,508,65,4233
109011174,3,27,16,21,30,22,20,23,0,160,3,22,14,10,31,26,13,18,26,158,178,563,495,595,852,778,487,661,78,4676
109011175,8,18,22,15,39,41,24,35,3,200,15,26,23,20,19,22,15,32,38,208,232,666,532,631,728,824,441,1112,114,5282
109011176,11,37,30,26,66,63,17,28,6,278,9,27,14,27,48,34,4,19,66,255,220,710,596,814,1169,985,534,655,130,5809
109021177,4,0,3,0,3,5,6,17,0,37,0,9,7,5,11,16,4,5,22,75,55,134,110,149,202,206,94,322,40,1310
109021178,4,12,5,10,16,17,8,13,4,84,5,12,13,12,21,17,5,13,28,120,95,293,227,281,422,376,197,403,83,2377
109021179,3,0,3,4,3,14,4,8,0,34,3,7,4,5,19,9,0,6,27,85,56,135,134,176,230,261,108,456,56,1610
109031180,7,8,10,14,11,9,12,18,0,91,5,9,8,4,10,18,3,11,28,102,128,247,234,274,330,451,194,292,60,2211
109031181,7,10,10,11,26,12,11,19,3,99,3,14,4,0,11,21,5,15,34,109,131,317,261,301,412,477,210,573,62,2747
109031182,3,10,5,17,18,25,23,17,3,128,4,15,9,17,19,17,10,5,19,119,121,369,299,404,632,551,254,406,53,3092
109031183,3,10,6,3,13,6,3,6,6,59,12,5,11,12,10,17,7,17,27,106,132,341,266,318,345,451,240,864,83,3052
109031184,3,13,13,10,10,23,3,9,0,84,0,9,10,6,21,6,8,10,27,97,106,287,252,259,443,405,229,404,51,2441
109031185,3,24,11,13,29,18,12,45,0,163,14,18,7,11,22,24,11,9,49,170,194,458,368,459,523,590,310,819,105,3827
110011186,12,43,27,27,71,38,42,47,8,318,12,22,13,19,37,36,21,32,60,240,410,1426,978,1165,2093,1344,761,1281,186,9636
110011187,0,11,5,4,12,15,8,9,0,63,7,15,6,13,4,3,3,9,10,77,62,228,203,218,327,305,169,500,41,2043
110011188,3,10,8,5,10,11,7,10,0,85,4,12,9,7,17,10,6,9,26,97,98,330,295,350,529,398,189,491,53,2739
110011189,0,8,0,3,4,6,9,4,0,40,0,3,3,4,4,7,3,14,12,49,47,155,128,188,163,227,129,413,28,1467
110021190,4,18,20,9,23,31,15,23,5,144,5,19,17,13,23,15,8,15,36,157,135,405,363,393,563,449,228,607,87,3224
110021191,3,17,16,19,52,31,15,30,4,190,15,19,13,10,34,24,5,11,54,182,173,520,436,643,1033,669,366,573,124,4536
110021192,0,11,6,3,11,14,3,3,0,44,3,9,6,4,5,11,3,15,33,82,61,239,166,236,285,239,146,435,62,1861
110021193,0,16,3,9,14,21,5,8,0,75,7,6,9,6,11,9,7,13,23,96,96,221,207,282,328,345,162,669,58,2363
110021194,4,17,10,4,10,7,7,12,0,65,11,11,13,3,12,19,3,5,25,105,95,310,252,273,323,323,150,552,74,2361
110031195,10,15,16,17,37,42,19,39,0,181,7,10,10,5,33,26,15,22,38,166,120,263,242,335,704,598,320,632,86,3295
110031196,8,3,11,11,11,5,4,8,0,64,0,8,11,9,13,12,5,28,26,107,102,197,183,224,290,339,184,890,73,2485
110031197,3,20,9,6,27,54,22,24,0,170,9,17,13,20,19,38,13,17,26,163,134,335,276,341,645,563,283,511,62,3155
110031198,0,8,5,3,13,13,8,9,0,68,13,13,3,6,5,18,3,14,26,94,86,185,164,227,268,388,139,562,58,2071
110041199,7,19,12,17,40,46,17,36,0,198,5,11,10,9,26,26,7,20,33,151,157,424,336,401,677,565,390,863,79,3888
