SA2_MAINCODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
113031270,0,0,145,0,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,140,7,0,0,7,0,153,42,0,0,0,0,0,42,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,41,0,0,0,0,0,41,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,1141,24,0,0,24,0,1160,18,140,7,0,147,0,166,0,8,3,0,12,0,9,0,0,0,0,0,0,6,23,156,7,0,161,0,181,0,3,0,0,3,0,7,1161,181,7,0,187,0,1351
113031271,3,0,345,3,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,0,9,0,0,0,0,0,0,0,345,12,0,0,12,0,358,68,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,72,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,35,2628,26,0,0,26,8,2666,32,33,5,0,43,0,74,0,10,3,0,15,0,15,0,3,0,0,3,0,3,32,45,7,0,55,0,90,8,0,0,0,0,3,16,2672,75,7,0,84,11,2769
114011272,0,0,133,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,3,0,3,0,0,0,0,0,0,0,138,3,0,0,3,0,138,47,0,0,0,0,0,48,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,47,3,0,0,3,0,50,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,1055,19,0,0,19,3,1079,25,30,0,0,26,0,53,0,0,0,0,0,0,0,3,0,0,0,0,0,3,26,30,0,0,26,0,58,3,0,0,0,0,0,7,1087,41,0,4,49,3,1137
114011273,0,0,65,3,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,0,0,0,0,0,0,0,64,3,0,0,3,0,66,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,397,9,0,0,9,0,408,12,10,0,0,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,10,0,22,3,0,0,0,0,3,6,412,20,0,0,20,3,437
114011274,0,0,64,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,66,3,0,0,4,0,72,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,485,4,0,0,4,0,494,12,10,0,0,10,0,20,0,0,4,0,4,0,4,0,0,0,0,0,0,0,12,10,4,0,8,0,24,3,0,0,0,0,0,3,500,15,4,0,14,0,516
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
114011276,0,0,59,3,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,6,0,0,0,0,0,0,0,62,4,0,0,4,0,68,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,419,3,0,0,3,0,426,16,24,0,0,24,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,0,0,24,0,38,0,0,0,0,0,0,0,435,30,0,0,30,0,465
114011277,4,0,286,13,4,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,6,0,14,0,0,0,0,0,0,0,288,10,0,0,9,0,300,89,0,0,0,0,3,89,4,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,8,0,0,0,0,0,0,0,93,4,0,0,4,3,101,25,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,25,4,0,0,4,0,29,2140,21,0,0,21,6,2162,78,75,0,0,76,0,151,0,12,7,0,17,0,17,0,0,0,0,0,0,0,78,87,7,0,90,0,165,3,0,0,0,0,0,3,2216,106,7,0,112,6,2336
114011278,0,0,302,5,4,0,0,7,0,15,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,7,6,0,8,0,16,3,0,0,0,0,0,5,316,10,6,0,10,0,322,50,0,0,0,0,0,49,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,47,5,0,0,6,0,57,19,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,5,0,18,2549,31,0,0,31,14,2592,63,104,7,0,114,0,173,0,12,12,0,22,0,19,0,0,0,0,0,0,0,59,118,19,0,130,0,193,3,9,0,0,9,6,13,2614,153,19,0,166,19,2797
114011279,4,0,221,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,217,5,0,0,5,0,219,38,3,0,0,3,0,39,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,39,3,0,0,3,0,45,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,1602,25,0,0,25,0,1631,52,36,0,0,38,0,90,0,3,0,0,3,0,3,0,0,0,0,0,0,0,52,35,0,0,37,0,90,3,0,0,0,0,4,13,1663,60,0,0,64,12,1730
114011280,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,47,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,333,6,0,0,6,4,344,3,18,0,0,18,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,18,0,17,0,0,0,0,0,0,3,338,20,0,0,20,3,359
114011281,0,0,66,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,69,0,0,0,0,0,69,20,0,0,0,0,0,20,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,25,0,0,0,0,0,25,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,496,6,0,3,8,0,506,16,11,0,0,11,0,23,0,3,0,0,3,0,3,0,0,0,0,0,0,0,12,10,0,0,10,0,23,4,0,0,0,0,0,4,516,17,0,3,24,0,539
114011282,5,4,247,3,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,7,0,0,0,0,0,0,0,248,8,0,0,9,4,261,29,0,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,27,4,0,0,3,0,35,7,0,0,0,0,0,7,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,7,4,0,0,4,0,10,1706,42,0,0,42,7,1756,46,40,0,0,43,0,91,0,0,7,0,7,0,7,0,0,0,0,0,0,0,46,40,8,0,50,0,91,7,0,0,0,0,11,26,1761,85,8,0,96,22,1877
114011283,3,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,6,0,0,6,0,94,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,553,6,0,0,6,0,558,14,8,0,0,8,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,8,0,0,13,0,27,3,0,0,0,0,0,3,565,19,0,0,18,0,586
114021284,8,3,252,4,18,0,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,18,0,20,0,0,0,0,0,0,0,251,23,0,0,23,3,273,60,0,0,0,0,0,60,0,6,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3,0,0,0,0,0,0,0,56,6,0,0,6,0,63,18,0,0,0,0,0,22,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,18,5,0,0,5,0,23,1581,43,0,0,43,13,1630,62,102,3,0,102,0,171,3,3,0,0,3,0,6,0,0,0,0,0,0,0,69,109,3,0,107,0,174,4,0,0,0,0,0,3,1650,152,3,0,151,11,1814
114021285,0,0,128,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,127,4,0,0,4,0,132,43,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,45,15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,13,1099,15,0,0,14,9,1121,42,23,0,0,23,0,64,0,3,0,0,3,0,3,0,0,0,0,0,0,0,42,24,0,0,24,0,63,0,0,0,0,0,3,3,1145,38,0,0,37,10,1198
114021286,3,0,147,3,10,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,7,0,0,0,0,0,0,0,153,13,0,0,13,0,163,37,0,0,0,0,0,36,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,40,4,0,0,4,0,37,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,9,0,3,0,3,0,12,1109,32,0,0,32,0,1146,42,74,0,0,74,0,115,3,4,3,0,8,0,12,0,0,0,4,4,0,4,44,80,3,4,86,0,131,0,0,0,0,0,4,4,1154,114,3,4,124,4,1277
114021287,0,0,169,3,5,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,6,0,11,0,0,0,0,0,0,0,171,10,0,0,9,0,184,30,0,0,0,0,0,34,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,30,0,3,0,4,0,35,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,5,0,9,1348,27,0,0,27,3,1372,30,50,4,0,59,0,90,3,6,0,0,6,0,10,0,0,0,0,0,0,0,33,53,4,0,67,0,96,0,0,0,0,0,3,3,1383,80,4,0,88,6,1475
114021288,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,57,20,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,16,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,531,3,0,0,5,0,535,13,7,0,0,7,0,23,0,4,0,0,4,0,4,0,0,0,0,0,0,0,13,13,0,0,13,0,26,3,0,0,0,0,0,3,547,14,0,0,17,0,558
114021289,6,0,136,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,134,5,0,0,4,0,140,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,840,25,0,0,25,5,867,26,31,4,0,34,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,4,0,34,0,61,0,0,0,0,0,4,5,866,49,4,0,56,11,931
115011290,12,0,296,27,155,10,3,165,0,191,0,22,14,0,34,0,34,0,0,0,0,3,0,3,27,174,27,3,197,0,231,0,0,0,0,0,0,0,318,185,27,3,209,0,528,152,3,0,0,3,0,150,6,89,3,0,91,0,99,0,12,16,0,28,0,26,0,0,0,0,0,0,0,7,100,21,0,120,0,130,0,0,0,0,0,0,0,160,102,20,0,123,0,284,75,0,0,0,0,0,78,5,54,3,0,60,0,61,0,5,5,0,18,0,18,0,0,0,0,0,0,0,5,63,11,0,77,0,84,0,0,0,0,0,0,0,82,62,11,0,80,0,162,2554,122,3,0,130,0,2681,252,1983,90,17,2084,0,2340,6,145,89,4,240,0,243,3,4,0,3,11,0,15,261,2139,178,23,2334,0,2597,3,3,0,0,3,3,12,2814,2261,184,23,2472,3,5282
115011291,25,3,379,31,249,6,0,258,0,289,0,16,6,0,21,0,24,0,0,0,0,0,0,0,30,265,14,0,278,0,311,0,0,0,0,0,0,0,382,289,14,0,304,3,683,222,7,0,0,7,0,229,7,194,6,0,203,0,213,0,13,15,0,25,0,25,0,0,0,0,0,0,3,13,204,22,0,224,0,235,0,0,0,0,0,0,0,235,213,22,0,233,0,471,103,3,0,0,3,0,108,3,115,8,3,126,0,126,0,3,0,0,3,0,3,0,3,0,0,3,0,3,5,123,6,3,131,0,138,0,0,0,0,0,0,0,104,127,6,3,131,0,237,2328,142,0,0,142,3,2473,173,1978,55,8,2040,0,2215,3,100,60,0,162,0,170,0,8,0,0,7,0,10,180,2090,118,8,2210,0,2389,0,3,0,0,3,7,4,2510,2234,118,8,2357,9,4869
115011294,0,0,169,7,22,0,0,26,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,0,0,22,0,37,0,0,0,0,0,0,0,180,25,0,0,28,0,206,112,0,0,0,0,0,114,0,26,0,0,26,0,31,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,26,0,0,28,0,29,0,0,0,0,0,0,0,117,30,0,0,30,0,148,49,0,0,0,0,0,49,5,13,0,0,9,0,16,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,13,3,0,11,0,19,0,0,0,0,0,0,0,54,13,3,0,11,0,61,1122,37,0,0,37,0,1158,47,168,5,0,173,0,220,4,0,4,0,10,0,7,0,3,0,0,3,0,3,51,173,7,0,180,0,233,0,0,0,0,0,3,3,1172,210,7,0,216,3,1392
115011296,9,0,268,21,143,9,0,151,0,173,0,8,6,0,16,0,16,0,0,0,0,0,0,0,21,152,14,0,171,0,191,0,0,0,0,0,0,0,280,161,14,0,175,0,457,177,3,0,0,3,0,176,14,129,13,0,139,0,151,0,5,10,0,16,0,16,0,3,0,0,3,0,3,14,139,19,0,159,0,168,0,0,0,0,0,0,0,191,139,19,0,159,0,349,91,3,0,0,3,0,94,7,74,4,0,82,0,86,0,9,3,0,13,0,13,0,0,0,0,0,0,0,7,81,6,0,94,0,97,0,0,0,0,0,0,0,95,88,6,0,94,0,190,1532,65,0,3,67,0,1599,143,1019,45,0,1067,0,1210,0,57,40,0,94,0,94,0,13,0,0,13,0,13,142,1084,81,0,1173,0,1320,0,3,0,0,3,3,5,1678,1150,85,3,1245,3,2925
115011553,7,0,117,10,54,11,0,63,0,75,0,11,8,0,19,0,19,0,0,0,0,0,0,0,10,67,14,0,82,0,93,0,0,0,0,0,0,0,118,74,14,0,90,0,208,68,3,0,0,3,0,71,5,44,3,0,52,0,55,0,4,3,0,9,0,9,0,0,0,0,0,0,0,5,50,6,0,54,0,64,0,0,0,0,0,0,0,73,54,6,0,59,0,128,29,3,0,0,3,0,30,0,19,0,0,19,0,19,0,3,3,0,8,0,8,0,0,0,0,0,0,0,0,21,3,0,21,0,21,0,0,0,0,0,0,0,29,22,3,0,26,0,56,828,47,0,0,53,0,883,72,644,36,0,680,0,753,0,56,39,0,102,0,102,0,3,0,0,5,0,5,72,708,73,0,785,0,854,0,0,0,0,0,0,0,904,753,77,0,831,0,1737
115011554,14,0,106,7,64,3,0,62,0,68,0,3,4,0,8,0,8,0,0,0,0,0,0,0,7,67,4,0,70,0,81,0,0,0,0,0,0,0,99,77,6,0,83,0,182,63,0,0,0,0,0,62,4,48,0,0,54,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,6,0,54,0,60,0,0,0,0,0,0,0,66,48,6,0,53,0,124,29,0,0,0,0,0,29,3,41,0,0,40,0,46,0,3,3,0,3,0,3,0,0,0,0,0,0,0,3,41,3,0,45,0,52,0,0,0,0,0,0,0,37,41,3,0,45,0,77,483,26,3,0,25,0,509,65,447,20,3,468,0,534,0,24,19,0,39,0,38,0,8,0,0,8,0,8,64,474,35,3,511,0,573,0,0,0,0,0,0,0,553,496,37,3,534,0,1084
