SA2_MAINCODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
106031123,40,80,134,242,356,217,36,3,0,1115,47,42,30,25,38,51,30,10,0,271,6,3,8,10,8,23,4,0,0,61,4,0,3,3,5,5,3,0,0,21,99,124,176,282,404,292,69,21,3,1466,6,11,6,4,15,12,0,0,0,48,14,3,0,0,3,0,0,0,0,21,19,14,3,4,18,10,0,0,0,72,123,135,182,287,420,305,69,21,3,1535,86,19,17,16,22,72,195,72,22,515,10,13,18,17,19,16,17,4,3,115,213,168,212,321,464,396,277,91,27,2165,15,41,50,114,182,85,10,3,0,501,90,60,68,153,193,117,34,3,0,718,5,7,17,11,10,7,5,0,0,60,0,3,5,3,8,0,0,0,0,23,113,104,139,281,401,215,47,12,0,1306,4,3,4,3,3,3,0,0,0,17,19,3,4,7,3,3,0,0,0,43,20,7,5,14,6,8,0,0,0,59
106031124,12,23,67,93,144,129,25,4,0,496,16,11,18,18,29,52,53,6,0,202,4,0,7,0,5,7,0,0,0,30,3,3,0,5,0,3,0,0,0,17,31,42,94,117,176,195,80,8,0,747,10,3,6,13,13,11,0,0,0,48,3,4,4,0,3,3,0,0,0,20,7,4,9,16,17,14,0,0,0,63,39,43,102,133,189,210,80,8,0,811,48,10,16,29,38,175,551,323,96,1283,7,3,7,6,12,31,35,31,10,139,94,56,127,168,243,410,667,363,103,2232,4,20,20,50,80,70,14,0,0,253,23,27,39,63,85,98,44,5,0,377,0,0,4,7,6,7,5,0,0,29,3,0,0,0,4,0,0,0,0,11,30,49,60,111,173,175,61,5,0,665,4,5,6,0,0,5,0,0,0,26,3,0,9,8,5,15,0,0,0,36,12,7,11,10,11,19,0,0,0,64
106031125,52,209,506,657,637,380,51,6,5,2501,112,74,75,69,85,97,55,6,4,579,5,9,14,23,25,25,8,3,0,117,5,8,20,15,19,14,4,3,0,79,174,305,612,762,767,509,114,18,6,3269,23,31,25,23,29,17,0,0,0,147,21,5,5,5,0,7,0,0,0,43,45,35,29,28,28,23,0,0,0,189,225,336,634,788,796,539,117,21,6,3461,199,36,59,78,94,240,556,238,50,1551,28,53,85,81,72,65,58,32,8,478,452,427,774,951,970,842,730,294,60,5490,22,116,241,288,344,158,18,0,3,1180,167,111,226,354,321,187,52,6,0,1423,12,9,46,22,29,21,3,0,0,135,10,12,9,8,17,17,5,0,0,58,204,242,512,669,705,382,74,11,3,2802,19,12,12,21,15,4,0,0,0,86,32,16,20,20,9,14,3,0,0,104,51,24,30,44,21,19,3,0,0,190
106041126,60,178,578,498,499,296,42,3,3,2158,78,45,81,52,71,55,26,6,3,406,4,7,12,7,22,29,3,0,0,91,3,5,9,11,12,12,4,0,0,55,150,235,685,571,606,387,71,6,4,2716,27,41,56,27,37,27,3,0,0,221,18,12,8,9,15,8,0,0,0,69,46,57,69,30,49,28,4,0,0,287,196,291,751,600,657,420,76,6,4,3000,153,56,180,150,166,224,326,157,34,1459,15,26,56,49,49,43,31,19,0,301,368,374,991,800,871,684,434,185,46,4756,22,103,244,200,268,140,18,0,0,998,104,95,220,225,203,135,24,3,0,1009,13,9,39,24,11,10,3,0,0,109,0,9,3,9,7,0,0,3,0,35,135,214,509,458,490,288,41,7,0,2151,23,19,32,23,21,9,0,0,0,137,22,17,15,17,22,4,0,0,0,96,44,34,50,41,41,16,0,0,0,230
106041127,26,57,140,201,191,133,35,8,0,798,24,14,15,12,27,33,25,3,0,162,3,0,8,7,14,10,3,0,0,41,0,3,3,9,4,5,4,0,0,28,51,85,167,228,243,179,67,11,3,1035,7,3,4,4,4,6,0,0,0,31,3,0,3,3,7,4,0,0,0,14,8,3,5,9,10,3,0,0,0,42,65,87,173,233,248,188,72,11,3,1079,62,14,7,18,23,54,123,69,19,385,13,5,18,18,27,19,16,16,4,144,134,108,195,275,295,259,212,99,23,1609,6,44,58,87,111,69,13,0,0,390,32,17,50,102,95,52,21,3,0,384,3,4,18,4,8,5,0,0,0,49,0,3,0,3,7,0,3,0,0,15,42,62,136,195,222,133,36,3,0,832,3,0,0,6,5,0,0,0,0,16,3,3,0,9,3,0,0,0,0,23,11,4,4,16,9,3,0,0,0,40
106041128,32,82,239,242,259,172,33,6,0,1069,57,22,55,37,35,36,29,7,0,282,5,0,8,3,4,15,4,0,0,39,10,3,8,7,8,4,5,0,0,36,100,108,309,293,310,230,71,14,0,1427,3,6,10,10,5,9,0,0,0,45,6,0,0,5,0,3,0,3,0,15,10,5,10,14,9,7,0,3,0,60,105,114,317,299,319,241,71,12,0,1482,68,13,17,13,20,78,183,115,57,571,5,8,30,32,28,31,19,13,13,176,187,137,366,354,366,344,268,146,69,2229,7,50,152,143,142,87,13,0,0,599,65,41,100,126,119,81,19,6,3,553,7,0,10,8,4,8,3,0,0,42,0,0,3,0,0,3,0,3,0,21,78,96,272,275,272,183,36,11,3,1217,0,5,10,5,4,0,0,0,0,33,9,3,9,3,0,0,0,0,0,33,9,8,16,9,10,4,0,0,0,60
106041129,48,92,290,341,338,303,81,26,3,1527,36,34,38,46,57,73,57,19,0,359,6,3,5,17,11,18,3,0,0,54,6,0,6,12,6,9,3,0,0,47,93,131,338,419,414,405,143,44,4,1988,5,13,15,17,18,10,0,0,0,78,9,0,0,3,0,8,3,0,0,22,17,13,18,14,20,15,3,0,0,102,105,137,358,436,431,421,145,41,4,2086,98,19,22,45,54,142,298,153,47,880,15,23,43,53,53,50,43,21,11,317,214,184,419,534,541,617,483,221,68,3278,15,60,163,147,207,141,34,11,5,780,59,37,114,168,168,154,65,9,0,776,0,4,16,17,16,7,3,0,0,74,4,9,4,6,3,9,3,4,0,35,78,111,308,342,392,315,102,22,9,1669,6,14,4,10,8,5,0,0,0,53,3,7,15,5,7,7,0,0,0,44,11,23,16,22,16,13,0,0,0,98
107011131,128,340,876,973,936,523,76,7,0,3852,140,133,143,144,139,165,64,3,0,937,7,13,31,23,35,44,9,0,0,172,6,13,17,21,20,7,0,0,0,87,279,501,1070,1165,1131,742,147,10,4,5047,44,60,68,49,40,37,0,0,0,297,53,25,13,15,9,14,3,0,0,145,98,84,82,68,56,51,7,0,0,440,376,588,1148,1227,1186,798,150,12,4,5484,380,83,118,140,194,479,1061,649,191,3301,34,22,49,44,58,51,56,59,30,404,791,691,1315,1414,1435,1322,1271,727,225,9189,45,242,416,453,501,304,19,0,0,1984,234,202,431,546,480,346,81,7,0,2334,12,18,68,48,35,39,7,0,0,231,12,7,8,5,21,3,3,0,3,66,306,466,932,1052,1029,693,119,8,4,4608,20,35,39,35,36,12,0,0,0,179,53,34,29,33,25,12,3,0,0,186,73,69,67,63,61,24,3,0,0,362
107011132,39,136,380,515,410,223,21,3,0,1726,89,59,57,41,44,55,15,3,0,362,0,0,13,10,15,10,3,0,0,50,4,0,12,7,3,4,0,0,0,29,137,198,454,570,468,298,42,7,0,2174,7,9,17,9,13,7,0,0,0,57,24,6,7,3,4,4,0,0,0,41,31,17,18,8,15,12,0,0,0,99,168,213,476,582,483,310,42,7,0,2272,175,25,29,30,46,119,224,126,33,804,4,4,21,17,13,13,7,0,3,82,342,237,519,631,541,441,272,137,33,3164,19,88,220,250,247,105,3,0,0,934,145,74,200,273,208,114,15,6,0,1027,3,7,50,30,14,13,0,0,0,110,4,3,3,3,4,3,0,3,0,25,168,173,469,551,467,233,22,9,0,2098,9,7,6,8,10,3,0,0,0,44,24,6,14,11,8,5,0,0,0,70,26,14,18,15,24,6,0,0,0,109
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,72,244,559,671,711,448,55,4,0,2760,139,137,86,77,122,104,54,3,0,719,9,13,19,11,25,24,6,0,0,95,11,14,19,11,12,15,0,0,0,77,229,409,679,768,866,586,115,8,0,3653,25,30,39,11,21,28,4,0,0,156,42,26,11,3,9,8,3,0,0,107,64,56,45,18,29,39,3,0,0,260,294,462,725,783,897,623,119,8,0,3914,223,83,78,73,112,279,520,269,113,1761,16,30,34,36,31,53,32,46,38,322,533,579,837,895,1039,960,667,324,148,5989,33,136,330,310,409,231,19,0,0,1474,192,159,263,387,409,275,36,3,0,1723,9,8,46,35,20,26,5,0,0,148,3,8,14,3,7,4,0,0,0,42,240,310,648,742,845,535,64,4,0,3385,5,19,16,12,7,7,0,0,0,65,42,18,23,21,20,14,0,0,0,139,49,35,32,31,28,23,0,0,0,199
107011545,52,173,530,427,475,293,29,0,0,1983,85,85,130,89,83,89,16,4,0,582,6,3,17,13,16,27,3,0,0,88,6,17,14,16,14,9,3,0,0,76,142,276,695,556,587,419,52,4,0,2739,15,37,36,43,42,25,0,0,0,207,28,9,14,9,11,7,0,0,0,85,46,52,56,58,49,31,3,0,0,285,185,328,750,616,640,451,54,4,0,3023,220,91,106,138,228,320,486,372,94,2068,13,27,50,35,53,60,27,36,7,315,423,446,910,790,911,827,572,418,98,5405,20,124,260,196,226,139,8,0,0,972,97,121,222,234,253,183,31,3,0,1141,5,12,41,25,20,18,3,0,0,115,3,7,4,6,7,8,0,3,0,34,121,269,527,458,503,340,40,6,0,2273,12,26,22,23,19,8,0,0,0,112,36,20,25,21,10,11,3,0,0,119,50,40,49,45,29,17,3,0,0,228
107011546,26,85,289,285,292,178,16,3,0,1175,36,74,64,75,58,63,15,0,0,388,3,7,20,4,8,7,0,0,0,52,0,9,16,16,8,10,0,0,0,53,61,174,388,380,368,258,35,3,0,1669,24,40,39,34,27,19,0,0,0,179,14,8,7,3,13,3,0,0,0,58,36,45,48,36,39,21,3,0,0,237,103,222,436,416,407,282,35,3,0,1903,140,58,88,148,198,296,380,311,126,1745,12,12,39,37,58,50,42,30,11,305,255,287,566,606,665,627,456,347,142,3949,14,80,150,157,157,86,6,0,0,644,46,78,131,135,160,94,15,0,0,659,3,6,13,16,6,14,0,0,0,66,3,4,9,3,6,6,0,0,0,27,63,171,300,307,336,195,22,0,0,1394,14,18,20,27,15,13,0,0,0,100,11,14,26,18,13,5,0,0,0,85,28,27,43,42,31,15,0,0,0,187
107011547,19,54,128,138,159,119,17,0,0,634,22,22,27,28,36,38,25,3,0,199,0,3,3,3,5,3,0,0,0,23,0,0,4,3,3,0,6,0,0,12,42,82,165,173,201,163,40,4,0,869,4,9,8,9,18,12,0,0,0,51,8,3,0,3,0,4,0,0,0,17,10,9,4,8,18,16,0,0,0,70,56,92,170,186,216,180,40,4,3,942,44,21,16,29,68,131,233,208,62,814,6,3,14,18,19,15,29,18,3,130,104,120,197,240,298,329,305,229,67,1886,9,19,64,59,90,58,6,0,0,305,38,33,67,74,77,61,15,0,0,366,0,4,10,3,6,3,0,0,0,32,0,0,0,0,3,3,3,0,0,11,49,62,140,138,175,122,23,4,0,715,5,3,5,9,8,8,0,0,0,28,8,3,4,3,3,4,0,0,0,26,13,8,9,6,8,14,0,0,0,56
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,108,274,606,737,661,402,41,5,0,2840,132,93,75,74,82,93,32,3,0,592,3,10,26,20,24,27,3,0,0,118,0,12,21,6,15,4,3,0,0,57,246,390,729,840,787,525,75,12,0,3606,20,21,18,17,14,17,0,0,0,112,50,6,3,4,0,9,0,0,0,77,70,32,24,22,13,31,0,0,0,191,316,414,746,864,806,554,75,12,0,3789,240,51,47,54,91,212,386,208,99,1386,13,18,35,27,42,36,15,19,3,208,570,479,825,944,935,806,480,239,101,5389,45,150,290,300,393,182,19,0,0,1370,208,158,319,444,357,204,37,0,0,1719,9,7,50,29,29,20,4,0,0,150,3,8,10,7,4,12,0,0,0,40,264,317,671,784,781,410,56,0,0,3278,19,16,7,19,14,5,0,0,0,82,56,10,19,25,9,6,3,0,0,135,78,29,28,42,23,10,3,0,0,218
107031137,30,118,297,241,257,196,24,3,0,1168,53,60,47,41,45,48,18,0,0,299,3,0,9,7,7,17,3,0,0,45,4,0,4,4,4,3,6,0,0,31,86,178,360,291,312,258,51,3,5,1544,9,18,23,14,10,13,0,0,0,84,17,3,8,4,0,3,0,0,0,34,29,23,24,20,14,14,0,0,0,120,111,198,386,307,329,271,54,3,5,1660,94,22,48,35,71,132,274,129,44,851,5,16,24,21,25,15,18,31,26,188,215,234,463,365,419,421,346,163,79,2695,12,56,135,124,135,93,3,0,0,555,74,81,151,131,157,105,23,0,0,728,4,3,18,7,7,11,0,0,0,51,4,0,5,4,4,0,0,0,0,25,97,147,309,269,304,213,27,0,0,1362,6,11,17,11,3,0,0,0,0,51,17,7,13,16,8,0,0,0,0,54,25,18,27,22,12,0,0,0,0,108
107031138,27,82,205,284,343,240,25,4,0,1215,54,50,30,28,47,93,54,13,0,367,3,3,0,10,16,23,0,0,0,54,0,0,7,3,3,3,0,0,0,19,85,139,239,328,405,349,81,17,0,1654,8,6,12,12,14,8,3,0,0,55,18,9,5,0,0,8,5,0,0,46,26,13,19,7,12,13,3,0,0,102,114,153,256,343,415,365,86,17,0,1759,91,30,19,37,41,196,434,264,91,1207,0,15,21,17,22,34,41,24,30,194,205,195,298,394,483,599,561,308,120,3164,6,59,128,116,183,124,18,0,0,638,90,74,95,182,199,156,44,0,0,841,5,3,12,10,17,21,3,0,0,78,4,4,0,6,11,0,0,0,0,25,104,145,244,309,402,300,65,0,0,1572,3,3,4,6,5,3,0,0,0,26,17,7,6,8,3,5,0,0,0,49,14,10,10,11,10,7,0,0,0,69
107031139,36,81,231,261,261,191,20,3,0,1075,57,48,25,29,40,75,22,3,0,293,3,4,7,10,13,11,4,0,0,54,0,3,3,3,8,3,3,0,0,30,95,135,268,302,320,278,48,4,0,1449,3,16,6,3,12,11,0,0,0,49,13,3,3,0,0,4,0,0,0,27,18,20,12,7,12,14,3,0,0,77,114,150,277,311,329,294,54,4,0,1528,72,28,19,15,21,143,253,125,45,740,5,10,7,24,18,18,5,5,4,102,201,188,306,350,372,454,314,142,51,2366,7,38,105,97,148,116,4,3,0,520,54,53,94,152,166,147,22,0,0,690,0,7,28,12,13,14,0,0,0,71,0,3,3,4,4,6,0,0,0,19,63,101,227,264,329,275,28,3,0,1294,0,3,8,0,4,3,0,0,0,22,10,3,11,11,8,6,0,0,0,44,14,7,15,8,10,8,0,0,0,62
107031140,32,96,209,277,319,274,51,9,3,1275,69,55,53,52,64,106,61,11,0,469,0,4,7,5,15,18,9,0,0,65,5,3,3,4,10,5,0,0,0,22,103,156,273,335,405,408,116,21,3,1828,0,3,3,3,7,11,0,0,0,36,5,3,3,3,0,5,5,0,0,24,12,7,9,9,7,16,5,0,0,61,117,163,278,346,417,424,124,21,3,1882,112,30,11,17,36,160,335,196,64,969,22,8,24,23,44,44,35,14,12,236,248,208,321,385,496,628,494,233,76,3083,9,50,109,128,187,144,18,0,0,646,83,71,91,195,195,200,36,3,0,882,5,3,26,26,18,26,3,0,0,104,3,3,0,0,3,3,0,0,0,22,100,128,232,349,396,366,66,7,0,1652,0,3,8,4,7,3,0,0,0,26,6,0,7,8,7,6,0,0,0,31,12,6,12,9,19,11,0,0,0,62
107031141,93,249,669,930,867,421,49,3,0,3287,150,126,72,106,110,125,43,8,0,736,11,19,28,18,25,24,4,0,0,129,3,13,9,16,11,5,3,0,0,61,253,397,777,1073,1016,575,103,11,0,4209,16,33,23,27,20,22,0,0,0,144,52,13,4,9,10,5,6,0,0,99,70,53,27,35,30,25,3,0,0,242,324,447,806,1108,1042,603,108,9,0,4454,263,41,45,64,75,253,562,264,68,1629,22,17,40,56,57,38,42,22,7,301,607,507,890,1229,1178,895,713,289,78,6381,33,175,340,404,443,197,17,0,0,1605,227,176,311,539,451,245,35,3,0,1987,6,11,60,44,34,29,4,0,0,193,7,5,13,12,8,8,3,0,0,47,264,376,724,995,934,473,58,5,3,3830,10,23,16,23,10,7,0,0,0,92,47,17,16,27,24,12,0,0,0,145,65,36,37,45,35,17,0,0,0,234
107031142,46,117,371,381,420,300,39,3,0,1683,83,85,54,64,58,82,36,0,3,464,4,10,12,11,23,26,0,0,0,81,7,7,7,9,3,6,0,0,0,46,144,216,446,467,509,414,69,9,3,2272,16,24,28,17,17,17,0,0,0,122,20,8,3,5,4,7,0,0,0,46,41,30,33,23,22,23,3,0,0,168,180,243,475,490,531,439,75,9,3,2444,152,32,58,50,75,222,392,263,85,1333,8,4,20,22,32,31,25,11,7,158,347,281,555,561,635,691,486,280,96,3934,21,96,202,183,212,155,13,0,0,887,130,119,199,223,266,177,23,0,0,1139,8,5,31,15,12,26,4,0,0,102,5,6,7,3,3,3,0,3,0,29,164,229,438,424,492,369,42,5,0,2159,10,13,20,9,9,12,0,0,0,68,27,17,17,14,10,4,0,0,0,90,37,27,39,25,18,17,0,0,0,156
107031143,80,272,675,623,669,444,47,0,0,2813,111,123,126,96,142,140,52,4,0,802,7,9,23,15,36,25,4,0,0,117,10,17,19,10,23,13,12,3,0,101,205,433,835,744,867,623,109,13,0,3829,47,68,60,52,49,31,0,0,0,318,35,13,9,3,17,10,8,0,0,105,85,80,73,60,71,47,6,0,0,419,287,512,909,804,935,669,118,9,0,4245,346,99,135,189,264,512,943,572,147,3203,37,41,72,70,77,86,106,83,40,606,673,652,1114,1066,1275,1269,1166,661,184,8061,52,183,340,257,364,227,18,0,0,1446,178,196,338,414,402,294,48,4,0,1860,4,16,53,18,28,25,0,0,0,153,3,13,8,14,15,10,3,0,0,57,237,411,737,711,802,551,64,3,4,3518,27,36,34,21,32,10,0,0,0,163,48,27,29,40,28,10,0,0,0,184,75,67,66,58,61,23,0,0,0,349
107041144,72,225,686,892,834,509,76,5,0,3299,161,244,198,130,137,140,80,12,0,1103,19,11,31,25,34,24,7,0,0,161,9,17,17,14,14,21,4,3,0,99,265,496,932,1066,1021,693,165,27,0,4659,13,32,52,32,33,16,0,0,0,191,58,65,25,11,8,13,4,0,0,186,72,102,74,44,47,33,3,0,0,376,342,595,1010,1107,1067,723,173,27,0,5036,361,260,216,150,232,383,712,586,249,3160,17,36,68,54,58,54,50,39,15,393,721,896,1293,1310,1359,1162,938,649,269,8594,21,191,437,406,477,292,30,0,0,1851,258,301,370,494,445,305,72,3,0,2242,12,21,73,44,24,25,4,0,0,205,11,15,12,7,18,8,0,0,0,69,304,523,887,945,963,628,110,5,3,4366,9,19,21,18,30,9,0,0,0,106,72,60,36,36,19,9,0,0,0,225,81,74,57,52,50,20,3,0,0,327
107041145,65,195,579,664,597,364,35,0,0,2506,101,116,119,92,109,97,40,10,0,695,4,9,15,19,20,21,0,0,0,105,8,11,12,11,21,11,3,0,0,76,184,331,731,795,749,495,77,14,0,3381,20,41,29,29,35,33,0,0,0,182,38,16,11,5,6,10,3,0,0,93,66,49,46,29,42,37,4,0,0,273,245,387,777,821,785,532,87,14,0,3659,230,78,89,114,198,345,555,375,166,2148,29,28,37,25,52,32,36,32,21,284,502,486,904,969,1035,914,672,421,186,6088,32,142,349,295,361,207,20,0,0,1410,135,178,283,372,334,262,43,3,0,1611,6,12,49,32,24,14,0,0,0,140,3,9,4,14,11,7,0,3,0,55,180,343,689,709,726,496,61,8,0,3211,15,20,27,25,24,14,0,0,0,119,29,17,19,34,19,11,0,0,0,127,44,38,42,51,40,23,0,0,0,243
107041146,56,243,746,980,884,452,68,4,0,3442,195,268,195,111,117,148,61,12,0,1115,9,23,20,26,30,27,3,0,0,136,11,12,13,19,10,6,3,0,0,75,278,547,977,1139,1035,630,131,24,3,4767,18,37,51,34,33,28,5,0,0,197,74,77,21,13,7,15,3,0,0,219,88,115,71,47,41,44,10,0,0,417,366,658,1047,1182,1079,681,139,24,3,5184,385,339,227,123,123,352,686,505,190,2924,24,39,57,48,44,42,41,37,12,343,769,1037,1331,1355,1252,1072,869,561,207,8445,22,174,419,471,499,290,37,3,0,1910,254,336,356,519,444,327,82,6,3,2330,12,22,72,33,19,23,8,0,0,195,5,14,11,16,3,10,0,3,0,61,299,546,852,1042,970,644,127,13,3,4496,10,21,22,10,22,9,0,0,0,98,78,58,30,20,18,18,0,0,0,223,88,79,50,38,38,23,0,0,0,320
