SA2_MAINCODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
107011132,12,11,7,0,0,0,34,3,0,3,0,0,0,7,4,6,8,0,0,0,24,6,4,10,0,0,0,21,15,16,3,7,6,0,39,25,17,23,3,6,0,68,10,27,25,12,4,0,78,22,33,21,4,6,0,87,17,49,21,16,11,0,110,16,54,21,8,7,0,111,25,74,10,4,0,0,123,37,104,27,8,3,0,179,19,49,17,3,3,0,94,14,46,3,0,0,0,60,39,98,26,4,7,0,173,25,62,16,5,4,0,117,6,14,3,0,0,0,29,7,6,6,0,0,0,18,13,23,9,4,3,0,46,299,689,250,93,71,8,1414
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,23,16,18,0,3,0,55,3,4,0,0,0,0,10,14,6,11,0,4,0,45,4,9,11,3,6,0,40,15,15,27,7,0,0,59,12,13,21,5,13,0,64,17,22,21,5,4,0,71,25,54,25,8,5,0,118,17,81,23,7,8,0,142,33,88,29,5,8,0,165,31,62,13,8,6,0,130,43,123,42,6,5,3,223,26,60,17,5,5,0,111,11,26,12,0,0,0,50,28,109,25,0,3,3,163,48,90,19,3,3,0,162,9,36,13,3,0,0,62,10,15,12,0,0,0,36,13,20,12,8,4,3,55,385,843,374,71,90,20,1789
107011545,14,12,4,5,3,0,32,3,5,0,0,0,0,4,7,8,3,0,9,0,23,5,8,4,0,3,0,23,16,7,8,7,12,0,50,17,18,10,0,9,3,68,16,32,16,4,7,0,77,22,45,23,6,11,0,113,36,70,25,8,8,3,147,35,85,25,19,13,0,176,19,37,14,5,10,0,85,29,62,19,4,8,0,113,6,27,6,3,0,0,41,3,13,0,0,0,0,23,22,47,7,3,3,0,83,15,42,12,4,0,0,72,3,12,3,0,0,0,15,5,3,0,0,0,0,6,10,16,9,3,4,3,42,286,530,197,69,105,13,1196
107011546,5,6,3,0,0,0,16,0,4,3,0,0,0,5,0,3,5,0,0,0,7,4,0,0,0,3,0,9,0,3,3,0,3,0,20,5,13,8,0,3,0,24,11,14,14,4,3,0,45,12,23,15,7,5,0,54,11,18,7,5,3,0,43,21,23,12,0,11,0,70,12,25,9,3,0,0,52,8,24,8,5,4,0,51,3,8,3,0,0,0,18,9,8,7,0,0,0,21,5,12,3,0,0,0,22,3,19,3,3,0,0,36,3,10,0,0,0,0,17,3,0,8,0,0,0,7,3,9,7,0,3,0,21,117,218,119,38,48,3,549
107011547,7,0,0,0,0,0,9,3,0,0,0,0,0,3,7,0,0,0,0,0,8,0,0,0,0,0,0,3,15,0,0,0,0,0,17,8,5,14,0,0,0,20,3,5,7,0,0,0,16,0,8,3,0,3,0,19,9,9,0,0,0,0,17,4,17,6,3,4,0,34,12,7,4,0,3,0,27,15,17,10,3,3,0,47,5,14,0,0,0,0,23,3,8,0,0,0,0,7,7,23,9,0,0,0,39,11,9,7,4,3,0,30,0,3,0,0,0,0,4,3,4,0,0,0,0,6,0,0,3,0,0,0,6,102,146,62,17,23,4,344
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,16,15,13,0,3,0,47,6,3,0,0,3,0,13,13,5,13,3,3,0,36,13,9,10,3,4,0,37,17,10,15,3,7,0,55,21,21,18,4,9,0,69,24,37,24,8,18,0,114,23,60,31,14,5,0,143,22,63,32,15,12,3,141,32,81,45,20,4,0,175,37,122,29,21,7,0,218,64,160,67,19,24,3,331,41,96,18,15,3,0,169,12,54,12,4,0,0,72,48,110,43,8,5,0,218,37,77,27,4,3,0,150,3,17,13,0,3,0,36,4,6,4,0,0,0,13,22,37,14,3,3,0,87,455,998,416,136,114,10,2133
107031137,11,3,6,0,3,0,25,4,0,3,0,0,0,8,6,0,4,0,0,0,12,0,0,3,0,0,0,6,7,3,3,3,6,0,23,19,14,6,0,4,0,45,22,11,11,4,5,0,42,23,21,13,13,7,0,74,16,20,18,11,10,0,72,31,52,16,13,3,0,114,26,39,19,5,6,0,86,31,55,22,12,3,3,119,17,18,4,0,3,0,47,8,5,3,0,0,0,18,11,14,3,0,3,0,28,5,9,7,0,0,0,27,0,3,4,0,0,0,3,0,3,3,0,0,0,4,11,5,6,8,0,0,28,236,275,151,69,64,6,794
107031138,11,14,4,0,0,0,31,3,0,4,0,0,0,12,10,0,3,0,0,0,11,7,0,3,3,0,0,17,4,0,5,3,3,0,21,8,6,6,0,5,0,27,4,9,14,0,3,0,26,13,15,13,3,0,0,42,17,17,3,0,3,0,36,13,17,12,0,3,0,51,22,15,12,4,0,0,49,10,37,15,0,3,0,61,3,18,0,6,3,0,22,15,14,3,0,0,0,33,16,51,12,0,0,0,83,24,52,16,3,0,0,94,10,19,3,3,0,0,36,3,11,4,0,0,0,17,9,8,3,0,0,0,25,200,297,129,24,31,0,687
107031139,11,9,5,0,3,0,29,0,0,3,0,0,0,3,10,0,8,0,3,0,19,8,3,0,0,0,0,8,10,3,7,0,0,0,20,14,3,6,0,6,0,30,12,8,16,0,5,0,45,11,18,10,0,0,0,41,3,18,14,0,0,0,39,9,18,14,4,3,0,43,9,26,6,4,8,0,53,19,52,13,3,4,0,91,10,28,4,0,0,0,44,10,14,4,3,0,0,30,13,52,8,0,3,0,69,28,48,18,0,0,0,94,6,16,3,0,0,0,22,7,7,3,0,0,0,13,5,8,9,0,0,0,25,179,343,151,18,36,3,725
107031140,9,5,9,0,0,0,31,7,3,0,0,0,0,9,7,6,3,0,0,0,13,0,0,4,0,0,0,5,11,9,10,0,3,0,25,8,5,12,5,4,0,34,18,7,5,3,0,0,32,13,13,12,0,4,0,47,9,15,7,3,0,0,37,10,18,7,0,3,0,43,3,25,4,3,5,0,33,18,58,8,0,0,0,88,10,24,6,3,0,0,44,9,16,7,0,0,0,34,11,37,14,0,0,0,67,28,54,15,3,5,0,108,5,24,3,0,0,0,38,9,14,3,0,0,0,20,4,12,13,5,0,0,35,195,360,141,33,29,5,760
107031141,16,13,16,3,5,0,53,4,8,7,0,4,0,23,16,13,10,5,3,0,45,7,8,10,0,0,0,24,16,14,23,0,5,0,65,11,26,14,3,9,0,62,29,37,29,3,10,0,104,31,44,28,8,7,0,122,22,61,17,6,5,0,122,29,76,30,7,13,0,159,16,56,26,5,4,0,105,51,153,52,11,12,0,277,21,85,21,0,3,0,137,16,62,8,3,0,0,93,45,182,40,11,10,3,291,80,181,53,12,6,0,329,17,56,18,0,6,0,102,9,26,6,3,0,0,49,12,35,23,3,0,0,72,451,1139,422,92,103,13,2225
107031142,11,3,8,0,3,0,27,4,3,9,0,0,0,17,11,0,7,0,4,0,27,3,3,0,0,0,0,13,10,6,13,5,0,0,36,17,11,13,6,3,0,54,15,16,17,3,6,0,61,20,29,18,3,3,0,72,22,30,15,7,4,0,77,19,39,22,4,7,0,97,21,47,8,3,4,0,83,38,63,20,12,5,0,143,13,35,14,8,0,0,60,4,12,4,0,0,0,22,19,43,11,4,5,0,84,8,45,21,5,3,0,83,4,9,8,0,0,0,25,7,0,3,0,0,0,10,15,13,9,3,7,0,46,263,407,223,63,67,3,1031
107031143,16,11,6,10,9,0,50,11,3,3,3,0,0,15,15,3,16,3,9,0,40,13,14,4,0,3,0,28,27,5,6,3,8,0,50,24,20,21,9,6,0,92,29,41,40,14,10,0,125,31,55,31,22,18,3,150,30,68,31,19,14,0,160,53,108,32,27,13,0,230,25,71,22,10,6,0,138,40,88,36,15,14,0,191,11,46,17,7,5,0,81,11,23,8,0,0,0,39,27,41,20,3,7,0,104,20,45,13,7,3,0,82,11,8,3,0,0,0,25,3,3,3,3,0,0,13,16,19,10,5,3,0,53,410,662,319,140,128,13,1682
107041144,28,26,16,3,3,0,78,4,4,8,0,0,0,18,10,5,6,3,5,0,33,11,11,9,4,3,0,33,23,16,6,0,0,0,52,22,19,18,5,7,0,65,21,34,17,5,6,3,95,20,34,23,7,16,0,96,18,55,30,6,3,0,112,25,64,24,6,20,3,145,22,54,15,6,4,0,112,66,145,26,16,8,5,263,31,58,9,4,10,0,112,18,39,12,3,3,0,81,27,128,20,13,10,0,198,62,166,32,7,9,3,278,10,55,14,0,3,0,74,13,19,11,0,0,0,47,12,30,11,0,5,0,61,434,966,308,97,112,13,1936
107041145,13,6,8,0,9,0,31,7,0,3,0,4,0,19,11,3,11,0,7,0,32,3,0,3,0,4,0,11,6,14,14,0,7,0,40,11,15,6,0,9,0,52,21,19,21,7,9,0,70,21,35,14,5,13,0,91,23,22,19,3,8,0,74,27,43,17,8,10,0,111,25,57,13,6,5,0,111,46,105,22,9,8,8,193,18,44,9,3,6,0,78,17,40,5,0,0,0,61,39,83,20,6,3,0,146,35,103,26,3,9,0,171,13,23,10,0,0,0,39,4,12,8,0,0,0,22,16,21,12,3,11,0,59,348,643,225,56,111,10,1395
107041146,32,22,34,3,4,0,92,0,12,5,0,4,0,22,12,7,7,3,8,0,33,9,13,3,0,8,3,29,19,16,18,10,6,0,65,15,26,13,6,6,0,64,16,44,15,7,7,0,102,30,53,26,11,13,3,132,23,54,22,10,4,0,111,29,89,32,13,7,6,163,23,71,17,5,3,0,116,47,165,44,20,10,0,283,22,90,11,6,6,0,143,16,59,7,0,3,0,83,59,152,29,11,9,0,257,61,181,33,11,8,3,299,15,59,15,0,0,0,95,11,23,0,0,0,0,36,13,36,21,4,4,0,75,449,1165,356,120,109,14,2216
107041147,4,10,10,3,0,0,24,0,0,3,0,5,0,7,3,0,4,0,0,0,11,3,4,5,0,0,0,16,10,5,3,0,5,0,22,7,19,8,0,6,0,46,8,21,22,3,0,0,53,15,21,17,3,5,4,57,8,27,16,0,0,0,51,17,36,11,3,7,0,78,10,28,14,3,7,0,60,25,88,28,16,3,0,158,20,66,12,4,0,0,110,17,45,7,4,3,0,72,38,101,24,6,3,0,170,68,147,26,9,0,0,258,12,39,8,3,4,0,64,10,8,3,0,0,0,22,10,30,10,4,3,0,48,276,700,242,58,58,0,1336
107041148,16,15,13,0,4,0,54,3,6,7,0,0,0,12,14,4,3,0,3,0,23,6,6,0,0,0,0,13,3,5,9,0,3,0,21,19,12,9,4,0,0,43,15,20,17,0,3,0,56,19,25,13,3,4,0,62,15,16,14,3,6,0,53,16,29,7,3,0,0,60,17,28,11,9,0,0,58,21,79,28,8,4,3,142,13,38,6,3,4,0,55,11,34,10,3,0,0,56,26,70,21,4,11,0,127,65,162,36,7,12,0,281,25,62,20,3,3,0,114,22,48,16,5,0,0,96,13,27,10,4,0,0,50,327,685,245,61,69,3,1392
107041150,18,19,11,3,0,0,52,11,3,3,0,0,0,17,17,13,9,3,3,0,51,3,6,7,0,0,0,21,13,27,12,6,7,0,60,17,19,22,3,13,0,73,13,40,28,10,7,0,98,33,51,25,6,16,0,124,22,49,16,13,15,0,112,18,72,36,10,6,0,142,27,66,17,11,3,0,130,43,178,49,17,11,4,296,22,86,7,3,10,0,124,21,64,16,8,3,0,108,68,212,24,8,9,3,325,81,252,47,3,12,0,395,25,68,18,0,0,0,119,13,49,5,0,0,0,63,17,35,25,6,7,0,89,483,1307,389,108,116,16,2416
107041548,5,3,5,3,0,3,20,6,0,0,0,0,0,8,3,0,0,0,0,0,11,3,0,3,0,0,0,6,8,3,3,0,3,0,16,13,3,5,3,3,0,30,18,5,3,3,3,3,26,21,12,3,3,3,0,45,16,6,8,4,0,0,37,28,4,3,0,4,0,42,19,11,4,4,3,0,37,39,15,10,5,10,0,70,13,6,0,5,0,0,18,7,6,3,0,3,0,18,22,6,3,0,10,0,40,33,18,14,0,5,0,79,10,9,6,0,0,0,26,8,8,5,0,4,0,25,6,3,10,0,5,0,25,290,126,81,30,53,6,581
107041549,16,12,8,6,3,0,40,0,0,0,0,0,0,5,14,10,6,3,0,0,29,5,3,3,0,3,0,17,11,14,8,0,0,0,33,11,15,13,0,6,3,45,18,14,15,5,3,0,61,21,33,16,10,5,3,85,30,36,15,7,8,0,93,27,56,15,8,5,4,111,19,37,8,7,4,0,80,37,70,22,3,9,0,141,22,37,5,4,0,0,77,17,28,0,4,0,0,56,34,51,11,3,7,0,106,29,78,10,6,8,0,140,9,15,3,0,0,0,32,8,20,7,0,0,0,40,3,26,14,0,3,0,41,319,560,176,72,74,16,1219
108011151,9,5,0,0,0,0,19,3,0,0,0,0,0,3,3,3,3,5,3,0,23,7,4,0,0,0,0,18,10,11,4,0,0,0,21,18,6,5,0,4,0,40,13,14,4,4,6,0,38,17,21,0,5,0,0,47,19,22,6,0,0,0,48,14,25,0,4,0,0,43,3,6,7,0,3,0,23,11,16,6,0,0,0,33,3,3,3,0,0,0,16,4,0,0,0,0,0,8,9,8,4,0,0,0,20,10,13,4,0,0,0,31,3,6,0,0,0,0,9,0,3,0,0,0,0,7,12,4,5,0,0,0,19,172,168,66,32,26,3,460
108011152,24,3,5,3,3,0,44,6,0,5,0,0,0,14,13,3,3,0,3,0,26,9,0,4,4,5,0,22,24,6,6,4,3,0,46,28,7,17,7,8,3,60,16,17,10,10,5,0,62,34,36,17,13,8,4,115,33,49,10,5,11,0,108,29,44,16,11,6,0,100,28,32,10,8,3,0,85,30,50,12,11,4,0,102,18,9,3,3,7,0,37,4,16,0,0,0,0,19,16,23,9,3,3,0,51,21,23,5,3,0,0,52,16,10,0,0,0,0,24,4,3,0,0,0,0,6,18,15,5,4,4,0,43,377,348,143,81,62,10,1021
108011153,17,0,0,0,3,0,29,10,3,0,0,0,0,13,14,3,0,0,3,0,20,8,5,3,3,0,0,17,16,14,4,0,3,0,40,19,19,6,10,0,3,61,17,14,6,3,0,0,48,26,26,5,6,0,0,69,20,20,7,5,7,0,52,9,30,4,5,4,0,48,3,24,0,0,0,0,34,12,26,12,3,0,0,47,6,4,0,0,0,0,15,0,5,4,0,0,0,7,13,16,0,0,0,0,30,3,15,5,0,0,0,26,4,0,3,0,0,0,6,0,3,5,0,0,0,6,17,8,8,3,3,0,37,223,231,79,49,33,3,611
108011154,9,0,6,0,3,0,17,3,0,0,0,3,0,5,13,0,0,0,0,0,14,3,5,0,3,0,0,12,21,0,0,0,3,0,27,6,3,5,0,4,0,17,5,7,8,0,3,0,27,13,7,8,3,4,0,34,9,12,8,5,3,0,30,9,20,0,0,3,0,35,9,17,3,0,0,0,26,3,9,3,0,5,0,23,0,8,3,0,0,0,11,6,0,0,0,0,0,5,3,6,3,0,0,0,19,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,0,0,13,138,101,50,20,33,0,337
108021155,12,9,4,3,4,0,30,7,3,0,3,4,0,13,13,14,7,3,9,0,42,20,4,8,4,3,0,45,35,12,17,11,11,0,76,42,56,20,13,7,0,146,42,62,14,24,10,0,145,47,72,21,25,16,3,182,41,46,24,18,8,0,137,23,40,20,12,3,0,99,21,34,0,9,4,0,65,19,33,13,6,3,0,70,5,18,3,0,0,0,29,0,5,0,3,0,0,7,3,26,12,5,0,0,41,8,14,0,0,0,0,26,0,8,3,0,0,0,8,3,3,0,0,0,0,5,20,19,6,3,8,0,55,368,463,180,132,100,9,1247
108021156,9,10,6,0,0,0,26,8,6,3,0,4,0,14,30,4,4,3,4,0,45,19,4,6,0,3,0,28,23,9,4,5,3,0,43,31,13,13,6,13,0,73,26,25,11,10,3,0,72,25,40,16,5,9,0,97,25,37,21,11,4,0,93,27,29,18,5,4,0,78,15,17,3,4,0,0,40,17,24,16,0,3,0,63,3,9,3,0,0,0,21,8,8,0,0,0,0,13,11,11,3,0,0,0,30,8,17,7,0,0,0,26,3,3,3,0,0,0,12,4,3,0,0,4,0,11,20,6,4,5,4,3,49,295,270,140,63,63,4,828
108021157,13,3,0,0,0,0,15,3,0,0,0,0,0,0,10,3,0,3,0,0,13,3,3,0,0,3,0,17,9,6,5,3,4,0,27,13,15,3,7,0,0,37,6,10,4,5,4,0,31,11,19,12,6,5,0,51,16,24,8,5,3,0,50,5,14,9,0,3,0,33,3,6,0,0,0,0,14,3,14,3,0,0,0,26,4,4,0,0,0,0,12,0,0,0,0,0,0,0,6,5,4,0,0,0,17,3,6,0,3,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,3,9,6,0,0,0,0,20,130,155,54,30,26,0,390
108021158,6,3,3,0,3,0,14,6,0,0,0,0,0,11,8,0,4,0,0,0,11,14,6,0,0,0,0,21,10,6,3,3,0,0,26,13,9,7,5,9,0,38,7,11,9,3,3,0,35,16,21,8,3,5,0,48,18,18,5,0,3,0,45,13,19,3,4,0,0,41,7,9,0,0,4,0,24,13,15,8,0,0,0,32,3,4,0,0,0,0,7,0,0,0,0,0,0,3,3,3,3,0,0,0,6,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,5,0,23,145,126,57,24,35,4,391
108021159,6,3,0,0,0,0,17,5,4,0,0,0,0,13,13,4,3,5,0,0,27,17,3,4,0,5,0,30,23,10,15,3,0,0,51,15,31,13,5,3,0,72,21,27,9,4,3,0,76,28,27,10,6,9,0,82,15,27,10,4,3,0,66,19,24,8,3,3,0,59,12,24,8,3,0,0,46,10,37,4,4,3,0,63,5,9,3,3,0,0,22,8,4,3,0,0,0,17,6,21,4,0,0,0,40,6,9,6,0,0,0,21,4,4,0,0,0,0,5,0,0,3,0,0,0,5,14,9,7,0,0,0,36,235,285,115,56,35,4,730
108021160,10,3,3,0,0,0,18,0,0,0,0,0,0,0,5,0,0,0,0,0,12,3,0,0,0,3,0,8,12,5,0,0,3,0,20,12,7,0,0,0,0,20,16,8,8,3,5,0,34,21,8,11,0,3,0,41,15,11,3,0,3,0,36,18,17,6,0,0,0,37,6,10,3,0,0,0,25,13,13,0,0,0,0,28,3,16,0,0,0,0,20,0,6,0,0,0,0,7,3,12,5,3,0,0,19,5,3,0,0,0,0,12,5,3,0,0,0,0,10,5,0,0,0,0,0,5,3,3,0,0,0,0,13,151,122,50,10,24,3,363
108031161,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,7,5,0,0,0,25
108041162,33,8,9,0,5,0,50,13,0,0,3,3,0,20,18,11,3,0,0,0,28,26,9,3,0,3,0,42,32,12,15,4,8,0,68,44,22,24,8,12,0,106,38,35,24,13,6,0,111,36,45,18,9,8,0,119,34,41,24,7,11,0,125,37,67,20,4,14,0,145,31,67,12,10,3,0,127,30,73,23,8,7,0,140,15,35,10,0,3,0,61,6,16,6,0,0,0,36,33,50,10,0,3,0,96,19,32,12,5,0,0,67,3,13,0,0,3,0,20,4,8,0,0,0,0,15,25,13,4,3,3,4,55,476,553,216,77,92,8,1423
108041163,61,16,15,0,4,0,96,18,3,0,3,3,0,29,22,20,5,3,4,0,55,19,9,11,3,6,0,44,24,14,18,3,8,0,60,46,39,22,13,12,0,125,37,49,17,10,19,0,141,56,70,38,18,11,0,199,65,116,22,20,18,0,241,88,114,45,19,16,3,288,55,120,32,14,10,0,229,93,164,40,15,7,0,332,46,88,13,3,0,3,155,26,42,5,5,0,0,75,45,99,28,9,4,0,184,32,93,37,3,7,0,171,17,32,6,3,0,0,55,7,23,0,3,0,0,34,31,41,12,8,8,0,97,792,1140,368,158,144,8,2611
108041164,17,3,5,0,0,0,33,11,4,4,0,3,0,22,16,6,3,3,5,0,34,8,3,4,0,3,0,18,17,5,0,0,3,0,26,27,17,4,8,7,3,74,29,21,8,11,9,0,85,23,35,10,9,11,0,94,41,43,15,17,12,0,120,39,62,17,22,4,0,151,40,61,16,3,6,0,122,47,79,18,7,7,3,168,13,34,9,0,0,0,63,15,23,11,0,5,0,42,30,50,7,3,3,0,100,24,41,5,3,3,0,75,11,13,3,0,0,0,31,10,4,0,0,0,0,16,25,20,0,7,6,0,57,440,534,143,98,97,10,1323
108041165,17,4,0,4,4,0,29,4,0,7,0,0,0,8,4,4,8,0,0,0,18,6,3,4,0,0,0,12,17,4,0,0,3,0,24,10,16,4,0,5,0,38,16,19,5,3,3,0,44,22,19,12,6,3,0,71,15,13,7,3,3,0,37,14,15,12,3,4,0,50,12,19,4,0,0,0,34,33,23,6,0,0,0,67,3,12,0,0,0,0,16,6,10,4,0,0,0,20,8,22,7,0,3,0,40,4,16,6,0,0,0,24,10,3,0,0,0,0,13,3,3,0,0,0,0,11,4,11,9,0,4,0,30,208,213,102,28,37,4,593
108041166,11,4,3,0,6,0,24,9,0,0,0,0,0,11,10,4,4,0,3,0,27,8,0,0,3,0,0,17,18,9,6,4,3,0,50,22,14,7,3,4,0,57,31,30,12,7,6,0,89,36,46,24,11,11,0,125,32,63,10,9,10,0,125,27,77,25,12,9,0,149,32,50,13,4,0,0,103,33,55,16,14,3,0,121,12,23,3,0,0,0,40,8,20,8,0,0,0,33,13,29,6,3,3,0,56,22,42,11,4,3,0,83,3,6,0,3,0,0,12,3,6,4,0,0,0,15,22,15,6,3,6,0,50,358,497,163,93,66,5,1180
108051167,7,3,0,0,0,0,12,0,0,0,0,0,0,0,4,0,3,0,0,0,12,14,5,3,0,0,0,24,8,7,5,0,5,0,18,16,4,4,0,4,0,31,14,14,8,3,3,0,41,18,20,6,5,3,0,51,12,13,5,0,0,0,32,3,16,3,0,0,0,23,12,4,0,0,0,0,19,15,10,5,0,0,0,33,3,3,3,0,0,0,12,0,3,3,0,0,0,5,4,6,0,0,0,0,15,5,7,0,0,0,0,20,3,0,0,0,0,0,4,0,0,0,0,0,0,3,3,6,0,0,0,0,7,134,140,53,18,23,3,372
108051168,20,8,3,3,0,0,39,9,0,0,0,0,0,6,13,0,3,0,0,0,23,6,3,3,0,0,0,16,20,8,6,6,4,0,44,27,15,9,4,5,0,69,14,13,7,4,3,3,50,33,36,12,6,4,0,86,27,37,11,3,7,0,91,35,53,13,5,3,0,114,21,49,8,9,3,0,87,37,57,20,8,3,0,124,13,15,7,0,3,0,41,11,7,0,0,0,0,22,19,18,6,4,0,0,51,15,25,10,4,0,0,60,5,4,3,0,0,0,13,3,0,4,0,0,0,10,8,17,5,3,0,0,41,344,377,144,65,40,3,976
108051169,35,7,7,0,3,0,53,10,0,4,0,4,0,23,26,13,7,10,8,0,65,22,6,8,0,8,0,43,49,24,10,5,18,3,114,52,54,25,17,13,0,164,56,88,27,25,15,0,207,77,102,38,24,15,0,255,59,80,22,13,5,3,177,38,79,24,12,9,0,155,22,42,13,4,3,0,82,23,44,22,8,4,0,95,7,23,6,0,0,0,33,7,14,3,0,0,0,20,11,17,8,4,0,0,43,6,23,10,0,0,0,43,3,9,0,0,0,0,11,0,3,3,0,0,0,8,13,24,19,10,3,0,70,513,647,257,133,114,13,1678
