SA2_MAINCODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
105011094,0,8,30,3,44,33,117,0,0,0,0,6,0,10,8,21,25,4,4,3,68,15,32,40,10,9,3,113,16,8,14,4,3,0,53,8,3,25,3,3,0,47,0,3,11,0,0,0,8,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,3,10,0,31,54,81,158,32,82,33,449
105011095,0,4,27,0,39,21,95,0,9,5,0,7,0,22,13,29,34,23,25,0,122,30,19,40,7,16,0,119,16,17,37,0,4,0,74,20,4,25,3,6,0,58,5,3,12,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,7,14,3,37,92,83,199,44,118,28,569
105011096,0,27,60,13,121,65,285,0,8,4,15,13,0,41,13,31,43,47,19,5,154,36,61,42,90,17,8,247,24,32,22,18,8,3,110,12,15,5,11,3,0,53,8,3,8,0,0,0,15,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,7,17,3,25,3,59,105,179,205,198,210,75,971
105021097,3,10,53,12,48,39,161,3,14,17,4,32,3,72,44,25,80,13,32,5,197,191,35,169,14,27,4,442,118,8,112,0,21,4,262,133,11,87,0,19,3,252,107,11,53,0,9,0,171,33,0,16,0,4,0,53,0,0,3,0,0,0,6,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,3,30,4,7,0,61,652,111,622,44,204,62,1695
105021098,0,15,9,0,64,22,112,0,5,3,5,3,0,19,0,43,12,22,5,7,93,0,12,10,4,0,0,27,0,9,3,0,0,0,12,3,4,0,0,3,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,11,3,24,4,85,49,43,92,30,307
105031099,0,0,45,6,36,39,128,0,0,15,3,0,3,26,27,29,76,4,10,3,147,79,25,85,7,19,3,221,51,12,41,0,6,0,119,28,4,18,0,9,0,64,3,0,9,0,5,0,20,5,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,8,5,17,3,41,198,81,298,28,110,56,777
105031100,0,10,5,4,5,4,33,0,9,0,3,0,0,10,22,61,11,4,0,3,101,54,47,17,6,3,3,135,63,26,33,5,5,0,128,171,29,49,3,3,0,262,254,20,70,0,0,0,351,132,7,26,0,3,0,171,12,0,3,0,0,0,15,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,17,13,12,0,3,0,44,733,226,232,31,21,17,1263
105031101,11,25,11,3,9,7,68,0,13,3,5,0,3,25,34,142,16,11,0,0,198,173,49,39,7,3,0,272,102,17,45,3,4,0,167,257,15,65,0,3,3,348,483,24,112,3,7,0,630,328,3,47,0,5,0,387,49,0,9,0,3,0,60,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,5,12,19,14,9,8,5,68,1468,304,363,44,41,24,2242
105031102,3,6,11,0,10,8,40,0,4,0,0,0,0,8,13,41,14,0,5,0,68,59,39,20,3,0,0,122,45,14,19,3,0,0,77,91,25,34,0,0,0,150,125,6,45,0,7,0,185,162,3,27,0,4,0,200,27,0,3,0,0,0,33,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,11,0,3,0,31,534,148,182,9,28,17,919
105031103,0,0,14,0,6,23,52,0,0,3,0,3,0,8,3,0,7,0,0,0,14,0,0,15,0,0,0,17,10,0,18,0,4,0,24,5,0,17,0,0,0,20,9,0,23,3,0,0,31,3,0,9,0,0,0,9,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,19,32,0,101,10,24,23,197
105031104,0,0,28,0,16,28,80,0,0,5,0,0,0,7,26,20,20,7,3,5,84,63,19,39,4,11,3,139,29,3,24,3,4,0,68,27,0,17,0,0,0,45,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,4,0,23,158,54,150,16,40,41,453
105031105,0,5,28,0,29,26,98,0,12,5,7,6,0,29,13,34,30,10,8,0,94,48,15,26,4,10,0,115,31,5,32,0,5,0,78,75,16,27,3,3,0,125,50,0,19,0,0,0,72,9,0,10,0,0,0,19,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,8,3,20,239,91,186,28,77,36,652
105031106,3,4,31,10,19,23,85,3,5,0,14,0,0,22,25,29,39,39,14,3,144,96,37,42,8,10,3,193,82,12,30,3,0,0,125,82,0,23,0,6,4,118,34,0,18,0,0,0,55,9,0,3,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,3,5,14,0,3,0,35,339,92,208,70,52,35,799
106011107,0,0,30,0,6,21,53,0,0,3,0,0,0,6,0,0,9,0,4,0,12,8,0,18,0,3,0,26,18,0,19,0,3,0,37,57,0,30,0,7,0,91,213,0,25,0,0,0,244,192,0,18,0,0,0,208,32,0,9,0,0,0,44,8,0,6,0,0,0,13,11,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,5,0,21,541,3,180,3,27,22,777
106011108,3,19,37,6,4,21,87,3,11,3,10,3,0,31,18,159,15,9,0,3,202,72,90,45,3,4,0,218,80,30,38,5,9,3,161,383,44,70,5,14,0,510,724,21,108,0,14,3,872,413,0,40,0,6,0,453,12,0,5,0,0,0,23,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,18,9,8,3,79,1730,401,388,41,58,34,2640
106011109,0,0,21,0,3,14,37,0,0,3,0,0,0,3,0,0,9,0,0,0,7,3,0,12,0,3,0,22,4,0,18,0,0,0,27,29,0,23,0,0,0,53,40,0,25,0,0,0,64,35,0,12,0,0,0,54,9,0,6,0,0,0,16,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,3,0,13,126,0,131,0,13,22,300
106011110,0,0,29,0,10,31,74,0,3,3,0,0,0,8,8,15,18,0,8,0,43,23,12,27,0,6,3,66,20,0,25,0,3,0,48,48,5,48,0,11,0,109,81,0,28,0,4,0,123,46,0,16,0,0,0,56,5,0,3,0,0,0,5,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,8,0,24,243,31,210,3,42,33,572
106011111,3,8,27,0,0,15,62,0,4,3,0,0,0,11,12,87,21,0,3,0,123,73,52,33,4,8,0,179,49,35,39,4,0,0,119,198,13,62,3,9,4,286,499,8,103,0,12,0,623,288,0,30,0,0,3,325,3,0,3,0,0,0,7,5,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,15,0,4,3,60,1152,224,338,16,39,25,1798
106011112,0,19,10,0,3,15,54,3,23,0,0,0,0,27,7,110,10,3,3,0,138,79,74,24,3,17,3,197,76,25,12,0,7,0,118,197,18,18,0,51,0,284,401,28,58,0,19,0,508,319,0,30,0,10,0,361,57,0,11,0,3,0,70,9,0,4,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,18,12,0,9,4,59,1167,312,191,10,126,25,1838
106011113,0,0,24,0,11,16,54,5,0,5,0,0,0,4,3,0,9,0,0,0,10,11,0,4,0,3,0,20,13,0,11,0,0,0,23,25,0,6,0,3,0,34,43,0,0,0,3,0,50,46,0,7,0,0,0,50,5,0,0,0,0,0,7,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,9,0,18,160,0,70,0,31,22,283
106021114,0,0,6,0,0,8,15,0,0,0,0,0,0,0,10,0,6,3,3,0,22,29,0,14,0,11,0,51,15,0,7,0,3,0,32,49,4,19,0,4,0,73,133,8,30,0,0,3,170,341,0,29,0,0,0,376,15,0,0,0,0,0,19,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,4,0,17,606,19,112,7,29,10,785
106021115,3,32,22,0,3,14,71,0,27,7,11,0,0,48,11,246,8,7,5,0,277,118,133,27,21,9,6,313,106,56,38,3,4,3,210,160,43,71,0,70,4,340,637,61,137,3,24,3,860,747,3,85,0,11,3,845,129,0,16,0,0,0,143,11,0,0,0,0,0,16,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,26,29,14,11,6,0,86,1957,639,424,48,130,25,3225
106021116,0,0,8,0,3,5,20,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,10,0,10,0,26,9,0,4,0,0,0,13,4,0,10,0,0,0,13,60,0,16,0,4,0,82,139,0,24,0,0,0,157,17,0,3,0,0,0,26,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,16,253,0,83,3,14,8,365
106021117,0,22,24,0,4,8,59,0,16,0,4,3,0,24,3,153,7,0,0,0,167,61,112,19,16,5,3,206,32,35,18,0,0,0,90,112,30,55,0,3,0,205,601,56,84,0,13,0,755,960,13,67,0,5,4,1046,40,0,8,0,0,0,47,7,0,5,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,27,9,0,5,0,60,1823,463,296,22,38,25,2671
106021118,0,0,12,0,0,3,20,0,0,0,0,0,0,0,0,10,4,0,0,0,14,4,4,3,3,0,0,16,4,7,6,0,4,0,20,11,9,14,0,90,0,123,105,7,31,0,5,0,147,159,0,36,0,3,0,190,90,0,3,0,0,0,91,10,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,6,0,18,384,36,127,9,104,6,668
106031119,0,0,9,0,4,7,16,0,0,3,0,0,0,5,0,0,4,0,4,0,6,0,3,5,0,0,0,9,6,0,14,0,0,0,24,15,0,9,0,6,0,29,64,0,23,0,4,0,90,126,0,22,0,3,0,154,45,0,4,0,0,0,55,11,0,0,0,0,0,12,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8,0,4,0,13,278,3,93,3,29,9,424
106031120,0,0,11,0,0,11,17,0,0,0,0,0,0,0,4,0,5,3,0,0,13,21,3,11,13,0,0,51,18,0,19,0,0,0,35,48,0,12,0,8,0,80,181,0,34,0,0,0,217,191,0,29,0,0,0,225,19,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,12,494,8,134,21,16,10,683
106031121,3,6,29,3,7,24,68,0,0,3,12,0,0,17,4,74,14,18,11,0,124,31,26,17,14,7,0,95,44,3,36,0,12,0,97,164,5,61,4,79,0,318,379,6,111,4,30,3,527,591,0,86,0,12,4,693,207,0,37,0,3,0,251,50,0,8,0,0,0,57,17,0,9,0,0,0,20,3,0,0,0,0,0,3,3,0,0,0,0,0,7,3,0,0,0,0,0,3,15,6,19,11,5,4,56,1509,135,419,73,163,37,2334
106031122,4,26,12,0,0,7,50,0,25,3,0,0,0,22,7,184,11,0,4,3,212,12,113,14,8,3,0,154,45,56,26,3,21,0,145,144,95,46,3,86,4,378,433,32,63,3,10,0,546,282,3,45,0,7,0,337,18,0,3,0,0,0,18,5,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,8,0,3,8,47,957,550,231,17,146,18,1926
106031123,0,0,14,0,0,5,20,0,0,0,0,0,0,0,3,0,11,0,0,0,10,0,0,3,0,0,0,5,7,0,3,0,0,0,8,6,0,5,0,0,0,11,16,0,14,0,0,0,32,21,0,3,0,0,0,24,14,0,4,0,0,0,12,7,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,70,0,77,0,3,5,156
106031124,0,0,7,0,3,9,19,0,0,0,0,0,0,0,6,0,8,3,0,4,17,16,0,10,0,5,0,31,22,0,12,0,0,0,35,74,0,12,0,0,3,88,117,0,24,0,0,0,144,88,0,15,0,0,0,103,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,339,3,81,8,12,20,459
106031125,0,0,7,3,0,9,18,0,0,6,0,0,0,3,0,3,12,3,11,0,28,5,3,21,15,8,0,54,12,0,19,0,15,0,44,26,6,28,0,134,3,202,96,0,36,0,43,0,175,235,0,39,0,7,0,288,89,0,10,0,0,0,102,14,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,7,0,24,490,20,185,23,220,13,957
106041126,9,9,11,0,5,19,54,3,24,3,0,0,0,32,60,26,17,5,5,0,109,185,98,31,8,3,4,335,122,28,30,3,3,3,185,337,56,58,12,12,3,472,462,13,39,0,4,0,520,84,4,16,0,0,0,101,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,11,3,3,0,54,1297,268,212,37,33,35,1879
106041127,3,0,11,0,31,27,70,0,0,0,0,0,0,0,7,0,12,0,3,0,18,25,0,12,0,3,0,40,25,0,9,0,3,0,38,37,0,11,0,3,0,50,58,0,19,0,3,0,83,22,0,3,0,0,0,31,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,15,3,24,185,3,86,0,66,28,363
106041128,0,0,15,0,13,8,35,0,5,3,4,0,0,9,14,7,5,9,4,0,35,17,39,12,8,6,0,88,44,16,10,4,5,3,86,85,25,29,0,5,0,153,121,3,28,0,7,0,157,58,0,21,0,0,0,83,12,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,4,3,4,4,0,21,362,102,129,27,47,9,682
106041129,0,0,44,0,74,64,180,0,3,0,0,3,0,5,25,9,37,4,5,0,77,50,6,47,0,11,0,112,40,3,28,0,5,0,76,96,6,50,0,8,0,153,58,0,32,0,6,0,102,8,0,10,0,3,0,22,0,0,6,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,39,0,56,279,34,269,10,154,68,807
107011131,3,21,21,3,0,11,66,0,24,3,0,0,0,31,5,178,12,19,5,0,216,37,98,25,7,3,3,172,37,40,13,3,8,0,102,79,29,41,0,0,0,147,153,68,93,3,8,3,321,439,51,141,3,13,0,636,129,3,22,0,0,0,149,22,3,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,15,7,0,4,70,912,542,389,43,34,17,1937
107011132,0,0,10,0,0,7,18,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,3,0,0,0,0,3,3,3,4,3,0,0,13,5,7,9,0,0,0,18,15,0,17,0,0,0,33,117,3,48,0,0,0,172,75,3,8,0,0,0,88,32,0,3,0,0,0,32,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,254,20,100,4,0,4,388
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,3,15,11,0,3,4,32,0,20,0,3,0,0,17,0,188,9,4,0,0,199,4,93,9,6,4,4,124,15,45,12,0,0,4,73,22,25,25,0,0,0,73,111,29,23,0,5,3,172,183,48,43,0,3,0,277,87,0,7,0,0,0,101,30,0,7,0,0,0,36,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,21,10,0,0,3,47,479,487,153,28,16,20,1173
107011545,3,34,21,3,0,9,68,0,22,0,0,0,0,22,11,217,11,0,4,0,240,30,111,25,0,0,0,177,13,50,19,3,0,3,89,58,29,31,6,9,0,129,133,98,62,9,8,0,300,264,23,55,0,8,4,355,55,0,18,0,3,0,78,18,0,4,0,0,0,20,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,27,17,3,0,7,63,608,603,266,25,33,22,1555
107011546,4,42,20,3,0,9,83,0,26,0,0,0,0,26,15,214,15,0,3,7,252,44,110,17,0,0,0,177,55,48,23,3,7,0,130,127,27,39,0,11,0,199,144,19,53,0,4,0,223,209,13,53,0,3,0,278,33,0,5,0,0,0,39,9,0,0,0,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,26,6,0,0,0,46,659,521,228,10,31,28,1480
107011547,0,0,8,0,0,9,20,0,4,3,0,0,0,10,3,21,6,0,7,0,33,12,6,11,0,12,0,49,26,0,16,0,3,0,47,35,0,13,0,11,0,69,52,0,10,0,4,0,67,71,3,18,0,0,0,102,32,0,3,0,0,0,38,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,15,250,39,97,3,44,10,442
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,0,0,20,0,0,9,34,0,3,0,0,0,0,5,0,29,3,0,0,0,39,0,13,3,4,0,0,20,5,10,15,3,3,0,30,6,3,13,0,0,3,30,51,8,30,0,3,0,93,211,6,88,0,3,0,311,163,0,15,0,0,0,180,23,0,0,0,0,0,29,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,0,0,0,12,470,87,194,10,15,10,784
107031137,0,3,8,0,0,7,18,0,3,0,0,0,0,3,0,49,0,0,0,0,53,3,41,3,3,0,0,56,15,12,11,0,0,0,41,26,12,17,0,0,0,57,74,11,22,0,0,3,115,167,19,36,0,0,0,224,30,0,7,0,0,0,40,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,0,0,0,19,322,160,126,15,3,11,631
107031138,0,0,16,0,3,10,28,0,7,0,0,0,0,8,3,3,3,0,0,0,18,4,10,5,3,0,0,20,3,7,3,0,0,0,15,27,10,10,0,0,0,47,68,10,30,0,3,0,104,171,0,39,0,3,3,218,100,0,19,0,4,0,125,41,0,3,0,0,0,47,18,0,4,0,0,0,22,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,7,3,0,0,18,440,49,140,7,21,16,674
107031139,0,0,8,0,0,4,17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,0,0,0,9,0,3,8,0,0,0,8,7,3,5,0,0,0,12,17,5,18,0,0,0,39,57,3,26,0,3,0,92,70,0,9,0,0,0,77,13,0,3,0,0,0,21,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,178,12,97,0,3,4,297
107031140,0,0,16,3,4,10,40,0,0,0,3,0,0,3,0,0,6,3,0,0,17,3,4,12,14,0,0,36,4,0,11,0,6,0,21,13,3,7,0,0,0,22,28,0,16,0,0,0,53,78,0,25,0,3,0,109,95,0,12,0,0,0,116,31,0,3,0,0,0,29,19,0,3,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,8,5,0,24,276,13,127,33,30,14,493
107031141,3,4,17,0,3,10,29,0,3,0,0,0,0,7,0,61,3,0,4,0,75,0,37,0,0,5,0,53,6,16,6,3,0,0,37,16,18,5,4,3,0,52,55,19,17,5,0,0,102,238,12,50,0,3,3,305,292,0,28,0,0,0,322,180,0,11,0,0,0,196,30,0,0,0,0,0,33,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,9,12,6,0,0,0,30,836,188,150,23,28,17,1244
107031142,0,4,14,0,0,3,24,0,5,0,0,0,0,8,0,49,0,0,0,0,54,11,15,6,4,0,0,35,13,10,7,0,0,0,36,48,12,20,5,0,0,83,98,3,34,0,3,3,137,235,5,48,3,7,0,303,107,0,12,0,0,0,121,27,0,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,26,554,119,159,13,13,10,859
