SA2_MAINCODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
106041127,9,16,18,10,7,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,22,23,15,22,0,0,104,0,0,0,3,0,0,0,4,3,3,0,0,0,0,0,9,3,3,3,3,0,0,0,14,18,24,26,23,26,0,0,111,15,18,15,11,5,0,0,62,0,0,0,0,0,0,0,3,31,48,37,31,30,0,0,183
106041128,12,18,16,9,14,3,0,71,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,42,33,23,34,3,0,148,0,3,6,3,0,0,0,14,3,4,0,0,0,0,0,7,3,4,6,3,0,0,0,17,15,47,36,23,34,3,0,163,21,22,12,3,4,0,0,66,0,0,0,0,0,0,0,4,38,75,55,32,34,3,0,235
106041129,9,36,28,9,22,0,0,99,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,14,50,33,26,31,4,0,165,3,8,0,5,3,0,0,19,8,5,3,0,3,0,0,17,11,14,6,5,8,0,0,37,27,61,43,29,39,4,0,203,37,44,18,5,12,4,0,120,0,0,0,0,0,0,0,3,66,107,55,37,51,3,0,329
107011131,61,103,91,48,70,21,7,398,5,14,7,6,4,0,0,33,4,0,0,0,0,0,0,7,97,177,155,99,147,49,14,739,6,16,7,5,14,0,0,44,17,22,9,0,5,0,0,59,19,40,14,4,21,0,0,105,121,220,171,103,167,50,18,844,167,147,75,55,52,8,3,505,0,6,3,3,0,0,0,11,282,371,243,165,221,56,23,1357
107011132,20,46,26,18,30,5,0,140,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,37,78,54,41,63,11,5,290,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,10,5,3,4,0,0,0,0,15,40,80,60,43,70,16,5,304,31,35,15,7,20,3,0,116,0,0,0,0,0,0,0,0,77,115,73,48,90,18,5,426
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,23,44,29,23,31,14,11,170,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,39,80,55,49,66,38,19,345,0,3,0,0,0,0,0,7,11,4,0,4,3,0,0,21,11,10,0,3,4,3,0,31,41,88,60,52,73,43,14,376,65,67,29,25,24,12,7,237,0,3,0,0,0,0,0,3,108,159,89,84,101,56,22,619
107011545,45,49,27,21,23,16,3,191,0,3,3,3,3,0,0,11,0,0,0,0,0,0,0,3,61,72,52,39,57,29,7,322,5,14,0,0,8,4,0,37,3,14,8,4,3,0,0,29,13,21,12,6,12,4,0,65,69,93,66,47,74,34,5,383,140,134,62,37,57,18,10,464,3,3,0,0,0,0,0,15,218,233,130,85,124,52,16,860
107011546,16,51,11,11,24,5,4,122,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,29,72,29,22,58,8,8,228,4,11,0,3,3,0,0,22,12,5,6,4,10,4,0,36,15,12,8,8,12,0,0,57,42,84,38,25,69,12,8,289,124,115,74,36,30,8,3,397,3,4,0,0,0,0,0,6,172,203,117,65,100,24,14,694
107011547,7,12,10,4,3,0,0,33,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,20,17,10,11,9,3,80,0,4,4,0,0,3,0,9,0,3,0,0,0,0,0,5,0,5,5,0,3,3,0,15,4,23,26,14,13,9,3,91,28,15,13,4,3,3,0,64,0,0,3,0,0,0,0,3,31,41,36,16,18,9,3,164
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,25,59,40,28,42,6,4,196,7,10,3,0,3,0,0,25,0,0,3,0,0,0,0,3,56,118,74,64,87,26,13,445,0,4,0,5,10,4,0,23,7,20,5,3,3,0,0,30,7,24,10,4,14,4,0,58,61,142,83,73,100,32,11,504,59,49,31,15,29,7,0,188,0,0,0,0,0,0,0,3,115,192,111,94,129,36,11,693
107031137,34,45,29,20,29,5,0,157,0,0,3,5,0,0,0,4,0,0,0,0,0,0,0,5,53,80,52,40,59,16,3,304,0,13,3,3,0,0,0,19,4,0,4,0,3,0,0,13,5,15,7,8,3,0,0,35,58,87,62,50,62,16,3,335,76,40,18,15,10,4,0,161,0,0,0,0,0,0,0,0,136,133,74,57,74,19,3,500
107031138,11,17,27,19,14,8,3,92,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,34,34,27,35,14,5,170,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,6,3,0,0,3,3,0,0,16,22,34,38,28,41,16,5,184,21,15,9,3,10,7,0,57,0,0,0,0,0,0,0,0,40,52,46,29,46,19,5,241
107031139,11,18,20,11,10,4,4,70,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,23,31,18,31,13,9,134,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,12,10,30,32,16,33,15,9,141,14,11,7,3,0,0,3,38,0,0,0,0,0,0,0,0,21,43,39,19,32,16,6,182
107031140,10,17,14,10,11,9,0,79,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,3,21,36,22,24,29,11,3,148,0,0,0,0,0,3,0,9,0,3,0,0,0,0,0,3,0,7,0,0,3,3,0,12,21,35,23,25,33,16,3,161,17,10,6,0,3,0,0,34,0,0,0,0,0,0,0,0,33,47,33,30,41,13,3,199
107031141,23,57,32,28,40,6,3,180,5,4,0,0,3,0,0,10,0,3,3,0,0,0,0,9,47,102,102,66,89,33,17,454,3,8,3,0,0,0,0,23,0,13,4,0,6,0,0,22,4,18,9,3,7,0,0,47,52,122,108,71,96,28,16,494,49,35,19,19,19,6,3,146,0,3,0,0,0,0,0,5,96,161,129,87,116,33,17,646
107031142,35,49,41,25,26,9,5,190,3,0,0,0,3,0,0,3,0,3,0,0,0,0,0,4,52,87,57,56,72,19,16,355,0,8,4,7,0,0,0,14,8,9,7,4,3,0,0,33,12,17,13,4,4,0,0,53,58,108,64,56,78,19,11,405,39,42,23,12,12,7,3,142,0,0,0,0,0,0,0,0,95,154,89,74,94,29,19,546
107031143,69,118,59,47,55,8,7,366,10,3,5,5,3,0,0,15,3,3,4,3,0,0,0,15,107,177,104,90,108,35,11,627,3,23,13,5,6,3,3,64,19,28,16,7,11,0,4,81,17,57,26,16,19,3,4,137,128,235,124,100,126,36,15,767,224,184,104,67,64,18,8,668,0,0,6,3,3,0,0,17,354,418,236,166,192,57,27,1446
107041144,34,71,47,30,47,18,3,242,5,3,3,0,0,0,0,14,0,0,3,0,3,0,0,5,53,112,86,75,105,46,29,508,3,6,7,7,10,0,0,32,6,14,6,0,3,0,0,24,10,16,15,3,8,0,0,57,67,130,101,75,113,49,31,565,68,51,30,38,20,10,3,215,0,3,0,0,0,0,0,3,132,184,128,118,140,54,33,786
107041145,33,52,35,25,28,14,6,205,0,3,0,0,0,0,0,9,3,3,0,0,0,0,0,7,53,97,63,47,78,39,19,393,5,8,5,7,9,6,0,38,4,17,5,8,3,0,0,37,15,22,10,15,14,6,0,77,64,122,75,60,90,42,22,472,109,108,51,31,46,16,6,358,0,7,3,0,0,0,0,10,176,231,125,92,138,60,23,841
107041146,22,82,45,37,35,20,3,237,3,0,0,3,3,0,0,16,3,0,4,0,3,0,0,5,39,129,89,75,100,48,24,500,0,3,3,0,3,0,0,16,6,13,4,0,9,3,3,34,6,20,8,3,13,7,3,50,46,146,94,77,113,55,23,553,56,49,36,27,41,13,3,221,0,3,0,0,0,0,0,4,104,194,131,110,150,63,30,776
107041147,9,21,13,10,18,6,0,78,5,3,0,0,3,0,0,6,0,3,0,0,0,0,0,3,24,39,35,29,41,22,9,192,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12,20,46,34,28,41,22,9,203,10,16,9,7,3,3,0,40,0,0,0,0,0,0,0,3,35,59,46,34,39,22,12,246
107041148,13,33,16,12,20,6,4,97,4,3,0,3,0,0,0,15,0,0,0,0,0,0,0,3,27,48,36,34,55,18,13,232,0,3,6,3,0,0,0,15,0,0,3,0,0,0,0,8,0,7,11,6,0,0,0,17,27,56,45,35,55,22,13,249,13,23,8,3,5,4,3,59,0,0,0,0,0,0,0,0,45,77,58,41,58,25,14,310
107041150,41,45,56,37,46,20,8,243,0,0,3,0,4,0,0,13,0,0,0,0,0,0,0,3,60,86,104,70,102,39,15,472,5,3,9,3,0,0,4,25,5,12,4,3,0,0,3,29,7,12,15,7,3,0,5,47,63,100,117,80,104,40,23,521,74,77,41,27,22,7,3,249,3,0,0,0,0,0,0,6,143,175,157,108,124,49,27,780
107041548,9,18,13,9,13,0,3,64,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,3,21,37,30,28,52,21,15,201,3,5,0,3,5,0,0,13,3,4,3,0,5,0,0,18,3,6,3,5,11,0,0,25,31,45,36,34,59,24,15,228,27,29,18,7,29,13,7,123,0,0,0,0,0,0,0,0,51,68,51,43,86,33,19,361
107041549,15,25,39,24,34,23,8,158,0,3,4,0,5,0,0,16,4,6,0,0,3,0,0,18,29,76,85,59,92,48,19,411,0,4,5,3,4,0,3,22,3,14,8,0,4,3,0,29,4,15,6,9,11,3,3,55,36,89,90,64,101,53,23,464,46,47,22,22,21,8,7,178,0,0,0,0,0,0,0,4,80,133,120,85,124,65,28,643
108011151,4,8,12,8,7,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,17,16,16,0,0,76,0,10,3,0,0,0,0,9,0,8,0,0,0,0,0,8,0,13,3,0,0,0,0,20,6,35,19,16,15,0,0,95,36,24,17,15,12,4,0,111,0,0,0,0,3,0,0,3,45,58,32,29,30,3,5,206
108011152,41,75,49,37,43,4,0,249,10,4,0,0,0,0,0,20,0,0,0,0,0,0,0,4,60,118,86,57,80,9,4,418,4,4,4,9,6,0,0,36,4,13,3,0,3,0,0,34,10,26,7,4,9,0,0,64,73,145,97,64,94,8,4,479,85,100,42,36,37,3,4,306,0,0,0,0,0,0,0,0,161,246,140,95,130,14,3,787
108011153,6,16,20,14,11,4,0,78,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,13,31,24,19,19,4,0,114,3,8,8,0,6,0,0,20,0,0,3,0,0,0,0,6,3,11,9,0,6,0,0,27,15,39,32,21,22,4,0,142,42,61,19,21,17,3,0,163,0,0,0,0,0,0,0,4,61,103,55,43,43,5,0,307
108011154,15,19,11,7,14,0,0,67,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,21,29,22,12,29,3,0,118,0,9,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,9,0,3,3,0,0,9,21,34,22,14,32,3,0,125,51,32,18,8,15,3,0,126,0,0,0,0,0,0,0,3,73,71,38,27,44,9,0,259
108021155,61,91,62,41,51,4,3,306,3,5,3,3,0,3,0,15,4,6,3,0,0,0,0,21,91,157,102,70,89,10,3,532,17,14,7,9,12,0,0,53,10,19,10,7,8,0,0,50,20,33,21,12,15,0,0,104,115,190,116,85,110,14,4,638,242,193,101,55,50,4,0,644,8,8,3,0,3,0,0,24,361,393,222,145,158,18,4,1308
108021156,33,52,29,20,30,3,0,166,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,39,72,45,36,66,5,0,261,3,6,4,0,0,0,0,15,3,5,0,0,3,0,0,16,5,9,5,3,4,0,0,29,40,83,47,36,68,5,0,289,61,62,28,19,17,0,0,186,0,0,0,0,0,0,0,4,106,142,79,57,90,11,0,479
108021157,12,26,16,11,14,3,0,81,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,10,21,39,22,12,30,3,0,133,0,0,0,0,3,0,0,8,0,6,3,7,3,0,0,19,0,8,4,6,5,0,0,29,21,53,29,20,32,3,0,162,30,43,18,14,16,0,0,121,0,0,0,0,0,0,0,0,52,93,50,37,45,3,0,280
108021158,15,30,14,6,13,0,0,81,3,0,0,0,3,0,0,7,0,4,4,4,0,0,0,12,32,42,27,21,28,4,0,150,3,4,4,3,0,0,0,12,11,7,3,3,0,0,0,19,11,9,4,6,0,0,0,35,44,51,31,26,31,4,0,186,87,78,43,26,33,3,0,282,0,0,0,0,0,0,0,8,128,129,79,59,63,10,0,467
108021159,23,35,21,21,16,0,3,112,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,30,51,31,33,22,7,3,178,0,3,3,3,3,0,0,14,3,10,5,3,3,0,0,27,4,11,11,5,10,0,0,39,35,57,39,37,33,7,3,221,52,56,36,20,18,3,3,191,3,5,3,0,0,0,0,16,92,124,79,64,51,13,3,420
108021160,3,13,22,9,13,0,0,73,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,11,30,31,20,23,4,0,108,0,3,3,0,3,0,0,10,3,4,8,3,4,0,0,14,3,3,10,3,8,0,0,26,16,33,33,18,29,4,0,136,41,25,6,8,7,0,0,96,0,0,0,0,0,0,0,0,55,62,47,29,32,3,0,230
108031161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
108041162,16,56,60,38,49,8,0,231,12,4,4,3,0,0,0,21,3,0,0,0,0,0,0,4,36,87,92,56,93,19,0,385,3,5,4,0,0,0,0,17,6,13,3,3,0,0,0,24,7,13,6,3,3,0,0,36,41,103,99,60,97,19,0,422,64,66,39,24,36,4,0,236,8,0,0,0,0,0,0,10,111,167,143,83,128,21,4,671
108041163,58,113,63,58,83,17,3,398,0,5,3,6,10,0,0,21,0,3,0,3,3,0,0,8,87,196,134,125,185,31,6,771,4,4,7,8,10,0,0,33,8,19,6,10,6,0,0,53,11,29,17,14,18,0,3,83,97,226,156,134,200,31,8,856,129,133,66,49,50,4,5,431,0,0,3,0,4,0,0,7,227,357,226,185,255,39,9,1293
108041164,40,84,40,33,50,4,6,258,0,4,3,4,0,0,0,13,0,3,3,0,0,0,0,11,61,142,88,70,110,16,5,488,0,10,8,0,5,0,0,21,4,9,6,3,3,0,0,28,3,18,14,4,7,0,0,52,70,160,96,73,121,12,5,542,107,90,55,30,25,14,9,330,6,3,5,0,0,0,0,12,183,256,156,109,142,25,15,885
108041165,6,14,11,9,8,0,0,53,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,13,21,21,20,0,0,89,0,3,3,3,0,0,0,13,0,0,0,0,0,0,0,6,0,3,6,7,0,0,0,16,14,19,24,21,28,0,0,108,19,16,16,3,3,3,0,60,0,0,0,0,0,0,0,0,28,35,43,25,30,7,0,165
108041166,29,49,36,28,24,3,0,169,9,0,3,0,0,0,0,16,0,3,3,3,0,0,0,9,42,77,55,54,71,8,3,313,3,6,9,3,4,0,0,26,0,13,11,3,4,0,0,28,3,23,16,9,6,0,0,56,44,98,67,62,77,13,3,364,110,87,35,27,31,7,0,299,0,0,0,0,0,0,0,6,153,184,108,93,104,17,9,664
108051167,4,8,17,5,11,0,0,54,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,4,21,31,17,27,3,0,97,0,0,0,6,4,0,0,14,0,3,3,0,3,0,0,7,0,5,4,3,6,0,0,19,6,29,37,21,30,3,0,121,33,33,12,6,16,0,0,109,0,0,0,0,0,0,0,0,39,58,49,31,45,7,0,227
108051168,16,44,37,22,32,6,0,157,8,0,0,0,8,0,0,14,4,0,3,0,0,0,0,3,31,67,68,40,58,11,0,278,4,5,8,3,3,0,0,22,3,13,0,4,0,0,0,25,3,25,5,4,3,0,0,50,41,89,77,47,59,14,0,325,66,46,24,22,8,0,0,172,0,0,0,0,0,0,0,0,109,131,105,73,75,10,0,504
108051169,48,99,60,47,54,8,0,315,4,3,3,0,3,0,0,14,0,0,3,0,3,0,0,9,73,157,114,81,102,17,3,551,7,16,22,8,13,4,0,71,14,34,13,7,11,0,0,79,19,42,38,14,23,3,0,150,98,199,149,100,127,23,3,700,245,230,114,83,80,13,7,774,6,12,6,3,0,0,0,33,351,445,271,183,205,40,10,1504
108051170,11,35,32,16,33,3,0,132,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,17,54,50,28,56,3,3,209,0,3,5,3,3,0,0,23,4,9,8,5,9,0,0,38,4,13,16,12,12,0,0,58,23,67,61,41,70,3,3,265,65,60,42,30,23,6,6,231,0,0,0,0,0,0,0,7,89,128,113,69,91,9,6,499
108051171,14,29,18,16,20,3,0,97,3,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,24,41,27,23,47,5,0,160,0,7,0,0,4,0,0,11,0,11,3,0,0,0,0,16,0,15,7,3,3,0,0,31,26,52,35,21,51,5,0,187,48,46,24,13,17,4,0,147,0,0,0,0,0,0,0,0,71,102,52,35,68,6,0,335
109011172,36,61,26,20,36,7,0,187,0,6,3,0,0,0,0,11,0,0,3,0,5,0,0,9,55,114,80,52,81,14,7,401,0,8,3,0,3,0,0,16,3,10,8,0,3,0,0,29,3,13,6,9,3,0,0,38,58,132,90,62,89,18,7,445,55,55,28,14,19,0,3,169,0,0,0,0,0,0,0,3,112,182,117,74,102,15,12,616
109011173,22,54,37,21,22,8,0,160,5,4,3,3,0,0,0,16,3,0,3,0,0,0,0,6,40,83,70,44,63,10,7,318,3,7,7,5,7,0,0,35,8,11,4,3,0,0,0,19,5,15,8,4,12,0,0,50,48,99,80,54,71,10,7,371,73,70,42,30,23,3,0,246,0,0,0,0,0,0,0,9,119,168,130,88,99,14,5,621
109011174,19,19,13,14,15,5,0,83,4,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,31,41,40,29,43,22,5,218,0,12,5,6,3,0,0,26,3,10,3,3,0,0,0,19,7,23,8,5,5,0,0,45,32,62,48,40,55,22,5,262,73,47,19,13,13,0,3,167,0,0,0,0,0,0,0,3,108,110,70,50,65,20,10,435
109011175,17,36,11,19,18,5,0,108,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,22,57,37,37,49,4,8,212,0,3,0,4,0,0,0,14,0,7,4,0,0,0,0,19,3,13,3,4,0,0,0,27,26,67,42,43,52,3,8,237,56,52,42,24,13,3,0,189,3,0,0,3,0,0,0,11,81,126,88,69,63,10,8,443
109011176,39,69,45,28,34,5,3,228,6,6,5,0,0,0,0,19,3,0,0,6,0,0,0,10,64,105,76,64,62,16,5,392,8,17,6,3,7,0,0,46,9,16,4,4,4,0,0,39,15,35,12,11,11,0,0,88,83,137,88,76,72,22,5,477,123,116,73,36,26,6,6,389,0,0,3,4,0,0,0,8,203,259,161,112,102,29,7,869
109021177,6,10,12,12,12,0,0,49,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,20,12,20,16,0,0,79,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,5,0,0,0,0,8,17,21,17,17,16,0,0,87,12,10,11,3,7,0,0,36,0,0,0,0,0,0,0,0,29,28,22,23,22,0,0,124
109021178,10,24,16,10,17,3,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,41,28,15,29,6,3,135,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,12,0,9,0,3,0,0,0,17,14,47,29,14,28,6,3,145,49,45,25,12,6,0,0,133,3,7,3,3,0,0,0,13,62,95,52,27,33,12,3,294
109021179,7,5,5,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,13,9,8,0,0,48,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,4,7,14,13,8,11,0,0,58,13,10,6,3,4,0,0,35,0,0,0,0,0,0,0,0,24,27,24,12,11,0,0,95
109031180,14,13,20,18,17,0,0,86,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,21,31,40,27,35,3,0,148,3,0,3,3,3,0,0,13,7,11,4,0,0,0,0,24,9,10,8,3,3,0,0,32,28,47,40,32,36,4,0,182,18,23,0,7,4,0,0,56,0,3,3,0,0,0,0,6,45,72,44,35,44,3,0,251
109031181,15,25,13,10,15,3,0,78,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,18,36,26,25,27,9,4,141,0,3,3,0,3,0,0,10,0,0,0,0,0,0,0,3,0,4,3,0,3,0,0,14,20,38,30,25,29,8,4,156,30,24,15,7,3,0,0,74,0,0,0,0,0,0,0,0,50,67,38,27,30,8,4,227
109031182,27,30,28,16,23,0,0,120,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,31,43,42,31,47,6,0,206,0,0,0,0,0,0,0,3,4,8,0,6,0,0,0,16,3,9,0,3,5,0,0,19,39,46,48,36,51,9,0,230,41,44,15,14,15,8,0,133,0,3,0,0,0,0,0,3,75,92,59,53,59,13,0,365
109031183,12,20,10,9,11,7,0,61,4,3,0,3,0,0,0,7,0,3,0,0,0,0,0,4,14,34,17,17,16,3,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,34,17,20,17,3,0,111,22,22,10,3,7,0,0,63,0,0,0,0,0,0,0,3,36,63,24,19,26,8,0,180
109031184,9,18,6,4,15,0,0,55,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,13,33,25,13,28,5,0,114,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,8,0,3,3,0,0,0,0,9,19,38,22,10,30,5,0,124,14,16,6,0,3,0,0,44,0,0,0,0,0,0,0,3,31,53,33,14,34,9,0,174
109031185,21,32,17,11,10,0,0,91,0,0,4,0,0,0,0,7,0,0,3,0,0,0,0,3,26,44,44,25,37,0,0,180,3,3,0,0,0,0,0,5,5,7,0,3,0,0,0,15,7,5,0,3,0,0,0,23,38,53,44,27,38,3,0,203,44,47,18,6,20,7,0,142,0,0,3,0,0,0,0,3,74,103,66,34,57,7,0,350
110011186,45,67,53,42,62,4,0,281,4,0,3,3,9,3,0,20,3,0,3,0,0,0,0,11,83,122,122,109,143,29,9,612,3,13,6,5,4,0,0,41,11,23,5,0,4,0,0,46,16,37,13,8,14,3,0,84,95,159,134,119,152,28,5,701,153,133,63,42,34,9,3,435,3,3,3,3,0,0,0,14,251,295,208,160,182,37,14,1144
110011187,6,16,11,7,11,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,13,8,22,0,0,87,0,4,3,0,0,0,0,9,6,6,0,0,0,0,0,8,4,4,3,0,0,0,0,17,18,32,19,13,22,6,0,103,23,24,11,6,8,0,0,64,3,0,0,0,0,0,0,3,42,53,25,14,25,6,0,170
110011188,3,28,17,13,17,0,0,78,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,18,40,34,25,26,3,0,148,0,3,3,4,0,0,0,17,0,3,4,0,0,0,0,9,0,9,8,4,0,0,0,21,16,48,39,28,30,3,3,174,18,29,25,5,7,3,0,81,0,0,0,0,0,0,0,3,32,76,69,37,38,6,3,258
110011189,3,12,4,3,4,0,0,22,0,6,3,0,0,0,0,8,3,0,0,0,0,0,0,3,7,17,18,10,10,0,0,53,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,6,19,18,10,9,0,0,65,13,13,7,3,5,0,0,41,0,0,0,0,0,0,0,5,13,34,30,12,16,3,0,107
110021190,12,28,21,14,14,0,0,87,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,28,51,35,20,36,0,0,181,8,4,3,0,3,0,0,23,4,3,3,3,0,0,0,14,13,12,6,4,5,0,0,38,43,65,45,29,46,0,0,219,65,60,43,21,21,4,3,219,0,0,0,0,0,0,0,0,105,122,91,51,63,4,5,439
110021191,42,63,39,19,24,4,0,191,3,0,4,0,0,0,0,11,4,0,0,3,3,0,0,14,56,91,61,49,59,7,0,329,4,17,6,13,14,0,0,50,13,17,11,3,4,3,0,51,15,30,17,13,19,3,0,106,76,124,76,64,75,9,0,434,132,129,60,37,30,3,0,403,3,3,3,3,0,0,0,14,215,254,144,107,110,18,0,844
