SA2_MAINCODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
105031103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,8,0,6,0,3,0,3,0,0,0,6,7,0,15,0,7,0,9,0,0,0,7,7,0,16,3,5,0,6,0,0,0,11,3,0,11,3,0,0,7,0,0,0,7,10,0,14,6,5,0,11,0,0,0,11,12,0,25,3,3,0,4,0,0,0,4,0,0,9,3,0,0,3,0,0,0,3,0,0,5,8,0,0,8,0,0,0,8,0,0,7,5,0,0,6,0,0,0,10,3,0,13,3,0,0,3,0,0,0,3,0,0,3,3,0,0,6,0,0,0,6,0,0,6,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,0,14,0,0,0,14,3,0,15,0,0
105031104,3,0,0,3,0,0,0,3,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,5,0,11,0,0,0,4,4,0,3,3,19,0,25,0,6,0,6,0,0,0,6,12,0,21,3,10,0,14,0,0,3,19,8,0,27,3,9,0,17,0,0,0,15,12,0,25,5,3,0,14,3,0,3,15,9,0,23,4,0,0,4,0,0,0,6,7,0,10,0,0,0,3,0,0,0,3,0,0,4,4,3,0,6,0,0,0,6,0,0,6,3,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,10,0,0,0,11,6,0,19,0,0
105031105,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,0,14,0,0,0,0,0,0,3,5,6,0,14,0,3,0,3,3,0,3,8,13,0,26,3,18,0,23,3,3,7,27,27,0,52,3,3,0,9,3,3,5,15,27,0,42,5,3,0,9,0,4,4,16,15,0,32,12,6,0,17,0,0,0,18,13,0,32,14,3,0,13,0,0,0,13,5,0,19,7,0,0,7,0,0,0,7,3,0,8,9,0,0,10,0,0,0,10,3,0,18,8,0,0,8,0,0,0,8,0,0,10,4,0,0,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,19,0,3,3,23,11,3,32,0,0
105031106,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,0,6,8,8,0,18,0,0,0,0,0,3,8,11,7,0,18,0,3,0,4,4,0,4,10,26,0,42,6,11,0,17,0,6,8,26,35,0,58,9,5,0,18,6,0,6,27,34,0,54,15,14,0,22,3,0,3,30,18,0,46,13,6,0,19,0,0,0,25,22,0,42,11,4,0,20,0,0,3,19,10,0,31,4,0,0,5,0,0,0,5,0,0,8,3,0,0,6,0,0,0,6,4,0,11,10,0,0,18,0,0,0,18,0,0,19,3,0,0,3,0,0,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17,10,0,24,0,0,0,27,24,0,50,0,0
106011107,0,0,0,0,0,0,0,3,6,0,7,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,4,0,7,0,3,0,3,3,0,3,9,12,0,23,0,9,3,11,3,0,7,14,15,0,28,0,14,3,14,0,4,3,17,17,0,37,12,16,0,28,0,3,3,33,22,0,49,14,13,3,22,0,0,0,26,12,0,36,10,8,0,22,0,0,0,22,14,0,38,14,5,0,20,0,0,0,20,12,0,29,12,0,0,12,0,0,0,18,3,0,22,12,0,0,13,0,0,0,13,3,0,18,17,0,3,22,0,0,0,22,0,0,26,0,0,0,3,0,0,0,7,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,3,0,0,0,3,0,0,3,9,17,0,27,0,0,0,26,14,0,39,0,3
106011108,0,0,0,0,5,0,5,4,18,0,22,0,3,0,4,0,0,0,9,5,0,12,0,3,0,7,3,3,5,13,25,0,44,0,8,0,13,4,6,11,21,51,0,71,0,22,0,20,9,7,14,37,71,0,105,11,50,6,62,5,10,16,79,112,0,197,18,53,3,76,9,14,20,99,121,0,219,27,39,5,66,0,6,9,79,73,0,149,41,38,7,88,4,4,10,98,57,0,155,34,17,0,52,0,0,3,50,26,0,80,37,9,0,44,0,7,8,55,23,0,76,27,10,3,37,0,0,0,37,17,0,53,24,14,0,35,0,0,3,38,9,0,47,10,0,0,14,0,0,0,14,4,0,18,3,0,0,3,0,0,0,3,0,0,4,6,0,0,3,0,0,0,3,3,0,9,6,0,0,6,0,0,0,6,4,0,10,25,23,3,47,3,3,6,57,45,0,97,3,3
106011109,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,3,0,0,3,4,0,10,0,7,0,7,0,3,5,6,5,0,18,0,11,0,9,0,4,4,14,9,0,26,0,11,0,11,0,0,3,13,15,0,27,4,12,0,17,0,0,0,17,25,0,44,3,7,0,15,0,0,0,15,28,0,35,3,3,0,11,0,0,0,15,20,0,35,4,4,0,8,3,0,4,12,4,0,18,12,3,3,15,0,0,0,15,8,0,22,9,3,0,12,0,0,0,12,3,0,10,12,0,0,11,0,0,0,11,0,0,16,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,8,0,10,0,0,0,11,17,0,26,0,3
106011110,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,8,6,0,12,0,0,0,3,0,0,6,3,6,0,15,0,6,0,8,0,0,0,8,11,0,21,0,14,0,18,0,3,3,21,19,0,40,5,15,0,23,0,5,5,27,18,0,42,9,6,0,17,0,0,0,17,16,0,37,6,14,0,17,0,0,0,17,20,0,38,9,0,3,16,0,0,0,16,6,0,19,8,3,0,10,0,0,0,10,5,0,11,5,3,0,13,0,0,0,13,5,0,17,8,3,0,13,0,0,0,13,0,0,13,0,3,0,6,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,0,5,0,0,0,5,0,0,3,8,12,0,26,3,0,3,28,19,0,46,0,0
106011111,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,5,0,5,0,6,0,6,3,0,3,9,22,0,32,0,12,0,12,8,0,8,15,34,0,51,3,22,0,25,13,7,15,41,49,0,86,3,33,0,40,8,9,17,56,81,0,141,19,38,8,69,7,3,10,76,57,0,133,23,25,4,51,0,6,6,61,66,0,124,34,21,0,61,4,3,6,60,48,0,112,19,8,0,28,0,0,0,26,28,0,51,20,13,3,36,0,0,0,35,11,0,48,20,4,4,22,3,0,3,24,16,0,34,20,10,0,27,0,0,0,27,10,0,32,5,0,0,5,0,0,0,5,3,0,9,3,3,0,6,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,3,0,0,5,27,17,4,48,7,0,6,52,46,3,104,0,3
106011112,0,0,0,0,3,0,3,3,7,0,11,0,0,0,0,0,0,0,3,3,0,3,0,6,0,9,3,0,3,7,9,0,18,0,9,0,9,6,3,5,13,19,0,31,0,15,5,18,7,0,6,26,22,0,49,5,28,0,39,3,5,7,48,42,0,89,9,18,6,31,0,4,8,39,35,0,74,30,22,0,48,0,3,3,49,20,0,73,20,24,0,39,3,4,8,50,31,0,83,11,22,0,33,0,0,0,31,11,0,44,14,4,0,21,0,0,0,21,4,0,25,24,6,3,37,0,0,0,37,8,0,41,30,4,3,38,0,0,0,38,5,0,38,12,0,0,11,0,0,0,11,4,0,13,6,0,0,6,0,0,0,6,0,0,6,11,0,0,13,0,0,0,13,0,0,13,4,3,0,4,0,0,0,9,3,0,10,18,16,3,40,7,0,8,39,12,0,59,0,0
106011113,3,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,0,0,3,3,0,5,0,0,0,6,0,0,0,6,4,0,12,4,6,0,12,0,0,3,16,0,0,14,3,6,0,12,0,0,0,12,0,0,12,5,0,0,4,0,0,0,4,3,0,13,0,0,0,3,0,0,0,3,3,0,6,6,0,0,8,0,0,0,8,4,0,9,3,0,0,3,0,0,0,3,3,0,6,0,0,0,4,0,0,0,4,0,0,4,3,0,0,9,0,0,0,9,0,0,9,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,9,3,0,13,0,0
106021114,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,5,0,8,0,10,0,10,0,0,0,7,15,0,22,0,16,0,16,4,0,4,23,13,0,40,6,16,3,21,3,3,4,27,22,0,47,12,16,0,29,3,3,4,30,13,0,46,16,4,0,22,0,0,0,21,15,0,34,8,5,0,13,0,0,0,13,12,0,25,8,3,0,8,0,0,0,8,0,0,8,3,0,0,8,0,0,0,8,5,0,10,11,7,0,20,0,0,0,17,3,0,19,10,3,0,16,0,0,0,16,0,0,12,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,14,0,0,0,15,9,0,25,0,0
106021115,0,0,0,0,3,4,4,6,15,0,23,0,0,0,0,0,0,3,5,8,0,11,0,5,0,11,3,0,4,8,13,0,24,3,5,0,12,4,8,9,18,32,0,54,4,10,3,16,5,9,12,26,52,0,82,7,51,4,61,11,8,21,80,78,0,153,19,42,8,69,0,7,10,83,88,0,170,28,34,0,67,3,5,6,76,71,3,149,68,33,8,108,0,0,3,106,59,0,169,62,34,3,96,0,0,0,98,46,0,150,52,16,0,69,0,0,0,73,24,0,92,32,8,4,44,0,0,0,47,15,0,61,58,14,4,77,0,0,0,77,16,0,91,16,4,0,20,0,0,0,20,6,0,27,8,0,0,8,0,0,0,9,0,0,11,9,0,0,9,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,6,0,4,38,21,8,67,3,6,8,71,37,3,107,5,4
106021116,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,3,3,0,3,0,0,0,0,0,0,0,4,3,0,7,3,8,0,10,0,0,0,10,6,0,23,5,12,4,24,0,0,3,24,5,0,32,6,14,0,16,0,0,0,16,11,0,30,13,11,0,26,0,0,0,26,14,0,35,13,8,0,17,0,0,0,17,3,0,20,13,0,0,12,0,0,0,16,5,0,21,11,3,0,9,0,0,0,15,3,0,12,15,0,0,19,0,0,0,19,3,0,22,3,0,0,4,0,0,0,4,0,0,9,3,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,6,0,17,0,0,0,21,5,0,22,0,0
106021117,0,0,0,0,3,0,3,3,12,0,10,0,3,0,3,0,0,0,3,3,0,9,0,3,0,5,8,3,9,14,19,0,34,0,19,0,14,4,3,3,26,45,0,66,0,14,0,17,11,10,23,37,51,0,86,5,36,7,53,3,11,16,65,81,0,145,15,52,5,78,6,11,20,96,72,0,166,37,38,9,82,5,6,10,91,66,0,162,39,37,0,84,3,4,11,92,50,0,139,31,12,3,54,0,0,0,49,24,0,72,36,12,0,42,0,0,0,42,15,0,60,23,10,3,30,0,0,0,32,15,0,50,40,6,0,46,0,0,0,46,12,0,53,12,3,0,19,0,0,0,19,0,0,20,5,0,0,8,0,0,0,8,0,0,9,3,0,0,6,0,0,0,8,0,0,8,3,0,0,3,0,0,0,3,0,0,5,28,24,0,49,3,0,0,51,35,0,81,3,3
106021118,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,5,0,0,0,3,3,0,4,5,9,0,16,3,3,0,4,4,0,4,10,9,0,18,3,11,0,13,0,4,4,14,8,0,30,6,20,0,25,3,3,3,30,12,0,40,13,7,0,21,5,0,3,24,15,0,39,22,14,0,40,0,0,0,40,18,0,60,23,14,0,32,0,0,0,37,9,0,43,12,7,0,18,0,0,0,18,13,0,32,10,3,0,15,0,0,0,15,0,0,16,22,0,0,22,0,0,0,22,5,0,22,4,5,0,9,0,0,0,9,3,0,7,3,0,0,3,0,0,0,3,0,0,3,4,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,11,3,23,0,0,0,25,6,0,30,0,0
106031119,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,3,0,6,3,0,0,6,0,3,3,9,6,0,11,0,4,0,3,0,3,3,7,10,0,17,0,6,3,7,0,0,0,11,13,0,21,5,8,0,15,0,0,3,13,8,0,20,6,11,0,13,0,0,0,18,19,0,31,12,11,4,18,0,0,0,22,5,0,30,9,5,0,14,0,0,0,14,6,0,16,5,0,0,7,0,0,0,7,4,0,11,9,3,0,6,0,0,0,6,0,0,6,8,0,0,7,0,0,0,7,0,0,9,5,0,0,5,0,0,0,5,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,3,0,0,3,6,13,0,19,0,0,0,20,12,0,30,0,0
106031120,0,0,0,0,4,0,7,7,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,9,7,0,13,0,3,0,7,5,4,6,7,15,0,25,0,10,0,8,0,0,0,10,13,0,24,0,15,0,19,0,7,4,22,19,0,42,3,20,0,20,0,0,0,26,20,0,48,11,12,0,20,0,0,0,20,18,0,46,13,9,0,20,0,0,0,20,17,0,40,3,5,0,11,0,0,0,11,14,0,22,4,3,0,7,0,0,0,7,3,0,10,9,0,0,10,0,0,0,10,0,0,15,6,0,0,9,0,0,0,9,0,0,7,4,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,13,0,19,0,0
106031121,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,3,3,4,4,0,7,0,3,0,8,7,0,9,16,5,0,22,0,8,0,8,0,3,4,16,11,0,24,0,19,0,20,3,9,7,25,23,0,49,3,28,5,38,3,5,7,50,35,0,82,11,34,0,52,3,3,7,57,41,0,101,25,40,3,68,0,0,0,68,45,3,112,39,33,3,68,6,0,3,71,35,0,108,33,18,0,56,0,0,0,55,30,0,85,26,11,0,38,3,0,4,39,15,0,59,20,3,0,25,0,0,0,25,11,0,39,23,3,0,27,0,0,0,27,7,0,40,9,3,0,11,0,0,0,11,0,0,10,6,0,0,6,0,0,0,6,3,0,5,3,0,0,3,0,0,0,4,0,0,3,3,3,0,4,0,0,0,4,0,0,4,23,15,0,43,0,0,0,46,22,0,69,0,0
106031122,0,0,0,3,0,0,0,3,8,0,7,0,0,0,0,0,0,0,0,3,0,5,0,4,3,9,4,4,6,16,20,0,33,0,5,0,5,3,3,7,16,34,0,50,0,9,0,14,6,8,18,29,40,0,70,3,43,3,45,9,5,16,54,83,0,137,14,39,3,47,3,4,5,59,74,0,127,21,21,0,48,0,3,3,53,55,0,100,36,25,0,65,0,0,0,62,46,0,111,25,10,4,38,0,0,0,42,24,0,62,28,7,0,37,0,3,3,38,13,0,51,19,3,0,27,0,0,0,30,11,0,34,17,3,3,24,0,0,0,24,7,0,34,13,3,0,14,0,0,0,14,8,0,26,0,0,0,3,0,0,0,3,0,0,3,4,0,0,4,0,0,0,4,4,0,10,3,0,0,3,0,0,0,3,0,0,3,18,11,3,32,3,0,8,36,21,0,58,0,3
106031123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,4,4,6,0,10,0,0,0,0,0,0,3,3,6,0,5,0,3,0,3,0,0,0,3,0,0,6,3,6,0,4,0,0,0,10,0,0,9,0,3,0,6,0,0,0,6,0,0,12,3,0,0,8,0,0,0,8,3,0,13,9,6,0,15,0,0,0,15,0,0,12,11,4,0,9,0,0,0,9,3,0,16,5,3,0,4,0,0,0,4,0,0,4,7,7,0,16,0,0,0,18,4,0,16,0,0,0,4,0,0,0,4,3,0,3,4,0,0,4,0,0,0,4,0,0,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,3,0,0,0,3,0,0,3,7,3,0,11,0,0,0,11,4,0,11,0,0
106031124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,7,0,3,0,3,0,0,0,3,3,0,7,0,4,0,3,3,3,4,6,4,0,12,0,4,0,7,0,0,0,7,8,0,18,4,4,0,11,0,0,0,12,9,0,24,4,6,0,7,0,3,3,9,13,0,21,7,4,0,8,0,0,0,8,6,0,13,3,0,0,9,0,0,0,9,3,0,14,4,3,0,7,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,8,13,3,24,0,0
106031125,0,3,0,3,3,0,3,7,5,0,13,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0,0,0,5,3,0,6,0,8,0,8,0,0,0,4,6,0,16,0,9,0,16,0,3,3,19,18,0,34,6,15,0,19,5,0,12,26,20,0,54,7,10,3,16,0,0,0,20,24,0,41,13,15,0,27,0,0,0,30,19,0,51,25,16,0,43,0,0,0,43,31,0,67,15,4,7,27,0,0,0,27,11,0,40,18,7,0,27,0,0,0,27,13,0,38,17,0,4,25,0,0,0,25,11,0,33,10,3,0,17,0,0,0,17,3,0,20,3,0,0,8,0,0,0,8,3,0,10,3,0,0,3,0,0,0,3,3,0,7,7,0,0,7,0,0,0,7,0,0,7,4,3,0,4,0,0,0,4,0,0,9,18,8,6,30,0,0,0,30,16,0,51,3,0
106041126,0,0,0,0,0,3,3,3,10,0,17,0,3,0,5,3,0,4,7,4,0,13,0,4,0,6,4,0,4,7,19,0,26,3,3,0,7,3,5,10,12,21,0,38,0,8,3,12,11,0,11,23,35,0,58,7,10,0,19,13,8,22,39,57,0,96,8,19,3,30,7,3,8,40,39,0,81,19,14,0,31,0,0,0,31,28,0,64,16,9,0,27,0,0,3,28,20,0,48,14,4,0,16,0,0,0,21,16,0,33,9,8,0,21,0,0,0,21,4,0,24,12,0,0,19,0,0,0,19,0,0,17,33,0,0,31,0,0,0,31,3,0,38,3,0,0,3,0,0,0,3,0,0,4,6,0,0,7,0,0,0,7,3,0,11,3,0,0,3,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,3,0,5,8,13,0,22,4,0,6,28,20,0,50,3,3
106041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,3,0,3,0,0,0,3,6,0,10,0,3,0,3,0,0,0,3,5,0,6,3,5,0,8,3,3,3,14,7,0,15,4,7,0,18,0,0,0,18,5,0,19,9,8,0,14,0,0,0,14,3,0,12,3,3,0,8,0,0,0,8,3,0,14,4,0,0,3,0,0,0,3,0,0,3,3,3,0,10,0,0,0,10,3,0,11,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,13,0,3,3,14,8,0,20,0,0
106041128,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,3,3,0,3,0,4,0,4,0,0,0,3,4,0,8,3,3,0,7,0,3,3,10,8,0,14,0,3,0,5,0,0,0,7,7,0,17,3,12,0,16,4,0,0,19,10,0,31,10,12,3,21,0,0,0,20,7,0,30,5,6,0,18,0,0,0,18,7,0,29,12,3,0,15,0,0,0,15,6,0,23,8,0,0,8,0,0,0,8,3,0,7,10,0,0,12,0,0,0,12,4,0,11,6,0,0,9,0,0,0,9,0,0,9,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,4,7,0,14,0,0,0,14,7,0,22,0,0
106041129,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,3,0,0,3,0,4,0,7,0,3,3,7,9,0,16,0,3,0,3,0,0,0,3,8,0,12,3,8,0,9,3,0,6,17,15,0,27,9,12,3,24,0,0,4,27,19,0,41,5,12,0,18,4,3,3,24,17,0,43,3,9,0,13,0,0,0,13,14,0,34,12,8,0,17,0,0,0,17,8,0,31,9,3,0,7,0,0,0,7,4,0,11,5,5,0,4,0,0,0,4,4,0,11,5,0,0,5,0,0,0,5,3,0,11,9,3,0,10,0,0,0,10,3,0,13,3,0,0,3,0,0,0,3,0,0,3,3,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,10,3,0,3,13,16,0,32,0,0
