SUA_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
1010,27,27,53,93,92,62,22,9,4,381,936,1086,2448,2861,3400,2592,459,38,8,13826,43,122,375,307,288,209,78,10,3,1431,0,4,26,23,24,26,3,0,0,97,36,82,150,200,243,189,30,0,0,934,0,6,41,54,56,47,7,0,0,203,102,255,615,628,566,445,92,8,0,2701,16,36,89,129,126,104,13,3,0,516,567,397,648,562,631,498,111,6,0,3427,651,408,470,400,377,304,73,7,3,2689,16,40,114,184,255,239,86,3,0,937,14,24,50,65,61,46,9,0,0,272,8,23,93,110,123,94,18,0,0,462,5,39,65,112,130,92,33,3,0,480,18,66,252,303,301,210,69,8,0,1230,15,53,165,195,269,216,43,3,0,961,7,59,289,453,473,351,35,0,0,1673,38,104,424,549,655,574,106,3,0,2460,62,284,783,936,1246,1193,194,7,0,4711,56,53,49,86,86,65,8,0,0,400
1011,11,14,36,35,39,25,10,4,3,179,577,774,1932,1667,1727,1312,233,40,6,8275,6,26,61,47,62,47,39,14,3,307,0,13,70,47,44,10,0,0,0,195,69,123,292,239,182,109,38,3,0,1056,0,5,46,61,62,44,0,0,0,221,87,188,375,289,227,206,49,3,0,1423,20,43,111,114,141,72,26,0,0,523,296,251,428,335,316,246,63,17,0,1951,338,185,276,184,182,130,35,5,0,1334,6,33,105,122,190,161,52,9,0,677,18,21,40,32,22,22,4,0,0,168,3,23,78,80,81,46,11,8,0,331,3,14,51,41,40,34,15,0,0,198,14,68,188,161,135,102,31,5,0,705,7,38,107,101,105,100,21,3,0,488,10,32,285,317,355,224,33,3,0,1258,32,98,339,375,357,309,56,9,0,1565,43,250,668,523,608,512,78,0,3,2678,29,21,66,47,51,42,9,3,0,270
1012,3,5,17,15,15,18,3,5,0,90,216,205,466,596,758,758,168,16,3,3179,0,13,14,21,26,30,17,4,0,122,0,4,8,11,9,9,0,0,0,34,5,15,30,40,35,44,7,0,0,186,0,0,20,30,37,35,0,0,0,119,35,41,116,115,162,114,26,0,0,607,0,0,11,17,11,6,7,0,0,51,165,93,142,137,178,148,58,8,0,926,149,95,139,116,129,129,37,0,0,792,0,3,25,30,48,63,13,3,0,180,3,3,5,8,7,4,3,0,0,36,0,3,18,24,29,26,0,0,0,99,5,4,15,25,39,27,16,4,0,139,3,12,31,50,49,64,24,0,0,225,0,13,42,43,68,63,17,0,0,237,3,15,40,60,106,81,10,3,0,311,0,18,80,106,124,168,27,0,0,517,9,47,152,199,274,289,63,0,0,1047,9,3,13,13,18,14,7,0,0,83
1013,11,9,29,31,24,21,6,0,0,128,328,404,994,912,1065,774,143,15,3,4640,15,12,35,36,28,31,15,7,3,178,0,8,36,34,30,11,3,0,0,112,34,81,150,94,108,70,10,3,0,557,0,3,35,31,23,22,6,0,0,117,59,142,220,144,153,115,20,3,0,852,5,13,38,37,32,34,9,3,0,173,163,140,219,213,216,155,27,0,0,1131,196,128,176,105,99,79,18,0,0,812,6,16,78,135,103,107,32,5,0,485,12,12,15,10,15,15,0,0,0,82,0,9,40,29,34,15,3,0,0,131,4,14,25,29,26,25,19,0,0,138,10,31,78,61,81,53,26,6,0,343,12,25,55,55,89,51,19,3,0,316,6,26,170,335,322,200,25,0,0,1090,13,36,130,132,189,172,43,3,0,719,39,106,335,294,398,362,55,0,0,1588,17,16,29,18,32,12,7,0,0,121
1014,8,6,11,11,19,15,10,0,0,81,218,253,526,690,753,625,111,15,3,3195,6,15,35,26,29,46,27,20,3,204,0,0,8,0,7,4,3,0,0,25,20,43,78,77,78,62,7,3,0,369,0,0,13,26,30,15,0,0,0,97,20,59,116,114,92,81,15,3,0,491,4,7,13,21,22,19,3,0,0,87,96,91,155,175,140,138,19,5,0,827,158,96,80,79,84,69,9,0,0,567,13,14,44,55,70,60,28,5,0,284,3,7,16,18,16,7,3,0,0,74,3,6,23,21,33,15,3,0,0,102,9,15,14,22,15,18,8,0,0,109,6,17,35,46,39,35,10,3,0,187,6,16,38,45,52,45,7,0,0,210,8,28,101,177,162,135,18,0,0,631,4,30,95,119,149,117,18,0,0,532,16,60,193,236,290,261,45,6,0,1111,7,3,11,24,20,18,3,0,0,90
1015,8,21,26,13,25,20,5,0,0,124,272,363,946,782,856,582,145,15,0,3961,8,59,157,114,130,110,65,15,3,652,0,5,3,4,7,3,0,0,0,19,73,198,466,366,304,183,43,0,0,1637,0,3,27,33,40,21,3,0,0,132,40,76,157,104,107,90,29,0,0,597,13,6,54,47,40,40,12,0,0,215,197,120,215,174,192,145,31,0,0,1067,108,68,93,77,65,53,24,0,0,488,0,8,47,46,64,39,19,4,0,222,8,3,18,13,12,9,0,0,0,56,3,17,36,37,26,15,5,0,0,136,0,5,19,18,22,11,6,0,0,83,10,26,71,52,70,59,14,3,0,301,5,24,49,29,52,50,12,4,0,235,3,9,81,110,111,69,13,0,0,397,9,32,151,118,137,97,20,0,0,564,13,55,228,193,238,174,28,0,0,920,9,7,17,10,5,4,0,0,0,52
1016,7,8,20,14,13,10,10,0,0,76,167,180,374,418,526,444,83,5,5,2199,3,4,9,19,22,25,23,3,3,110,0,0,4,0,0,3,0,0,0,13,14,38,64,54,67,45,11,0,0,291,3,0,13,12,8,11,0,0,0,43,9,43,103,74,92,64,20,0,0,398,5,0,11,28,15,4,3,3,0,67,74,78,113,110,123,82,27,3,0,616,151,60,52,48,34,33,4,0,0,386,4,6,22,43,65,57,23,0,0,221,0,0,0,0,5,0,0,0,0,11,6,0,13,10,19,6,0,0,0,51,0,3,8,6,9,10,3,0,0,42,0,11,25,24,28,26,16,0,0,120,7,12,35,44,45,35,9,0,0,185,0,11,52,65,110,70,7,0,0,325,3,15,68,85,103,91,16,0,0,383,16,54,129,164,193,212,30,0,0,793,0,5,10,3,11,12,0,0,0,32
1017,12,16,32,28,26,27,6,0,3,155,394,562,1096,1149,1371,1030,211,16,3,5824,21,30,65,57,69,46,10,4,3,299,0,4,9,10,9,5,0,0,0,43,25,75,152,134,159,115,30,3,0,701,0,7,16,30,25,17,0,0,0,98,32,86,189,169,153,124,23,0,0,768,7,15,46,47,56,30,7,0,0,205,233,252,322,286,278,184,55,4,0,1614,261,165,155,109,115,85,21,3,0,909,6,22,51,66,89,78,41,6,0,361,6,13,22,25,19,24,3,0,0,114,7,15,38,45,70,37,5,0,0,215,5,9,28,27,34,29,6,3,0,140,13,42,99,120,115,83,24,0,0,492,8,27,75,63,96,87,21,3,0,382,7,28,100,145,175,140,18,0,0,620,4,71,244,321,301,252,43,4,0,1246,24,130,403,471,592,528,104,5,0,2263,6,15,32,28,21,22,6,0,0,126
1018,5,3,15,14,12,14,4,3,0,69,138,181,412,430,515,419,82,7,0,2177,6,4,4,5,3,3,0,0,0,24,8,22,98,91,111,83,5,0,0,410,10,19,54,61,66,36,4,0,0,257,3,10,26,24,52,28,3,0,0,149,19,32,58,58,45,56,7,3,0,280,3,10,32,15,27,20,3,0,0,104,50,66,117,91,89,67,12,0,0,497,120,54,77,52,57,51,10,0,0,431,0,6,17,45,51,72,13,4,0,206,0,3,12,3,9,5,8,0,0,33,0,4,25,20,25,14,9,0,0,94,0,3,3,12,11,14,3,0,0,54,4,14,36,20,25,23,9,0,0,129,3,16,34,31,38,32,3,0,0,159,11,35,105,75,114,78,13,0,0,432,3,15,36,71,85,61,11,0,0,289,15,41,97,102,143,135,30,0,0,558,4,5,3,8,9,6,6,0,0,45
1019,14,16,30,46,33,18,9,0,0,156,287,432,775,900,1085,800,177,16,3,4468,3,13,19,23,28,19,9,0,0,115,0,0,69,51,36,33,0,0,0,194,21,58,127,155,173,149,34,0,0,720,0,11,27,27,52,32,5,0,0,159,56,114,248,233,272,164,37,0,0,1132,3,14,32,38,62,29,4,0,0,182,138,117,148,153,169,129,28,3,0,887,141,86,72,55,51,44,13,0,0,460,7,26,57,79,126,94,40,3,0,414,4,15,22,30,24,19,3,0,0,119,3,10,41,42,66,40,6,0,0,210,3,4,20,25,31,26,9,0,0,128,7,29,86,87,80,62,39,5,0,390,10,29,58,62,68,71,17,3,0,317,0,32,89,105,119,82,14,0,0,437,28,73,164,174,229,162,49,5,0,882,34,121,254,298,370,363,81,9,0,1533,14,17,17,21,28,12,3,0,0,109
