SUA_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
1010,13,111,0,126,1783,190,2104,106,66,0,171,1448,161,1776,1108,96,26,1234,1960,306,3504,1862,92,65,2020,1365,257,3641,1114,146,34,1290,2499,308,4101,261,410,15,690,3704,411,4809,38,368,3,413,3135,379,3928,9,72,0,87,1670,327,2077,3,4,0,6,562,194,772,4517,1375,152,6038,18135,2542,26712,20,161,3,183,1585,180,1947,231,143,11,384,1205,129,1721,1705,191,108,1999,1494,261,3758,2430,139,130,2704,1098,243,4038,1134,401,60,1596,2832,372,4800,107,942,11,1063,3707,354,5116,21,606,0,623,3120,379,4123,7,103,0,114,1960,452,2528,3,7,0,12,862,391,1262,5655,2695,327,8678,17868,2749,29292,30,269,3,307,3365,371,4046,337,204,10,553,2654,290,3498,2811,288,133,3234,3461,566,7259,4290,230,199,4721,2464,496,7683,2247,545,93,2891,5330,680,8898,371,1353,31,1756,7406,766,9925,62,971,5,1037,6263,757,8051,17,175,0,199,3633,779,4609,3,15,0,19
1011,4,48,0,51,953,113,1116,115,50,3,169,887,107,1169,799,76,17,895,1344,214,2453,1052,38,32,1125,796,179,2103,497,107,13,619,1322,170,2110,93,180,0,275,1468,162,1914,9,156,0,160,1102,144,1406,3,46,0,46,655,94,799,0,0,0,3,252,42,296,2572,701,70,3347,8783,1226,13359,28,107,0,136,908,124,1160,226,101,16,343,769,87,1201,1196,138,79,1420,1129,211,2762,1245,119,85,1450,632,159,2245,489,268,22,783,1355,183,2318,42,503,0,551,1504,177,2228,13,262,0,277,1121,170,1562,4,67,0,76,868,169,1104,0,7,0,7,421,76,503,3245,1578,209,5031,8703,1346,15084,30,157,3,188,1861,233,2274,340,157,20,512,1659,198,2366,1999,210,104,2314,2475,430,5214,2295,161,118,2577,1434,333,4347,989,376,38,1401,2672,347,4431,140,688,0,823,2974,336,4135,19,418,0,438,2222,313,2972,10,113,0,122,1519,264,1901,0,8,0,6
1012,14,25,0,38,432,59,533,25,18,0,45,262,26,335,224,28,10,258,366,62,687,364,34,13,404,346,62,806,248,49,8,307,657,98,1061,43,108,0,158,1168,106,1434,9,130,0,137,1567,167,1874,0,21,0,21,1000,181,1193,0,0,0,0,378,107,486,926,406,29,1368,6171,865,8405,8,32,0,44,364,51,460,68,27,3,99,222,28,350,343,42,19,399,304,49,759,494,31,23,546,281,62,886,234,110,11,345,725,74,1151,23,250,3,280,1293,117,1681,4,176,3,180,1634,188,2005,0,22,0,25,1107,252,1381,0,0,0,0,561,183,744,1172,696,57,1927,6495,1000,9415,19,61,0,81,799,109,989,92,49,7,142,491,56,683,569,66,23,663,671,111,1448,855,59,35,950,629,118,1696,484,160,13,655,1383,168,2205,71,363,6,436,2461,222,3113,17,301,3,318,3200,355,3879,6,41,0,44,2098,434,2580,0,3,0,3
1013,5,41,0,44,584,84,711,46,39,0,82,572,141,792,432,54,10,494,730,303,1535,646,38,23,714,477,259,1448,309,63,4,382,916,186,1484,63,139,3,206,1044,123,1373,16,115,0,129,859,152,1139,0,24,0,28,468,104,599,0,0,0,0,161,63,223,1525,513,43,2074,5807,1414,9292,13,66,0,77,516,57,649,99,56,11,161,410,42,606,697,72,44,817,547,98,1466,743,51,50,841,394,75,1310,282,167,19,464,930,81,1475,26,322,0,348,1035,98,1485,14,183,0,190,872,139,1206,4,20,0,29,611,165,803,0,0,0,4,282,164,445,1876,937,115,2932,5590,927,9443,17,104,0,123,1101,140,1364,140,91,11,242,981,178,1400,1130,130,57,1314,1276,409,2997,1392,89,69,1547,872,339,2756,589,229,25,846,1846,267,2959,88,462,5,555,2071,225,2855,23,300,0,320,1729,290,2346,9,45,0,49,1072,269,1395,0,0,0,4
1014,3,41,0,48,473,73,595,47,35,0,85,350,68,505,350,38,22,411,439,156,1013,444,26,12,483,398,131,1015,228,69,6,303,647,121,1068,49,107,5,161,901,98,1153,9,97,0,107,814,89,1012,3,25,3,31,487,88,606,0,0,0,0,202,35,234,1128,442,52,1618,4706,867,7195,10,62,3,66,417,72,563,115,37,0,150,275,31,465,483,64,48,595,317,75,990,593,69,39,703,286,81,1063,226,137,11,375,738,68,1186,27,299,3,331,873,81,1286,8,142,4,159,850,119,1127,0,35,0,33,668,132,832,0,0,0,5,413,68,485,1460,846,118,2417,4843,734,7994,10,99,4,114,887,150,1151,161,77,3,238,628,106,967,835,105,71,1008,759,233,1998,1038,93,60,1186,679,209,2078,448,205,26,675,1388,190,2256,71,408,9,487,1777,178,2445,15,240,3,262,1662,209,2138,3,57,3,64,1151,220,1435,0,0,0,5
1015,3,38,0,38,511,77,630,30,12,0,39,497,73,611,364,47,5,412,850,139,1405,547,21,8,584,476,106,1166,283,42,0,322,733,110,1172,47,75,4,132,805,126,1065,9,76,0,84,487,101,672,8,33,0,36,369,111,512,0,0,0,0,142,74,217,1285,344,22,1652,4873,919,7443,8,56,0,68,412,60,538,70,64,3,141,391,56,587,578,62,36,675,618,127,1420,630,45,28,701,333,110,1145,278,92,18,382,679,104,1169,28,227,0,248,691,115,1058,8,145,0,151,555,119,828,0,41,0,40,457,138,642,3,3,0,8,227,145,381,1601,732,86,2416,4373,973,7763,13,96,0,112,927,135,1170,98,71,3,177,893,123,1194,941,112,43,1092,1474,268,2826,1180,67,41,1290,804,222,2315,558,133,16,706,1415,215,2338,72,306,4,382,1496,243,2125,12,218,3,234,1045,216,1497,7,68,0,74,824,249,1155,4,3,0,7
1016,0,15,0,19,357,105,483,29,15,0,44,277,125,448,240,25,6,271,326,275,875,296,21,7,324,279,187,786,145,41,3,187,546,154,886,33,77,3,114,699,134,950,9,72,0,79,640,110,833,0,10,0,10,321,87,421,0,0,0,0,101,56,150,759,281,28,1059,3548,1231,5835,13,38,0,54,325,65,441,92,32,8,130,204,50,383,360,47,31,442,220,103,765,410,27,16,452,225,88,771,165,120,8,293,517,90,900,17,191,3,208,730,124,1060,3,103,0,108,648,123,878,6,15,0,23,373,113,506,0,0,0,0,222,97,327,1061,580,64,1712,3474,848,6031,10,57,4,71,680,170,925,125,53,8,178,487,171,833,597,75,41,711,549,380,1640,702,44,25,782,502,274,1556,313,155,11,477,1062,245,1784,53,266,9,323,1431,260,2009,12,176,0,191,1290,232,1713,6,25,0,29,695,199,929,0,0,0,3
1017,4,51,0,54,736,90,875,60,41,0,107,757,117,980,480,61,21,562,889,150,1597,735,34,35,812,656,122,1589,417,65,16,503,1124,129,1757,99,162,8,269,1411,182,1859,16,127,0,139,1017,142,1300,0,29,0,32,587,97,709,0,0,0,0,261,62,321,1820,568,79,2464,7430,1086,10983,16,88,0,105,713,92,912,107,57,4,172,701,101,969,762,83,52,896,679,157,1733,895,66,74,1036,566,122,1718,440,164,31,637,1160,156,1951,32,360,0,395,1418,160,1976,8,211,0,218,1097,129,1451,4,46,0,49,801,149,999,0,3,0,4,536,109,655,2273,1084,162,3519,7678,1168,12361,23,139,0,163,1447,182,1789,165,99,5,274,1452,217,1947,1243,144,70,1458,1569,307,3335,1636,102,114,1847,1219,241,3306,857,232,44,1138,2287,282,3711,133,516,10,655,2829,347,3831,20,334,3,364,2114,275,2753,3,77,0,84,1386,239,1703,3,3,0,4
1018,3,25,0,29,320,42,390,31,13,0,44,280,96,418,244,24,7,277,319,229,830,293,11,9,313,250,163,725,158,42,5,208,467,121,793,30,108,0,139,615,105,866,5,67,0,75,621,98,793,0,12,0,14,340,73,428,0,0,0,0,112,28,135,771,298,25,1094,3317,956,5371,6,32,0,46,254,43,337,75,22,0,100,190,36,324,344,45,14,400,230,70,698,374,24,24,426,202,50,681,139,114,9,260,470,71,803,17,197,0,212,593,76,877,9,94,0,104,615,87,804,0,17,0,21,425,90,539,0,0,0,0,196,41,242,960,551,49,1568,3173,561,5298,13,57,0,67,568,85,725,109,42,0,144,473,129,741,585,68,29,679,550,299,1530,664,39,33,736,454,213,1405,298,157,15,470,938,187,1595,44,304,0,354,1203,180,1735,14,156,0,171,1230,190,1594,0,27,0,36,763,166,965,0,0,0,3
1019,9,38,0,47,659,52,754,39,27,0,65,564,38,663,404,41,9,455,657,79,1190,620,29,17,671,457,65,1192,389,63,9,460,903,95,1454,65,175,3,242,1203,111,1552,16,194,0,215,1065,132,1405,3,44,0,48,793,89,931,0,0,0,0,320,40,366,1545,614,42,2196,6615,692,9504,15,63,0,77,579,36,692,100,53,9,159,501,35,693,595,63,39,696,427,48,1167,790,54,45,878,332,52,1267,376,164,21,559,897,78,1531,29,389,0,417,1123,102,1649,10,283,0,294,1126,147,1573,3,50,0,54,896,103,1062,0,0,0,0,477,68,548,1923,1114,109,3145,6364,673,10181,17,100,0,122,1233,89,1443,141,82,9,226,1063,72,1360,1002,103,45,1149,1084,124,2363,1409,80,54,1549,787,117,2459,762,225,30,1021,1797,167,2985,96,557,7,659,2323,210,3198,31,474,0,508,2197,276,2975,4,94,0,106,1693,195,1988,0,5,0,3
1020,0,9,0,11,265,54,332,21,6,0,30,265,22,319,316,44,6,360,385,78,827,359,13,15,393,240,54,687,163,39,3,198,457,84,741,37,46,0,80,458,77,614,3,39,0,44,366,58,471,0,16,0,16,246,40,301,0,3,0,5,86,5,96,904,214,29,1148,2770,466,4384,3,23,0,26,249,45,323,60,28,3,86,203,33,321,410,50,32,486,243,58,782,423,26,29,475,207,68,746,170,79,9,255,455,59,764,13,136,0,146,428,71,644,8,88,0,96,398,71,561,3,17,0,15,304,73,390,4,0,0,3,171,29,208,1078,445,70,1590,2642,513,4751,4,33,0,36,517,104,656,79,38,3,118,471,54,643,720,91,34,847,629,135,1612,778,38,47,869,444,127,1437,330,112,11,454,911,138,1509,48,182,0,227,883,148,1258,7,132,0,145,761,129,1034,3,31,0,30,545,117,690,4,3,0,7
1021,3,16,0,22,310,38,368,35,18,0,50,286,35,374,356,23,10,385,432,173,991,376,15,8,394,275,131,800,196,38,3,232,532,107,871,28,73,0,97,516,74,684,0,41,0,45,338,45,434,0,3,0,3,153,31,185,0,0,0,0,35,8,46,986,220,20,1230,2882,643,4756,8,35,4,48,266,33,344,94,41,4,139,224,27,392,466,32,14,515,310,51,882,438,24,20,485,198,48,727,139,98,11,250,479,56,790,10,153,0,160,412,47,621,0,70,0,75,321,45,446,3,10,0,14,202,36,254,3,0,0,3,78,15,96,1167,477,55,1695,2495,357,4553,10,57,4,68,576,69,714,128,58,9,192,512,58,771,822,57,24,904,745,217,1874,817,40,25,879,470,172,1527,336,140,12,485,1014,165,1663,33,229,0,263,923,127,1307,5,110,0,119,666,92,876,5,15,0,14,353,67,439,3,0,0,3
1022,4,29,0,34,646,64,739,27,29,0,58,465,47,572,300,35,10,348,562,78,985,670,29,24,723,476,97,1294,462,48,16,527,983,125,1642,83,153,4,239,1431,152,1827,9,242,3,253,1685,213,2146,3,54,0,56,982,207,1243,0,4,0,4,294,80,374,1572,614,58,2242,7524,1061,10827,3,70,0,74,592,69,739,70,45,0,116,410,42,562,479,48,24,552,417,69,1031,881,66,61,1003,361,79,1445,448,135,22,612,1031,122,1771,43,423,0,465,1434,142,2040,10,359,0,371,1710,243,2325,3,48,0,58,988,241,1289,0,0,0,3,515,110,627,1942,1202,117,3256,7458,1114,11828,4,97,0,108,1238,135,1483,97,72,0,166,875,88,1137,779,87,36,897,972,141,2014,1552,89,81,1733,841,175,2743,918,184,41,1143,2018,249,3412,126,574,5,705,2867,289,3870,24,598,3,623,3396,453,4474,10,104,0,115,1968,444,2530,0,3,0,5
1023,72,681,13,768,12746,969,14488,687,568,20,1277,13776,958,16010,8844,966,261,10074,18226,2029,30330,15266,659,493,16422,10313,1795,28528,8194,1207,216,9614,17697,1918,29230,1379,3567,62,5001,20902,1811,27712,199,3662,11,3871,15813,1811,21499,50,685,10,742,8734,1389,10866,10,33,4,53,3086,807,3944,34712,12032,1090,47826,121292,13487,182602,168,1238,16,1417,11332,824,13579,1567,1127,85,2781,12127,811,15718,12937,1676,797,15411,13875,1539,30819,18209,1205,1122,20528,7754,1279,29567,7526,3273,335,11135,17850,1526,30511,594,7963,60,8615,19067,1694,29379,173,5416,22,5615,15648,1888,23153,43,824,7,871,10845,2041,13756,14,64,0,81,5450,1941,7477,41227,22789,2436,66462,113960,13531,193953,244,1918,26,2186,24084,1795,28066,2256,1698,107,4053,25907,1765,31734,21780,2640,1057,25480,32101,3568,61151,33474,1871,1616,36952,18063,3070,58095,15719,4486,553,20751,35543,3441,59743,1973,11525,118,13618,39972,3501,57093,371,9074,38,9485,31464,3698,44652,94,1508,14,1614,19576,3423,24621,28,103,0,132
1024,3,60,0,62,910,142,1110,86,55,0,138,893,213,1242,681,72,20,771,1126,425,2326,920,49,38,1012,695,352,2053,513,110,18,641,1212,256,2114,92,231,3,329,1655,214,2195,23,203,0,221,1486,204,1913,3,27,0,30,849,147,1019,0,0,0,0,275,97,375,2316,797,85,3205,9093,2049,14355,20,98,0,121,809,122,1052,205,101,6,315,672,112,1096,1020,116,68,1209,769,159,2140,1131,99,71,1309,548,122,1977,502,258,37,796,1243,178,2215,44,514,3,563,1658,187,2408,9,287,3,296,1498,225,2015,0,38,0,44,905,192,1146,0,3,0,3,394,141,534,2939,1513,196,4649,8486,1442,14585,26,156,3,188,1719,263,2164,289,156,9,453,1567,324,2339,1706,187,93,1984,1895,591,4465,2054,151,110,2317,1235,477,4033,1017,363,54,1434,2456,433,4328,140,740,12,890,3310,401,4604,29,486,3,516,2983,427,3931,3,67,0,72,1749,340,2161,0,8,0,8
1025,14,72,0,78,1068,129,1275,86,52,3,143,824,82,1047,823,101,24,949,1352,184,2484,1251,48,39,1343,903,184,2432,609,89,21,724,1342,191,2260,88,226,4,318,1639,171,2127,10,212,0,227,1235,142,1604,6,56,3,65,743,128,939,4,7,0,7,254,48,306,2892,864,93,3853,9355,1262,14469,20,122,0,144,970,111,1229,197,97,11,305,792,83,1186,1246,165,84,1495,1087,181,2769,1471,97,89,1659,683,147,2488,602,232,38,870,1441,174,2476,31,529,7,562,1540,148,2245,19,361,5,382,1315,159,1852,4,63,0,70,949,176,1194,0,6,0,8,498,90,598,3586,1675,235,5493,9269,1270,16033,29,190,0,228,2036,239,2506,285,149,15,447,1616,171,2233,2066,265,114,2446,2445,365,5248,2724,154,124,2997,1586,334,4912,1208,324,56,1593,2775,367,4733,123,748,11,880,3175,314,4373,25,575,5,605,2550,304,3456,12,115,3,133,1689,306,2131,5,12,0,13
1026,0,16,0,23,302,55,376,27,9,0,36,262,33,327,236,23,4,261,332,50,643,292,11,5,315,201,52,572,157,34,3,199,399,65,665,16,68,0,88,490,70,650,9,44,0,48,369,77,494,0,11,0,11,223,65,300,0,0,0,0,87,31,118,733,217,23,971,2664,499,4136,13,33,0,41,307,49,394,75,20,4,99,198,26,323,341,44,23,407,187,43,642,348,34,27,410,174,48,635,144,79,10,233,388,66,686,11,147,5,163,469,54,680,0,72,0,69,378,93,538,0,17,0,17,304,105,428,0,0,0,0,162,60,223,935,438,63,1437,2572,548,4554,9,46,0,60,606,106,777,96,31,4,132,465,56,648,576,69,28,670,517,96,1280,644,42,35,719,379,105,1200,303,110,10,425,789,133,1347,32,212,7,249,960,130,1335,11,116,0,119,745,165,1030,0,24,0,24,530,167,727,0,5,0,5
1027,5,52,0,55,1115,109,1275,59,36,0,92,762,66,923,661,65,26,746,1135,167,2054,1265,60,38,1361,827,111,2301,756,99,23,880,1577,175,2633,153,213,7,372,2201,205,2779,32,261,0,292,2452,284,3023,4,50,0,57,1574,236,1872,0,4,0,3,606,111,724,2927,840,99,3864,12252,1468,17585,13,114,3,124,1054,92,1270,128,65,4,204,709,59,970,1047,97,67,1214,874,138,2224,1606,90,88,1779,635,112,2531,766,247,33,1042,1821,166,3030,90,563,6,657,2374,188,3222,20,442,5,463,2622,345,3436,4,59,0,64,1892,336,2293,0,5,0,6,1068,176,1246,3675,1678,200,5554,13051,1611,20219,17,163,3,183,2162,201,2544,187,108,6,294,1473,127,1889,1708,161,91,1964,2013,301,4271,2866,147,128,3141,1463,231,4834,1523,347,51,1922,3400,334,5659,237,777,15,1024,4575,397,5997,48,701,6,761,5077,629,6459,13,111,0,123,3469,579,4167,3,11,0,11
1028,10,41,0,52,573,56,676,38,25,4,70,541,33,642,408,31,12,459,621,82,1166,570,17,9,601,387,65,1059,286,63,8,354,715,76,1141,46,118,3,163,651,59,876,8,64,0,71,414,34,520,0,3,0,7,234,32,269,0,0,0,0,81,6,90,1366,372,34,1773,4213,446,6432,4,52,0,59,432,35,526,91,34,3,128,334,33,492,543,65,32,643,382,71,1087,680,38,37,753,271,72,1099,231,119,14,361,668,57,1091,8,225,0,235,554,64,849,0,93,0,97,377,62,534,0,14,0,18,266,44,326,0,0,0,0,175,26,201,1566,634,84,2288,3458,455,6207,15,92,0,110,1006,89,1204,133,56,6,198,880,66,1143,952,100,49,1100,1005,153,2253,1255,58,49,1358,657,138,2151,520,189,18,722,1382,131,2233,51,342,4,401,1207,117,1721,11,155,0,167,794,98,1051,4,19,0,20,500,78,597,0,0,0,0
1029,5,30,0,32,397,59,481,20,13,3,34,307,29,375,272,34,5,307,366,59,737,443,24,23,495,322,68,882,254,44,10,306,641,81,1035,49,116,4,164,1050,90,1313,8,139,0,150,1187,130,1469,0,20,0,19,655,122,794,0,0,0,0,183,56,236,1050,413,39,1506,5112,693,7315,9,41,0,53,386,42,476,67,31,4,105,226,33,365,417,37,24,474,263,41,785,581,35,41,660,270,51,978,241,98,14,349,717,84,1154,21,277,4,302,1048,85,1433,3,209,3,215,1194,129,1533,3,26,0,30,704,153,889,0,0,0,4,272,100,378,1344,752,88,2186,5081,716,7984,13,68,0,84,779,100,959,94,41,3,136,537,60,742,688,65,30,785,631,103,1520,1032,59,65,1151,598,112,1858,492,144,22,656,1359,167,2182,73,390,5,466,2100,171,2742,9,346,4,361,2388,255,2999,6,43,0,52,1356,276,1681,3,3,0,4
1030,532,4940,89,5558,120404,10234,136193,2715,4160,122,6992,141977,12717,161690,64356,7333,955,72647,258274,30829,361751,151207,4886,2539,158639,140339,23329,322296,90079,5451,1608,97138,166392,19326,282858,17607,16413,416,34443,180440,15494,230379,3230,25271,220,28718,118586,12454,159759,594,7067,50,7714,65560,8267,81544,112,489,9,607,26166,4230,31004,330435,76018,6005,412461,1218132,136885,1767479,883,8145,109,9136,110944,8945,129026,7573,8019,312,15907,130988,11267,158158,110888,13175,3204,127263,217162,27382,371803,187165,9277,6744,203186,104939,19757,327889,87603,15351,3076,106026,170964,17090,294081,9470,44983,765,55222,174605,14963,244786,2504,42078,344,44926,113235,13175,171343,644,8022,84,8752,79213,10729,98689,162,581,4,746,44960,8300,53998,406886,149632,14639,571159,1147011,131605,1849776,1412,13079,195,14692,231351,19179,265224,10289,12185,431,22903,272960,23986,319848,175243,20509,4161,199906,475438,58215,733560,338378,14161,9288,361822,245278,43086,650182,177683,20803,4681,203169,337354,36417,576942,27079,61399,1189,89662,355043,30455,475167,5730,67352,560,73646,231822,25634,331099,1240,15092,131,16468,144773,19002,180234,275,1067,14,1355
1031,7,63,0,76,1133,172,1379,104,43,5,149,1005,118,1267,876,87,28,988,1471,278,2738,1069,56,33,1155,890,232,2276,560,134,15,708,1454,189,2346,101,235,5,335,1774,226,2336,23,208,3,232,1340,218,1781,0,48,0,54,820,157,1023,0,3,0,3,282,60,343,2737,876,86,3697,10157,1647,15499,43,124,3,160,960,136,1261,228,109,23,358,789,122,1266,1288,153,89,1528,1073,205,2801,1321,110,77,1506,749,184,2440,575,285,35,903,1541,180,2627,49,568,3,627,1694,242,2558,16,350,3,368,1466,219,2049,9,66,0,68,1084,237,1390,0,7,0,7,557,131,697,3530,1772,228,5532,9909,1652,17093,47,183,3,235,2098,305,2637,332,151,24,504,1794,236,2535,2165,238,112,2515,2542,487,5538,2394,169,104,2670,1641,415,4719,1134,423,54,1609,2996,370,4976,153,806,8,961,3466,466,4889,43,556,6,597,2798,439,3832,7,116,0,119,1900,390,2413,0,14,0,11
1032,6,35,0,42,681,98,818,73,28,0,100,486,61,648,416,54,16,480,593,74,1148,531,29,20,582,506,88,1179,291,61,9,363,1026,119,1507,66,191,5,257,1277,140,1676,16,120,0,135,1328,170,1633,3,28,0,27,822,133,984,3,0,0,4,302,91,399,1405,543,49,2002,7023,967,9990,19,70,0,88,594,81,768,131,45,3,185,455,51,692,668,64,40,771,423,78,1280,735,49,31,819,413,85,1318,314,204,14,532,1046,132,1700,41,360,4,399,1373,138,1913,10,172,0,175,1393,164,1733,0,45,0,47,942,205,1187,0,4,0,4,474,172,651,1921,1013,94,3026,7115,1108,11245,28,108,0,133,1267,176,1583,207,72,3,280,944,116,1343,1087,115,50,1252,1014,152,2425,1263,76,58,1402,924,170,2497,610,265,26,894,2066,250,3213,107,544,9,662,2647,282,3592,25,289,0,313,2718,329,3361,3,71,0,72,1762,332,2171,3,9,0,14
1033,0,11,0,11,320,49,379,8,18,0,21,224,24,267,178,16,3,194,320,43,555,392,16,8,421,241,54,711,243,44,9,297,501,55,855,47,102,0,155,922,79,1152,9,113,0,123,1008,126,1258,0,18,0,24,588,104,715,0,0,0,0,190,74,262,878,341,20,1241,4313,593,6148,3,18,0,28,319,47,389,28,12,0,44,142,13,201,295,29,10,335,237,45,617,475,16,29,520,178,38,734,231,82,9,329,588,72,985,14,215,0,237,1013,110,1364,4,167,0,171,1030,127,1325,3,25,0,28,652,154,833,0,0,0,0,212,117,336,1060,572,56,1682,4373,720,6772,3,28,0,35,637,97,765,36,28,0,67,367,35,467,477,42,15,530,554,80,1166,864,34,33,940,419,92,1449,478,128,22,621,1087,126,1836,64,322,3,384,1937,194,2519,15,276,0,288,2039,252,2579,3,44,0,46,1247,253,1546,0,0,0,0
