SUA_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
1010,143,38,474,175,121,119,33,137,7,1254,4,3,0,3,0,0,0,11,0,23,34,28,27,20,26,11,13,11,10,191,45,39,71,57,42,59,40,84,70,511,2210,4914,2936,2395,2356,1223,641,1399,273,18338
1011,61,26,237,113,67,83,28,74,6,703,0,3,0,0,0,3,0,0,0,8,8,16,9,12,13,12,8,14,5,88,28,27,44,36,32,31,28,52,46,326,1249,2817,1818,1512,1367,762,408,766,152,10849
1012,27,6,154,55,27,48,18,39,3,370,0,0,0,0,3,0,0,0,0,11,3,3,3,0,4,0,0,3,0,22,14,8,20,19,7,42,7,38,19,174,439,982,682,584,422,356,131,320,68,3985
1013,46,5,140,72,30,49,11,39,5,403,0,0,0,0,0,0,0,5,0,10,8,6,7,11,7,0,13,3,7,63,20,11,21,38,13,26,30,39,30,226,676,1291,995,1111,688,372,336,391,89,5958
1014,17,4,98,45,13,33,16,29,0,258,0,0,0,0,0,0,0,0,0,4,7,9,12,10,7,3,3,7,0,57,10,8,13,17,19,23,24,26,16,157,385,924,658,724,535,293,189,281,53,4045
1015,33,4,107,41,32,33,9,55,0,321,0,0,0,3,3,0,0,8,0,18,12,5,3,9,3,4,0,18,5,69,14,6,17,16,20,14,17,61,31,201,636,1091,923,560,539,295,223,583,81,4934
1016,14,6,61,44,8,18,15,21,4,189,0,0,0,3,0,3,0,4,0,9,0,7,3,3,3,3,10,0,0,29,9,8,13,40,9,14,8,26,21,143,253,557,446,541,326,190,149,245,46,2747
1017,39,12,192,86,40,43,10,68,7,488,0,3,0,0,0,0,0,10,0,11,10,10,8,7,0,7,7,9,3,69,10,10,20,16,23,25,10,35,22,178,647,2056,1231,1145,986,507,287,587,89,7539
1018,11,8,72,27,27,13,12,21,3,189,0,0,4,0,0,0,0,0,0,11,0,0,4,0,3,3,3,0,0,18,12,4,19,7,10,8,13,14,14,105,236,520,641,373,349,136,258,202,42,2755
1019,37,9,108,52,43,38,21,37,5,342,0,0,0,0,0,0,0,3,0,9,4,8,9,8,4,5,9,3,3,48,11,17,43,24,15,17,22,27,29,196,649,1593,1278,752,755,363,327,433,107,6248
1020,15,10,82,50,17,33,23,15,0,237,0,0,0,0,0,0,0,0,0,0,6,4,9,3,3,0,13,8,0,43,17,14,29,12,20,20,24,5,11,153,399,711,715,358,333,202,340,193,36,3291
1021,8,0,55,39,11,19,28,23,0,181,0,0,0,0,0,0,0,0,0,5,0,0,8,0,3,0,3,0,0,19,3,5,26,6,5,8,15,23,4,104,221,523,820,308,287,138,395,190,28,2912
1022,47,15,190,113,49,48,22,51,10,543,0,0,0,0,0,0,0,4,0,9,12,12,19,13,7,7,6,8,7,84,15,15,31,23,21,16,9,36,21,182,912,1562,1389,898,776,447,255,454,105,6807
1023,692,206,2936,1167,790,763,443,687,77,7752,7,18,12,21,11,19,16,39,6,147,174,285,222,145,208,86,181,109,62,1465,216,282,512,363,316,272,322,459,407,3156,14874,40371,25023,16040,17024,7395,6878,7190,1780,136572
1024,64,11,223,111,51,58,26,74,4,621,3,0,0,0,6,4,0,3,0,15,14,13,20,17,10,10,7,13,0,107,29,17,38,36,21,42,20,57,40,316,977,2037,1874,1481,1023,558,358,653,122,9085
1025,86,17,237,118,73,71,49,71,3,717,0,0,0,4,0,4,0,7,0,12,23,14,13,5,15,3,7,14,4,110,23,20,43,47,29,43,29,59,35,340,1311,3389,1946,1399,1435,676,518,664,125,11456
1026,12,3,56,29,16,19,11,16,0,169,0,0,0,0,3,0,0,0,0,3,4,3,5,0,6,0,12,7,0,37,12,14,20,17,4,20,19,18,14,123,343,612,538,346,328,159,241,148,52,2764
1027,100,20,311,135,88,86,17,84,3,838,0,0,0,0,3,0,5,0,0,10,5,29,14,18,16,5,6,9,3,111,22,19,50,37,33,44,17,46,38,310,1391,3627,1927,1611,1583,852,324,660,137,12108
1028,20,3,65,55,20,31,43,24,0,261,0,3,0,0,0,0,0,0,0,11,8,6,11,17,6,0,24,3,0,77,12,9,21,9,12,14,20,15,18,122,489,858,1082,555,504,230,669,230,77,4700
1029,25,12,99,46,26,19,6,23,7,258,3,0,0,0,3,0,0,0,0,6,11,15,3,11,10,3,4,8,0,62,12,7,21,18,10,8,11,17,18,123,462,940,840,646,431,246,147,264,78,4049
1030,7428,2215,21315,9413,7673,5780,2975,4399,740,61940,208,210,310,322,233,252,232,481,93,2346,3394,5410,1899,2006,3298,1664,1582,1303,752,21317,3110,3877,4110,2989,3754,2651,2786,3478,6084,32839,232530,519832,178450,131361,201523,93378,52087,64057,25896,1499119
1031,84,18,242,107,53,63,42,81,5,707,3,0,0,0,3,0,0,7,0,20,18,26,20,10,12,14,15,14,3,124,25,37,73,44,41,36,37,105,57,458,1216,3073,1963,1405,1295,667,497,948,149,11222
1032,42,10,134,65,23,46,11,50,0,383,0,0,8,0,0,0,0,0,0,12,11,6,10,0,5,0,8,11,0,45,20,12,31,31,15,28,33,41,22,230,513,1185,896,831,542,442,267,470,70,5211
1033,45,3,103,49,22,27,13,20,0,283,0,0,0,0,0,0,0,3,0,3,0,6,4,8,6,3,0,0,0,33,11,3,29,18,8,26,8,15,20,128,424,814,695,478,367,264,120,234,38,3437
1034,94,28,373,170,111,111,29,112,4,1031,3,10,3,9,0,3,3,9,0,39,38,28,24,37,33,13,18,20,3,210,33,40,71,56,46,47,40,75,44,447,1955,4850,3053,2208,2044,1001,584,985,180,16860
1035,405,108,1612,773,506,419,232,363,46,4461,6,11,9,15,9,8,5,14,6,88,122,188,112,92,136,35,87,62,33,874,129,186,396,237,192,196,203,315,302,2162,9732,24214,15295,10776,10591,4640,4093,4543,1241,85121
