SUA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
1010,0,0,0,0,0,3,3,3,3,11,0,0,0,0,4,0,0,0,0,13,0,0,8,34,0,0,0,0,0,44,0,11,10,8,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,6,3,24,9,20,32,3,3,94,0,0,0,8,7,0,0,0,0,15,0,0,0,10,5,7,0,3,3,30,0,0,0,11,0,5,4,0,0,26,11,77,76,119,82,58,76,31,15,547,108,212,253,528,315,416,322,212,106,2473,1938,4408,3878,7145,4101,4809,3928,2077,772,33052,0,11,23,24,12,3,0,0,0,72,1692,3731,3064,5905,3642,3914,2986,1825,837,27601,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,9,0,3,3,5,0,0,0,0,0,10,0,0,0,27,13,21,11,0,3,79,0,0,0,0,0,0,4,0,0,4
1011,0,0,0,0,0,0,0,0,0,3,0,9,3,28,13,8,0,0,0,69,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4,3,0,0,19,0,0,0,11,3,0,0,0,0,19,0,0,0,0,0,0,7,0,0,4,0,7,6,9,4,6,3,0,0,36,4,3,9,37,11,17,14,9,3,102,78,125,156,381,176,185,145,74,29,1347,1360,2567,2280,4554,2110,1914,1406,799,296,17283,0,0,0,0,0,0,0,0,0,0,1256,2168,2075,3967,1938,1867,1273,920,405,15880,3,0,3,15,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,4,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0
1012,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,19,7,9,25,17,7,90,21,57,66,129,91,116,173,131,62,854,411,902,866,1498,1061,1434,1874,1193,486,9719,0,0,0,0,0,0,0,0,0,0,397,837,738,1364,951,1361,1528,1024,559,8770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3
1013,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,0,0,0,3,0,3,0,0,0,9,0,0,3,3,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,3,9,0,0,3,0,21,0,0,0,16,4,0,0,0,0,21,0,0,0,0,3,3,0,0,0,11,0,0,0,0,3,0,0,0,0,8,3,10,8,49,21,17,13,6,5,131,27,60,101,183,106,83,98,65,21,750,731,1421,1502,2982,1484,1373,1139,599,223,11447,0,0,0,0,3,0,0,0,0,0,649,1192,1112,2241,1242,1230,953,615,350,9578,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,12,0,0,0,4,0,0,3,0,0,5,0,0,0,0,3,0,4,0,0,6
1014,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,3,0,3,13,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,3,0,3,3,13,4,5,9,8,3,54,21,62,75,142,85,98,88,67,24,665,584,1292,1097,2024,1068,1153,1012,606,234,9073,0,0,0,0,0,0,0,0,0,0,502,1006,943,1753,1011,1073,938,687,415,8327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,4
1015,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,14,0,0,13,46,0,0,0,0,0,52,0,0,4,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,5,15,16,3,3,0,0,47,0,0,3,4,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,3,8,5,3,0,0,0,16,0,12,24,75,50,46,14,11,0,236,59,102,117,247,109,119,81,67,35,935,724,1275,1241,2573,1172,1065,672,512,217,9439,0,6,3,13,0,0,0,0,0,19,597,1030,841,1576,833,743,502,371,185,6682,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,10
1016,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,3,11,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,8,14,7,0,46,28,86,75,133,106,127,86,55,21,715,454,1023,930,1662,886,950,833,421,150,7310,0,0,0,0,0,0,0,0,0,0,418,848,748,1280,723,862,690,392,263,6220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1017,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,7,7,8,0,0,49,0,3,0,10,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,3,3,0,0,14,0,9,23,37,13,20,16,9,0,130,38,95,169,243,141,178,139,71,41,1120,795,1801,1852,3180,1757,1859,1300,709,321,13578,0,0,0,0,0,0,0,0,0,0,708,1576,1624,2833,1567,1565,1145,803,498,12322,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,3,3,4,0,0,24,0,0,0,0,0,0,0,0,0,3
1018,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,13,0,0,0,16,3,3,0,0,0,23,0,0,0,0,8,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,21,9,9,15,9,0,66,35,44,58,127,68,78,86,55,17,564,389,714,803,1555,793,866,793,428,135,6475,0,0,0,0,0,0,0,0,0,0,342,590,585,1110,630,685,591,390,178,5099,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3
1019,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,7,4,6,5,0,6,3,0,33,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,0,3,3,9,0,0,0,3,0,0,0,0,0,7,0,6,8,30,26,26,21,22,12,159,22,45,51,139,82,112,102,77,35,661,661,1407,1416,2380,1454,1552,1405,931,366,11567,0,0,0,0,0,0,0,0,0,0,580,1241,1226,2007,1202,1269,1115,738,401,9780,3,3,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,0,0,0,0,18,0,0,0,4,0,0,5,0,0,11
1020,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,3,0,0,0,8,0,0,3,3,3,10,9,9,0,33,37,63,49,140,95,85,60,37,3,569,481,854,654,1521,741,614,471,301,96,5722,0,0,0,0,0,0,0,0,0,0,444,692,562,1260,611,483,447,293,163,4952,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
