SUA_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
1014,74,9,3,0,0,86,58,0,0,0,0,60,63,0,0,0,0,69,109,4,3,0,0,114,196,3,0,0,0,201,533,9,4,0,0,552,373,6,0,3,3,386,216,4,0,0,0,226,63,0,0,0,0,68,33,0,0,0,0,35,9,0,0,0,0,17,81,0,3,0,0,82,1821,39,20,3,9,1897
1015,66,3,0,0,0,68,30,0,0,0,0,30,34,0,3,0,0,40,59,0,3,0,0,62,110,4,7,0,0,124,387,18,12,0,0,416,409,8,13,0,0,427,323,4,3,0,0,331,94,3,0,0,0,92,60,0,0,0,3,57,35,0,0,0,0,38,66,0,3,0,0,72,1661,39,43,0,7,1746
1016,70,0,0,0,0,72,56,0,0,0,0,61,53,0,3,0,0,55,97,3,0,0,0,98,162,0,0,0,0,170,380,0,0,0,6,385,258,0,0,0,0,262,159,0,0,0,0,163,47,0,0,0,0,54,26,0,0,0,0,26,17,0,0,0,0,24,72,0,0,0,0,72,1407,11,4,0,10,1429
1017,153,3,7,0,0,162,80,8,9,0,0,105,77,6,3,0,0,89,194,15,5,0,0,218,216,18,3,0,0,235,635,53,13,0,0,709,746,40,3,0,0,791,508,12,3,0,0,522,144,0,0,0,0,147,75,0,0,0,0,75,36,3,0,0,0,39,106,3,0,0,0,110,2976,161,49,4,3,3201
1018,61,3,0,0,0,59,37,0,0,0,0,42,29,6,0,0,0,35,74,3,0,0,0,79,124,4,0,0,0,128,306,3,0,0,0,311,222,0,0,0,0,223,194,0,0,0,0,197,81,0,0,0,0,83,50,0,0,0,0,51,19,0,0,0,0,19,55,0,0,0,0,55,1250,27,3,0,4,1285
1019,147,0,0,0,3,149,65,0,0,0,0,69,58,0,0,0,0,56,93,0,0,3,0,95,139,4,0,0,0,140,391,8,0,3,0,405,528,7,0,0,0,539,653,0,3,0,0,658,256,0,0,0,0,262,176,0,0,0,0,181,91,0,0,0,0,96,128,0,0,0,0,130,2725,24,7,3,3,2760
1020,39,3,0,0,0,42,25,0,0,0,0,26,26,0,0,0,0,22,46,4,0,0,0,58,54,0,0,0,0,59,174,3,3,0,0,181,262,7,4,0,0,276,334,6,0,0,4,344,152,0,0,0,0,157,85,0,0,0,0,87,43,0,0,0,3,46,50,0,0,0,0,51,1304,24,13,3,7,1353
1021,32,0,0,0,0,33,25,0,0,0,0,27,15,0,0,0,0,15,51,0,0,0,0,51,67,3,3,0,0,73,266,3,3,0,0,268,302,9,0,0,0,304,301,7,0,0,0,300,105,4,0,0,0,109,76,0,0,0,0,79,23,0,0,0,0,26,68,0,0,0,0,68,1324,27,6,0,0,1358
1022,123,25,5,3,3,157,55,9,3,0,0,65,43,22,0,0,0,59,69,13,3,0,0,87,96,26,3,0,0,132,237,68,17,0,3,328,334,84,13,0,0,431,557,67,8,0,3,644,258,30,3,0,0,284,153,13,0,0,0,169,84,11,4,0,0,101,98,16,0,0,0,114,2103,377,61,15,12,2572
1023,2280,168,73,7,3,2523,1178,89,25,3,0,1291,1033,70,24,0,0,1121,1853,101,45,0,9,2012,2716,167,50,3,0,2941,8210,552,194,15,15,8984,10588,582,238,20,16,11447,13551,545,214,12,16,14350,5761,190,85,5,10,6049,3826,133,61,8,5,4033,1925,89,57,3,6,2081,2026,87,42,3,6,2171,54942,2776,1115,80,90,59002
1024,179,4,0,3,0,184,89,5,0,0,0,95,90,3,0,0,0,99,181,6,8,0,0,195,228,9,5,0,0,240,724,25,10,3,3,765,787,29,11,0,0,827,770,4,0,0,0,776,264,0,3,0,0,268,166,0,0,0,0,172,76,0,0,0,0,76,154,0,0,0,0,159,3719,88,34,6,10,3855
1025,144,3,0,0,0,146,84,0,0,0,0,88,75,0,0,0,0,75,197,3,3,0,0,206,272,14,4,0,0,292,796,31,12,0,3,837,982,27,7,0,3,1013,994,5,0,0,4,1005,372,3,0,0,0,382,245,0,0,0,0,249,107,0,0,0,0,113,147,7,0,0,3,159,4413,97,31,3,13,4554
1026,43,0,0,0,0,43,31,0,0,0,0,29,31,0,0,0,0,33,77,0,0,0,0,77,104,0,0,0,0,111,341,3,0,0,0,342,234,0,0,0,0,239,168,0,0,0,0,168,71,0,0,0,0,67,33,0,0,0,0,33,24,0,0,0,0,24,51,0,0,0,0,51,1203,7,5,0,3,1224
1027,185,23,14,0,0,226,78,24,20,0,0,119,64,17,6,0,0,81,102,19,20,4,0,139,193,31,26,0,0,247,511,86,53,6,0,663,767,116,63,3,3,949,1067,62,32,0,0,1159,398,17,9,0,0,422,245,13,6,0,0,269,120,12,11,0,0,139,148,24,9,0,0,187,3864,446,259,11,18,4599
1028,73,0,0,0,0,74,19,0,0,0,0,21,28,0,0,0,0,24,44,0,0,0,0,50,65,3,3,0,0,76,270,27,8,0,0,301,357,24,11,0,0,392,525,17,4,0,0,549,261,3,0,0,0,266,149,0,0,0,0,156,55,0,0,0,0,55,75,3,0,0,0,76,1929,82,23,0,5,2046
1029,132,3,0,0,0,139,77,0,0,0,0,77,48,0,0,0,0,52,91,0,0,0,0,94,154,0,3,0,0,156,365,8,9,0,0,377,383,5,0,0,0,389,324,3,0,0,0,331,112,3,0,0,0,114,66,3,0,0,0,72,35,3,0,0,0,39,75,0,0,0,0,78,1865,31,13,0,3,1910
1030,17153,3298,4569,68,68,25156,5016,947,1168,19,8,7153,4343,806,1066,16,8,6240,6634,1323,1913,23,12,9907,9437,1919,2901,47,21,14328,28773,5870,9523,104,82,44353,34297,7627,12480,120,90,54616,64414,13382,20564,203,189,98754,43395,8965,12317,130,125,64930,52479,10982,11961,141,171,75727,49834,10892,7531,123,192,68572,15935,2733,2854,61,50,21629,331697,68744,88850,1058,1023,491363
1031,157,7,0,3,0,168,73,4,0,3,0,81,86,6,0,0,0,94,194,8,3,6,0,203,300,13,3,10,3,328,1007,20,3,12,4,1044,1008,21,0,3,0,1034,816,7,3,0,4,829,241,0,0,0,0,245,117,0,0,0,0,119,57,0,0,0,0,63,166,3,0,0,0,174,4216,91,10,41,17,4381
1032,130,4,0,0,0,137,101,0,3,0,0,107,90,3,0,0,0,90,182,0,3,0,0,184,247,12,6,6,3,272,699,15,5,0,5,720,477,6,4,0,0,486,297,3,0,0,3,301,88,0,0,0,0,90,60,0,0,0,0,58,31,0,0,0,0,27,113,0,0,0,0,118,2503,50,25,7,10,2594
1033,98,0,0,0,0,105,43,0,0,0,0,43,36,3,0,3,0,44,78,4,0,0,0,84,110,5,0,0,0,119,240,7,4,0,4,253,278,8,4,0,0,291,253,0,0,0,0,255,89,3,0,0,0,91,50,0,0,0,0,50,34,0,0,3,0,43,73,3,0,0,0,71,1382,32,9,9,11,1441
1034,226,8,7,3,0,246,123,0,3,0,0,126,109,0,3,0,0,114,214,0,22,0,0,235,408,3,11,3,0,433,1318,22,40,4,0,1389,1495,18,20,4,6,1548,1238,4,5,11,0,1264,408,0,3,3,0,411,292,3,4,0,0,296,138,0,3,0,4,145,229,8,5,3,0,247,6201,76,126,32,16,6449
1035,1193,107,86,3,6,1391,589,52,48,0,0,687,433,45,30,3,0,508,841,125,66,4,5,1040,1149,131,117,3,6,1403,3343,388,320,4,6,4052,4419,500,394,17,9,5340,7124,625,427,19,26,8226,3788,255,149,3,11,4204,3157,148,119,0,9,3439,1481,70,63,3,9,1618,1052,79,58,6,4,1208,28567,2527,1869,67,84,33109
