SUA_CODE_2016,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
1013,0,6,624,633,22,98,470,594,418,257,480,1157,627,175,323,1127,690,137,422,1245,739,94,374,1200,604,54,300,962,330,8,159,504,93,4,68,164,3520,836,3227,7580,0,18,570,588,45,134,343,522,535,291,459,1291,681,148,376,1204,740,140,476,1360,726,99,503,1319,536,37,474,1049,243,11,377,639,46,0,230,280,3551,884,3815,8251,0,23,1198,1218,71,231,814,1112,954,545,945,2445,1307,324,705,2336,1424,284,900,2603,1465,186,872,2520,1141,93,781,2010,579,25,543,1141,137,4,296,442,7070,1712,7043,15828
1014,0,3,520,524,20,77,304,398,253,197,339,786,407,128,288,820,503,97,322,920,569,97,327,995,578,38,266,879,340,19,165,525,110,3,61,183,2782,655,2584,6025,3,15,478,494,33,107,250,390,324,184,383,888,452,130,379,960,543,114,424,1080,632,75,446,1150,514,35,437,986,277,15,404,691,52,0,250,301,2829,672,3437,6939,3,21,993,1019,53,184,554,788,571,381,720,1672,860,252,665,1781,1043,212,745,1996,1203,168,766,2147,1092,72,699,1861,620,30,566,1210,164,6,311,481,5606,1327,6024,12960
1015,0,6,543,547,22,71,395,495,446,205,544,1191,623,123,274,1024,680,72,275,1031,608,55,252,912,421,19,114,554,301,14,100,416,95,0,47,146,3199,566,2544,6311,0,13,469,477,43,101,318,466,583,208,439,1236,652,111,269,1030,692,74,285,1046,567,41,287,891,428,13,250,690,211,9,291,511,39,3,163,212,3217,569,2772,6560,0,18,1008,1030,61,180,720,955,1027,413,984,2426,1274,234,539,2047,1375,141,557,2080,1173,95,537,1808,853,29,363,1244,512,22,392,924,136,8,207,351,6416,1137,5317,12866
1016,0,4,408,418,3,50,255,305,167,101,279,548,293,73,225,588,319,94,297,709,415,81,300,804,461,38,209,708,235,14,90,338,39,0,39,78,1923,465,2110,4495,0,16,375,392,14,66,237,319,231,102,325,652,312,105,269,685,356,96,346,791,479,73,359,912,397,37,310,746,151,9,224,385,22,0,125,143,1959,501,2577,5033,0,21,790,808,15,114,490,619,394,203,612,1207,599,180,491,1273,679,189,641,1509,890,160,660,1714,858,78,519,1456,383,22,317,723,55,0,167,220,3882,963,4690,9528
1017,3,12,758,771,29,137,597,763,406,297,633,1337,652,233,511,1395,713,195,650,1554,788,150,643,1586,670,48,369,1097,409,13,179,599,132,3,77,214,3797,1086,4432,9316,4,24,749,781,58,178,555,784,553,303,637,1493,680,240,647,1565,745,205,794,1743,811,134,802,1749,610,36,623,1271,330,8,475,823,56,0,338,399,3846,1129,5622,10596,5,34,1516,1556,84,314,1152,1548,952,600,1269,2827,1328,474,1163,2965,1454,399,1443,3302,1603,281,1446,3326,1281,84,994,2364,739,23,655,1421,189,3,417,614,7644,2211,10057,19911
1018,0,8,347,357,11,50,237,300,204,121,250,573,251,87,197,539,344,60,250,652,421,64,249,727,387,36,245,665,225,8,131,364,60,3,43,106,1901,432,1959,4290,0,17,292,303,17,75,177,274,236,106,266,608,314,100,209,618,392,65,264,724,411,49,312,772,344,25,334,696,167,4,281,455,35,0,128,166,1917,446,2259,4622,0,23,636,658,29,124,419,574,440,228,513,1184,572,182,409,1157,734,128,517,1381,829,116,556,1502,726,61,579,1366,396,12,411,819,92,4,176,271,3822,872,4217,8907
1019,0,7,669,678,23,64,462,556,424,208,423,1047,627,157,300,1077,795,165,340,1302,870,128,377,1371,883,67,246,1197,584,39,187,805,156,3,108,271,4367,829,3117,8305,3,18,623,641,65,103,432,602,529,205,338,1069,693,162,317,1179,867,163,396,1428,906,116,430,1459,844,59,475,1372,450,18,446,914,97,4,243,344,4452,849,3704,9002,4,22,1292,1322,90,171,889,1150,945,410,761,2123,1321,317,619,2259,1661,326,740,2731,1782,244,804,2826,1730,121,719,2567,1035,54,633,1721,253,9,353,609,8815,1674,6815,17306
1020,0,9,273,286,12,71,195,277,263,200,252,716,356,94,154,609,386,71,189,640,334,45,138,514,267,26,98,396,149,12,74,236,29,0,31,58,1805,519,1406,3734,0,22,260,286,17,96,145,262,328,174,189,698,403,94,168,664,403,76,217,685,319,49,196,564,263,20,186,464,103,4,206,313,16,0,96,115,1848,533,1663,4044,0,29,536,564,24,168,338,539,599,379,440,1409,755,189,325,1270,785,142,403,1330,649,91,337,1076,530,40,287,855,253,18,281,547,47,0,123,175,3653,1048,3074,7775
1021,0,5,333,337,8,77,224,315,275,219,291,778,334,100,227,662,402,78,267,751,362,50,177,590,235,13,127,377,102,11,52,161,16,3,22,38,1729,560,1724,4005,0,27,284,310,24,124,200,348,330,195,272,800,387,86,200,676,398,78,239,715,313,38,190,544,222,13,145,375,70,8,138,220,3,0,58,63,1752,568,1736,4054,0,34,612,646,35,202,422,664,600,414,564,1577,720,180,436,1341,799,159,503,1462,677,90,372,1139,453,27,271,754,172,14,194,387,16,7,80,99,3480,1125,3455,8060
1022,0,9,678,687,14,60,399,479,250,218,350,816,628,181,307,1120,822,171,424,1420,989,149,435,1569,1306,91,386,1787,764,35,231,1032,153,4,97,254,4921,929,3324,9171,3,17,634,651,21,104,351,480,395,205,316,913,742,218,375,1336,895,187,500,1577,1112,143,523,1775,1275,79,593,1949,516,17,502,1035,78,8,282,366,5030,979,4080,10092,3,22,1317,1341,36,167,753,956,641,420,667,1730,1365,404,685,2450,1714,360,922,3000,2094,293,962,3347,2578,173,982,3732,1281,50,742,2069,232,15,377,624,9957,1906,7403,19264
1023,8,112,13181,13305,306,1787,11726,13822,8933,6270,11433,26634,14755,3754,7040,25551,15195,3036,8023,26258,15918,1990,7062,24967,13421,957,4741,19124,6681,261,2587,9535,1632,42,1356,3035,76856,18208,67151,162214,6,279,12048,12329,672,2659,10257,13588,11655,6459,10048,28169,16089,3813,7860,27763,16270,2992,9144,28406,15848,1772,9110,26733,12000,779,8037,20812,4978,167,6746,11891,816,26,4089,4930,78342,18940,77341,174622,11,387,25234,25633,983,4450,21979,27414,20592,12725,21483,54799,30846,7570,14902,53310,31465,6030,17167,54665,31769,3754,16175,51697,25427,1730,12781,39933,11665,430,9334,21428,2451,72,5444,7966,155198,37151,144488,336839
1024,0,18,945,969,48,167,686,897,601,403,703,1712,854,243,489,1589,1009,210,587,1804,1128,162,608,1898,1123,85,419,1625,576,30,266,866,133,5,92,235,5481,1325,4791,11589,0,29,892,928,87,270,547,900,795,419,677,1896,944,241,621,1800,1058,206,736,2005,1222,141,779,2141,979,59,713,1756,442,15,463,919,69,3,257,324,5583,1396,5690,12666,0,50,1845,1893,135,437,1225,1795,1400,828,1380,3606,1797,488,1108,3391,2059,416,1327,3806,2351,309,1384,4042,2107,144,1127,3378,1015,43,727,1789,198,7,347,556,11064,2719,10474,24256
1025,0,17,1053,1067,41,178,646,866,859,468,801,2129,1260,296,546,2099,1170,241,562,1973,1171,127,558,1858,937,69,350,1359,535,16,224,776,121,7,92,222,6096,1418,4827,12338,7,34,1007,1043,88,254,644,989,1097,497,891,2483,1296,272,666,2240,1249,225,765,2237,1163,113,741,2013,860,61,653,1566,401,8,603,1012,58,3,312,376,6210,1471,6280,13963,7,52,2055,2108,126,436,1288,1850,1957,962,1691,4610,2556,568,1209,4336,2416,467,1331,4213,2334,236,1293,3868,1792,133,1004,2927,932,24,831,1786,185,6,406,591,12308,2884,11109,26300
1026,0,3,322,326,7,52,208,272,187,149,223,557,296,70,116,484,341,59,177,580,374,34,145,560,262,25,113,398,156,7,74,241,50,0,29,80,1682,398,1409,3487,0,14,330,340,15,75,184,267,261,134,179,575,329,74,164,568,363,55,191,607,344,39,220,606,241,12,184,437,126,3,180,313,32,0,109,139,1715,407,1726,3852,0,22,650,667,20,128,391,539,447,281,398,1126,627,147,279,1049,704,112,366,1183,724,73,366,1160,507,35,293,838,286,10,258,555,78,0,134,216,3398,811,3137,7338
1027,0,9,1155,1168,36,139,636,813,618,428,750,1794,1223,332,528,2085,1382,277,707,2374,1448,230,752,2434,1850,158,597,2608,1141,54,408,1605,357,17,184,553,8063,1641,5721,15426,0,25,1115,1143,59,202,572,842,826,447,716,1994,1356,326,675,2362,1520,295,965,2782,1556,229,1082,2873,1750,139,1079,2974,909,39,1013,1966,188,5,674,862,8173,1715,7898,17789,0,33,2272,2308,101,342,1212,1651,1447,879,1462,3791,2581,660,1202,4448,2906,576,1672,5155,3004,465,1837,5302,3600,295,1682,5575,2055,99,1422,3571,541,18,859,1420,16237,3357,13615,33213
1028,0,8,493,503,12,81,380,471,380,235,355,973,547,141,249,940,594,111,300,1007,528,51,203,779,328,26,108,460,169,4,64,234,30,0,25,53,2593,653,2168,5414,0,9,481,487,41,142,250,435,461,232,282,968,639,137,239,1013,620,94,292,1006,497,42,212,755,249,14,189,447,115,0,150,265,18,0,91,111,2634,668,2185,5489,0,19,977,992,54,220,631,901,839,468,638,1938,1188,280,484,1951,1214,208,593,2012,1020,91,416,1529,575,37,296,914,282,6,208,499,52,0,117,169,5226,1324,4353,10903
1029,0,3,424,435,12,63,245,316,213,154,257,622,390,143,224,759,481,134,294,902,670,92,379,1139,869,85,333,1285,479,23,183,686,100,3,73,177,3221,695,2414,6328,0,10,424,437,18,89,201,303,282,164,258,708,465,149,298,912,529,130,369,1025,771,108,386,1266,814,74,462,1352,357,19,369,744,54,0,205,259,3281,748,2978,7012,3,20,851,872,27,150,444,621,494,320,516,1333,856,296,519,1667,1005,264,664,1931,1442,196,763,2409,1684,159,792,2639,833,40,549,1427,153,3,279,439,6506,1443,5388,13335
1030,64,528,124832,125425,3736,8538,130981,143260,112725,49131,160284,322137,189393,32367,70960,292720,171934,24035,62037,258004,144021,14980,50822,209824,103720,7032,32858,143614,51160,1993,17780,70935,13439,361,9385,23188,790199,138972,659939,1589109,333,963,117766,119058,10480,12715,117587,140780,151804,51563,132974,336337,197894,29771,76751,304417,172124,21931,80195,274252,136229,12608,76895,225736,87614,4718,62351,154685,34962,1072,48759,84791,5802,188,29233,35215,797233,135524,742511,1675272,400,1492,242596,244487,14214,21253,248572,284039,264529,100699,293249,658478,387284,62142,147710,597137,344059,45969,142229,532259,280248,27587,127721,435559,191337,11748,95215,298300,86122,3060,66536,155722,19244,547,38619,58407,1587433,274494,1402452,3264380
1031,3,22,1104,1126,42,215,769,1026,794,493,1017,2301,1079,282,600,1959,1181,225,659,2069,1230,159,612,1997,1041,80,386,1502,641,14,210,863,161,3,94,255,6159,1495,5449,13101,4,52,998,1052,83,294,699,1067,992,462,1027,2485,1163,289,758,2211,1274,255,873,2402,1215,160,849,2221,970,60,733,1764,476,6,662,1153,74,3,384,458,6254,1571,6986,14811,6,73,2095,2177,124,511,1467,2095,1781,955,2053,4786,2239,565,1363,4171,2456,481,1536,4470,2446,318,1457,4220,2008,133,1117,3266,1116,25,876,2017,235,4,480,721,12409,3063,12444,27915
1032,0,12,740,748,29,106,397,528,327,220,461,1011,503,169,389,1063,667,162,511,1345,855,119,502,1479,931,93,385,1414,544,29,263,827,152,0,102,261,4014,910,3753,8684,0,17,678,696,51,128,405,587,423,239,503,1164,567,164,490,1220,763,156,626,1548,932,127,660,1720,835,67,630,1537,414,21,581,1016,59,0,315,378,4054,925,4890,9867,0,31,1416,1449,77,235,800,1115,750,459,966,2171,1073,330,877,2283,1432,322,1138,2892,1785,248,1164,3204,1767,167,1018,2951,961,43,840,1847,219,4,418,640,8067,1834,8647,18552
1033,0,0,335,342,5,23,194,226,153,123,214,487,348,96,176,616,408,109,236,752,614,103,277,995,789,57,235,1083,455,16,155,623,114,8,90,214,2892,533,1917,5339,3,4,350,358,9,38,124,174,222,126,199,550,386,110,190,684,464,118,279,867,697,88,367,1156,731,47,370,1152,346,13,350,707,52,9,194,253,2914,555,2438,5903,3,5,690,698,20,63,323,406,376,244,416,1040,733,205,358,1301,878,231,520,1622,1313,191,651,2152,1521,111,603,2230,796,35,508,1332,158,18,289,463,5802,1089,4356,11245
1034,0,27,1638,1667,53,321,1243,1612,1167,707,1286,3160,1736,311,798,2846,1735,275,755,2761,1724,196,688,2611,1311,67,405,1783,680,15,234,937,187,3,123,310,8580,1927,7179,17684,3,55,1483,1548,99,459,1317,1872,1475,712,1307,3500,1901,308,888,3096,1799,281,1016,3100,1712,182,984,2882,1139,42,814,1996,559,14,739,1308,82,0,428,511,8771,2066,8976,19808,3,85,3121,3212,151,781,2558,3489,2641,1417,2595,6655,3634,623,1690,5944,3532,553,1771,5857,3437,375,1675,5489,2446,110,1216,3777,1241,27,976,2244,268,3,549,826,17346,3989,16152,37489
