SUA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
1010,0,0,0,16,3,7,0,0,0,29,0,0,0,3,12,4,12,7,3,33,0,0,5,3,0,6,7,0,0,17,13,89,64,187,90,75,58,25,14,619,116,216,252,511,375,385,345,270,216,2694,1871,4273,3664,7799,4800,5116,4123,2528,1262,35434,0,16,51,38,21,4,3,0,0,137,3474,7623,6328,11433,6790,7633,5794,3236,1335,53651,0,0,0,18,3,0,0,0,0,23,0,0,0,3,3,6,0,3,0,9,0,3,3,5,0,0,0,0,0,10,0,4,3,42,20,31,21,4,3,130,0,0,0,6,0,0,3,0,0,12,0,6,20,43,21,22,12,3,3,123,0,0,0,0,0,3,9,10,0,18,0,11,0,13,0,7,13,3,0,51,13,75,67,270,360,457,592,377,159,2371,0,0,3,20,22,20,4,3,0,78,0,0,5,10,14,11,11,4,3,60,0,8,8,42,39,47,104,69,23,338
1011,0,0,0,21,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,6,0,3,7,24,0,0,4,0,0,42,0,8,5,34,9,13,5,7,3,84,65,109,154,376,204,187,163,114,60,1435,1348,2379,2364,5005,2318,2228,1562,1104,503,18810,0,0,0,0,0,0,0,0,0,3,2512,4505,4112,7487,3704,3467,2382,1574,645,30400,3,6,3,45,5,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,4,15,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,3,8,10,91,22,11,6,0,4,160,0,0,0,0,0,0,0,3,0,5,3,4,0,17,3,0,0,0,0,26,0,12,20,53,59,63,88,38,18,357,0,0,5,24,5,9,3,0,0,44,0,0,3,6,0,0,3,0,0,15,0,0,3,6,8,9,12,3,4,47
1012,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,14,12,16,29,19,8,98,17,45,49,133,82,136,178,166,94,911,411,909,809,1645,1151,1681,2005,1381,744,10738,0,0,0,0,0,0,0,0,0,0,778,1666,1510,2614,1827,2517,2920,1881,915,16632,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,6,0,3,0,0,0,22,0,0,0,0,0,0,3,0,0,9,0,0,0,13,5,8,3,0,3,43,0,0,0,0,3,6,4,9,0,17,0,0,0,5,0,0,7,4,0,19,0,3,7,39,69,117,253,179,71,738,0,0,0,4,0,3,5,4,0,12,0,0,0,3,0,6,0,3,0,17,0,0,3,4,8,8,38,21,8,89
1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,4,0,0,0,12,0,10,15,38,10,11,9,8,5,104,39,66,87,201,96,107,102,101,55,850,707,1291,1259,2772,1475,1485,1206,803,445,11441,0,0,3,0,3,0,0,0,0,6,1328,2495,2434,4662,2453,2358,1838,1060,514,19141,0,0,0,15,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,4,0,0,0,6,5,0,3,0,0,13,0,0,0,5,3,3,5,0,0,20,0,0,0,4,3,0,4,3,0,12,0,0,3,30,13,9,0,3,0,62,0,0,0,4,0,3,3,0,0,12,0,0,0,3,0,0,3,3,0,12,3,7,8,50,74,94,115,59,29,439,0,0,3,12,7,7,0,0,0,30,0,3,3,3,3,0,3,0,0,15,0,0,0,5,9,4,19,8,11,59
1014,0,0,3,9,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,11,5,4,7,4,0,41,22,47,60,146,84,103,107,83,53,703,532,1073,1023,2052,1186,1286,1127,832,485,9604,0,0,0,0,0,0,0,0,0,0,1063,2208,1945,3522,1928,2056,1759,1178,607,16261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,7,0,0,0,3,0,3,0,0,0,7,0,0,0,3,8,3,0,0,0,19,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,35,46,51,57,50,24,275,0,0,0,6,0,0,0,0,0,15,0,0,0,0,0,5,3,0,0,6,0,0,0,0,0,7,10,8,0,30
1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,10,4,0,0,0,0,23,0,13,28,79,52,31,8,6,0,236,49,109,93,244,104,125,109,92,67,984,669,1268,1122,2565,1169,1058,828,642,381,9703,0,10,14,50,23,6,4,0,0,111,1237,2070,1734,3129,1604,1474,906,631,278,13067,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,0,0,0,12,0,3,3,27,11,3,7,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,10,0,8,16,39,36,23,32,11,11,174,0,12,22,60,30,24,10,11,0,165,0,0,0,3,0,0,0,0,0,10,0,0,3,9,0,8,0,7,0,28
1016,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,10,3,7,4,3,40,37,93,66,166,106,123,100,71,32,796,462,950,824,1535,900,1060,878,506,327,7443,0,0,0,0,0,0,0,0,0,0,838,1778,1580,2703,1446,1624,1335,703,385,12391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,0,0,3,15,0,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,35,48,79,40,19,238,0,0,0,4,3,5,0,0,0,14,0,0,0,0,0,0,3,0,0,3,0,0,0,3,6,0,12,10,3,36
1017,0,0,0,12,6,3,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,6,0,3,20,46,15,21,13,10,0,133,50,85,166,273,159,173,115,97,80,1193,767,1698,1883,3453,1951,1976,1451,999,655,14835,0,0,0,0,0,0,0,0,0,0,1450,3240,3224,5497,3011,3025,2138,1333,736,23653,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,10,8,5,3,3,0,38,0,0,0,0,0,3,0,0,0,3,5,0,12,26,10,4,3,0,0,61,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,3,3,0,0,12,0,11,14,83,102,119,128,65,38,570,0,0,3,3,3,0,4,0,0,15,0,0,0,6,6,4,6,0,0,24,0,0,4,19,22,25,34,8,4,105
1018,0,0,7,12,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,11,3,9,0,45,30,61,59,130,69,85,97,61,36,627,373,669,664,1381,803,877,804,539,242,6345,0,0,0,3,0,0,0,0,0,4,693,1242,1304,2375,1249,1360,1159,695,277,10359,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,15,8,11,10,0,0,46,0,0,0,0,0,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,29,50,58,75,58,30,298,0,0,0,12,5,4,4,0,0,19,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,4,20,9,3,34
1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,13,0,3,3,0,0,15,0,5,12,35,30,20,31,30,12,177,25,36,55,108,77,116,134,74,44,674,616,1313,1386,2434,1531,1649,1573,1062,548,12110,0,0,0,0,0,0,0,0,0,3,1214,2550,2505,4005,2330,2471,2118,1376,642,19214,3,4,0,17,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,7,10,5,4,0,0,42,0,0,0,10,0,0,7,3,0,22,0,0,5,3,10,9,3,4,0,41,0,0,0,0,3,6,0,3,0,20,0,0,0,0,0,4,3,0,0,7,3,19,23,64,126,153,207,171,72,829,0,0,0,10,7,3,9,0,0,42,0,3,0,0,5,3,3,3,3,17,0,0,3,3,3,5,25,26,7,76
1020,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,7,0,5,0,11,5,7,3,6,3,39,33,60,63,146,74,86,63,57,15,609,482,771,644,1530,764,644,561,390,208,6003,0,0,0,0,0,0,0,0,0,0,893,1469,1145,2526,1198,950,809,502,232,9718,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,12,0,0,0,0,0,4,0,0,0,4,0,0,0,8,7,3,0,0,0,21,0,0,0,0,3,0,0,3,0,13,0,0,0,3,0,0,0,0,0,3,0,4,9,24,37,40,35,52,16,207,0,0,3,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,4,22
1021,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,3,9,3,0,0,0,0,14,0,6,8,19,8,3,3,3,0,48,19,49,36,109,56,46,43,26,10,397,464,872,740,1612,790,621,446,254,96,5889,0,0,0,0,0,0,0,0,0,0,921,1607,1336,2798,1360,1050,700,359,119,10242,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,25,7,4,0,0,0,50,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,24,33,43,28,18,3,148,0,0,0,8,0,3,0,0,0,13,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,3,3,0,0,13
