region_id,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
LGA13650,78,13,91,661,249,25,935,2217,276,3428
LGA13660,113,20,133,770,253,32,1055,2705,262,4022
LGA13700,73,16,89,520,180,24,724,1943,221,2888
LGA13800,724,129,866,11006,4100,529,15635,30069,3283,48987
LGA13850,57,6,63,438,151,15,604,1568,187,2359
LGA13950,1144,426,1585,16498,4799,380,21677,49966,6769,78412
LGA14000,3110,655,3815,28115,9153,1239,38507,82157,5735,126399
LGA14100,566,73,644,2140,829,86,3055,7039,599,10693
LGA14150,1801,301,2125,12778,4323,325,17426,43452,3983,64861
LGA14200,230,132,366,2432,940,145,3517,8079,1062,12658
LGA14250,29,6,35,221,77,15,313,779,115,1207
LGA14300,68,27,95,817,318,34,1169,2475,1102,4746
LGA14350,614,103,717,3649,1511,201,5361,15021,2281,22663
LGA14400,521,90,615,2955,1585,241,4781,10797,899,16477
LGA14450,1050,177,1241,9303,2804,203,12310,30773,2875,45958
LGA14500,2848,583,3482,19889,6736,795,27420,54900,4461,86781
LGA14550,166,33,205,1282,591,74,1947,4976,546,7469
LGA14600,138,20,158,994,416,46,1456,3210,431,5097
LGA14650,3986,788,4816,30114,15025,1575,46714,97546,9570,153830
LGA14700,635,118,764,5737,1616,229,7582,16616,1339,25537
LGA14750,141,45,190,1665,670,77,2412,5116,896,8424
LGA14800,471,154,630,8883,2450,401,11734,28556,3121,43411
LGA14850,752,104,865,6610,2754,471,9835,22341,2175,34351
LGA14870,308,73,384,2936,1265,171,4372,10366,1648,16386
LGA14900,1247,296,1557,30413,8001,824,39238,86317,12341,137896
LGA14920,147,22,169,1039,384,47,1470,4087,465,6022
LGA14950,78,13,91,455,222,18,695,1513,159,2367
LGA15050,882,160,1054,12253,4822,631,17706,31569,3378,52653
LGA15150,673,173,859,7000,2224,311,9535,20139,2557,32231
LGA15200,731,162,903,10815,3426,521,14762,44704,5799,65265
LGA15270,371,90,461,3467,1151,154,4772,11502,1519,17793
LGA15300,143,23,166,2095,721,149,2965,6131,1187,10283
LGA15350,688,135,837,4557,1494,181,6232,14274,1926,22432
LGA15500,123,26,149,978,426,48,1452,3864,454,5770
LGA15550,24,3,27,367,127,18,512,1085,151,1748
LGA15650,139,32,171,2789,950,122,3861,7002,1327,12190
LGA15700,517,110,627,2360,1033,132,3525,10590,1215,15330
LGA15750,198,31,229,2050,736,117,2903,6281,871,10055
LGA15800,133,25,161,825,417,44,1286,2927,449,4662
LGA15850,73,20,96,973,422,62,1457,3126,429,5012
LGA15900,3151,671,3865,22384,10285,1320,33989,80718,8518,123225
LGA15950,832,223,1074,7401,3131,234,10766,39236,5352,55354
LGA16100,68,10,78,802,319,27,1148,2509,366,4023
LGA16150,662,104,770,6293,2412,342,9047,18284,2301,29632
LGA16180,88,15,106,2545,828,114,3487,6974,798,11259
LGA16200,300,63,370,2248,857,138,3243,6983,1091,11317
LGA16250,2362,652,3050,26799,7347,726,34872,88573,11857,135302
LGA16350,1448,423,1894,30829,11523,1477,43829,85705,10222,139756
LGA16370,1221,277,1518,10404,4011,555,14970,27890,2867,45727
LGA16380,1933,501,2455,10428,4247,616,15291,39999,4465,59755
LGA16400,1059,313,1379,10012,4447,584,15043,33008,4125,52176
LGA16470,334,102,442,6578,2211,284,9073,19103,2122,30298
LGA16550,2317,432,2777,18349,6039,710,25098,73132,11259,109489
LGA16610,439,124,567,3231,1300,169,4700,11286,1460,17446
LGA16650,2085,364,2476,14681,4769,346,19796,53598,7018,80412
LGA16700,2056,408,2499,16588,4893,554,22035,58474,5413,85922
LGA16900,788,120,919,10999,4733,600,16332,30649,3063,50044
LGA16950,2023,526,2566,12762,5534,682,18978,50405,7027,76410
LGA17000,235,30,268,4187,1417,210,5814,10675,1176,17665
LGA17050,57,7,70,1184,318,61,1563,3623,834,6020
LGA17100,559,97,669,5152,1436,110,6698,19938,2807,29443
LGA17150,3763,790,4598,36445,15053,1676,53174,107806,9510,170490
LGA17200,995,430,1442,12631,5619,412,18662,115917,22879,157458
LGA17310,956,218,1186,8839,3583,443,12865,28012,3620,44497
LGA17350,141,26,170,840,393,46,1279,3002,319,4600
LGA17400,126,28,154,854,372,47,1273,3746,493,5512
LGA17420,1572,223,1835,31679,11000,1183,43862,83925,5792,133579
LGA17450,73,13,86,451,162,29,642,1774,321,2737
LGA17500,215,50,271,1707,640,79,2426,5653,648,8727
LGA17550,2252,633,2902,12421,4899,701,18021,45967,5957,69945
LGA17620,241,43,287,2348,788,111,3247,6792,809,10848
LGA17640,122,21,147,1047,429,49,1525,3939,419,5883
LGA17650,63,22,88,1002,376,39,1417,3021,324,4762
LGA17700,17,7,27,167,58,8,233,603,79,915
LGA17750,929,190,1130,9582,3597,486,13665,30338,2882,46885
LGA17800,80,19,99,529,235,22,786,2150,326,3262
LGA17850,69,8,77,451,141,19,611,1706,143,2460
LGA17900,56,17,76,813,310,47,1170,3247,665,5082
LGA17950,41,6,47,398,168,18,584,1436,162,2182
LGA18000,3251,588,3877,26055,8562,1199,35816,70027,6588,112431
LGA18020,225,40,268,1345,510,78,1933,4991,728,7652
LGA18050,1068,300,1386,9000,2988,409,12397,34301,6992,53690
LGA18100,82,16,98,509,221,19,749,1996,233,2978
LGA18150,135,14,158,1182,495,40,1717,3999,1032,6748
LGA18200,67,39,106,1001,420,50,1471,3322,479,5272
LGA18250,1312,177,1510,12412,3014,467,15893,35265,3339,54497
LGA18350,934,228,1168,6936,2845,351,10132,23184,2470,35786
LGA18400,387,73,466,7900,2725,377,11002,20182,2092,33276
LGA18450,3550,681,4265,30291,13909,1668,45868,100107,10771,156746
LGA18500,1167,354,1544,7264,3106,205,10575,28161,5369,44105
LGA18550,2946,857,3834,23969,9779,1286,35034,74882,9505,119421
LGA18710,155,63,221,2711,986,143,3840,7067,796,11703
LGA18750,267,57,324,1966,697,96,2759,5953,818,9530
LGA19399,14,0,14,195,42,3,240,681,57,978
LGA19499,69,52,121,1112,551,45,1708,7209,2821,11738
