SED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
SED10054,0,0,9,193,2320,2556,2147,1050,188,204,208,332,132,16,161,9523,12,10,9,15,60,24,14,3,0,0,0,0,0,0,4,144,0,0,0,14,15,13,22,9,6,3,4,0,0,0,0,93,0,0,4,16,83,54,69,38,3,8,0,3,8,0,0,297,0,0,13,20,88,109,222,67,20,6,15,18,5,0,12,590,0,0,0,0,6,11,13,7,0,0,6,12,0,0,0,56,0,0,4,0,24,30,67,35,10,3,0,5,0,0,3,187,14,85,464,203,146,58,50,32,0,3,7,6,0,0,39,1108,0,5,7,10,9,18,38,14,3,4,7,3,0,0,5,121,0,0,0,66,167,96,46,18,4,5,5,8,0,0,11,428,44,178,539,718,1227,1555,1602,790,251,228,195,160,67,15,347,7918,124,432,1584,1877,5988,8083,10691,5612,1310,1196,1139,1343,467,95,944,40870
SED10055,0,0,4,183,699,440,346,139,17,17,23,39,18,6,25,1943,3,5,7,16,57,27,13,8,0,0,0,0,0,0,0,134,0,0,6,13,17,15,16,3,0,0,0,0,0,0,0,69,0,0,0,39,79,78,89,12,3,0,3,4,0,0,0,322,0,3,8,14,103,83,71,40,15,0,5,5,0,0,6,344,0,0,0,0,9,12,6,8,3,0,0,0,0,0,0,48,0,0,0,7,32,30,51,22,3,5,8,8,0,0,5,179,34,120,636,414,386,131,147,107,9,10,7,10,9,4,29,2049,0,4,6,12,19,28,21,18,8,0,5,9,0,0,0,136,0,0,0,164,354,150,82,69,16,7,7,5,3,0,25,888,66,249,628,983,1079,916,745,347,108,80,55,56,16,10,115,5449,207,893,2433,2820,4459,4546,4888,2328,580,467,263,319,123,56,437,24826
SED10056,0,0,0,3,50,48,104,228,46,68,61,126,26,19,14,791,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,4,0,0,0,0,0,0,0,0,0,18,0,0,8,10,4,30,95,66,11,12,14,31,9,27,12,318,0,0,0,0,3,6,29,16,3,7,12,4,9,0,3,104,0,0,0,0,0,0,15,25,9,13,39,52,13,0,0,164,0,0,0,0,11,5,37,23,11,3,10,10,6,0,6,125,56,204,378,157,96,68,88,67,15,9,12,31,15,0,70,1262,0,0,5,7,13,7,14,17,6,0,7,7,6,0,6,93,0,0,0,3,0,5,13,18,6,0,3,3,0,0,3,51,12,60,82,62,127,157,261,202,50,55,78,106,57,39,73,1423,241,911,898,448,592,775,1719,1485,486,575,772,1025,349,118,441,10833
SED10057,0,0,9,9,66,53,56,51,17,14,23,31,22,8,24,361,6,0,8,7,18,0,0,0,0,0,0,0,0,0,4,49,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,25,0,0,19,33,30,35,47,17,5,0,4,10,0,3,3,211,0,3,3,0,4,7,7,5,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,3,7,8,33,20,0,4,11,8,0,0,12,116,147,382,925,445,276,132,201,55,3,16,4,6,8,0,148,2758,6,3,22,23,22,12,31,26,3,3,7,4,5,0,15,176,0,0,0,5,13,0,8,10,0,0,0,9,0,0,0,57,48,121,170,166,110,85,108,62,6,12,20,23,7,9,40,994,335,869,1518,1058,878,544,842,472,109,121,155,178,79,34,376,7563
SED10058,0,0,0,21,80,54,74,68,17,24,34,31,9,7,15,439,7,7,10,4,33,8,3,4,0,0,0,3,0,0,0,90,0,0,0,9,9,4,11,14,3,7,0,8,5,0,0,63,5,3,7,29,54,61,93,35,8,19,7,11,4,0,3,332,0,0,3,6,14,11,25,8,4,6,0,3,0,3,6,85,0,0,0,0,0,10,10,0,5,4,0,4,0,0,0,33,0,0,4,8,11,22,45,46,7,10,10,8,4,0,0,174,66,197,469,318,298,241,427,224,46,51,35,72,52,24,65,2572,0,4,13,35,30,50,101,73,8,7,28,35,23,21,10,446,0,0,0,18,29,17,24,48,11,18,9,9,0,0,19,201,46,67,148,173,136,195,314,251,64,74,100,135,74,13,53,1851,231,675,1162,1051,1159,1084,1825,1324,344,403,464,546,260,109,292,10911
SED10059,0,0,7,38,150,124,107,100,27,29,36,56,30,3,13,710,0,3,3,12,52,26,21,19,0,5,13,8,3,6,12,189,0,0,13,25,47,64,72,44,10,14,21,18,22,10,9,367,0,0,7,53,72,124,130,56,14,14,16,17,19,8,3,524,0,0,7,15,28,40,49,18,3,0,6,12,4,0,3,201,0,0,0,7,25,32,47,40,21,12,24,28,9,0,6,258,0,0,0,11,59,84,239,214,78,73,47,62,22,6,29,921,15,97,376,352,505,659,1005,675,142,161,170,240,94,27,88,4616,0,3,28,52,81,117,223,190,62,56,48,93,77,23,21,1087,0,0,0,140,190,120,98,89,30,52,47,30,27,3,24,850,35,86,368,564,537,750,738,762,305,360,411,591,221,41,132,5900,95,479,1548,1987,3147,3808,5015,4160,1367,1540,1754,2386,1141,319,675,29417
SED10060,0,0,11,66,131,93,147,93,39,57,56,49,23,13,11,788,6,11,10,19,73,24,50,69,5,19,20,22,4,3,3,343,5,8,13,37,53,62,96,45,13,22,19,24,12,4,8,421,4,6,41,122,191,276,310,147,37,55,65,78,38,16,17,1393,0,4,15,27,72,45,59,15,5,3,7,5,0,0,0,262,0,0,0,11,60,75,55,28,10,15,15,16,10,7,3,310,0,0,0,18,31,53,147,88,30,26,21,18,5,5,6,442,109,225,611,666,681,738,1417,952,186,227,211,180,122,49,102,6465,5,9,38,79,113,176,231,228,41,53,83,90,68,33,25,1276,0,0,9,59,52,19,33,36,11,4,17,17,13,0,7,287,97,123,243,315,429,549,977,1002,334,362,364,382,179,50,74,5484,381,705,1561,2304,3817,4186,6277,4658,1166,1396,1462,1615,862,328,450,31176
SED10061,0,0,0,5,33,16,86,105,19,15,35,35,8,14,19,389,0,0,0,0,5,0,4,3,0,0,0,0,0,0,0,20,0,5,0,0,0,0,5,3,0,0,0,5,0,0,0,26,0,3,6,11,21,50,68,18,0,0,9,10,5,0,0,219,0,0,0,0,12,4,16,28,10,14,16,12,0,0,0,116,0,0,0,0,0,3,5,7,0,9,9,20,0,0,5,59,0,0,0,0,3,8,45,8,5,4,8,3,5,0,6,94,52,157,479,238,134,96,156,74,16,11,18,17,4,4,74,1532,5,7,18,29,20,29,122,45,6,16,9,14,6,0,13,335,0,0,0,3,10,5,24,24,10,13,4,19,5,0,8,125,19,45,88,102,62,80,193,134,35,66,94,152,66,18,53,1206,122,368,749,626,567,529,1185,817,222,334,583,892,252,87,291,7618
SED10062,0,0,4,63,239,211,237,175,39,53,63,62,24,0,14,1189,6,5,3,12,32,11,17,14,4,0,0,4,0,0,4,119,0,0,21,19,32,24,31,18,0,9,3,0,4,0,0,154,0,3,10,36,80,59,53,24,4,5,10,4,4,0,4,305,0,6,5,8,30,23,14,9,0,9,3,0,0,0,6,113,0,0,0,4,39,44,30,30,9,4,3,5,0,0,0,171,0,0,0,9,39,52,101,61,11,9,17,5,7,0,5,312,51,120,342,218,188,112,237,106,25,8,34,28,5,4,48,1533,4,0,5,27,21,37,49,48,11,3,7,5,3,3,8,248,0,0,3,138,185,72,74,38,11,21,10,14,6,3,19,600,53,127,332,584,530,639,440,275,88,88,67,89,28,0,81,3417,212,908,2507,2591,4458,5060,5822,2909,729,746,854,764,264,53,741,28614
SED10063,0,0,0,14,39,43,93,120,22,13,36,46,8,0,16,457,15,4,4,0,5,4,0,0,0,0,0,0,0,0,0,38,0,0,0,4,0,3,10,4,0,6,0,0,7,0,3,41,0,0,7,13,21,41,105,51,8,11,17,11,15,0,9,304,0,0,0,6,3,12,17,14,3,11,6,10,0,0,0,88,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,21,0,0,0,0,6,12,29,28,7,3,3,11,0,0,10,120,59,176,404,191,110,106,155,96,7,18,4,13,6,3,53,1402,5,3,17,12,10,26,34,25,8,14,0,3,5,0,5,152,0,0,0,6,3,9,13,15,0,3,6,3,3,0,0,56,37,46,71,72,81,71,208,145,43,20,33,29,26,9,28,925,198,423,736,550,555,555,1208,1007,248,267,265,256,141,27,205,6644
SED10064,0,0,5,8,60,42,51,63,23,15,16,18,3,0,15,318,3,4,4,0,7,0,0,4,0,0,0,0,0,0,6,29,0,0,6,10,5,0,0,4,0,0,0,0,0,0,0,31,0,3,14,37,43,26,43,14,8,3,3,0,0,0,3,195,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,20,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,24,0,0,3,0,10,10,25,25,8,0,10,4,8,4,12,113,119,336,873,450,300,156,210,93,12,6,14,6,3,3,146,2740,0,6,15,41,43,22,44,14,12,0,6,4,4,4,4,225,0,0,0,7,0,5,5,0,4,5,0,0,0,0,19,45,29,92,135,135,131,80,106,69,18,8,18,30,20,0,50,927,253,697,1342,1048,1003,534,787,462,121,97,109,144,64,16,433,7114
SED10065,0,0,13,87,360,336,439,408,114,108,145,217,67,16,36,2332,5,3,0,13,116,21,32,13,7,3,4,8,0,0,4,234,0,5,0,22,51,39,86,44,15,12,14,11,9,3,11,322,0,0,5,31,63,53,97,28,18,31,7,20,13,0,0,367,0,3,11,27,157,195,226,118,45,44,36,63,19,7,16,975,0,0,4,0,66,99,72,104,23,23,23,20,14,0,8,461,0,4,6,11,39,69,138,80,27,24,11,16,7,3,8,439,33,116,285,203,187,133,204,142,29,30,31,26,6,3,51,1485,0,0,13,24,15,39,64,54,13,17,28,21,21,6,11,327,0,0,4,192,244,103,78,84,36,34,26,28,23,0,22,876,48,74,284,526,722,832,1039,689,346,366,334,335,138,56,95,5880,172,597,1507,2353,5893,7915,13338,9902,3320,3900,4529,4875,1808,500,1018,61616
SED10066,0,0,8,58,237,210,217,167,46,54,38,63,21,0,18,1133,7,3,18,14,44,15,14,7,7,3,0,0,0,0,0,132,0,0,4,18,12,10,17,12,0,6,0,0,3,0,0,71,0,4,13,50,72,42,59,23,4,8,0,9,0,0,6,298,0,0,12,16,34,41,82,46,11,10,19,13,5,0,8,295,0,0,0,0,0,17,13,13,0,4,0,3,0,0,0,55,0,0,0,7,21,40,83,72,8,9,13,11,7,3,10,288,78,284,1098,755,570,224,281,159,21,12,12,20,20,6,69,3617,0,0,12,25,14,17,55,27,8,11,13,0,0,4,5,194,0,0,0,12,24,13,49,33,6,7,7,9,4,0,7,159,63,147,354,331,336,319,514,250,58,58,54,45,18,11,68,2619,269,827,2070,1875,2117,1875,3240,2040,414,429,439,487,198,49,349,16664
SED10067,0,0,6,28,52,47,38,38,6,12,8,21,4,4,4,277,4,4,4,12,48,16,19,14,3,8,0,0,0,0,0,134,3,6,7,13,12,14,31,14,9,5,0,8,3,0,8,134,5,7,29,75,132,197,331,140,35,32,33,34,21,4,10,1084,0,0,8,14,7,4,0,0,0,0,0,0,0,0,0,39,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,25,0,0,0,16,7,16,50,25,0,3,5,10,5,0,12,153,128,369,981,806,897,843,1602,691,101,67,54,70,54,23,170,6862,7,12,43,78,100,104,172,74,29,21,27,42,25,9,17,756,0,0,3,33,21,11,18,18,0,0,5,4,0,0,5,114,75,124,320,302,342,452,671,367,120,98,85,94,59,4,58,3159,394,969,2096,1990,2433,2450,3812,1745,408,314,309,373,239,66,428,18031
SED10068,0,0,4,8,63,45,70,60,20,19,27,33,7,4,14,382,4,3,8,6,14,6,14,4,3,0,0,0,0,3,0,63,0,0,6,9,9,0,8,0,0,0,0,3,0,0,7,41,8,4,13,28,47,47,124,35,5,10,6,5,0,8,13,357,4,3,6,3,8,5,12,19,0,0,0,4,0,0,0,63,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,12,0,0,0,0,12,14,37,22,6,10,3,6,0,0,6,135,154,483,1111,656,393,292,457,203,29,41,32,48,18,3,179,4102,0,7,14,41,34,33,57,52,7,0,3,15,7,3,9,282,0,0,0,6,8,5,13,16,0,5,0,3,7,0,5,78,59,128,200,190,139,95,193,127,34,37,31,30,11,8,32,1309,334,1014,1785,1398,1178,867,1504,886,187,241,204,231,100,44,382,10352
SED10069,0,0,0,14,73,34,57,51,5,11,18,18,14,0,10,308,7,3,3,7,29,8,10,3,0,0,0,0,0,0,0,73,0,0,3,16,5,4,0,3,0,0,0,0,5,0,0,46,0,3,19,51,52,42,109,42,3,4,4,9,0,7,7,360,0,0,0,3,11,0,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,13,0,0,0,0,11,17,51,36,11,13,12,9,5,4,3,179,145,401,1018,580,445,231,413,223,13,18,27,31,40,24,115,3725,4,4,5,23,38,31,54,32,8,5,13,11,16,3,9,245,0,0,0,5,10,3,7,10,0,4,5,3,4,4,3,67,48,105,231,231,133,88,144,88,15,24,22,17,11,3,45,1200,358,903,1727,1368,1229,738,1241,700,132,160,185,176,122,55,325,9410
SED10070,0,0,10,176,479,421,367,182,32,41,40,44,28,4,22,1845,8,3,11,20,73,27,3,5,0,0,0,0,0,0,12,171,0,6,0,14,22,14,35,19,0,6,0,4,0,0,0,118,0,0,3,31,41,32,45,13,4,3,0,0,0,0,3,179,0,5,13,25,228,574,881,525,56,56,55,58,29,7,55,2574,0,0,0,0,17,16,9,9,6,9,6,0,0,0,0,62,0,0,0,13,39,38,34,25,8,9,9,0,0,5,3,179,16,105,317,161,97,65,75,30,4,10,3,7,0,4,40,931,0,0,4,18,21,30,26,23,5,4,4,0,3,5,3,141,0,0,4,335,639,316,189,117,25,14,17,16,10,3,116,1795,151,444,909,1645,1343,1069,839,643,503,264,179,153,46,15,219,8414,301,1278,2863,3830,4947,6242,9210,5644,2171,1733,1568,2032,599,127,1009,43555
SED10071,0,0,7,247,1262,1001,1207,602,141,108,149,176,74,12,70,5058,3,0,6,14,82,36,33,11,0,0,0,0,0,0,0,208,0,0,0,9,43,43,119,54,23,16,17,19,9,5,0,362,0,0,0,32,114,188,443,164,83,61,63,111,31,5,11,1311,0,0,14,31,259,446,797,433,81,74,45,49,25,5,25,2282,0,0,0,0,16,58,36,27,7,4,5,0,0,0,8,161,0,0,0,0,24,53,110,44,4,11,7,12,5,0,13,282,23,117,327,251,273,190,419,274,64,42,42,39,14,5,38,2117,0,0,0,14,24,48,115,97,23,31,25,25,16,9,15,440,0,0,0,45,65,19,37,47,7,20,12,6,0,3,35,308,43,163,387,496,636,855,1298,739,174,231,172,158,84,25,143,5597,127,488,1238,1807,5041,7982,17926,10374,2555,2506,2363,2224,913,241,941,56735
SED10072,0,3,15,80,289,260,319,296,96,85,112,141,52,12,30,1784,3,0,9,10,68,30,46,50,21,10,11,5,3,0,4,273,0,0,3,16,29,25,64,35,12,12,5,6,4,4,7,215,0,5,9,44,68,48,53,38,9,16,12,0,12,0,4,310,0,0,3,13,15,20,16,12,0,3,11,3,5,9,6,120,0,0,0,0,36,51,39,67,20,13,8,12,5,0,4,257,0,0,3,3,43,86,283,238,62,27,32,42,12,3,40,875,30,77,280,182,198,174,274,226,60,43,47,29,12,6,54,1700,0,0,3,14,24,32,64,63,14,13,12,19,16,6,5,290,0,4,0,155,223,113,170,158,62,77,56,62,35,4,41,1167,66,233,640,1035,879,1076,1208,1173,571,754,887,1026,221,22,228,10013,194,1378,3924,3835,4724,5016,7434,5898,1953,2226,2593,2755,787,174,1224,44106
SED10073,0,0,19,64,297,270,429,399,96,154,193,228,96,18,28,2295,0,0,4,15,76,27,31,27,9,7,7,7,0,0,0,207,0,5,15,45,78,66,117,74,7,18,20,23,22,3,6,497,0,4,9,33,75,85,134,55,41,11,19,31,24,0,10,523,0,6,15,57,185,188,153,78,29,20,39,36,17,3,18,847,0,0,3,8,129,172,131,139,38,43,38,53,15,0,9,775,0,0,0,19,56,78,200,93,27,28,23,22,9,0,10,574,51,113,324,235,234,239,282,177,28,43,14,39,12,4,40,1842,0,4,15,19,36,67,79,65,21,18,31,29,29,14,10,436,0,0,3,180,191,69,119,146,37,61,72,104,56,3,15,1056,40,84,315,472,664,720,760,813,320,360,374,364,148,22,82,5546,251,791,1850,2649,6658,7617,11640,8161,2386,2571,2675,3312,1451,320,919,53256
SED10074,0,0,27,99,427,331,364,239,55,71,90,115,27,3,33,1878,16,10,15,16,98,25,26,12,0,3,9,0,0,8,4,230,0,0,4,16,36,18,55,21,11,10,3,10,6,0,0,190,0,3,9,58,74,69,100,34,8,11,0,13,6,10,7,401,0,0,21,21,293,547,677,453,44,61,48,86,39,15,34,2344,0,0,0,3,32,22,22,23,5,8,0,9,0,0,4,126,0,0,0,12,30,38,83,42,9,8,0,9,5,0,9,240,74,166,489,304,228,146,201,105,14,19,14,18,4,5,36,1816,0,0,7,16,22,36,55,44,12,13,8,6,3,3,0,230,0,0,0,78,103,46,45,44,8,16,6,9,10,5,5,370,95,190,459,546,655,703,727,390,133,138,131,117,46,20,72,4410,292,753,1837,2092,4113,5051,8302,5229,1416,1554,1809,1967,697,172,561,35859
SED10075,0,0,3,36,146,87,94,87,27,27,29,20,12,0,21,579,0,10,7,16,61,17,10,5,0,0,0,0,0,0,8,136,0,0,0,5,6,3,18,7,5,0,0,0,3,0,3,41,0,3,10,22,26,33,89,39,12,6,9,12,3,4,0,257,0,0,4,3,8,15,24,12,0,0,0,3,0,0,5,78,0,0,0,0,0,0,5,3,3,0,0,3,0,0,0,20,0,0,0,9,12,25,72,38,13,9,11,14,0,0,0,203,122,632,2083,887,429,162,300,152,14,16,33,11,13,5,160,5016,0,0,7,34,10,22,46,31,10,6,5,3,0,0,3,170,0,0,0,31,44,16,23,27,7,0,9,9,4,0,5,178,51,317,733,748,308,284,257,157,19,23,21,25,13,6,69,3043,296,1680,3927,2628,1518,1111,1633,1100,174,172,195,186,82,28,420,15151
SED10076,0,0,0,15,74,48,46,81,23,25,19,22,19,0,12,398,4,8,15,6,37,4,3,0,0,0,0,0,0,0,0,87,0,4,8,14,4,4,3,0,0,0,0,0,0,0,0,43,3,3,22,36,30,33,49,14,0,0,0,3,9,0,3,212,0,0,0,0,6,7,5,22,4,0,5,3,0,4,0,57,0,0,0,0,7,0,5,3,0,0,0,0,0,0,0,11,0,0,0,3,10,17,42,41,16,5,8,3,8,0,13,158,157,547,1291,667,374,180,276,111,16,23,9,25,6,7,158,3845,3,0,16,41,30,30,58,35,6,3,19,8,0,8,4,260,0,0,0,5,12,10,11,13,9,0,3,0,0,0,4,72,80,210,292,293,149,111,112,71,18,14,37,34,11,3,52,1480,360,1281,2229,1518,1109,716,1006,704,193,164,181,248,106,29,382,10229
SED10077,0,0,8,83,250,236,275,255,69,99,111,187,54,3,44,1679,9,4,10,12,68,24,16,12,4,5,0,5,0,0,4,182,0,3,10,25,50,38,81,35,15,13,20,16,5,5,8,333,0,0,12,28,25,55,53,24,4,3,4,0,0,0,4,209,0,0,11,73,486,368,259,161,27,22,33,45,9,8,51,1563,0,0,0,4,95,95,116,207,74,79,81,80,23,0,20,876,0,0,0,12,53,82,201,214,75,33,46,36,6,0,34,788,13,61,171,157,124,138,189,123,28,15,16,32,12,9,32,1111,0,0,10,19,21,37,69,51,16,14,14,21,13,0,11,292,0,0,7,643,582,210,213,232,104,85,117,148,40,3,53,2453,65,167,401,678,657,565,597,468,181,227,243,248,79,9,88,4666,222,1256,2612,3624,6463,6573,10206,7648,2748,3622,5099,4856,1431,256,1394,58023
SED10078,0,0,6,57,275,202,215,193,52,64,65,82,23,8,17,1260,0,15,13,25,80,26,40,21,6,4,8,4,0,0,0,250,0,4,3,21,45,35,46,21,4,4,10,7,0,3,7,211,0,0,8,42,67,55,74,27,7,9,0,7,0,4,3,307,0,0,6,22,45,32,32,22,0,4,0,6,4,0,3,189,0,0,3,3,25,24,33,49,9,16,15,12,3,0,8,194,0,0,3,16,67,97,223,190,50,29,15,20,7,0,25,748,23,90,309,349,350,441,610,393,65,47,47,46,21,12,52,2853,0,0,25,35,58,98,110,98,34,28,28,32,9,6,11,580,0,0,3,324,608,384,216,236,54,96,64,93,38,3,91,2215,43,124,497,869,806,570,628,541,179,171,161,209,59,9,153,5005,176,1211,3117,3102,4306,3950,5060,3611,1000,1155,1236,1234,370,92,967,30589
SED10079,0,0,6,16,60,42,54,48,5,11,10,34,0,0,10,287,5,0,4,7,16,0,4,8,0,0,3,0,0,0,0,42,4,4,4,12,4,3,10,3,0,5,0,0,0,0,0,40,0,0,12,26,47,43,77,18,12,3,14,12,6,0,0,276,0,0,0,5,3,3,4,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,7,40,48,6,0,6,0,0,3,5,124,90,329,876,461,288,167,297,133,22,11,22,14,4,5,67,2785,5,4,9,17,23,38,41,29,4,5,3,10,0,3,3,193,0,0,0,11,0,5,5,17,7,0,0,3,0,0,6,50,65,138,178,185,142,80,117,69,13,33,14,13,0,3,29,1068,283,810,1459,1151,971,656,962,538,103,112,96,122,39,18,192,7518
SED10080,0,0,9,57,173,150,162,154,48,55,65,122,45,12,16,1072,11,16,9,15,70,12,38,50,11,11,15,22,15,0,4,294,0,8,16,41,73,76,107,50,19,22,19,20,23,6,10,483,0,5,22,89,132,149,175,84,17,26,33,47,26,12,7,824,0,0,16,10,42,26,31,8,9,4,5,3,7,0,7,171,0,0,0,13,71,76,99,106,37,38,40,42,24,4,19,564,0,0,3,4,71,180,1198,1357,551,365,311,423,107,14,154,4738,74,169,436,436,565,609,1082,723,214,232,259,341,165,55,98,5453,5,10,38,90,109,174,279,240,89,68,89,130,103,45,17,1486,0,0,3,123,122,69,127,181,60,79,80,70,38,5,26,977,79,143,271,455,495,657,1074,1182,464,560,698,1137,449,125,150,7940,264,633,1426,2240,3855,4756,8319,8024,2719,2910,3228,4470,1850,583,1074,46342
SED10081,0,0,0,10,42,28,124,237,30,45,38,38,11,7,18,628,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,8,4,9,4,6,0,0,0,0,0,0,0,24,0,0,0,10,9,36,50,30,5,14,10,19,8,0,4,188,0,0,0,0,0,5,10,16,0,0,0,13,4,0,0,45,0,0,0,0,0,3,15,19,14,13,24,69,12,0,9,172,0,0,0,0,7,3,18,21,4,0,8,15,4,0,9,93,45,177,344,179,84,71,116,47,13,30,11,11,0,0,57,1187,0,0,21,24,25,17,18,12,7,5,0,7,3,0,5,138,0,0,0,0,6,0,25,36,36,91,99,31,10,0,16,361,10,29,61,53,51,43,125,112,49,24,28,46,19,20,15,692,91,357,557,457,415,394,897,964,295,397,413,503,176,79,212,6220
SED10082,0,0,9,24,62,50,44,27,13,9,9,9,10,0,10,275,9,6,9,6,36,12,16,13,3,0,0,0,0,0,4,106,0,0,3,9,6,9,22,15,6,5,0,0,0,0,0,80,0,0,25,78,92,122,308,77,21,17,22,17,6,14,5,809,0,0,10,17,15,3,11,8,0,3,0,3,0,4,5,82,0,0,0,0,5,0,9,3,0,0,0,5,0,3,0,26,0,0,0,4,9,24,44,27,5,10,4,9,0,0,4,146,125,347,1053,739,654,517,1247,595,84,39,45,63,39,15,151,5729,0,0,19,46,38,53,85,68,5,16,6,8,10,6,5,366,0,0,0,11,13,4,12,14,10,5,9,0,5,0,3,81,61,145,254,283,247,183,325,204,45,33,36,38,13,12,45,1917,336,897,1815,1712,1803,1535,2904,1466,269,232,187,254,117,70,348,13937
