SED_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
SED10049,0,5,0,3,6,0,0,0,0,15,0,18,27,66,40,26,9,3,0,203,0,3,0,17,6,3,0,0,0,34,0,0,0,16,0,0,0,0,0,20,0,15,7,11,3,0,0,0,0,34,0,0,0,5,0,0,0,0,0,3,5,5,11,28,9,13,13,7,0,88,0,0,3,22,5,5,0,0,0,39,0,0,0,5,5,9,5,3,3,32,0,3,7,33,20,3,0,0,0,73,0,19,28,116,55,57,49,35,8,377,86,251,191,534,197,175,155,110,65,1770,3175,6703,5547,12106,5272,4713,3887,1984,525,43917,0,0,0,7,0,0,0,0,0,8,2919,5907,5058,10874,4853,4391,3568,1903,753,40232,0,0,0,22,3,0,0,0,0,27,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,8,0,0,0,7,3,0,0,0,0,15,0,5,0,22,7,4,9,0,0,49
SED10050,9,39,22,14,17,4,11,0,3,121,6,39,38,297,192,97,51,28,5,753,0,0,0,9,4,6,6,3,0,32,0,0,0,5,6,5,4,4,0,31,0,3,10,28,11,8,3,0,0,64,0,8,0,11,14,13,5,4,0,45,17,107,47,241,117,65,35,11,0,639,0,3,6,11,14,14,3,3,4,60,0,0,7,55,36,28,15,17,0,156,0,0,0,19,27,21,11,0,0,77,11,82,73,806,282,192,105,75,20,1650,62,135,129,431,193,155,96,62,34,1294,2420,5473,4407,11885,6232,4847,3049,1789,609,40714,0,0,0,3,3,5,0,0,0,11,2214,4325,3387,6219,3575,2798,2026,1187,601,26328,0,0,0,5,0,0,0,0,0,8,0,0,0,15,4,8,5,3,0,29,5,6,45,529,76,14,6,0,0,679,0,0,0,0,5,0,3,0,0,8,0,18,13,176,59,36,24,13,0,337
SED10051,0,11,13,34,24,22,20,4,0,118,0,20,42,157,166,79,35,23,6,537,0,0,4,24,13,10,12,7,0,73,0,0,0,54,15,14,16,0,0,101,0,4,8,39,11,8,13,0,0,89,0,0,6,33,24,28,9,11,0,119,7,29,16,85,38,21,9,7,0,223,0,5,4,57,32,27,29,8,0,167,0,3,4,30,10,9,6,3,0,69,0,0,0,6,12,9,0,3,0,33,13,81,87,846,410,427,362,250,98,2574,97,257,235,704,302,255,159,127,44,2183,2485,5095,5135,13051,5910,4930,3574,2229,818,43223,0,0,0,3,4,0,0,0,0,3,2215,4243,3553,5929,3060,2364,1595,1060,593,24602,3,4,11,85,55,23,8,4,0,193,0,0,0,12,8,16,14,6,3,58,5,7,58,653,37,16,12,9,0,802,0,4,4,11,8,6,10,4,0,36,0,4,10,62,25,9,13,0,0,126
SED10052,0,4,6,14,9,13,13,0,0,61,5,12,7,70,50,32,21,21,3,216,0,0,0,11,9,4,3,3,0,26,0,0,3,15,7,3,4,4,0,29,0,5,14,31,6,3,0,0,0,68,0,0,0,7,12,3,7,0,0,36,3,11,10,44,26,24,12,6,0,132,0,0,3,32,27,29,33,12,0,129,0,3,0,21,13,10,8,5,0,52,0,0,0,8,3,4,3,0,0,18,5,63,54,377,206,208,153,114,51,1233,54,144,131,373,195,144,123,109,69,1336,2305,5162,4593,9844,5290,4622,3744,2361,1000,38933,0,0,0,0,0,0,0,0,0,0,2138,4469,3789,6914,3687,3058,2489,1892,1116,29557,0,0,3,9,8,6,3,0,0,27,0,0,0,9,12,21,13,4,3,63,0,5,7,117,16,12,4,4,0,170,0,0,0,6,0,4,3,0,0,28,0,5,0,50,25,10,8,6,0,103
SED10053,0,0,3,11,8,7,5,0,0,39,0,25,17,57,33,29,12,10,4,181,0,3,0,27,16,10,15,3,0,73,0,0,0,30,0,0,0,0,0,35,5,10,7,19,6,4,0,0,0,52,0,0,0,9,4,4,0,0,0,20,12,32,28,63,17,35,22,15,0,219,0,0,3,15,14,6,4,0,0,41,0,0,3,4,6,15,7,3,0,40,0,0,3,13,13,4,7,0,0,44,7,22,27,238,134,142,160,128,48,903,98,264,215,705,319,380,289,136,45,2448,2626,5662,4784,11752,6080,5763,3986,1858,518,43031,0,0,0,3,0,0,0,0,0,6,2446,4515,3828,8724,4695,3956,2515,1199,435,32317,0,7,8,62,4,0,0,0,0,81,0,0,0,8,0,6,6,0,3,22,0,0,0,24,8,0,0,0,0,31,0,0,0,3,0,0,0,0,0,10,0,3,4,42,27,18,17,4,0,120
SED10054,0,10,5,6,8,10,4,3,0,43,0,7,8,53,22,29,18,6,0,147,0,8,23,118,56,42,38,9,6,307,0,0,0,8,9,5,0,0,0,23,0,0,11,26,3,0,5,0,0,48,0,3,10,46,60,54,28,20,3,220,0,9,10,19,5,10,3,5,0,61,0,4,7,31,56,53,35,5,3,198,0,0,0,0,8,0,0,5,0,12,0,5,7,11,3,3,0,0,0,30,21,99,242,719,429,441,239,138,76,2410,241,526,427,925,368,259,173,107,57,3077,3558,7450,6890,12974,5784,5026,3194,1336,358,46568,3,42,49,209,61,48,23,8,0,442,3063,5605,4339,5047,2105,1617,1089,473,199,23530,6,41,25,309,43,24,7,3,0,456,0,0,0,17,16,19,11,7,0,70,0,0,0,4,4,0,0,0,0,6,0,0,4,22,11,8,9,0,0,46,0,0,4,8,0,0,0,0,0,15
SED10055,0,6,6,8,7,0,3,0,0,37,0,3,6,33,43,33,26,6,0,153,0,3,3,47,16,45,36,10,0,167,0,3,0,10,4,4,3,0,0,23,0,4,3,33,11,5,0,0,0,56,0,3,0,22,32,32,11,6,0,110,3,6,3,24,10,11,10,4,0,66,0,3,13,107,115,83,55,7,3,395,0,0,0,0,3,10,3,0,0,31,0,0,9,6,11,8,0,0,0,38,0,54,97,366,315,339,244,100,24,1543,94,237,223,434,185,170,110,58,13,1523,3066,6778,6318,11605,5678,5249,3401,1216,269,43580,0,5,21,62,15,12,7,0,0,122,2771,5839,5097,7927,3613,2771,1322,408,141,29889,0,4,3,30,3,4,0,0,0,46,0,0,0,37,21,15,11,8,0,93,0,0,0,11,0,0,0,0,0,16,0,0,7,77,51,47,17,9,5,224,0,6,3,10,9,5,6,8,0,33
SED10056,0,0,0,0,0,0,0,0,0,5,5,16,19,46,22,25,11,4,0,149,0,6,3,29,9,0,0,0,0,56,0,0,4,59,0,0,0,0,0,54,0,5,3,10,3,0,0,0,0,28,0,0,0,13,8,12,6,3,0,46,0,0,4,7,9,5,0,0,0,32,0,0,3,8,3,5,0,0,0,20,0,0,0,6,3,0,0,10,0,20,0,4,5,14,8,11,0,0,0,43,4,17,25,212,72,59,55,34,16,481,182,495,417,992,550,605,589,330,154,4304,2561,5571,4834,9813,5272,5880,5298,2881,966,43080,0,8,3,9,4,0,0,0,0,23,2232,4579,3760,6912,4105,4655,3840,2296,1031,33414,0,0,0,13,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,3,0,0,0,15,0,0,0,6,0,0,0,0,0,5,0,0,0,8,3,3,4,0,0,18
SED10057,0,0,0,4,0,0,0,0,0,7,7,9,9,17,18,17,28,14,6,110,0,0,0,6,0,3,4,4,0,11,0,0,0,0,0,0,0,0,0,6,0,5,4,6,4,0,0,0,0,20,0,0,0,0,0,0,4,0,0,3,0,4,9,14,5,16,22,7,3,78,0,4,0,4,3,0,0,0,0,19,0,0,0,5,5,7,13,6,0,37,0,0,0,0,3,5,6,3,0,21,0,9,11,54,43,46,85,77,26,358,97,301,223,444,338,444,478,333,121,2780,1579,4269,3427,6123,4139,5531,6438,3884,1196,36588,0,0,0,0,0,0,0,0,0,0,1521,3639,2894,5653,3678,5048,5158,3052,1485,32127,0,0,0,7,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,20,0,0,0,0,5,0,0,0,0,7,3,3,0,24,9,9,12,5,0,70
SED10058,3,0,3,15,0,9,0,6,0,31,0,3,7,62,31,29,16,0,3,151,0,3,7,18,9,0,0,4,0,50,0,0,0,13,0,0,3,0,0,13,0,8,6,24,5,3,3,0,0,41,0,0,0,5,9,4,0,0,0,20,10,21,20,79,28,26,13,6,0,208,0,12,8,35,18,12,10,0,0,94,0,3,0,9,9,10,7,4,4,46,0,4,6,21,6,0,3,0,0,42,7,42,41,234,88,70,62,51,20,630,56,138,259,571,266,243,227,132,54,1947,1917,4061,4874,11894,4870,4871,4011,1969,663,39119,0,4,6,10,0,0,0,0,0,15,1786,3427,4589,9411,4006,4104,3221,1684,864,33101,0,3,3,19,0,0,0,0,0,24,0,0,0,13,0,8,8,3,0,30,0,0,0,60,9,0,0,0,0,72,0,0,0,10,4,0,3,0,0,19,0,6,3,67,21,15,14,3,0,128
SED10059,4,4,35,68,24,16,9,3,0,172,0,3,34,168,41,19,14,4,0,291,0,0,13,64,13,9,6,3,0,102,0,0,14,86,7,0,8,5,0,116,6,12,33,264,47,20,15,6,0,398,0,5,5,83,11,13,7,6,0,131,17,25,62,267,83,50,22,16,0,540,0,3,46,132,68,58,43,19,6,363,0,0,3,42,13,4,6,0,0,70,0,0,0,14,5,10,0,0,0,31,9,31,132,1064,281,214,188,180,61,2168,38,86,331,1172,394,332,218,128,57,2769,1430,2382,5495,18637,5537,4141,2486,1210,388,41704,0,0,0,3,0,0,0,0,0,4,1181,1955,3828,9072,2674,1768,978,380,162,22008,0,0,15,33,3,5,0,0,0,62,0,0,0,15,0,6,4,4,0,31,0,0,20,159,17,7,6,0,0,209,0,0,3,12,4,0,4,0,0,19,3,3,15,150,28,11,5,0,3,226
SED10060,3,34,29,51,21,14,14,7,4,175,5,18,25,306,105,75,103,29,13,678,0,4,0,61,14,17,16,4,0,124,5,13,7,72,13,8,8,0,0,121,0,5,19,83,17,12,0,0,0,136,0,7,0,47,15,8,7,0,0,80,23,79,52,180,86,75,46,25,0,574,4,0,8,34,24,9,6,11,0,97,0,5,0,31,14,12,9,6,0,78,0,0,3,19,13,17,9,0,0,66,17,91,75,839,224,164,140,97,39,1683,48,118,107,529,181,176,135,121,64,1481,1780,3405,3403,12874,4806,4266,3427,2284,694,36943,0,0,0,3,0,0,0,0,0,0,1615,2498,2578,6636,2723,2535,2459,1669,674,23392,0,0,0,18,0,0,0,0,0,20,0,0,0,12,5,0,0,4,0,26,0,3,13,297,39,9,5,0,0,373,0,0,5,9,3,0,0,0,0,18,6,3,21,99,39,43,28,15,0,242
SED10061,0,0,5,5,0,0,0,0,0,11,0,9,17,27,24,11,10,3,0,108,0,3,0,26,7,3,3,0,0,49,0,0,0,17,0,0,0,0,0,17,0,4,0,9,0,4,0,0,0,25,0,0,0,0,3,0,0,0,0,10,3,18,11,44,19,19,20,9,0,150,0,6,0,26,10,6,3,0,0,54,0,0,0,4,3,5,6,0,0,23,0,0,4,8,5,3,3,3,0,29,5,41,41,170,56,42,55,37,11,460,232,574,677,1049,532,596,491,344,112,4614,2274,5123,4879,8609,4558,5338,4617,2766,745,38913,0,0,0,0,0,0,0,0,0,3,1811,4233,4022,6613,3861,4351,3662,2383,932,31870,0,3,0,29,4,0,0,0,0,47,0,0,0,0,0,0,3,0,0,3,0,0,8,24,5,0,0,0,0,34,0,0,0,4,0,0,0,0,0,3,0,0,7,21,6,8,15,7,0,68
SED10062,0,4,5,22,6,13,12,8,0,80,0,3,9,39,32,32,21,16,3,156,0,0,0,15,13,7,14,3,0,48,0,3,6,37,9,7,9,4,0,79,0,11,11,35,10,9,9,6,0,83,0,0,3,13,6,7,0,4,0,33,5,15,19,44,18,17,10,0,4,129,0,11,16,78,48,61,25,18,3,246,0,0,0,3,8,3,3,0,0,30,0,0,0,8,5,0,4,0,0,22,7,31,62,302,207,233,176,103,31,1148,71,135,157,434,157,152,131,96,56,1378,2151,4814,5024,9940,5035,4938,3730,2140,862,38647,0,0,0,9,0,0,0,0,0,10,1845,4113,3764,5146,2947,2311,1807,1188,858,23980,0,4,9,92,14,5,0,0,0,123,0,0,0,33,14,26,11,4,3,89,0,3,0,63,18,5,7,0,0,100,0,0,0,6,9,5,0,4,0,24,0,6,10,24,5,9,5,0,0,58
SED10063,4,0,5,3,0,0,0,0,0,16,0,17,15,44,34,22,12,5,3,150,0,14,3,19,4,7,0,0,0,52,0,0,0,4,0,0,0,0,0,8,0,5,7,16,8,0,5,0,0,40,0,0,0,6,4,0,0,0,0,11,0,6,12,31,4,9,13,0,0,76,0,0,3,9,11,0,0,0,0,27,0,0,0,6,5,5,4,8,0,29,0,6,3,20,19,10,3,0,0,62,0,20,19,104,53,44,42,33,13,329,129,337,315,651,337,377,339,224,110,2823,2775,5997,4766,9198,4730,4835,4243,2438,802,39788,0,0,0,3,0,0,0,0,0,4,2319,5179,4033,8142,4174,4197,3613,2221,990,34876,0,0,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,10,4,0,3,32,4,6,0,0,0,53
SED10064,0,0,0,5,0,5,3,0,0,9,0,4,0,15,21,15,21,11,5,91,0,0,3,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,9,4,8,4,0,0,0,0,33,0,0,0,0,0,3,0,0,0,4,0,3,7,21,10,16,37,12,0,103,0,0,5,10,11,0,0,0,0,27,0,0,0,0,5,4,8,6,4,31,0,0,0,0,3,3,0,0,0,11,3,4,15,56,46,47,78,54,10,320,149,392,316,643,393,475,510,273,90,3240,1958,4701,3826,7207,4399,5861,6191,3151,939,38229,0,0,0,0,0,0,0,0,0,0,1698,4061,3202,6143,3950,5124,4601,2527,1101,32394,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,4,0,21,0,0,0,3,0,0,0,0,0,6,0,0,0,24,9,11,16,4,4,67
SED10065,0,21,19,44,19,24,11,10,0,146,0,12,13,77,35,21,15,4,0,183,5,19,38,196,68,77,55,18,12,491,0,6,13,110,25,9,15,6,0,186,0,11,15,74,7,12,4,4,0,117,0,0,4,48,32,34,21,14,0,151,10,39,22,48,20,19,8,0,0,180,0,6,32,111,71,75,54,8,3,363,0,0,0,0,5,7,0,0,0,14,0,3,11,38,18,3,0,0,0,79,30,183,196,868,280,295,196,117,28,2199,162,296,346,1276,317,291,181,96,61,3028,3743,6766,6580,22261,6012,5347,3637,1749,678,56783,0,4,12,127,49,44,28,12,3,280,3062,4392,3260,5274,2030,1523,1100,718,412,21775,3,15,22,179,29,13,4,0,0,257,0,0,0,20,9,15,8,6,3,72,0,3,5,54,10,8,0,0,0,80,0,0,9,25,11,6,8,4,0,65,3,3,9,35,15,7,3,0,0,76
SED10066,0,0,3,11,4,0,4,0,0,28,0,13,5,46,33,17,17,8,5,135,0,0,13,64,26,20,17,8,5,150,0,0,3,10,4,0,4,0,0,22,5,3,6,30,14,8,0,0,0,59,0,0,0,9,3,8,3,4,6,28,0,4,14,28,15,15,12,7,0,100,0,5,8,24,12,3,4,0,0,58,0,0,4,4,12,14,16,8,0,43,0,0,11,10,15,9,3,0,0,43,0,35,50,276,130,149,138,96,26,901,130,279,249,723,275,206,199,188,108,2353,2844,5583,5483,11961,5079,4312,3578,1930,553,41325,0,0,0,21,6,3,3,0,0,40,2382,4716,4604,8994,3732,3215,2549,1237,529,31955,4,3,0,50,10,3,3,0,0,70,0,0,0,6,3,6,4,5,3,24,0,0,0,16,4,3,0,0,0,27,0,0,0,4,0,0,4,0,0,16,0,0,0,17,11,16,0,0,0,49
SED10067,3,22,9,6,12,7,6,0,0,68,5,25,39,153,140,94,61,18,5,544,0,0,0,0,0,10,4,0,0,13,0,0,3,0,0,0,0,0,0,6,0,6,3,10,5,3,3,0,0,33,0,0,0,6,0,3,6,3,0,21,13,34,40,81,46,67,59,26,0,364,0,6,4,10,12,8,0,0,0,39,0,6,0,11,16,17,17,14,3,84,0,0,0,11,17,18,10,0,0,59,5,46,38,233,171,188,138,118,34,972,38,134,129,266,159,156,156,138,81,1266,1835,4859,4384,7058,5222,5150,4322,2831,1033,36693,0,0,0,0,0,0,0,0,0,3,1657,4126,3419,5015,3739,3565,3136,2004,1136,27795,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,5,0,0,0,11,0,7,13,223,36,11,0,0,0,288,0,0,0,3,6,0,0,0,0,6,0,7,11,63,39,46,15,16,0,190
SED10068,0,0,0,5,3,3,3,0,0,16,0,0,17,45,26,22,30,22,5,167,0,6,5,10,5,0,4,6,0,35,0,0,0,0,0,0,0,0,0,3,0,10,6,10,6,0,0,0,0,32,0,0,0,3,3,6,0,4,0,19,4,16,13,27,17,17,26,17,3,133,0,4,0,6,7,0,0,0,0,21,0,3,3,6,8,9,11,12,0,48,0,0,0,9,9,4,9,0,0,39,4,23,21,79,59,63,97,82,28,458,63,154,185,373,217,312,352,268,134,2062,1758,4446,4057,6992,4503,5340,6349,4008,1323,38785,0,0,0,0,0,0,0,0,0,0,1542,4055,3580,6193,4145,5065,5208,3230,1423,34438,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,5,0,5,0,18,4,3,0,0,0,29,0,0,0,3,0,0,0,0,0,5,0,8,5,40,12,13,8,6,0,96
SED10069,0,4,0,5,11,0,0,3,0,18,0,8,23,30,35,24,25,27,5,182,0,0,0,7,0,0,3,0,0,16,0,0,0,4,0,0,0,0,0,4,0,13,4,17,4,9,0,0,0,39,0,0,0,0,4,0,3,0,0,14,4,7,10,17,10,20,20,12,0,103,4,0,3,9,4,3,3,0,0,23,0,0,0,5,8,8,13,21,0,60,0,0,5,0,4,6,7,0,0,20,3,13,14,57,30,72,105,74,14,389,47,226,191,376,264,307,312,279,84,2084,1744,4644,4149,7083,4546,5492,5701,3497,862,37710,0,0,0,0,0,0,0,0,0,0,1649,4074,3424,6181,3945,4660,4515,2539,882,31866,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,0,13,3,0,0,0,0,19,0,0,0,7,0,0,0,0,0,7,0,0,0,23,21,7,17,8,0,69
SED10070,3,13,5,11,14,4,11,0,0,55,0,0,4,26,21,19,13,8,0,89,7,38,78,571,278,203,102,65,17,1359,0,7,0,14,4,0,5,0,0,24,5,4,3,29,5,4,4,0,0,56,3,18,8,49,56,72,31,21,3,266,0,14,7,18,9,12,11,0,5,75,0,9,19,156,180,202,124,56,23,762,0,0,0,0,0,4,0,4,0,6,0,0,3,6,3,4,0,0,0,27,5,157,169,580,395,422,344,228,84,2392,123,338,213,597,270,184,165,123,37,2047,2831,6312,5539,12585,5408,4750,3853,2157,722,44147,0,9,20,111,46,30,14,4,0,236,2403,4534,3418,4427,1889,1560,1220,646,257,20350,0,8,4,75,11,12,3,0,0,117,0,0,0,27,26,31,17,3,4,115,0,0,0,6,0,6,0,0,0,17,0,0,8,88,33,67,45,9,3,258,0,0,7,10,3,4,4,0,0,23
SED10071,11,36,26,46,24,24,16,3,0,171,5,69,69,252,121,78,41,11,0,647,0,52,73,440,203,191,108,43,0,1122,0,6,3,30,9,5,8,0,5,73,0,3,18,45,16,7,5,0,0,89,0,0,0,33,30,17,9,6,0,104,8,70,45,47,12,28,8,0,0,219,0,10,11,57,41,6,13,3,0,148,0,0,4,5,0,5,0,3,0,18,0,8,20,47,30,15,5,0,0,123,23,191,196,680,302,242,123,72,19,1851,146,291,309,804,246,139,91,56,20,2088,4961,10461,7848,21076,7830,4741,3022,1195,275,61414,0,9,19,177,81,78,30,11,3,406,4397,7615,4922,7028,3038,1622,1052,473,144,30293,5,27,22,265,78,53,20,4,0,473,0,0,3,11,9,8,4,0,0,33,0,3,4,39,8,9,0,0,0,61,0,0,7,5,10,8,0,0,0,24,0,9,14,28,8,3,8,0,0,64
SED10072,3,7,5,54,12,12,3,3,0,96,0,3,0,65,33,21,23,4,0,145,0,3,3,27,14,7,9,5,3,67,0,0,5,84,9,3,7,0,0,103,4,10,19,177,46,11,4,3,0,268,0,0,5,72,25,42,32,22,8,199,5,16,25,47,18,14,9,4,0,144,5,11,87,177,94,55,54,17,0,508,0,0,0,10,8,9,4,0,0,29,0,0,0,13,4,4,0,0,0,18,46,144,219,1651,383,363,313,249,70,3426,116,207,292,1058,308,247,182,143,64,2615,2646,4432,5664,16822,5516,4731,3622,2293,972,46699,0,0,0,9,4,3,0,0,0,16,2282,3558,3375,5970,2741,1842,1132,776,459,22133,3,7,46,251,44,17,9,0,0,380,0,0,0,34,19,23,22,10,0,113,3,13,40,572,29,25,11,0,0,707,0,0,11,18,3,3,0,0,0,41,0,0,0,40,11,4,0,0,0,63
SED10073,0,28,31,72,46,22,16,3,3,225,0,11,30,105,56,31,34,6,0,272,5,8,26,144,60,62,71,27,10,415,4,6,24,205,49,15,30,15,0,348,0,6,23,90,24,11,11,4,0,161,0,5,7,42,9,13,15,0,4,91,11,32,22,74,24,19,4,5,3,195,4,21,75,164,64,57,30,16,3,425,0,0,0,12,4,6,4,4,0,38,0,4,7,20,8,0,0,0,0,44,26,168,133,874,279,252,147,105,48,2023,89,177,183,717,187,173,115,83,51,1771,2844,5360,5880,17729,5430,5094,3837,1951,898,49010,0,0,0,34,21,22,13,0,0,91,2474,3815,3320,4817,2034,1757,1286,886,697,21096,4,7,51,165,12,4,0,0,0,245,0,0,0,16,3,9,7,0,0,37,0,3,11,109,9,3,4,0,0,141,0,0,4,16,5,4,3,0,0,29,0,3,3,43,17,8,6,0,0,84
SED10074,0,14,6,20,13,3,16,5,4,79,3,8,10,69,39,23,17,18,5,192,4,35,69,532,255,165,138,46,8,1249,0,0,3,28,5,5,5,5,0,49,0,0,11,24,11,3,5,0,0,49,0,0,8,45,37,30,16,12,0,152,8,20,9,43,14,10,10,10,0,117,0,12,3,39,30,26,24,7,0,141,0,0,0,9,6,3,9,6,0,29,0,0,5,15,6,0,6,0,0,27,14,74,84,447,227,197,176,133,53,1401,98,197,232,641,206,171,136,107,61,1852,2901,5770,5167,13501,5291,4225,3419,2017,664,42951,0,0,7,43,29,17,19,0,0,109,2520,4465,3312,5207,2606,1928,1832,1210,514,23602,0,3,16,121,27,25,10,0,0,207,0,0,0,10,8,16,11,8,0,42,0,0,0,22,6,7,0,0,0,35,0,0,0,16,5,4,9,0,0,29,3,3,3,26,13,7,11,0,0,70
SED10075,0,3,3,4,3,0,4,0,0,16,0,7,11,52,26,12,19,4,0,136,0,0,0,16,8,8,0,0,0,36,0,3,0,6,0,0,0,0,0,5,0,3,6,14,5,4,0,0,0,34,0,0,0,18,20,28,12,14,0,97,0,0,10,25,13,8,11,4,0,82,0,5,5,11,15,23,6,4,0,74,0,0,0,0,12,45,29,21,6,122,0,0,4,12,6,0,4,0,0,21,0,25,42,120,139,238,238,154,80,1031,115,251,227,438,220,215,165,165,74,1879,2674,5971,5631,10426,5389,5294,4405,2638,845,43277,0,0,0,0,0,0,0,3,0,4,2418,5122,4901,9326,4500,3872,2942,1654,583,35312,0,0,0,10,4,3,0,0,0,13,0,0,0,12,9,19,14,8,0,67,0,0,0,9,9,6,3,0,0,35,0,0,0,10,9,4,0,0,0,22,0,0,3,29,7,15,5,0,0,56
