SED_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
SED10035,0,235,5,240,..,1647,144,1789,18,1801,..,275,6,284,0,285,..,315,36,342,0,348,..,2466,180,2648,24,2675,..,1476,133,1609,11,1620,..,175,3,183,0,184,..,311,77,387,0,392,..,364,74,434,4,437,..,507,104,601,4,605,..,1459,329,1794,37,1831,..,20846,2721,23564,196,23765,..,288,64,352,3190,3540,32884,21129,2785,23916,3380,60189,28735,..,..,..,..,28735,..,37,0,37,0,37,..,474,66,538,6,544,..,28,0,28,0,28,..,1659,357,2023,21,2040,..,5257,913,6168,50,6225,..,209,50,256,5,258,..,7127,1325,8448,74,8521,..,103,9,114,0,113,..,392,16,406,3,414,..,182,9,189,3,193,..,1321,396,1710,9,1718,..,471,63,530,3,536,..,28,0,31,0,31,..,455,6,463,0,463,..,108,7,111,0,116,..,67,3,71,0,71,..,74,0,82,0,83,..,93,5,101,0,103,..,91,0,89
SED10036,0,199,0,200,..,230,27,256,3,254,..,349,13,362,3,368,..,56,10,62,0,62,..,828,52,882,10,889,..,601,94,691,10,703,..,240,8,250,0,256,..,49,6,57,0,60,..,386,65,450,3,455,..,1162,367,1529,11,1542,..,1507,265,1778,35,1811,..,17070,2769,19844,182,20027,..,226,48,275,2408,2685,22154,17304,2818,20119,2591,44865,21583,..,..,..,..,21583,..,28,0,28,0,28,..,4683,1149,5832,42,5879,..,12,0,13,0,13,..,382,172,551,0,551,..,432,216,647,5,649,..,66,16,85,0,85,..,877,407,1283,3,1285,..,193,31,219,0,222,..,90,7,94,0,94,..,52,3,55,0,56,..,892,134,1028,5,1032,..,314,27,342,4,342,..,62,3,62,0,63,..,1269,82,1351,5,1355,..,178,16,192,3,198,..,202,25,225,0,228,..,58,3,63,0,67,..,522,51,567,9,578,..,243,13,254
SED10037,3,208,0,211,..,83,4,92,0,87,..,229,7,236,0,243,..,54,0,56,0,60,..,574,25,598,7,597,..,324,23,348,8,349,..,214,0,213,7,221,..,90,28,119,0,119,..,27,0,26,0,26,..,123,26,151,4,158,..,804,95,904,32,932,..,10169,1445,11614,134,11750,..,152,20,171,941,1107,28490,10326,1464,11787,1077,41351,27874,..,..,..,..,27874,..,99,3,101,0,101,..,375,40,412,0,418,..,0,0,0,0,0,..,990,320,1311,8,1319,..,2467,841,3311,31,3341,..,98,30,124,0,124,..,3554,1191,4743,41,4781,..,26,3,26,0,26,..,116,4,120,0,123,..,184,9,186,4,191,..,95,3,97,0,97,..,110,4,110,3,118,..,57,7,63,0,62,..,533,34,565,0,569,..,527,39,569,5,574,..,161,20,183,0,183,..,196,8,203,0,204,..,150,9,158,0,158,..,145,6,147
SED10038,0,18,0,18,..,37,0,38,0,38,..,34,6,45,0,45,..,9,3,10,0,10,..,105,7,114,0,114,..,254,29,279,3,284,..,61,0,61,0,61,..,50,11,66,0,63,..,104,19,129,3,130,..,130,27,158,3,160,..,497,78,572,19,588,..,4359,518,4878,45,4929,..,132,14,142,1411,1557,33651,4491,534,5023,1457,40139,35006,..,..,..,..,35006,..,40,0,40,0,40,..,337,57,393,0,393,..,14,0,14,0,14,..,85,19,103,0,103,..,364,77,443,3,449,..,14,0,14,0,18,..,462,103,560,10,566,..,96,17,113,0,113,..,101,0,103,0,103,..,129,4,135,0,135,..,260,31,291,0,291,..,31,3,30,0,30,..,16,0,23,0,23,..,85,3,88,0,89,..,18,0,16,0,16,..,38,4,42,0,42,..,46,0,48,0,48,..,86,17,100,0,100,..,19,0,19
SED10039,0,27,0,27,..,21,0,21,0,21,..,44,4,47,0,47,..,10,0,10,0,10,..,101,3,106,0,106,..,145,12,154,3,160,..,11,0,11,0,11,..,19,3,27,0,27,..,22,0,21,0,21,..,25,11,31,0,31,..,267,47,308,11,322,..,1600,171,1776,20,1798,..,90,9,101,2503,2605,34683,1697,185,1880,2526,39088,36033,..,..,..,..,36033,..,36,0,36,0,36,..,48,0,50,0,50,..,17,0,17,0,17,..,42,12,57,0,54,..,66,35,97,0,97,..,11,0,11,0,11,..,117,46,162,0,165,..,24,4,26,0,26,..,68,0,71,0,73,..,112,4,120,0,120,..,78,6,82,0,91,..,9,0,9,0,9,..,26,3,34,0,34,..,23,0,26,0,26,..,38,4,43,0,43,..,15,0,15,0,15,..,8,0,8,0,8,..,20,0,26,0,26,..,9,0,9
SED10040,10,295,0,303,..,480,55,530,4,535,..,429,15,444,5,454,..,59,0,65,0,65,..,1254,80,1329,15,1353,..,537,67,611,3,613,..,107,5,107,4,111,..,154,49,200,0,200,..,52,6,66,0,66,..,309,68,379,5,379,..,676,151,823,40,865,..,23932,5348,29278,255,29537,..,282,67,354,2098,2446,14616,24216,5418,29632,2350,46596,13533,..,..,..,..,13533,..,4,0,4,0,4,..,2099,323,2423,17,2438,..,7,0,7,0,7,..,3391,1931,5321,28,5346,..,4751,2604,7356,55,7413,..,190,120,312,0,312,..,8332,4653,12983,90,13068,..,214,53,269,0,269,..,70,6,74,0,72,..,44,0,44,0,44,..,2165,492,2653,18,2674,..,477,51,530,3,538,..,71,6,81,0,81,..,347,18,359,3,362,..,3273,145,3418,30,3445,..,52,0,53,0,59,..,47,5,49,0,53,..,77,10,84,0,83,..,84,0,85
SED10041,4,125,0,124,..,115,12,129,0,128,..,144,4,151,0,151,..,34,9,39,0,39,..,417,23,437,3,445,..,339,14,354,3,360,..,239,4,242,0,242,..,57,13,73,0,73,..,43,0,43,0,43,..,119,15,132,0,135,..,650,69,716,31,750,..,12573,1758,14332,155,14485,..,167,37,197,1030,1222,26094,12737,1789,14530,1180,41803,26766,..,..,..,..,26766,..,163,0,163,0,168,..,192,15,210,0,206,..,0,0,0,0,0,..,1888,374,2267,9,2273,..,4429,1341,5770,45,5817,..,128,23,158,0,158,..,6454,1744,8198,56,8247,..,28,0,28,0,31,..,144,3,151,5,152,..,160,8,169,0,172,..,86,7,97,0,99,..,86,0,86,0,86,..,101,5,107,0,109,..,789,23,815,6,815,..,292,17,312,4,318,..,187,11,195,0,195,..,176,5,180,0,186,..,143,0,149,3,149,..,181,3,184
SED10042,0,26,0,26,..,8,0,11,0,11,..,30,5,34,0,40,..,16,0,18,0,18,..,82,9,87,4,91,..,75,5,80,0,84,..,11,0,11,0,11,..,42,19,59,0,62,..,8,0,8,0,8,..,23,8,26,0,30,..,310,46,358,13,374,..,1470,175,1643,29,1673,..,102,8,114,1593,1712,35594,1572,189,1762,1621,38981,36990,..,..,..,..,36990,..,74,5,76,0,81,..,32,10,46,0,46,..,39,0,43,0,42,..,37,8,46,0,46,..,98,19,117,0,117,..,12,5,16,0,16,..,148,29,177,0,175,..,19,3,24,0,24,..,38,0,38,0,38,..,96,4,95,3,98,..,45,5,52,0,52,..,14,0,15,0,15,..,18,0,18,0,18,..,47,3,48,0,48,..,18,0,18,0,21,..,23,4,28,0,28,..,15,0,15,0,15,..,8,0,7,0,7,..,3,0,3
SED10043,0,121,0,125,..,755,150,911,10,913,..,248,12,258,0,261,..,203,48,251,6,255,..,1326,216,1539,13,1557,..,248,40,287,4,292,..,168,10,177,6,180,..,54,10,60,0,65,..,81,17,101,0,101,..,1344,678,2022,9,2032,..,1681,481,2158,56,2215,..,27293,5814,33111,289,33400,..,349,122,468,3528,3998,11846,27638,5933,33571,3821,49236,11067,..,..,..,..,11067,..,11,0,11,0,11,..,9542,2080,11627,93,11721,..,10,0,9,0,9,..,1062,958,2018,13,2024,..,967,855,1821,12,1835,..,67,49,113,0,113,..,2091,1859,3956,24,3980,..,60,15,71,0,71,..,92,5,93,0,93,..,32,6,37,0,37,..,1285,395,1682,6,1691,..,2459,453,2912,24,2934,..,52,13,65,0,70,..,393,35,428,3,432,..,254,12,266,0,270,..,82,4,82,0,83,..,6,0,8,0,8,..,1757,247,2006,23,2029,..,53,10,60
SED10044,4,131,0,133,..,180,17,194,0,198,..,179,9,185,6,193,..,40,0,45,0,41,..,531,26,554,12,572,..,530,24,552,9,563,..,135,3,144,0,139,..,130,36,168,0,169,..,94,0,99,0,99,..,167,14,181,0,182,..,976,95,1069,36,1105,..,11052,1311,12361,166,12527,..,120,35,156,1531,1690,29178,11177,1339,12519,1693,43397,29000,..,..,..,..,29000,..,50,0,55,0,54,..,404,27,434,3,432,..,8,0,8,0,8,..,1498,309,1810,18,1825,..,2372,651,3027,26,3053,..,117,35,154,0,154,..,3989,1001,4988,42,5028,..,158,15,175,6,179,..,209,9,213,3,218,..,151,3,155,0,158,..,496,72,572,3,574,..,120,7,128,0,128,..,67,5,75,0,75,..,504,20,532,0,532,..,174,8,179,3,181,..,88,4,97,0,92,..,90,6,92,0,92,..,89,5,89,0,86,..,97,4,99
SED10045,3,26,0,25,..,10,0,10,0,10,..,18,0,20,0,20,..,10,0,10,0,10,..,67,6,70,0,69,..,98,3,108,0,103,..,5,0,5,0,5,..,33,6,42,0,42,..,0,0,0,0,0,..,24,7,31,0,31,..,307,39,347,8,363,..,1458,130,1585,31,1615,..,110,0,113,3081,3195,32849,1569,134,1703,3111,37661,33920,..,..,..,..,33920,..,26,0,26,0,26,..,31,0,33,0,33,..,104,0,107,6,109,..,24,13,40,0,40,..,61,13,72,0,75,..,0,0,0,0,0,..,85,23,113,0,110,..,9,0,9,0,9,..,89,3,95,0,96,..,180,0,180,0,181,..,19,0,19,4,21,..,12,0,15,0,15,..,3,0,3,0,3,..,19,8,26,0,26,..,27,0,27,0,27,..,140,20,159,5,165,..,8,0,8,0,8,..,15,0,15,0,15,..,9,0,3
SED10046,8,223,0,228,..,91,7,97,0,98,..,455,17,473,0,478,..,91,20,110,0,110,..,856,48,909,7,917,..,1018,190,1205,11,1224,..,129,13,146,3,153,..,78,23,96,0,96,..,262,44,306,4,305,..,2414,1025,3435,32,3466,..,3498,789,4285,47,4336,..,22338,5472,27815,270,28085,..,383,110,490,3212,3707,16230,22723,5585,28309,3485,48025,15429,..,..,..,..,15429,..,7,0,7,0,7,..,5195,1961,7153,51,7203,..,21,0,21,0,21,..,349,202,551,4,552,..,370,255,625,5,632,..,157,75,233,0,234,..,875,532,1414,10,1421,..,223,46,272,0,272,..,68,8,73,0,80,..,30,0,39,0,39,..,242,62,307,3,307,..,243,29,276,3,277,..,63,11,77,0,77,..,1819,127,1945,11,1964,..,240,31,264,0,270,..,243,35,275,0,279,..,35,0,35,0,32,..,582,66,644,10,655,..,261,19,281
SED10047,21,702,8,704,..,137,11,148,3,149,..,1245,38,1281,13,1296,..,101,9,107,3,115,..,2163,74,2234,25,2261,..,250,36,279,9,286,..,490,33,523,7,531,..,63,13,77,0,77,..,178,41,213,4,220,..,112,25,135,0,142,..,2659,377,3035,60,3088,..,15717,1676,17397,234,17625,..,263,54,312,4627,4940,37296,15979,1729,17705,4856,59862,37538,..,..,..,..,37538,..,28,0,28,0,28,..,1037,197,1231,7,1244,..,51,0,45,0,45,..,135,64,199,0,199,..,340,159,496,7,506,..,17,6,27,0,27,..,493,227,724,7,734,..,174,39,212,3,215,..,67,0,69,0,73,..,55,0,51,0,51,..,254,68,327,0,327,..,429,38,466,6,470,..,1154,141,1292,14,1309,..,1275,90,1367,6,1370,..,379,54,434,11,442,..,1286,151,1441,18,1458,..,222,14,235,0,239,..,574,84,650,3,659,..,185,11,199
SED10048,8,396,0,398,..,311,28,334,5,340,..,772,29,806,11,815,..,88,6,98,0,98,..,1559,70,1624,15,1642,..,668,99,765,10,777,..,391,18,409,0,413,..,112,32,149,0,148,..,176,26,211,0,211,..,514,146,656,5,665,..,2379,375,2758,73,2831,..,22560,2449,25007,280,25284,..,402,62,455,2663,3120,27011,22956,2509,25463,2944,55415,26947,..,..,..,..,26947,..,55,0,55,0,58,..,2398,399,2796,14,2811,..,20,0,15,0,15,..,400,174,568,0,574,..,629,345,973,6,977,..,83,27,108,0,106,..,1108,541,1655,7,1662,..,227,30,259,3,261,..,113,4,120,0,120,..,60,0,61,0,58,..,324,48,375,6,375,..,2913,299,3208,27,3234,..,177,13,188,6,191,..,1758,105,1864,10,1871,..,1908,217,2125,37,2159,..,644,96,737,11,745,..,145,10,156,0,161,..,978,76,1059,5,1063,..,684,52,732
SED10049,0,52,0,52,..,5,5,15,0,15,..,78,0,77,0,77,..,17,4,18,0,18,..,147,8,154,0,154,..,69,11,79,0,84,..,21,5,30,0,30,..,34,12,43,0,43,..,7,0,9,0,9,..,42,17,64,0,64,..,404,65,471,18,491,..,1973,298,2270,37,2306,..,124,4,130,1668,1793,39812,2095,302,2401,1703,43917,41912,..,..,..,..,41912,..,98,4,99,0,99,..,77,11,83,3,87,..,33,0,37,0,36,..,63,30,97,0,97,..,115,46,159,3,159,..,9,9,18,0,18,..,180,87,271,3,273,..,11,0,13,0,13,..,40,0,40,0,42,..,51,0,52,0,52,..,29,5,31,0,31,..,37,4,37,0,37,..,22,4,26,0,26,..,63,6,66,0,66,..,38,3,42,0,42,..,128,24,159,0,156,..,22,4,21,0,21,..,54,3,59,0,59,..,20,3,20
SED10050,0,36,0,36,..,31,3,35,0,35,..,50,0,53,0,52,..,3,3,10,0,10,..,125,4,124,0,129,..,615,36,650,8,659,..,13,0,14,0,14,..,65,9,75,0,75,..,28,8,36,0,36,..,44,12,57,0,57,..,853,84,933,29,960,..,5203,457,5657,82,5739,..,157,10,171,1292,1461,33515,5361,464,5828,1371,40714,34106,..,..,..,..,34106,..,82,0,78,0,78,..,54,3,56,0,61,..,0,0,0,0,0,..,172,24,195,0,195,..,421,147,563,0,570,..,18,0,17,0,17,..,604,168,777,4,781,..,89,6,98,0,98,..,531,15,549,10,557,..,467,11,480,6,487,..,201,13,214,3,216,..,19,0,19,0,19,..,10,0,13,0,13,..,69,6,75,0,75,..,91,5,91,0,91,..,51,4,58,0,58,..,3,0,3,0,3,..,4,0,4,0,4,..,5,0,5
SED10051,0,94,0,94,..,650,85,731,5,733,..,180,4,184,3,187,..,68,7,75,0,71,..,985,95,1081,11,1089,..,726,96,819,0,822,..,42,3,42,0,42,..,75,10,86,0,83,..,123,20,141,0,145,..,129,31,160,6,169,..,1106,133,1244,26,1269,..,11312,1418,12725,118,12840,..,229,32,262,3157,3417,26965,11535,1447,12986,3275,43223,27047,..,..,..,..,27047,..,33,0,33,0,33,..,347,61,411,0,415,..,35,4,37,0,38,..,1014,334,1340,8,1345,..,1445,399,1850,14,1860,..,118,32,147,0,147,..,2574,768,3342,21,3354,..,155,23,178,0,176,..,767,35,800,14,811,..,189,9,199,0,199,..,1360,234,1593,4,1598,..,223,30,256,0,256,..,28,0,30,0,30,..,178,4,183,0,179,..,29,5,40,0,40,..,46,4,49,0,49,..,49,0,50,0,50,..,32,4,35,0,37,..,22,0,18
SED10052,4,57,0,56,..,76,3,82,0,85,..,83,5,87,0,87,..,12,0,12,0,13,..,224,13,240,3,238,..,342,26,376,5,375,..,19,0,19,0,19,..,69,14,87,0,87,..,48,9,53,0,53,..,110,24,134,4,134,..,498,66,571,21,594,..,6762,857,7616,86,7705,..,126,12,135,1357,1489,29741,6885,868,7752,1443,38933,30772,..,..,..,..,30772,..,45,3,45,0,45,..,687,57,748,6,749,..,5,0,5,0,5,..,580,178,761,5,759,..,894,341,1230,5,1238,..,50,15,67,0,67,..,1528,530,2056,9,2069,..,157,16,180,8,182,..,133,4,136,0,138,..,109,0,115,3,115,..,1197,132,1328,8,1336,..,28,5,33,0,33,..,36,3,39,0,39,..,123,7,133,0,133,..,53,5,60,0,60,..,40,3,44,0,45,..,12,0,12,0,12,..,31,0,31,0,31,..,3,0,9
SED10053,4,81,0,81,..,34,6,47,0,47,..,132,9,141,3,137,..,29,5,34,0,34,..,274,22,298,3,300,..,148,15,159,0,161,..,48,0,48,0,45,..,37,0,41,0,41,..,25,0,29,0,29,..,38,4,49,0,49,..,586,67,651,15,671,..,4423,449,4868,43,4911,..,132,20,149,2494,2644,35478,4549,463,5021,2537,43031,34663,..,..,..,..,34663,..,52,0,52,0,52,..,87,10,103,0,102,..,41,0,41,0,41,..,69,11,79,0,79,..,182,45,229,5,231,..,8,0,8,0,8,..,260,58,318,5,326,..,96,15,114,0,114,..,108,0,112,0,112,..,154,5,156,4,160,..,118,17,136,0,135,..,80,6,86,0,86,..,50,0,52,0,52,..,145,10,151,3,151,..,244,15,255,0,258,..,327,35,364,3,363,..,40,5,44,0,44,..,86,8,96,0,95,..,29,0,34
SED10054,43,1271,8,1278,..,167,17,182,4,182,..,2631,84,2716,18,2734,..,135,4,146,0,146,..,4160,150,4311,28,4339,..,322,72,399,0,399,..,344,30,373,3,380,..,37,8,42,0,42,..,316,64,381,3,384,..,198,77,274,3,275,..,2942,524,3466,72,3535,..,18684,2189,20872,204,21077,..,369,77,445,3007,3451,22039,19048,2264,21317,3207,46568,21792,..,..,..,..,21792,..,17,0,17,0,17,..,1676,483,2157,9,2172,..,29,0,29,0,29,..,149,92,243,0,243,..,232,149,383,8,385,..,10,7,22,0,22,..,391,255,644,8,651,..,164,42,209,4,210,..,73,3,78,0,84,..,30,0,32,0,32,..,156,32,186,0,186,..,584,59,639,9,655,..,337,42,383,9,388,..,1618,120,1744,11,1754,..,291,35,323,4,327,..,895,122,1018,8,1029,..,99,4,105,0,105,..,1784,236,2021,28,2048,..,229,20,250
SED10055,0,252,0,256,..,39,0,41,0,41,..,441,9,456,0,456,..,30,0,30,0,32,..,760,16,778,0,781,..,447,44,497,3,503,..,104,3,104,0,104,..,38,20,61,0,61,..,212,30,239,0,245,..,502,132,632,0,643,..,2757,376,3129,32,3163,..,11502,1388,12890,104,12988,..,232,36,269,1479,1750,28841,11730,1423,13154,1584,43580,28529,..,..,..,..,28529,..,30,0,30,0,30,..,1594,273,1864,4,1870,..,12,0,12,0,12,..,163,80,239,3,247,..,259,105,363,6,369,..,71,25,97,0,97,..,493,201,700,4,704,..,477,38,514,0,518,..,56,3,58,0,58,..,47,6,48,0,48,..,220,30,247,5,252,..,48,4,58,0,58,..,67,0,63,0,63,..,582,26,609,3,609,..,81,8,86,0,86,..,438,69,512,3,513,..,100,3,111,3,111,..,237,22,258,5,262,..,65,0,70
SED10056,9,128,0,128,..,23,11,32,0,32,..,138,10,147,0,147,..,131,70,201,6,199,..,416,94,504,7,506,..,87,18,103,0,103,..,35,0,38,0,39,..,24,10,31,0,31,..,40,25,66,0,62,..,18,6,19,0,21,..,628,126,753,22,775,..,3744,899,4640,60,4705,..,132,24,157,3871,4029,34350,3872,921,4798,3929,43080,34478,..,..,..,..,34478,..,84,8,85,0,90,..,32,7,31,0,35,..,41,0,41,0,41,..,49,18,69,0,69,..,138,134,268,0,268,..,0,8,11,0,11,..,192,160,350,0,350,..,7,0,10,0,10,..,25,0,23,0,22,..,33,0,36,0,36,..,29,5,29,0,29,..,30,0,33,0,33,..,285,172,451,4,459,..,44,20,61,0,61,..,28,0,26,0,26,..,457,143,600,7,606,..,26,3,31,0,31,..,49,6,57,0,59,..,8,5,13
SED10057,0,35,0,35,..,13,3,17,0,17,..,28,3,32,0,32,..,18,0,18,0,18,..,98,4,100,0,99,..,43,3,50,0,50,..,8,0,8,0,8,..,18,3,23,0,23,..,5,0,5,0,5,..,19,3,23,0,23,..,186,20,205,5,213,..,1048,105,1154,20,1176,..,97,12,105,2448,2557,32854,1142,115,1259,2474,36588,34911,..,..,..,..,34911,..,21,0,22,0,22,..,45,5,45,0,46,..,50,0,51,4,56,..,30,9,39,0,39,..,51,19,66,0,64,..,0,0,0,0,0,..,77,25,101,0,104,..,8,0,8,0,8,..,51,3,57,0,57,..,101,6,102,0,108,..,33,3,38,0,38,..,15,0,15,0,15,..,10,0,10,0,10,..,9,0,9,0,9,..,58,0,55,0,58,..,23,3,29,0,29,..,13,0,13,0,13,..,18,0,18,3,19,..,11,0,7
SED10058,0,37,0,35,..,50,6,55,0,55,..,55,0,58,4,57,..,16,0,16,0,15,..,157,6,160,6,161,..,162,17,172,0,175,..,27,0,27,0,20,..,34,13,40,0,40,..,18,0,18,0,20,..,90,38,128,4,129,..,417,68,483,13,499,..,2663,343,3007,46,3056,..,122,20,144,1900,2044,34022,2788,359,3147,1948,39119,35322,..,..,..,..,35322,..,31,0,31,0,31,..,67,7,71,0,75,..,30,0,30,0,30,..,88,9,99,0,99,..,188,49,236,7,247,..,7,0,9,0,9,..,283,62,345,7,350,..,32,9,37,0,37,..,114,0,115,0,115,..,130,6,134,3,137,..,220,60,280,0,277,..,27,0,33,0,33,..,11,0,18,0,18,..,57,9,67,0,67,..,66,6,69,0,69,..,29,0,29,0,29,..,22,0,23,0,23,..,22,6,25,0,25,..,11,0,11
