SED_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
SED10057,0,0,0,8,13,1245,11,9,4,0,0,5,0,0,78,1349,316,4,0,0,0,0,0,0,0,26,342,43,0,0,0,0,0,0,0,0,11,52,11,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,16,64,6,0,0,0,0,0,0,0,0,8,11,374,5,0,0,0,0,0,0,0,44,424,4760,273,166,21,41,35,43,27,12,274,5659,656,248,275,73,74,104,112,48,18,55,1674,59,23,25,3,3,17,23,7,0,17,176,0,0,0,0,0,0,5,0,0,6,9,718,275,303,83,79,120,133,53,16,69,1862,11,0,0,0,0,0,0,0,0,37,49,5493,547,472,109,121,155,178,79,34,376,7563
SED10058,0,0,0,8,10,817,5,3,0,0,0,0,0,0,38,865,148,0,0,0,0,0,0,0,0,16,173,131,0,0,0,0,0,0,0,0,12,139,73,0,0,0,0,0,0,0,0,10,91,0,0,0,0,0,0,0,0,0,0,4,206,0,0,0,0,0,0,0,0,20,234,0,0,0,0,0,0,0,0,0,7,3,356,0,0,0,0,0,0,0,0,42,407,4189,699,619,118,127,136,186,108,69,142,6388,1445,496,639,204,243,283,314,131,33,78,3866,285,45,64,19,27,34,42,30,9,40,597,9,6,0,4,0,0,0,0,3,4,20,1735,542,709,222,274,320,356,160,39,114,4484,8,0,0,0,0,0,0,0,0,29,44,5933,1244,1324,344,403,464,546,260,109,292,10911
SED10059,0,0,0,42,48,1318,46,33,0,0,0,3,3,0,76,1480,65,0,0,0,0,0,0,0,0,13,79,124,0,0,0,0,0,0,0,0,19,138,300,6,3,0,0,0,3,0,0,5,327,4,0,0,0,0,0,0,0,0,0,4,429,6,3,0,0,0,3,0,0,23,466,0,0,0,0,0,0,0,0,0,21,25,497,6,3,0,0,0,3,0,0,60,576,7298,1647,1911,468,499,554,711,393,173,265,13912,4054,1313,2014,834,954,1101,1491,660,130,205,12758,1514,217,230,69,89,97,185,88,17,62,2554,16,4,4,0,0,3,0,0,0,5,30,5579,1531,2248,904,1044,1200,1678,743,141,273,15343,17,0,0,0,0,0,0,3,0,137,161,12899,3176,4160,1367,1540,1754,2386,1141,319,675,29417
SED10060,0,0,0,16,24,1680,39,36,7,9,4,5,8,0,51,1849,325,6,3,0,0,0,0,0,0,29,363,126,3,0,0,0,0,0,0,0,11,141,73,3,3,0,0,0,4,0,0,3,83,3,0,0,0,0,0,0,0,0,0,0,205,9,3,0,0,0,4,0,0,10,226,0,0,0,0,0,0,0,0,0,0,0,529,11,5,0,0,0,7,0,0,40,591,9746,2160,2243,454,583,574,589,350,131,237,17066,4810,1889,2232,666,768,822,890,426,152,128,12769,464,131,187,44,43,66,139,80,42,42,1247,8,0,3,0,0,0,0,3,0,4,21,5282,2019,2418,712,813,891,1027,508,193,174,14043,15,0,0,0,0,0,0,0,3,45,67,15044,4190,4658,1166,1396,1462,1615,862,328,450,31176
SED10061,0,0,0,0,3,549,5,0,0,0,0,0,0,0,28,587,132,0,0,0,0,0,0,0,0,12,149,16,0,0,0,0,0,0,0,0,6,18,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,17,173,2695,363,290,54,77,61,82,48,21,155,3851,518,468,512,158,228,439,592,161,57,62,3201,56,42,11,8,21,87,208,37,14,11,488,0,0,0,0,0,0,3,6,0,0,10,570,511,526,165,252,521,808,200,74,76,3702,7,0,0,0,0,0,0,0,0,57,62,3275,874,817,222,334,583,892,252,87,291,7618
SED10062,0,0,0,46,46,2018,78,66,6,3,16,13,4,0,101,2311,166,0,0,0,0,0,0,0,0,21,191,248,0,0,0,0,0,0,0,0,14,265,290,8,15,0,0,3,0,0,0,17,336,0,0,0,0,0,0,0,0,0,7,7,538,8,15,0,0,3,0,7,0,33,609,4,0,0,0,0,0,0,0,0,82,82,703,14,15,0,0,3,0,6,0,135,878,4754,591,485,101,80,128,83,31,19,132,6406,10290,2420,1798,497,527,595,483,164,22,270,17064,2821,654,620,129,128,132,196,72,12,127,4897,13,0,3,0,3,0,5,6,0,16,43,13125,3076,2424,627,668,723,681,237,28,415,22002,5,0,4,0,0,0,4,0,0,192,206,17884,3666,2909,729,746,854,764,264,53,741,28614
SED10063,0,0,0,3,9,549,12,0,0,0,0,0,0,0,22,595,137,0,0,0,0,0,0,0,0,13,147,36,0,0,0,0,0,0,0,0,0,40,15,0,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,6,66,0,0,0,0,0,0,0,0,0,4,4,187,0,0,0,0,0,0,0,0,25,213,2591,327,296,60,73,44,52,41,7,143,3647,621,520,668,178,179,203,171,72,15,37,2657,97,44,43,12,13,24,31,22,5,16,310,5,0,0,0,0,0,0,0,0,0,10,727,564,713,188,193,220,201,98,21,51,2980,9,0,4,0,0,0,0,0,0,10,19,3326,895,1007,248,267,265,256,141,27,205,6644
SED10064,0,0,0,6,8,939,15,4,0,0,0,0,0,0,77,1031,236,0,0,0,0,0,0,0,0,30,274,30,0,0,0,0,0,0,0,0,6,39,9,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,6,49,0,0,0,0,0,0,0,0,0,3,3,280,0,0,0,0,0,0,0,0,39,325,4531,311,258,57,28,36,40,30,10,274,5580,568,186,180,60,50,46,73,31,0,40,1243,39,9,24,4,17,22,30,4,3,7,159,0,0,4,0,0,0,0,0,0,4,9,613,195,207,65,63,68,104,32,8,55,1410,8,0,0,0,0,0,0,0,0,101,116,5150,511,462,121,97,109,144,64,16,433,7114
SED10065,0,0,0,12,17,1824,167,96,23,25,11,37,18,0,78,2280,153,0,0,0,0,0,0,0,0,15,167,195,0,3,0,0,0,0,0,0,16,213,344,32,13,5,5,0,8,3,0,23,427,0,0,0,0,0,0,0,0,0,0,0,535,32,18,5,5,0,8,3,0,42,642,0,0,0,0,0,0,0,0,0,13,11,694,30,18,5,5,0,8,3,0,63,824,5111,1036,1030,361,354,418,443,187,66,201,9212,13530,6658,7256,2566,3120,3651,3798,1336,325,518,42760,3884,1489,1582,386,416,440,611,263,89,196,9356,22,16,17,5,7,13,20,16,13,10,133,17446,8162,8857,2956,3536,4105,4431,1610,431,722,52253,24,4,14,0,8,5,0,13,4,90,153,22574,9200,9902,3320,3900,4529,4875,1808,500,1018,61616
SED10066,0,0,0,6,10,1494,22,17,3,4,5,3,0,0,33,1585,241,5,0,0,3,0,0,0,0,21,269,84,0,0,0,0,0,0,0,0,8,95,66,6,0,0,0,0,0,0,0,9,78,3,0,0,0,0,0,0,0,0,0,4,149,6,0,0,0,0,0,0,0,14,175,0,0,0,0,0,0,0,0,0,3,0,393,8,0,0,3,0,0,0,0,38,445,6578,634,529,96,114,94,98,43,19,173,8374,2932,1499,1331,288,282,301,310,120,24,101,7190,401,188,173,30,31,41,81,36,3,28,1016,16,3,0,0,0,3,4,3,0,6,38,3352,1689,1506,315,316,342,390,158,34,135,8246,9,0,3,0,0,0,0,0,0,40,56,9945,2323,2040,414,429,439,487,198,49,349,16664
SED10067,0,0,0,25,32,1782,38,22,6,9,0,6,6,0,92,1962,441,11,8,0,0,4,3,4,0,54,522,121,0,0,0,0,0,0,0,0,8,134,40,0,0,0,0,0,0,0,0,5,49,0,0,0,0,0,0,0,0,0,0,0,159,5,0,0,0,0,0,0,0,10,183,0,0,0,0,0,0,0,0,0,29,30,605,16,11,0,0,4,3,0,0,92,740,9361,1653,1164,237,152,168,198,142,52,262,13383,2208,681,534,159,157,132,152,82,20,51,4176,201,23,36,15,7,9,14,17,0,21,350,7,0,3,0,0,0,0,4,0,5,14,2419,705,578,172,163,139,167,102,20,72,4539,8,0,5,0,0,0,0,0,0,94,107,11787,2360,1745,408,314,309,373,239,66,428,18031
SED10068,0,0,0,8,17,1685,32,7,4,4,7,3,0,0,87,1823,428,0,0,0,0,0,0,0,0,55,488,54,0,0,0,0,0,0,0,0,5,63,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,5,77,3,0,0,0,0,0,0,0,0,10,11,501,0,0,0,0,0,0,0,0,68,579,6162,609,476,81,96,77,96,50,22,297,7974,837,358,372,106,131,119,127,44,15,46,2149,65,28,37,0,11,3,9,8,0,9,175,0,0,6,0,0,0,0,0,0,0,10,901,381,413,107,145,120,138,51,16,58,2331,15,0,0,0,0,3,0,0,0,31,45,7087,994,886,187,241,204,231,100,44,382,10352
SED10069,0,0,0,12,21,1459,33,15,4,3,3,6,0,0,59,1589,263,4,0,0,0,0,0,0,0,26,300,66,0,0,0,0,0,0,0,0,3,71,3,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,6,80,0,0,0,0,0,0,0,0,0,18,21,345,4,0,0,0,0,0,0,0,49,399,5666,543,438,63,49,77,69,76,30,225,7240,973,261,230,60,104,91,85,39,12,43,1891,80,24,25,7,12,15,24,7,10,9,203,5,0,0,0,0,0,0,0,0,5,7,1051,285,254,68,115,112,108,48,22,52,2108,14,0,0,0,0,0,0,0,0,49,66,6735,829,700,132,160,185,176,122,55,325,9410
SED10070,0,0,0,55,62,2718,106,94,45,24,16,34,3,0,163,3203,160,0,0,0,0,0,0,0,0,8,163,423,9,0,0,0,0,4,0,0,11,446,455,15,12,7,7,0,5,0,0,65,563,0,0,0,0,0,0,0,0,0,6,7,878,21,10,10,7,0,3,0,0,84,1017,3,0,0,0,0,0,0,0,0,97,103,1033,22,10,10,7,0,3,0,0,194,1287,4564,534,417,112,115,92,91,43,24,143,6124,14134,5036,4292,1494,1225,1132,1293,366,79,374,29423,3559,790,930,556,383,343,639,179,30,235,7646,41,4,3,0,0,6,5,8,0,18,80,17728,5828,5225,2057,1617,1475,1939,553,109,627,37149,22,5,10,3,4,5,0,0,0,237,283,22318,6359,5644,2171,1733,1568,2032,599,127,1009,43555
SED10071,0,0,0,11,14,1163,131,83,31,9,11,41,32,3,47,1548,110,0,3,0,0,0,5,0,0,8,121,140,15,3,0,0,0,4,0,0,5,165,87,20,7,0,0,0,3,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,226,32,15,0,3,3,6,3,0,5,296,3,0,0,0,0,0,0,0,0,0,4,335,37,18,0,3,3,10,3,0,17,417,6268,1724,1441,333,311,336,262,118,33,161,10992,14338,10370,8313,2061,2075,1861,1584,584,164,340,41690,1251,619,603,154,117,164,370,201,43,101,3627,14,7,8,0,0,0,9,4,3,9,53,15600,10992,8925,2221,2192,2025,1957,796,204,454,45370,19,13,8,0,0,0,6,0,0,321,369,21891,12722,10374,2555,2506,2363,2224,913,241,941,56735
SED10072,0,0,0,89,91,3024,47,48,4,8,4,11,6,0,188,3350,151,0,0,0,0,0,0,0,0,9,159,424,0,0,0,0,0,0,0,0,28,455,547,9,18,0,0,3,4,0,0,48,623,8,0,0,0,0,0,0,0,0,4,10,976,6,12,0,0,3,6,0,0,72,1082,0,0,0,0,0,0,0,0,0,135,135,1130,6,12,0,0,3,6,0,0,224,1382,5236,962,1034,264,252,290,244,98,40,238,8644,12496,3754,4267,1497,1716,1954,2064,533,95,456,28829,3579,434,589,185,241,341,436,152,38,194,6190,31,3,5,0,5,5,8,6,0,10,74,16102,4188,4860,1685,1967,2304,2502,684,129,667,35098,12,3,12,0,0,4,5,4,4,320,369,21354,5157,5898,1953,2226,2593,2755,787,174,1224,44106
SED10073,0,0,0,14,15,2266,144,122,23,12,14,44,20,5,56,2702,219,0,0,0,0,0,0,0,0,9,237,322,3,0,0,0,0,0,0,0,11,339,462,21,12,0,3,0,10,3,5,15,528,3,0,0,0,0,0,0,0,0,0,6,782,28,13,0,3,0,10,3,5,24,869,0,0,0,0,0,0,0,0,0,18,17,1009,31,12,3,3,0,11,3,5,52,1125,5851,1012,995,245,278,290,379,197,39,165,9446,14372,5733,5832,1754,1896,1930,2250,963,195,426,35355,3388,1050,1315,378,394,455,665,278,79,207,8209,25,10,6,0,4,0,14,9,7,13,91,17786,6799,7151,2135,2297,2382,2922,1254,280,646,43658,15,4,10,4,0,0,5,0,0,108,155,23649,7810,8161,2386,2571,2675,3312,1451,320,919,53256
SED10074,0,0,0,0,6,1841,77,69,5,6,0,22,13,0,51,2087,231,0,0,0,0,0,0,4,0,7,255,229,3,3,0,0,3,0,0,0,8,249,197,10,13,0,0,0,6,0,0,3,227,3,0,0,0,0,0,0,0,0,0,4,432,15,11,0,0,3,7,0,0,13,483,3,0,0,0,0,0,0,0,0,0,0,671,18,15,0,0,3,7,4,3,25,742,5490,843,733,168,161,199,194,90,35,157,8068,9315,4503,3923,1147,1282,1483,1527,507,115,295,24086,1775,480,570,99,105,117,243,100,25,74,3578,19,4,5,4,3,7,7,3,0,12,62,11108,4987,4497,1251,1394,1608,1770,604,138,377,27724,18,4,0,3,0,3,0,0,0,34,63,16615,5835,5229,1416,1554,1809,1967,697,172,561,35859
SED10075,0,0,0,27,35,2151,11,10,4,0,0,8,6,0,93,2280,412,0,4,0,0,0,0,0,0,24,440,184,0,0,0,0,0,0,0,0,10,192,131,0,0,0,0,0,0,0,0,10,140,3,0,0,0,0,0,0,0,0,3,10,321,0,0,0,0,0,0,0,0,15,340,3,0,0,0,0,0,0,0,0,34,33,730,0,3,0,0,0,0,0,4,72,815,7612,536,387,64,66,66,56,27,15,232,9063,3235,570,644,97,103,103,97,38,17,61,4961,744,53,68,14,11,19,31,17,0,41,993,22,5,0,4,0,3,4,0,0,9,37,4003,625,706,111,109,123,135,54,18,106,5992,17,0,0,0,0,0,0,0,0,79,98,11629,1167,1100,174,172,195,186,82,28,420,15151
SED10076,0,0,0,0,7,1743,17,11,0,0,0,0,3,0,82,1861,368,4,0,0,0,0,0,0,0,28,403,88,0,0,0,0,0,0,0,0,11,93,37,0,0,0,0,0,6,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,6,0,0,14,139,8,0,0,0,0,0,0,0,0,0,7,495,4,0,0,0,0,3,0,0,40,548,6142,390,298,54,59,61,67,37,12,279,7392,1221,275,372,125,98,109,145,49,15,57,2468,149,25,37,12,7,8,35,16,5,21,319,8,0,0,0,0,0,0,0,0,0,13,1373,301,412,144,110,121,182,68,16,82,2802,24,0,0,0,0,0,0,0,0,23,39,7535,688,704,193,164,181,248,106,29,382,10229
SED10077,0,0,0,9,11,2729,116,86,12,6,15,29,6,0,91,3095,192,4,0,0,0,0,0,0,0,9,210,478,3,5,0,0,0,5,4,0,44,528,643,21,22,0,0,5,10,3,0,54,754,4,0,0,0,0,0,0,0,0,6,4,1124,26,25,0,0,5,8,4,0,98,1291,0,0,0,0,0,0,0,0,0,6,8,1315,27,24,4,0,5,8,4,0,117,1505,4825,786,796,261,244,306,343,122,43,206,7930,14279,4937,5412,2033,2723,4076,3726,1050,169,676,39080,4788,1298,1419,449,652,700,757,247,38,388,10734,36,10,3,5,5,10,17,7,3,21,120,19105,6238,6842,2490,3376,4783,4501,1305,211,1080,49931,9,4,3,0,4,10,14,0,0,106,156,23938,7026,7648,2748,3622,5099,4856,1431,256,1394,58023
SED10078,0,0,0,18,17,2558,38,29,5,0,3,9,3,0,190,2841,117,0,0,0,0,0,0,0,0,16,135,379,3,0,0,0,0,0,0,0,62,452,704,4,8,3,0,0,0,0,0,150,868,9,0,0,0,0,0,0,0,0,9,14,1093,9,8,3,0,0,0,0,0,219,1331,0,0,0,0,0,0,0,0,0,30,27,1209,7,6,3,0,0,0,0,0,263,1495,6340,1164,1097,234,193,198,210,76,30,186,9736,7490,1865,2082,638,796,908,838,221,52,344,15236,3643,373,418,118,164,128,190,68,8,343,5451,28,0,3,0,5,0,0,0,0,15,62,11157,2237,2509,760,960,1035,1031,295,61,704,20753,13,3,3,0,0,0,0,0,0,77,104,17510,3410,3611,1000,1155,1236,1234,370,92,967,30589
SED10079,0,0,0,0,8,1156,14,4,0,0,0,4,0,0,30,1210,273,0,0,0,0,0,0,0,0,13,286,55,0,0,0,0,0,0,0,0,4,56,18,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,5,0,0,10,83,0,0,0,0,0,0,0,0,0,7,7,344,0,0,0,0,0,5,0,0,28,370,4724,436,323,41,38,35,46,24,9,141,5811,832,190,201,56,63,56,68,10,6,29,1510,84,22,22,10,9,5,10,0,0,5,160,0,0,0,0,0,0,0,0,0,0,6,915,213,219,62,71,57,73,15,9,35,1678,11,0,0,0,0,0,0,0,0,17,30,5649,653,538,103,112,96,122,39,18,192,7518
SED10080,0,0,0,26,40,1300,48,26,12,3,4,9,12,0,77,1487,229,0,4,0,0,0,0,0,0,17,248,93,0,0,0,0,0,0,0,0,10,111,88,0,3,0,0,0,3,0,0,10,107,0,0,0,0,0,0,0,0,0,0,0,187,5,6,0,0,0,3,0,0,16,216,0,0,0,0,0,0,0,0,0,37,45,419,7,7,0,0,0,3,0,0,71,514,9087,2170,2438,720,735,857,1106,589,256,310,18265,5697,3007,4609,1642,1792,1990,2745,1033,260,422,23198,1013,467,955,347,384,370,599,211,57,172,4590,16,5,4,4,5,4,8,7,3,8,64,6727,3479,5570,1994,2172,2366,3353,1260,325,603,27852,20,7,15,0,0,9,7,4,4,160,224,15837,5658,8024,2719,2910,3228,4470,1850,583,1074,46342
SED10081,0,0,0,3,15,423,3,4,3,0,0,0,0,0,38,473,109,0,0,0,0,0,0,0,0,12,120,18,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,14,146,2064,244,243,47,71,40,61,33,21,129,2957,398,392,657,198,249,258,311,115,49,43,2666,40,38,60,40,76,114,124,25,9,22,548,6,0,4,0,0,0,0,0,0,7,17,437,425,720,242,329,375,439,137,59,68,3229,13,0,0,0,0,0,0,0,0,17,27,2507,665,964,295,397,413,503,176,79,212,6220
SED10082,0,0,0,11,14,1565,72,36,4,8,0,8,0,0,59,1755,401,7,5,0,0,0,0,0,0,36,451,91,0,0,0,0,0,0,0,0,17,107,19,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,17,135,13,0,0,0,0,0,0,0,0,36,51,522,6,5,0,0,0,0,0,0,86,633,7394,1427,961,152,118,103,120,73,41,222,10605,1458,508,456,108,101,75,102,35,25,49,2925,144,42,51,4,10,13,29,6,4,13,311,8,0,0,0,0,0,0,0,0,0,7,1609,547,502,112,109,89,133,47,32,63,3241,23,0,0,0,0,0,0,0,0,60,85,9022,1973,1466,269,232,187,254,117,70,348,13937
SED10083,0,0,0,12,24,1166,27,24,0,0,5,10,0,0,67,1306,285,7,0,0,0,0,0,0,0,34,329,72,0,0,0,0,0,0,0,0,7,77,29,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,5,5,100,0,0,0,0,0,0,0,0,10,114,7,0,0,0,0,0,0,0,0,19,29,394,8,5,0,0,0,0,0,0,66,472,5666,710,509,106,79,42,66,30,17,197,7424,1425,558,518,121,74,114,113,35,18,49,3027,180,49,62,10,17,16,35,5,7,24,418,5,3,8,0,0,0,0,0,0,4,21,1611,610,590,130,97,132,148,43,23,81,3457,25,4,0,0,0,0,0,0,0,44,75,7304,1329,1101,238,167,180,213,75,33,324,10958
SED10084,0,0,0,35,41,1657,48,26,3,0,8,0,3,0,133,1876,609,9,0,4,0,0,0,0,0,63,691,49,0,0,0,0,0,0,0,0,0,55,18,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,11,74,8,0,0,0,0,0,0,0,0,40,47,683,9,0,4,0,0,0,0,0,109,808,7252,1025,683,110,94,95,138,90,33,377,9885,943,475,548,182,142,155,144,59,11,43,2688,89,27,33,8,8,10,23,7,6,5,229,0,0,3,0,0,0,0,0,0,3,5,1028,503,581,194,150,164,169,69,14,54,2926,16,0,0,0,0,0,0,0,0,91,114,8300,1524,1260,303,242,263,305,159,49,520,12921
SED10085,0,0,0,0,0,472,12,4,0,0,0,6,5,0,39,538,109,0,0,0,0,0,0,0,0,8,117,13,0,0,0,0,0,0,0,0,3,15,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,3,3,123,0,0,0,0,0,0,0,0,15,141,2967,473,366,75,46,58,79,35,21,149,4264,381,316,308,87,79,117,192,53,41,32,1608,51,31,33,9,16,21,47,21,14,6,244,0,0,0,0,0,0,0,0,0,5,9,437,347,343,97,91,142,243,74,55,41,1859,5,0,0,0,0,0,3,0,3,72,78,3405,813,707,172,133,194,320,106,76,263,6199
SED10086,0,0,0,45,43,1999,81,40,4,5,4,17,12,3,84,2256,549,16,5,0,6,4,0,0,0,15,593,244,0,5,0,0,0,0,0,0,3,255,65,0,0,0,0,0,0,0,0,3,70,5,0,0,0,0,0,0,0,0,0,5,308,0,5,0,0,0,0,0,4,14,329,5,0,0,0,0,0,0,0,0,99,107,865,16,10,0,6,4,0,0,4,127,1028,11152,2165,2639,691,725,840,996,469,130,325,20132,4421,1202,1614,496,529,698,784,354,58,155,10311,375,82,92,24,21,40,82,55,12,25,811,11,0,0,0,0,0,0,6,0,7,27,4803,1287,1706,525,558,737,862,414,73,185,11149,16,3,0,0,0,5,0,0,0,193,217,15969,3455,4344,1213,1281,1580,1860,889,200,703,31494
SED10087,0,0,0,5,4,442,8,3,0,0,0,6,3,0,29,497,130,0,0,0,0,0,0,0,0,12,141,32,0,0,0,0,0,0,0,0,0,40,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,8,48,0,0,0,0,0,0,0,0,0,3,3,169,0,0,0,0,0,0,0,0,18,188,2334,394,306,46,77,58,69,47,23,126,3478,724,787,1168,327,365,387,436,168,89,48,4499,58,85,98,81,73,87,249,80,10,19,841,0,4,0,0,0,5,8,0,3,0,23,781,871,1272,406,443,485,685,250,101,67,5364,4,5,0,0,0,4,0,0,0,14,22,3119,1268,1578,455,521,538,760,296,128,208,8867
