SED_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
SED10011,0,13,..,110,6,117,0,116,..,87,9,98,4,102,..,100,7,105,0,109,..,23,10,32,0,32,..,36,9,46,0,46,..,5,0,5,0,5,..,6,0,12,0,12,..,12,0,11,0,11,..,94,3,96,0,96,..,41,0,45,0,45,..,77,6,82,0,82,..,8,0,10,0,10,..,19,0,23,0,23,..,46,0,46,0,46,..,34,0,36,0,36,..,69,4,72,0,72,..,33,0,33,0,31,..,184,8,191,0,193,..,237,17,255,9,260,..,9,0,9,0,9,..,89,17,107,0,107,..,10,0,12,0,12,..,59,14,73,4,77,..,475,47,520,9,537,..,2385,200,2584,29,2614,..,120,8,130,1208,1331,33361,2502,207,2712,1234,37305,64968,..,..,..,..,64968,..,41,0,37,0,37,..,141,8,146,0,146,..,93,0,97,3,96,..,111,20,136,0,136,..,189,37,230,4,237
SED10012,0,29,..,376,31,407,7,412,..,554,145,703,4,701,..,15,0,17,0,17,..,1077,1008,2086,19,2100,..,18,10,21,0,21,..,144,41,186,0,181,..,13,0,13,0,13,..,51,18,63,0,71,..,103,12,112,0,112,..,34,4,34,0,34,..,36,27,57,0,57,..,426,37,463,3,470,..,758,238,996,0,995,..,109,8,112,0,112,..,53,15,71,0,71,..,232,3,237,3,239,..,49,10,60,0,60,..,443,40,480,0,485,..,613,160,774,9,779,..,16,4,21,0,20,..,235,147,386,5,387,..,109,45,157,6,155,..,6832,5941,12778,78,12849,..,3262,1280,4538,42,4584,..,19402,11821,31223,217,31444,..,338,204,547,2190,2733,8699,19743,12024,31771,2404,42874,18486,..,..,..,..,18486,..,3,0,3,0,3,..,3298,1013,4312,34,4346,..,3,0,3,0,3,..,2373,1768,4136,34,4170,..,1132,1099,2233,19,2250
SED10013,0,140,..,3365,283,3646,34,3683,..,814,87,904,0,906,..,33,0,33,0,33,..,100,35,140,0,140,..,48,10,61,0,63,..,170,20,191,0,188,..,266,18,290,0,288,..,93,12,104,0,104,..,132,9,146,0,147,..,112,13,123,0,122,..,91,8,93,0,93,..,335,18,352,0,354,..,385,45,437,6,436,..,229,3,231,4,231,..,140,19,160,5,160,..,414,9,423,3,426,..,69,0,71,0,74,..,853,34,885,14,891,..,943,112,1053,8,1062,..,147,10,154,0,156,..,161,33,200,0,195,..,162,19,182,0,188,..,337,108,451,5,459,..,2255,302,2550,37,2590,..,13975,1798,15773,140,15915,..,328,52,382,2134,2517,48151,14301,1850,16156,2275,66578,95460,..,..,..,..,95460,..,174,9,178,0,178,..,3152,358,3507,26,3533,..,35,5,41,0,41,..,482,275,751,6,757,..,725,311,1037,13,1049
SED10014,0,77,..,2309,251,2555,25,2586,..,117,17,135,0,135,..,30,4,28,0,34,..,88,50,141,0,142,..,35,12,48,0,48,..,78,7,86,0,86,..,213,11,221,0,223,..,68,20,88,4,89,..,118,9,127,0,127,..,70,12,80,0,85,..,106,20,130,0,125,..,695,60,760,10,773,..,86,12,101,0,101,..,306,11,316,3,313,..,169,27,200,0,200,..,604,25,630,3,632,..,108,11,114,0,116,..,1191,65,1256,10,1262,..,607,103,712,3,714,..,96,6,107,0,107,..,174,64,235,3,238,..,19,8,28,0,28,..,272,102,374,7,375,..,1343,311,1653,26,1682,..,9925,1676,11600,111,11712,..,277,59,341,2592,2927,28156,10207,1734,11942,2698,42794,55566,..,..,..,..,55566,..,87,0,87,0,87,..,2798,505,3303,21,3322,..,58,0,58,0,55,..,244,119,362,5,370,..,467,223,685,8,696
SED10015,0,42,..,2363,195,2555,25,2580,..,917,170,1087,4,1095,..,113,14,133,0,133,..,12,4,18,0,18,..,478,403,882,5,894,..,146,22,167,0,167,..,44,5,49,0,49,..,42,6,45,0,45,..,58,7,71,0,67,..,659,216,873,4,880,..,72,10,83,0,85,..,42,9,44,0,49,..,82,4,86,0,86,..,251,4,262,0,264,..,568,95,669,7,672,..,583,23,601,8,610,..,68,7,66,0,66,..,1473,128,1595,17,1611,..,583,85,665,0,666,..,46,3,53,0,53,..,302,87,388,4,398,..,161,40,205,0,207,..,1191,611,1802,15,1813,..,1110,196,1305,35,1339,..,20606,7060,27663,220,27882,..,288,101,379,2669,3055,15999,20885,7158,28045,2891,46931,33092,..,..,..,..,33092,..,14,0,16,0,16,..,6329,980,7314,61,7375,..,37,0,37,0,37,..,2617,1733,4347,20,4373,..,4183,4609,8792,95,8882
SED10016,0,218,..,4532,273,4810,34,4840,..,397,38,430,0,435,..,78,8,84,0,84,..,27,3,28,0,28,..,776,293,1067,4,1072,..,19,0,19,0,22,..,216,4,222,7,224,..,991,119,1103,9,1113,..,130,8,133,4,139,..,89,7,100,4,103,..,130,19,149,0,149,..,13,0,13,0,13,..,104,10,108,0,108,..,380,6,384,4,388,..,303,37,337,0,346,..,625,12,635,4,640,..,63,0,63,0,66,..,1371,52,1427,11,1436,..,475,37,516,0,520,..,572,32,598,8,600,..,114,24,141,0,141,..,104,12,111,0,111,..,176,30,208,0,208,..,1472,135,1607,36,1643,..,17637,2543,20180,165,20339,..,225,32,257,1065,1324,31062,17868,2572,20435,1230,52724,62212,..,..,..,..,62212,..,617,10,619,0,624,..,2148,122,2272,15,2287,..,10,0,10,0,10,..,2117,516,2633,22,2655,..,5179,1782,6967,67,7034
SED10017,0,20,..,317,23,338,5,347,..,33,0,38,0,40,..,10,4,15,0,15,..,0,0,0,0,0,..,33,6,33,0,33,..,21,3,26,0,26,..,67,7,77,0,77,..,10,0,11,0,13,..,30,0,30,0,30,..,11,0,11,0,7,..,9,0,16,0,16,..,25,0,26,0,26,..,9,0,14,0,14,..,88,6,95,0,95,..,17,0,17,0,17,..,101,4,103,0,103,..,24,0,24,0,24,..,230,11,238,0,238,..,57,8,69,0,69,..,37,0,38,0,38,..,97,27,121,0,121,..,4,0,3,0,3,..,39,29,72,0,72,..,264,42,305,9,321,..,1663,213,1881,34,1909,..,118,9,124,1828,1950,40077,1780,222,2006,1857,43938,78727,..,..,..,..,78727,..,125,6,124,0,124,..,88,9,92,0,97,..,73,5,72,0,72,..,79,32,109,0,109,..,149,46,200,3,205
SED10018,0,6,..,198,9,204,0,211,..,130,13,142,5,148,..,45,4,52,0,52,..,11,0,9,0,9,..,45,6,51,0,51,..,180,35,214,0,214,..,18,0,18,0,18,..,26,0,25,0,25,..,45,8,57,3,56,..,42,0,45,0,45,..,22,8,28,4,28,..,29,0,33,0,33,..,33,8,32,0,36,..,43,0,47,0,47,..,31,5,31,0,31,..,57,9,59,0,65,..,23,0,24,0,24,..,149,9,162,0,165,..,121,12,133,0,133,..,27,0,22,0,22,..,60,20,81,0,86,..,5,3,11,0,11,..,60,10,71,0,72,..,358,41,397,12,410,..,2244,291,2536,38,2570,..,126,9,139,1222,1363,35092,2369,304,2674,1256,39025,68523,..,..,..,..,68523,..,90,0,96,0,96,..,105,4,110,3,113,..,49,0,49,0,49,..,162,58,222,0,222,..,280,83,366,12,372
SED10019,0,3,..,99,14,112,0,112,..,38,3,40,4,43,..,26,0,26,0,26,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,15,0,15,0,15,..,4,3,9,0,9,..,9,0,9,0,9,..,17,0,16,0,16,..,16,0,16,0,16,..,0,0,0,5,4,..,7,0,7,0,7,..,49,0,56,0,56,..,26,0,26,0,25,..,91,5,93,0,93,..,24,4,26,0,26,..,191,8,197,0,203,..,37,0,39,0,42,..,0,0,3,0,3,..,49,14,59,6,60,..,0,0,0,0,0,..,10,0,18,0,15,..,291,31,327,9,326,..,1047,112,1159,15,1180,..,99,15,111,2831,2946,34872,1148,126,1274,2848,38996,68764,..,..,..,..,68764,..,56,0,56,0,56,..,12,0,12,0,18,..,239,7,244,0,244,..,42,21,63,0,67,..,81,24,105,0,106
SED10020,0,9,..,830,170,999,5,1003,..,72,0,74,0,76,..,72,12,89,0,89,..,9,0,9,0,9,..,11,8,20,0,23,..,3,0,3,0,3,..,26,3,30,0,31,..,7,0,9,0,9,..,22,0,24,0,24,..,18,0,21,0,21,..,22,4,21,0,21,..,9,0,9,0,9,..,6,0,4,0,4,..,53,3,60,0,60,..,19,3,23,0,26,..,90,6,96,0,96,..,54,20,69,5,74,..,216,27,245,6,254,..,97,14,116,0,116,..,6,0,6,0,6,..,78,16,92,0,92,..,6,0,6,0,7,..,35,10,46,0,47,..,826,381,1209,32,1244,..,2947,788,3737,60,3792,..,143,25,168,2236,2407,34550,3091,816,3907,2294,40746,66787,..,..,..,..,66787,..,98,0,98,0,98,..,150,41,193,0,190,..,197,4,199,3,198,..,71,34,100,6,103,..,222,133,360,4,365
SED10021,0,27,..,221,5,220,3,230,..,425,34,460,8,467,..,187,19,201,0,201,..,6,0,6,0,6,..,110,18,127,0,127,..,20,0,22,0,22,..,17,0,17,0,17,..,69,3,69,0,69,..,150,17,167,0,166,..,601,48,655,5,653,..,557,87,641,6,645,..,3,0,3,0,3,..,76,6,81,0,81,..,80,0,80,0,80,..,111,8,117,0,117,..,156,0,159,0,161,..,55,5,53,0,53,..,401,10,413,0,416,..,831,49,880,6,890,..,26,0,26,0,26,..,118,28,146,0,146,..,49,6,57,0,58,..,116,18,131,0,133,..,984,61,1043,17,1064,..,7963,768,8735,70,8808,..,141,11,152,2253,2403,32102,8107,780,8886,2327,43308,62126,..,..,..,..,62126,..,52,4,55,4,58,..,322,30,351,0,356,..,10,0,10,0,10,..,634,101,738,5,739,..,1148,215,1370,12,1382
SED10022,0,4,..,118,13,133,0,134,..,34,3,34,0,34,..,4,0,4,0,4,..,8,0,11,0,11,..,4,0,4,0,4,..,4,0,4,0,4,..,23,0,29,0,28,..,3,0,3,3,6,..,7,0,7,0,7,..,8,3,8,0,8,..,9,0,9,0,9,..,3,0,4,0,4,..,8,3,10,0,16,..,57,0,59,0,59,..,11,0,11,0,11,..,76,3,76,0,76,..,17,5,20,0,19,..,164,8,167,0,174,..,33,5,36,0,31,..,5,0,5,0,5,..,26,8,32,0,32,..,4,0,4,0,4,..,22,10,33,0,33,..,226,30,260,4,262,..,1068,217,1286,18,1307,..,83,0,84,2458,2537,32279,1150,219,1366,2476,36124,63705,..,..,..,..,63705,..,55,0,56,3,58,..,317,50,369,5,374,..,122,3,132,0,129,..,47,28,78,0,78,..,128,173,298,0,297
SED10023,0,5,..,95,3,97,0,97,..,261,21,289,0,292,..,64,3,71,0,77,..,13,5,12,0,12,..,31,9,35,0,35,..,98,9,104,0,104,..,13,0,13,0,13,..,11,0,13,0,13,..,99,4,101,0,101,..,177,25,202,3,204,..,184,23,207,0,209,..,4,0,4,0,8,..,78,6,87,0,84,..,34,0,34,0,32,..,57,0,59,0,59,..,71,7,75,0,72,..,9,0,9,0,9,..,165,4,168,3,170,..,289,28,320,6,327,..,6,0,6,0,6,..,105,16,123,0,123,..,26,0,30,0,30,..,71,10,83,0,83,..,430,32,460,15,479,..,3662,423,4087,39,4126,..,90,8,97,1228,1319,34397,3751,429,4182,1271,39843,68263,..,..,..,..,68263,..,58,0,58,0,58,..,280,30,312,3,316,..,9,0,8,0,8,..,299,93,385,0,392,..,559,139,706,5,709
SED10024,0,40,..,557,17,572,8,577,..,202,19,222,0,222,..,392,62,460,3,461,..,9,0,11,0,11,..,571,172,746,0,742,..,15,4,15,0,15,..,31,0,31,0,31,..,361,27,394,3,398,..,59,8,66,0,68,..,109,8,118,4,117,..,129,11,140,0,140,..,0,0,0,0,0,..,55,0,57,0,57,..,59,0,59,0,59,..,125,17,139,0,143,..,71,0,76,0,76,..,21,0,20,0,20,..,281,14,296,0,297,..,305,13,320,0,320,..,87,0,85,0,85,..,117,23,144,0,144,..,34,0,35,0,35,..,111,13,127,0,127,..,1066,87,1153,17,1169,..,11056,1993,13051,83,13133,..,110,17,130,939,1071,27477,11172,2013,13178,1029,41685,54806,..,..,..,..,54806,..,272,0,274,0,274,..,216,12,224,0,227,..,0,0,0,0,0,..,3577,595,4172,19,4192,..,6813,1859,8672,73,8746
SED10025,0,57,..,857,35,890,11,903,..,2323,434,2755,9,2765,..,121,9,129,0,133,..,20,3,18,0,18,..,862,378,1239,3,1251,..,56,0,62,0,62,..,37,0,37,0,37,..,201,21,215,0,218,..,104,7,116,0,112,..,199,12,218,4,220,..,160,9,163,0,163,..,8,0,8,0,8,..,112,12,122,0,123,..,128,0,128,0,131,..,172,7,182,0,183,..,181,3,183,0,184,..,58,7,59,0,59,..,540,15,554,3,553,..,551,61,616,0,616,..,141,3,145,4,150,..,170,25,198,0,195,..,206,32,240,0,245,..,344,59,406,0,412,..,698,96,794,30,823,..,13961,2753,16720,124,16838,..,156,37,189,1608,1798,24105,14118,2786,16901,1735,42735,47544,..,..,..,..,47544,..,46,0,52,0,52,..,1463,120,1585,10,1591,..,10,0,10,0,10,..,2487,548,3030,21,3054,..,5232,1592,6822,50,6874
SED10026,0,13,..,873,77,946,8,956,..,42,0,46,0,48,..,11,4,14,0,14,..,4,4,3,0,3,..,34,8,39,0,39,..,4,0,4,0,4,..,106,6,109,3,116,..,12,0,12,0,12,..,15,0,15,0,15,..,12,4,11,0,11,..,17,0,15,0,15,..,0,0,0,0,0,..,3,0,6,0,4,..,94,0,97,0,97,..,8,3,14,0,14,..,112,0,117,3,115,..,14,6,17,0,17,..,232,7,237,3,244,..,74,9,79,0,79,..,38,0,43,0,41,..,48,10,58,0,58,..,0,0,0,0,0,..,32,9,45,0,47,..,382,37,419,17,430,..,2253,232,2490,38,2528,..,132,7,140,3377,3514,35489,2383,241,2626,3419,41535,69659,..,..,..,..,69659,..,78,0,80,0,80,..,109,7,118,0,118,..,205,6,209,0,210,..,90,38,126,0,126,..,145,55,201,0,207
SED10027,0,65,..,1127,97,1223,9,1228,..,403,43,450,0,450,..,60,9,70,0,70,..,13,6,14,0,14,..,95,52,148,0,148,..,584,95,682,0,677,..,61,0,58,0,64,..,42,10,54,0,54,..,57,7,62,0,62,..,149,22,168,0,168,..,70,12,78,0,80,..,114,9,122,0,122,..,56,4,67,0,67,..,160,3,165,0,168,..,315,41,357,0,362,..,255,11,261,0,261,..,59,0,65,0,65,..,788,55,846,4,853,..,301,44,343,3,346,..,34,3,40,0,40,..,122,30,154,0,151,..,80,9,86,0,86,..,2058,1082,3141,26,3169,..,770,119,892,18,907,..,15230,3711,18932,135,19070,..,193,41,237,1940,2174,20917,15423,3745,19169,2075,42156,41845,..,..,..,..,41845,..,34,0,31,0,31,..,9371,1295,10668,76,10745,..,20,0,20,0,20,..,1901,772,2674,17,2695,..,2022,1022,3047,32,3081
SED10028,0,307,..,3214,108,3319,23,3343,..,160,7,169,5,169,..,177,14,195,5,196,..,3,5,9,0,9,..,1795,756,2556,17,2574,..,15,0,15,0,15,..,241,5,245,0,245,..,398,55,459,4,457,..,61,7,66,0,66,..,71,5,77,0,75,..,138,26,162,0,162,..,6,0,6,0,6,..,28,3,34,0,34,..,164,0,162,0,166,..,254,20,277,5,281,..,205,0,206,3,206,..,45,0,45,0,50,..,670,19,697,9,699,..,223,20,241,4,248,..,793,35,836,6,841,..,109,18,122,0,122,..,57,4,57,0,57,..,267,34,302,5,301,..,1030,88,1111,28,1138,..,19835,3973,23814,187,24002,..,179,42,215,1305,1518,20085,20015,4018,24027,1499,45608,39875,..,..,..,..,39875,..,273,0,273,3,279,..,634,42,679,3,684,..,0,0,0,0,0,..,6818,1352,8174,38,8209,..,11256,3278,14529,120,14651
SED10029,0,36,..,509,44,561,0,555,..,349,128,476,9,479,..,18,0,18,0,18,..,737,601,1334,9,1346,..,29,18,43,0,43,..,108,43,152,3,157,..,14,5,18,0,18,..,137,66,201,0,201,..,85,19,111,0,111,..,36,8,42,0,42,..,49,18,60,0,66,..,269,15,285,9,289,..,389,124,519,0,515,..,159,0,161,0,159,..,89,11,105,0,101,..,315,6,327,4,324,..,61,9,77,0,79,..,624,34,665,3,668,..,727,273,997,0,1004,..,23,0,29,0,29,..,182,89,267,0,267,..,201,59,260,6,259,..,5285,4098,9387,52,9437,..,4871,3061,7932,69,8004,..,21516,12313,33829,230,34062,..,446,325,775,3039,3809,9299,21968,12637,34606,3263,47166,19759,..,..,..,..,19759,..,6,0,6,0,6,..,9458,3751,13209,94,13304,..,7,0,7,0,10,..,1876,1286,3160,15,3185,..,1180,1105,2287,14,2301
SED10030,0,22,..,451,42,489,3,492,..,136,11,144,0,144,..,97,11,109,0,109,..,13,0,15,0,15,..,132,66,200,0,200,..,10,0,10,0,10,..,97,13,105,7,109,..,39,5,47,0,47,..,58,4,63,0,63,..,102,17,116,0,118,..,145,16,165,0,165,..,10,0,13,0,13,..,16,0,20,0,20,..,141,0,145,0,148,..,57,3,56,0,62,..,206,9,220,0,220,..,51,3,55,0,55,..,458,21,475,0,480,..,272,16,291,0,292,..,38,0,45,0,45,..,157,39,195,0,195,..,29,0,28,0,28,..,53,15,72,0,69,..,547,51,603,22,623,..,3864,566,4433,49,4480,..,109,21,124,2036,2163,33783,3974,583,4563,2084,40427,65852,..,..,..,..,65852,..,112,3,112,0,112,..,213,13,224,0,227,..,67,3,70,0,70,..,259,99,358,0,358,..,608,250,854,13,868
SED10031,0,11,..,295,25,320,0,319,..,95,10,101,0,101,..,23,0,23,0,23,..,16,3,18,0,18,..,23,14,37,0,37,..,15,0,13,0,13,..,57,6,61,3,57,..,10,0,12,0,12,..,19,9,26,0,26,..,26,6,32,0,32,..,22,3,22,0,22,..,4,0,4,0,7,..,20,0,20,0,22,..,59,7,69,0,69,..,24,4,29,0,29,..,81,0,81,0,81,..,21,0,23,0,23,..,196,12,207,0,207,..,84,4,87,0,87,..,9,0,13,0,13,..,65,12,77,0,77,..,17,0,17,0,17,..,33,13,41,0,41,..,307,29,343,7,345,..,1912,235,2142,23,2170,..,122,17,140,2407,2539,36360,2040,246,2287,2424,41070,71838,..,..,..,..,71838,..,91,3,92,0,92,..,161,12,175,4,178,..,34,0,38,0,38,..,85,23,110,0,109,..,224,87,311,4,315
SED10032,3,343,..,5949,491,6433,56,6489,..,335,78,410,4,411,..,27,3,31,0,31,..,44,19,56,0,56,..,177,138,312,4,320,..,18,9,30,0,30,..,346,40,386,3,386,..,384,183,568,6,571,..,64,18,83,0,83,..,35,9,46,6,44,..,78,15,96,0,96,..,137,8,146,0,146,..,116,27,136,0,141,..,376,10,390,0,391,..,164,24,191,0,190,..,616,20,644,6,648,..,93,11,99,0,99,..,1251,68,1319,8,1327,..,386,83,468,4,473,..,1130,100,1229,12,1240,..,138,63,205,0,205,..,774,269,1048,8,1055,..,483,234,714,4,718,..,4150,1067,5217,78,5294,..,25887,6240,32121,260,32381,..,463,190,651,3663,4320,14026,26353,6421,32775,3925,50732,28867,..,..,..,..,28867,..,14,0,14,0,14,..,14168,2808,16976,97,17066,..,21,5,24,0,24,..,1587,1023,2602,15,2621,..,2403,2213,4619,46,4662
SED10033,0,13,..,393,22,410,0,416,..,215,34,243,0,243,..,18,5,20,0,20,..,7,0,8,0,8,..,44,18,58,0,58,..,74,8,84,0,88,..,11,0,11,0,11,..,35,5,44,0,44,..,43,3,44,0,43,..,13,4,21,0,21,..,23,5,26,0,26,..,10,0,10,0,10,..,39,0,39,0,39,..,59,4,68,0,69,..,17,0,18,0,18,..,83,3,85,0,85,..,22,0,20,0,20,..,183,10,192,0,192,..,133,14,147,0,147,..,20,0,20,0,20,..,65,3,68,3,69,..,12,0,12,0,12,..,36,10,50,0,50,..,582,63,649,5,657,..,2777,368,3142,23,3170,..,116,7,120,1525,1650,34201,2892,370,3263,1558,39019,68511,..,..,..,..,68511,..,109,0,112,0,112,..,505,60,560,0,568,..,46,0,46,0,46,..,166,99,263,3,266,..,256,94,347,8,357
SED10034,0,20,..,215,13,225,0,229,..,161,18,181,0,181,..,86,6,91,0,91,..,6,10,12,0,12,..,32,4,39,0,39,..,139,13,147,0,149,..,16,0,21,0,21,..,31,0,35,0,35,..,70,4,77,4,81,..,100,12,113,0,111,..,166,42,201,0,201,..,6,0,6,0,6,..,25,4,34,0,34,..,75,0,79,0,79,..,60,12,70,0,70,..,94,0,99,0,99,..,16,0,16,0,16,..,246,13,260,0,260,..,290,27,319,4,324,..,29,4,31,0,31,..,102,14,111,0,111,..,16,0,23,0,23,..,86,14,97,0,102,..,422,50,467,3,476,..,3657,453,4118,34,4151,..,111,13,117,1203,1323,34142,3768,466,4235,1242,39617,67660,..,..,..,..,67660,..,104,0,104,0,104,..,391,33,427,4,432,..,22,0,22,0,24,..,336,79,414,6,422,..,598,163,762,6,767
