SED_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
SED10052,0,0,0,0,3,0,20,21,8,60,0,0,4,4,4,14,7,3,0,37,0,0,0,8,5,4,3,0,0,25,0,3,5,46,4,0,0,0,0,57,0,0,0,11,10,6,15,15,13,80,0,16,47,185,142,119,62,35,14,625,0,5,4,40,39,53,58,20,7,223,0,0,0,9,0,3,0,0,0,23,0,0,3,9,9,11,8,0,0,34,0,10,27,172,86,70,52,12,3,434,0,0,0,50,19,23,22,5,3,128,0,0,0,0,6,6,3,0,0,15,0,3,9,32,20,32,40,27,4,173,0,5,9,15,11,21,13,3,0,75,4,16,14,74,51,33,29,24,5,239,0,0,0,12,9,3,3,0,0,33,0,0,3,28,4,3,5,0,0,49,0,12,11,116,39,18,7,3,0,192,0,0,0,10,11,11,5,0,3,39,3,7,18,55,23,22,20,4,0,150
SED10053,0,0,0,0,0,8,18,9,0,43,0,0,4,4,3,0,0,0,0,5,0,0,0,6,0,4,0,0,0,9,0,3,29,211,0,0,0,0,0,246,0,0,0,8,15,18,32,22,3,104,0,12,39,149,145,106,65,27,4,548,0,4,6,60,42,66,61,30,11,275,3,14,3,55,0,5,7,0,0,79,0,0,0,6,24,17,0,0,0,54,8,29,38,167,75,56,45,4,0,416,0,0,0,17,5,16,16,3,7,59,0,0,4,10,7,0,0,0,0,21,0,4,0,11,22,39,30,27,5,140,4,6,4,9,7,10,4,0,0,40,0,8,18,66,50,24,15,3,0,191,0,3,0,36,6,8,3,0,0,73,0,0,0,56,5,0,0,0,0,63,0,12,8,67,39,20,5,0,0,156,0,0,0,9,3,0,0,0,0,14,11,26,14,78,33,35,29,4,0,234
SED10054,0,0,4,8,10,36,98,59,13,237,0,0,5,15,10,35,18,6,5,96,0,0,0,33,29,11,6,6,0,85,5,6,23,218,3,10,8,0,0,268,0,0,0,0,7,4,14,12,3,45,10,130,206,552,165,109,52,15,9,1251,0,0,0,12,3,15,15,5,6,54,18,189,150,709,186,96,32,7,0,1387,0,0,3,0,11,0,0,0,0,17,8,139,404,1694,1010,1124,647,161,67,5247,0,0,0,7,19,14,28,14,8,78,0,38,57,166,122,118,74,29,3,605,0,0,0,4,5,24,27,12,9,90,0,4,5,8,4,9,7,5,0,50,0,10,3,39,21,30,25,5,0,150,0,8,17,109,52,46,29,21,4,283,0,0,0,15,8,3,3,0,0,32,0,5,17,61,26,14,5,0,0,138,0,7,10,56,49,45,41,19,3,224,0,14,13,24,6,3,4,3,0,64
SED10055,0,0,0,6,17,93,126,85,17,355,0,0,0,9,7,15,20,8,0,57,0,8,0,7,4,6,4,0,0,23,0,0,0,39,11,12,4,0,0,68,0,0,0,4,6,13,14,0,9,46,3,70,94,232,121,89,31,10,3,671,0,0,0,11,9,26,15,6,0,64,0,13,23,88,30,9,13,9,6,184,0,0,0,0,4,4,0,0,0,9,3,15,46,346,188,243,214,29,9,1104,0,0,0,15,9,25,18,9,0,71,0,4,15,28,24,26,11,5,0,122,0,0,0,25,19,56,37,15,3,158,0,0,3,4,9,8,11,0,0,37,0,0,13,56,44,32,17,9,0,166,0,3,8,46,20,47,34,10,5,172,0,0,0,14,3,5,5,0,0,24,0,4,3,69,24,21,11,0,0,128,0,0,0,24,35,36,11,3,0,111,0,14,7,29,9,13,7,0,0,69
SED10056,0,0,0,4,0,0,3,4,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,6,0,0,4,15,4,0,0,0,0,23,0,0,0,8,12,9,35,15,3,84,0,46,51,163,57,72,41,20,0,455,0,0,0,0,0,0,0,0,0,0,4,13,16,34,3,3,0,0,0,76,0,0,0,0,4,4,0,0,0,12,9,42,37,210,58,65,21,6,0,454,0,0,0,0,0,0,0,0,0,0,0,15,25,24,28,10,3,0,0,109,0,0,0,9,6,15,31,24,10,94,0,0,0,3,0,3,0,0,0,11,5,18,28,47,33,23,6,10,0,170,0,10,0,22,11,3,4,0,0,45,5,0,10,94,0,0,0,0,0,105,0,5,6,49,20,18,4,0,0,95,0,0,5,14,11,5,7,0,0,39,0,5,3,27,8,7,3,0,0,58
SED10057,0,0,0,0,3,3,16,6,8,36,0,0,0,3,0,5,4,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,8,51,0,0,0,0,0,59,0,5,0,4,3,14,42,32,16,124,3,9,7,56,62,99,117,49,16,421,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,8,9,9,6,4,0,28,0,12,8,88,48,55,44,12,0,267,0,0,0,0,4,5,8,5,4,32,0,0,0,0,0,0,0,0,0,3,0,3,3,4,7,37,46,30,10,129,0,0,0,3,0,4,7,3,0,20,0,0,6,16,18,16,29,10,0,97,0,0,0,7,0,3,3,0,0,18,0,0,0,10,0,3,0,0,0,7,0,3,9,35,23,9,9,0,0,96,0,3,0,0,0,0,0,0,0,5,0,8,7,26,13,12,28,7,0,99
SED10058,0,0,0,0,0,0,5,4,0,11,0,0,0,4,0,4,4,0,0,8,0,0,0,8,0,0,0,0,0,9,0,0,11,57,0,0,0,0,0,75,0,0,7,13,10,7,21,8,8,64,0,17,38,138,111,106,67,30,8,501,0,0,0,9,9,21,31,25,10,108,0,3,3,12,0,0,3,0,0,20,0,0,0,4,12,11,3,0,0,32,0,8,20,118,53,50,39,12,0,298,0,0,0,16,3,5,7,10,10,51,0,0,0,4,0,0,0,0,0,5,0,8,6,35,17,38,38,20,7,173,0,3,3,14,10,0,0,0,0,37,0,9,8,73,36,28,19,0,6,177,0,0,4,22,6,5,0,0,0,34,0,5,0,12,5,0,0,0,0,26,0,4,12,64,34,12,3,0,0,128,0,0,0,5,0,3,0,0,0,5,6,14,24,106,29,31,18,5,0,239
SED10059,0,0,0,7,0,3,5,11,3,31,0,0,0,10,5,3,0,0,0,23,0,0,16,19,7,6,4,0,0,53,0,0,31,32,0,0,4,0,0,63,0,5,3,55,8,4,5,3,0,89,4,3,129,420,167,146,68,23,3,956,0,0,0,12,4,4,9,12,5,45,0,0,4,19,0,4,0,0,0,29,0,0,0,14,14,3,11,0,0,41,0,3,35,217,49,35,32,11,4,392,0,0,6,59,11,7,16,10,4,116,0,0,0,5,4,0,0,0,0,8,0,3,17,70,28,22,16,11,3,163,3,3,40,97,28,12,6,5,0,197,0,4,43,123,34,19,8,6,0,235,0,0,15,68,3,8,4,0,0,95,0,0,22,91,16,3,3,0,0,141,4,4,27,382,52,23,16,6,0,527,0,0,0,38,13,5,8,7,0,77,20,14,90,322,48,29,18,9,0,550
SED10060,0,0,0,0,0,4,8,4,0,15,0,0,0,13,5,5,5,0,0,22,0,0,0,8,6,5,3,0,0,21,0,0,25,69,6,3,0,0,0,98,0,5,0,36,17,11,19,21,4,124,8,27,56,305,223,199,139,73,25,1047,0,0,4,7,0,3,11,6,0,29,0,0,0,27,4,5,4,0,4,39,0,0,0,11,20,14,10,5,0,65,3,7,21,290,70,40,48,6,0,500,0,9,3,118,15,22,23,6,15,205,0,0,0,0,0,0,0,0,0,3,0,6,9,65,43,49,39,22,15,258,4,44,40,69,29,23,20,11,4,247,0,17,29,282,129,102,108,27,11,715,0,0,0,60,25,22,20,10,0,141,0,9,5,93,40,21,18,0,0,189,0,8,25,174,67,21,6,0,0,311,0,4,0,34,16,7,0,6,0,71,16,91,76,226,109,100,48,26,3,697
SED10061,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,3,0,0,0,10,0,0,0,0,0,8,0,5,31,143,6,0,0,0,0,181,0,0,3,4,5,10,14,14,0,59,0,13,23,63,74,58,76,15,15,339,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,6,0,6,11,9,0,0,0,33,3,15,26,105,55,33,20,0,0,253,0,0,0,4,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,8,0,3,6,8,16,19,21,16,5,97,0,5,0,0,3,0,3,4,0,15,0,6,13,34,25,16,17,3,0,111,3,7,7,23,13,0,3,0,0,59,0,0,0,35,3,0,0,0,0,42,0,7,5,36,19,6,0,0,0,69,0,0,0,4,0,0,0,0,0,7,0,17,18,67,25,20,25,9,0,182
SED10062,0,0,0,0,0,8,18,19,7,54,0,0,4,15,9,9,7,3,0,55,0,0,0,7,5,12,4,5,0,26,0,9,187,571,27,14,3,0,0,815,0,0,3,4,4,3,9,9,4,31,0,21,74,162,91,99,45,27,8,533,0,0,9,70,79,128,113,47,23,465,0,3,3,19,3,4,0,0,0,36,0,0,0,0,5,7,4,5,0,23,0,25,47,290,131,129,88,16,12,740,0,0,0,23,12,9,10,4,0,58,0,0,0,3,7,8,3,0,0,15,0,0,0,8,15,14,12,9,13,75,0,5,8,20,15,10,18,3,0,78,0,5,12,48,38,23,19,6,0,150,0,0,3,19,15,10,13,4,5,69,0,3,3,29,16,16,17,0,0,88,0,5,11,117,52,22,21,0,0,225,0,5,5,15,6,5,4,3,0,34,5,20,9,43,11,17,8,6,5,119
SED10063,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,23,104,0,0,0,0,0,136,0,0,3,4,3,5,28,22,9,75,0,14,15,83,57,81,44,28,9,338,0,0,0,0,0,0,0,0,0,5,4,6,3,26,0,0,5,0,0,41,0,0,0,0,10,0,0,0,0,17,0,24,14,112,50,44,35,5,0,274,0,0,0,0,4,3,6,7,10,30,0,0,0,4,5,0,0,0,0,11,0,0,0,12,5,20,15,12,4,75,0,4,5,7,4,0,0,0,0,22,3,11,13,56,33,15,11,3,0,149,0,4,0,23,0,8,0,0,0,38,0,0,0,9,4,0,0,0,0,20,0,7,5,38,17,6,7,0,0,74,0,0,0,7,0,0,0,0,0,8,0,4,4,32,5,14,7,3,0,72
SED10064,0,0,0,0,0,4,9,6,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,21,0,0,0,0,0,31,0,0,3,10,5,9,48,29,10,114,0,9,8,66,62,144,105,33,7,444,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,8,0,6,0,9,17,8,4,0,0,40,0,9,8,94,42,59,44,6,0,262,0,0,0,4,0,4,10,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,3,5,12,33,36,27,4,126,0,0,0,0,5,7,4,0,0,18,0,0,0,19,23,19,23,9,5,99,0,0,0,4,3,0,0,0,0,5,0,0,6,5,0,0,0,0,0,17,0,9,9,36,18,14,3,0,0,80,0,0,0,0,0,0,0,0,0,7,0,10,7,28,16,28,28,9,0,122
SED10065,0,0,0,0,0,6,13,14,5,40,0,0,3,22,12,9,11,5,6,66,0,0,0,35,20,16,12,5,0,90,5,7,476,562,16,3,0,0,0,1065,0,3,0,3,0,3,7,12,3,33,11,39,86,215,107,106,34,12,4,623,0,0,0,6,3,3,5,0,0,12,4,107,35,360,30,14,11,4,0,562,0,0,4,7,3,8,3,0,0,26,4,57,111,651,217,188,114,28,5,1383,0,0,3,40,18,24,38,9,3,127,0,4,0,9,5,7,7,4,0,30,0,0,8,12,14,15,16,14,0,71,4,20,11,55,30,28,19,0,0,173,0,5,20,63,36,22,21,13,4,187,4,16,43,202,60,78,53,22,12,484,0,12,7,139,41,37,23,0,0,273,0,3,18,186,64,27,15,0,0,317,0,0,6,40,48,32,29,10,0,170,8,40,21,51,8,8,10,5,0,148
SED10066,0,0,0,3,9,20,40,33,10,118,0,0,4,0,5,10,10,3,3,35,0,0,0,14,0,0,3,0,0,14,0,10,28,100,7,8,3,3,0,153,0,0,0,4,6,19,48,30,17,118,0,27,83,223,135,106,75,10,6,667,0,0,0,0,0,8,8,7,0,23,0,13,8,62,17,8,7,4,0,111,0,0,0,4,11,9,4,0,0,26,0,14,43,300,127,105,87,10,6,704,0,0,0,17,8,9,19,15,5,79,0,0,8,23,12,16,4,5,0,64,0,0,0,12,34,47,56,52,6,214,0,3,3,15,3,6,4,3,0,40,0,5,0,58,30,17,20,14,5,157,0,7,13,61,23,21,11,7,0,142,0,0,0,18,7,3,0,0,0,32,0,14,15,111,51,28,4,4,0,227,0,0,0,0,10,6,5,3,0,31,0,0,15,33,9,17,10,3,5,98
SED10067,0,0,0,0,3,4,3,4,0,22,0,0,0,5,0,14,3,5,0,15,0,0,0,0,0,4,4,0,0,10,0,0,7,12,0,0,0,0,0,25,0,5,9,21,29,26,47,45,26,204,5,14,34,137,145,179,121,53,28,716,0,0,0,5,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,6,14,17,6,3,0,45,0,3,14,78,39,45,23,3,4,194,0,0,0,33,13,14,18,3,8,81,0,0,0,4,3,0,0,0,0,7,0,0,12,31,38,52,52,42,24,257,0,17,8,8,10,13,7,7,0,63,0,32,45,161,117,95,50,34,14,536,0,0,0,3,3,12,4,3,0,24,0,0,0,6,6,0,4,0,0,19,0,8,4,52,31,13,10,4,0,119,0,0,3,9,0,8,4,0,0,27,12,33,34,97,67,65,54,21,0,391
SED10068,0,0,0,0,0,5,23,12,0,37,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,8,0,4,9,49,0,0,0,0,0,57,0,0,0,14,12,15,52,47,23,164,0,12,15,89,96,139,130,78,30,598,0,0,0,0,0,3,0,0,0,3,0,3,0,5,0,0,0,0,0,10,0,0,0,7,9,8,9,0,0,28,0,7,15,106,52,52,33,4,3,281,0,0,0,7,4,6,11,6,5,37,0,0,0,3,0,0,0,0,0,9,0,3,0,15,16,43,59,62,10,207,0,0,4,8,4,3,9,0,0,23,0,0,18,47,32,32,35,14,7,195,0,0,3,18,3,0,3,4,0,32,0,0,0,3,5,0,0,0,0,8,0,4,0,51,25,14,3,0,0,103,0,4,0,5,3,0,0,0,0,9,5,11,11,40,16,22,24,12,0,147
SED10069,0,0,0,0,0,10,24,15,4,54,0,0,4,3,0,10,0,5,0,28,0,0,0,0,0,5,3,0,0,8,0,3,6,32,0,0,0,0,0,39,0,0,0,6,8,12,41,35,7,113,0,15,12,82,102,120,118,56,14,523,0,0,0,0,0,7,6,0,0,11,0,3,0,8,0,3,0,0,0,11,0,0,0,4,10,8,7,0,0,36,0,13,13,82,34,41,36,7,0,230,0,0,0,4,5,13,10,0,0,36,0,0,0,0,5,0,0,0,0,11,0,0,0,5,12,35,51,46,22,181,0,4,0,4,5,5,0,0,0,27,0,4,11,47,37,31,34,12,0,180,0,0,0,4,0,0,0,0,0,9,0,0,0,7,4,0,0,0,0,13,0,8,17,46,48,19,7,0,0,137,0,0,0,0,0,0,3,0,0,10,0,9,11,46,21,21,26,7,0,140
SED10070,0,0,0,8,9,65,243,213,85,622,0,0,7,17,5,24,31,3,5,85,0,0,3,19,12,17,10,4,5,74,0,7,31,179,8,7,4,0,0,236,0,0,3,0,0,0,10,8,5,32,12,58,105,185,91,52,33,10,0,552,0,3,0,24,17,29,45,15,5,126,3,9,8,91,8,20,15,0,0,162,0,0,0,5,4,0,0,0,0,10,0,28,56,343,198,217,194,43,15,1096,0,0,0,6,15,28,21,11,9,96,0,3,13,31,25,13,17,0,0,101,0,0,0,4,15,19,16,14,10,74,0,8,13,10,11,11,11,0,0,63,0,5,5,19,20,20,17,3,0,91,3,44,67,474,233,202,97,70,25,1218,0,0,6,12,11,5,5,4,0,35,0,0,3,71,14,12,12,3,0,113,0,18,5,59,69,56,47,20,0,275,3,15,13,20,11,7,4,0,0,65
SED10071,0,0,0,4,9,44,85,63,19,226,0,0,3,25,15,21,20,11,4,98,4,0,3,30,20,22,11,9,4,95,0,15,68,556,35,30,9,6,0,726,0,3,0,11,3,0,16,10,0,49,9,110,195,313,155,111,53,14,0,967,0,0,0,0,0,0,9,0,0,16,8,96,62,447,80,43,36,14,0,784,0,0,0,0,13,5,0,0,0,20,3,91,208,1020,575,508,302,69,35,2808,0,0,3,33,16,21,24,10,0,105,0,0,9,24,23,18,11,0,0,82,0,4,9,20,19,28,19,9,6,114,10,45,23,47,27,16,14,4,0,192,7,67,83,233,149,72,37,16,3,660,4,61,67,468,204,176,124,25,16,1157,0,5,0,55,8,10,14,0,0,96,0,5,14,105,38,16,6,5,0,189,0,5,5,28,29,20,17,6,0,105,12,45,31,89,26,13,8,0,0,221
SED10072,0,0,0,0,4,15,45,37,25,123,0,0,0,12,4,4,4,8,0,38,0,0,8,14,5,6,6,0,0,32,4,15,407,924,33,17,5,0,0,1402,0,0,0,11,8,5,7,3,3,39,0,21,38,195,132,104,55,19,4,566,0,4,4,121,118,232,290,162,64,1006,0,0,11,43,8,8,0,0,0,71,0,0,0,8,8,0,4,0,0,23,3,26,46,535,157,171,100,23,11,1082,4,0,4,79,20,20,23,7,7,157,0,0,4,4,5,3,3,0,0,14,0,0,0,20,14,28,22,14,4,97,0,5,18,51,18,13,8,0,0,121,0,9,14,69,24,29,20,4,0,162,0,5,3,25,5,7,3,8,0,56,0,0,5,106,16,15,7,0,0,150,3,7,29,429,74,36,20,6,0,603,0,3,0,45,38,30,28,16,4,168,10,17,21,68,17,10,6,0,0,148
SED10073,0,0,0,0,5,4,13,13,3,39,0,0,3,10,4,10,3,3,4,41,0,0,11,34,12,20,17,9,0,97,0,4,100,225,5,5,0,0,0,338,0,0,0,8,4,9,10,11,4,53,0,24,40,123,84,95,41,25,3,439,0,0,0,9,8,9,16,10,5,43,12,24,18,162,12,7,5,0,0,244,0,0,0,7,6,5,7,5,0,35,6,66,89,692,181,157,106,31,14,1334,0,0,0,38,20,26,15,4,4,106,0,0,0,0,5,0,5,0,0,7,0,0,0,19,8,12,24,25,8,94,3,26,25,79,50,38,27,13,0,265,4,12,19,92,31,35,22,21,5,243,3,14,16,139,62,84,65,33,15,432,8,17,21,251,57,30,39,9,0,428,0,8,16,253,67,39,18,8,4,417,0,0,5,27,9,11,9,6,3,66,6,38,39,101,14,15,21,3,4,239
SED10074,0,0,0,6,5,20,84,66,26,199,0,5,0,11,10,16,14,7,4,61,0,0,0,44,39,20,19,7,0,132,0,7,97,330,19,17,3,0,0,473,0,0,0,0,6,5,6,15,12,48,12,56,79,243,111,103,64,24,12,700,0,0,0,4,4,3,5,4,0,21,8,13,19,142,17,29,12,5,0,241,0,0,0,11,10,3,3,0,0,38,6,36,66,445,198,176,140,58,12,1137,0,4,4,27,11,27,35,12,7,128,0,5,8,13,11,20,3,0,0,56,0,0,3,8,15,24,23,36,10,116,0,12,15,33,5,20,14,3,0,109,0,3,21,70,39,24,26,13,9,210,5,26,64,424,193,179,125,59,22,1092,3,4,5,32,17,10,9,3,0,74,0,9,14,92,35,20,16,4,0,185,0,0,7,39,45,35,19,18,0,167,3,23,12,37,20,11,8,5,0,111
SED10075,0,0,0,0,7,17,58,28,5,123,0,0,0,3,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,12,0,0,0,13,0,0,0,0,0,15,0,0,0,11,4,11,52,46,14,135,5,17,28,123,80,85,68,25,4,430,0,3,7,45,67,145,181,58,12,518,0,0,4,22,3,5,0,0,0,40,0,0,0,3,0,4,0,0,0,16,0,21,23,151,80,81,50,11,0,423,0,0,0,14,7,10,27,11,6,73,0,0,0,0,0,0,0,0,0,3,0,5,0,10,29,93,91,74,30,332,0,6,4,8,7,0,0,0,0,25,0,7,10,40,29,9,14,3,0,121,0,4,0,13,9,10,4,0,5,43,0,4,0,6,0,0,0,0,0,14,0,6,15,76,34,31,7,3,0,168,0,0,0,16,39,18,12,12,0,99,0,3,3,39,15,11,11,3,4,93
SED10076,0,0,0,3,3,9,25,23,7,78,0,0,0,4,0,3,10,7,0,24,0,0,0,0,0,0,0,0,0,3,0,0,4,37,0,0,0,0,0,43,0,0,0,3,3,20,50,33,15,123,4,5,19,90,86,107,114,50,12,482,0,0,0,4,0,5,14,6,0,23,0,3,0,8,0,0,0,0,0,12,0,0,0,7,10,9,3,0,0,19,4,12,15,105,41,51,43,12,3,287,0,0,0,7,0,6,18,6,7,50,0,0,0,0,0,0,0,0,0,3,0,0,0,7,17,53,64,51,11,197,0,0,0,0,6,0,5,3,0,27,0,5,0,28,26,16,27,18,4,121,0,6,4,15,3,0,0,0,0,37,0,0,0,10,3,0,0,0,0,10,0,0,3,56,32,9,4,0,0,115,0,0,0,0,0,0,3,0,0,0,0,4,12,43,23,16,27,10,3,147
SED10077,0,0,0,0,0,0,17,18,12,51,0,0,0,12,13,5,9,4,0,44,0,0,11,26,22,32,17,7,5,129,4,16,1404,1401,26,6,0,0,0,2851,0,0,3,0,5,0,5,4,3,15,6,19,73,138,63,72,50,18,3,444,0,0,0,0,10,4,6,5,0,19,0,18,14,89,26,8,6,0,0,158,0,0,0,8,16,9,15,6,0,56,0,32,63,529,129,108,110,27,14,1007,0,0,0,22,5,17,23,13,13,98,0,0,3,6,5,3,8,0,0,23,0,0,0,7,7,13,7,7,3,45,0,12,30,71,12,22,18,11,0,178,0,4,11,43,23,12,13,8,0,115,3,23,36,181,109,165,139,71,48,784,0,6,25,323,38,32,29,7,4,453,0,10,34,359,80,26,13,4,0,525,0,0,4,15,34,30,19,13,3,117,0,23,33,61,13,10,6,5,5,153
SED10078,0,0,0,6,3,10,19,12,7,46,0,0,3,13,8,3,6,10,3,48,0,0,3,11,8,8,4,4,0,46,0,9,236,416,13,14,8,0,0,692,0,0,5,14,3,8,7,3,0,53,0,11,38,271,146,117,58,20,0,670,0,0,3,8,3,7,9,10,4,45,0,0,5,18,6,4,5,0,0,35,0,0,0,4,15,5,4,0,0,36,0,23,37,352,120,109,92,22,6,760,0,0,0,60,24,10,22,10,11,143,0,0,0,0,0,0,3,0,0,12,0,0,5,28,19,32,15,12,7,126,0,6,10,46,11,16,11,8,0,116,0,0,9,61,28,16,11,15,0,142,0,0,0,49,12,9,11,5,7,95,0,0,5,77,13,10,6,0,0,107,0,12,27,307,76,36,29,3,0,493,0,0,0,46,26,19,27,13,0,141,3,22,15,174,39,20,14,3,0,298
SED10079,0,0,0,3,3,9,28,12,7,61,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,8,0,0,0,7,6,9,39,32,4,100,0,0,10,100,96,96,91,43,9,443,0,0,0,0,3,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,7,3,0,29,0,15,12,80,42,45,27,8,0,225,0,0,0,11,3,7,9,3,3,37,0,0,0,0,0,5,0,0,0,4,0,0,4,9,9,34,62,33,8,159,0,0,0,0,7,8,4,4,0,21,0,5,6,42,18,27,21,5,0,142,0,0,0,3,0,3,0,0,0,17,0,0,0,3,0,0,0,0,0,4,0,6,3,57,25,6,0,0,0,97,0,0,0,0,0,3,0,0,0,6,0,11,12,31,19,21,12,0,0,103
