SED_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
SED10069,0,31,2125,2158,46,230,1367,1638,830,822,1396,3046,1817,577,984,3371,2280,580,1264,4128,3048,533,1392,4968,3585,326,1245,5152,2241,125,753,3122,435,17,246,702,14282,3232,10770,28276,3,43,1846,1888,76,338,1084,1493,1148,870,1166,3187,2090,617,1006,3708,2540,592,1389,4523,3327,487,1559,5370,3434,281,1681,5390,1677,92,1422,3191,202,7,682,892,14504,3322,11828,29652,3,72,3971,4047,112,565,2454,3136,1981,1693,2557,6234,3905,1184,1987,7076,4827,1170,2656,8649,6378,1016,2947,10339,7018,611,2921,10547,3925,216,2167,6307,640,25,927,1590,28775,6554,22596,57925
SED10070,0,10,2563,2571,39,75,2578,2692,1765,443,3316,5531,4499,311,1520,6333,3593,295,1219,5100,3221,203,1100,4524,2773,92,756,3618,1485,32,452,1969,306,9,198,512,17683,1470,13710,32864,0,11,2464,2482,162,128,2095,2383,2853,445,2152,5450,4727,341,1320,6390,3374,266,1422,5067,3105,181,1512,4798,2508,79,1550,4135,948,25,1154,2125,90,5,544,642,17774,1466,14219,33462,5,18,5033,5046,203,203,4675,5079,4624,888,5471,10981,9229,655,2844,12724,6975,557,2642,10172,6335,380,2608,9319,5274,172,2307,7756,2435,56,1604,4091,395,10,744,1154,35462,2935,27929,66325
SED10071,0,19,3775,3788,51,262,3204,3523,3214,1195,3161,7572,9781,637,1354,11771,5926,474,976,7375,3573,220,716,4518,2315,84,494,2893,824,19,259,1104,129,0,85,220,25819,2916,14028,42766,0,25,3473,3503,145,395,2846,3392,5120,1224,2483,8828,9780,639,1457,11880,5245,448,1578,7270,3200,176,1432,4806,1856,59,1300,3210,486,18,736,1234,45,0,255,305,25878,2986,15569,44434,0,46,7245,7288,199,661,6052,6920,8333,2418,5649,16399,19557,1282,2814,23649,11165,918,2558,14646,6774,401,2151,9328,4171,137,1794,6104,1311,36,984,2332,178,4,347,529,51700,5902,29593,87196
SED10072,0,5,1961,1969,88,240,2998,3319,2528,1825,4420,8780,3846,942,1951,6738,3009,469,1657,5129,2685,337,1383,4400,2247,150,961,3365,1474,51,546,2076,476,6,275,756,16346,4029,16160,36539,6,20,1887,1905,222,342,2401,2963,3329,1889,3612,8829,3799,749,1975,6522,3183,423,1843,5450,2553,272,1896,4722,2007,95,1590,3688,1064,18,1376,2462,183,5,809,999,16357,3804,17391,37553,6,25,3847,3879,304,582,5397,6289,5864,3718,8033,17608,7649,1684,3926,13261,6193,893,3498,10585,5237,609,3278,9126,4255,247,2555,7058,2540,69,1926,4536,657,7,1086,1753,32706,7832,33555,74089
SED10073,0,10,2139,2154,45,272,2777,3096,2813,1756,4130,8700,5289,674,1979,7936,3401,371,1343,5121,3251,242,1284,4774,2636,103,869,3609,1337,51,424,1813,452,5,268,724,19228,3489,15210,37925,0,23,1842,1858,111,398,2438,2950,3748,1822,3575,9139,5324,613,2011,7945,3468,355,1793,5620,3175,192,1999,5362,2330,85,1757,4179,979,17,1223,2222,194,0,820,1021,19330,3518,17456,40294,0,34,3982,4012,159,670,5214,6043,6561,3581,7701,17842,10612,1287,3989,15881,6868,733,3140,10734,6426,435,3282,10138,4971,192,2627,7790,2318,66,1646,4026,651,4,1087,1745,38552,7006,32664,78222
SED10074,0,6,2318,2324,57,161,2300,2521,2109,722,3103,5933,4890,482,1418,6780,3456,386,1207,5047,2777,235,993,4006,2374,106,758,3235,1422,27,444,1890,330,3,225,558,17410,2124,12755,32289,3,18,2094,2112,138,217,1871,2228,3132,760,2034,5925,4827,483,1289,6601,3330,344,1436,5117,2679,189,1511,4380,2180,87,1446,3715,998,18,1222,2243,161,3,631,790,17451,2114,13538,33103,7,21,4410,4439,197,386,4170,4750,5236,1477,5139,11853,9717,961,2707,13377,6789,728,2645,10162,5453,422,2506,8382,4554,192,2203,6948,2421,47,1665,4135,484,3,854,1352,34862,4235,26296,65395
SED10075,0,24,2709,2731,34,319,2170,2526,1399,1303,2058,4755,2979,748,1241,4970,3105,606,1369,5077,3204,434,1364,5006,3019,190,944,4153,1709,79,609,2401,388,14,239,638,15826,3724,12712,32262,0,36,2532,2573,68,480,1851,2395,1950,1379,1808,5134,3218,719,1499,5440,3261,614,1681,5551,3219,387,1872,5478,2821,153,1647,4619,1316,57,1455,2833,174,7,718,895,16023,3835,15061,34919,0,59,5244,5308,100,800,4023,4922,3349,2686,3859,9893,6194,1471,2749,10410,6360,1216,3052,10625,6430,820,3236,10484,5831,341,2598,8774,3028,138,2069,5235,565,19,951,1535,31856,7558,27771,67184
SED10076,0,27,1738,1762,32,274,1143,1449,888,917,1450,3261,1762,601,939,3295,1891,566,1285,3736,2786,543,1519,4850,3636,394,1432,5465,2200,112,868,3176,462,19,360,844,13655,3438,10737,27836,0,46,1549,1594,63,370,912,1346,1248,973,1223,3440,1926,632,1085,3645,2114,591,1361,4064,3073,551,1787,5410,3555,332,1857,5739,1631,84,1517,3238,229,8,879,1112,13833,3593,12171,29596,3,73,3281,3355,97,646,2054,2792,2135,1893,2676,6705,3690,1228,2022,6941,3997,1156,2641,7800,5858,1089,3307,10260,7189,726,3289,11204,3831,191,2391,6418,690,28,1241,1958,27491,7035,22901,57429
SED10077,0,8,2143,2152,182,366,5037,5586,3017,1643,6692,11351,4130,589,2071,6785,3200,288,1379,4865,3245,213,1198,4655,2221,119,789,3131,1271,24,443,1744,474,9,240,723,17735,3268,19996,40998,0,25,2138,2162,352,487,3912,4754,3911,1704,4602,10221,4052,522,1901,6478,3414,276,1935,5622,3029,204,1848,5085,2019,93,1484,3596,891,16,1182,2086,169,4,814,985,17843,3333,19812,40980,0,35,4280,4319,537,857,8951,10344,6924,3348,11295,21569,8180,1116,3972,13267,6610,567,3310,10489,6276,425,3045,9744,4240,214,2272,6723,2162,40,1621,3823,644,9,1047,1703,35574,6594,39803,81973
SED10078,0,3,1647,1652,52,223,2160,2434,1434,2115,3721,7272,2861,1209,1765,5836,2413,762,1604,4772,2098,477,1385,3960,1515,235,877,2628,1044,50,468,1560,336,8,217,561,11753,5074,13857,30682,3,8,1452,1459,94,349,1982,2421,1904,2247,3669,7820,2983,1124,2036,6141,2537,684,2040,5270,2009,400,1851,4254,1436,163,1533,3129,759,23,1124,1910,143,3,677,819,11867,5003,16366,33231,4,8,3100,3117,147,571,4140,4856,3340,4364,7392,15090,5847,2336,3799,11981,4952,1447,3649,10041,4104,879,3235,8219,2948,401,2411,5757,1804,68,1596,3467,474,7,892,1378,23618,10077,30218,63914
SED10079,0,23,2021,2052,26,224,1591,1834,922,907,1542,3371,1922,607,1013,3545,2343,571,1302,4220,2738,502,1401,4641,3070,216,1130,4413,1928,108,793,2829,432,15,329,778,13391,3172,11117,27684,0,38,1781,1825,47,336,1252,1634,1251,961,1231,3451,2157,658,1101,3924,2552,560,1468,4574,2958,454,1664,5072,2962,204,1778,4943,1468,76,1569,3116,210,8,815,1037,13613,3301,12656,29567,0,66,3807,3872,69,562,2839,3470,2177,1871,2776,6822,4078,1273,2117,7462,4896,1132,2768,8794,5697,958,3063,9713,6035,419,2908,9356,3398,188,2361,5949,646,22,1141,1814,27001,6471,23783,57251
SED10080,0,11,780,793,31,412,2413,2853,1637,3753,7044,12431,2671,2140,3729,8541,1742,1108,2366,5216,1653,721,1817,4186,1371,359,1132,2863,745,123,551,1414,194,17,181,384,10039,8642,20002,38684,0,19,788,810,81,567,2476,3125,2043,3372,6692,12104,2503,1303,3321,7130,1563,566,2076,4208,1475,302,1748,3523,1224,173,1396,2794,527,52,904,1483,77,3,392,472,9497,6354,19792,35644,0,33,1560,1602,112,978,4891,5984,3675,7122,13735,24528,5180,3444,7049,15671,3309,1668,4442,9420,3125,1020,3562,7708,2595,535,2531,5659,1270,177,1452,2895,270,18,567,859,19534,14999,39793,74328
SED10081,0,52,2192,2249,37,430,1360,1828,1275,1174,1872,4315,2239,639,1094,3978,2394,502,1228,4130,2576,387,1323,4294,2525,226,1147,3899,1537,63,629,2223,349,11,224,587,12940,3472,11081,27496,0,105,1982,2088,99,570,1128,1800,1732,1240,1774,4751,2453,638,1312,4399,2495,503,1428,4420,2751,367,1575,4700,2323,169,1500,3986,1170,41,1422,2637,145,8,711,862,13171,3642,12837,29643,4,158,4175,4335,139,999,2487,3626,3006,2417,3642,9069,4697,1268,2409,8377,4884,1004,2659,8550,5335,754,2906,8990,4847,394,2653,7888,2706,97,2049,4859,497,16,933,1452,26112,7117,23918,57141
SED10082,0,12,2331,2343,20,142,1600,1761,813,761,1415,2995,2650,596,728,3972,3189,571,917,4677,3173,413,944,4536,3116,275,837,4231,1977,123,624,2720,456,10,311,778,15392,2911,9709,28012,0,18,2193,2212,42,231,1393,1664,1170,834,1134,3141,3037,589,873,4491,3295,583,1263,5137,3310,398,1479,5188,2936,228,1724,4889,1490,70,1448,3009,224,11,936,1169,15513,2956,12443,30914,0,31,4527,4558,59,371,2995,3429,1986,1595,2550,6135,5684,1187,1599,8464,6485,1148,2175,9815,6487,811,2427,9720,6051,508,2559,9119,3466,194,2071,5733,680,24,1245,1952,30898,5872,22157,58926
SED10083,0,21,2127,2147,37,229,1676,1938,1111,1092,1695,3895,2463,720,1066,4255,2417,555,1256,4231,2493,428,1332,4256,2500,204,1056,3762,1391,74,622,2089,337,10,283,627,12747,3341,11109,27191,0,30,1944,1975,50,367,1376,1790,1541,1165,1512,4218,2613,683,1236,4536,2533,588,1557,4676,2596,374,1887,4854,2320,168,1840,4335,1054,54,1434,2533,167,4,865,1033,12869,3441,13641,29956,0,55,4068,4119,84,598,3048,3731,2646,2265,3202,8106,5075,1405,2306,8783,4949,1140,2813,8912,5095,802,3213,9114,4821,379,2902,8101,2442,127,2051,4619,503,17,1146,1663,25620,6787,24745,57147
SED10084,0,3,1908,1915,11,173,1366,1552,810,902,1468,3173,2212,771,953,3937,2413,630,1249,4291,2712,554,1471,4744,3047,387,1412,4848,2064,150,869,3085,585,26,414,1020,13856,3597,11118,28570,0,20,1909,1932,36,242,1218,1490,1193,1081,1320,3593,2574,767,1180,4526,2583,596,1580,4762,2906,550,2127,5584,2855,339,2242,5441,1605,110,1798,3511,308,14,1153,1473,14061,3718,14534,32318,0,25,3819,3845,52,419,2581,3050,2004,1976,2789,6768,4789,1538,2136,8466,4998,1226,2831,9052,5620,1104,3602,10331,5898,725,3656,10285,3670,258,2668,6598,887,44,1564,2494,27916,7311,25653,60885
SED10085,0,35,2199,2235,29,344,1308,1683,1210,1087,1670,3969,2245,733,1076,4058,2588,675,1310,4572,3013,492,1428,4936,2678,263,1077,4018,1344,76,572,1993,261,7,169,441,13369,3716,10815,27906,0,79,1948,2025,66,478,1078,1624,1608,1228,1322,4157,2599,674,1028,4314,2876,685,1234,4797,3081,467,1339,4892,2340,201,1297,3830,982,53,1045,2077,129,4,604,737,13684,3874,10890,28445,0,110,4143,4259,93,823,2385,3308,2819,2318,2994,8128,4848,1412,2111,8369,5464,1362,2544,9369,6093,962,2771,9823,5013,464,2372,7851,2328,127,1614,4073,390,9,774,1175,27050,7591,21709,56345
SED10086,0,8,1760,1763,3,103,1465,1576,860,2265,3224,6346,2595,1236,1424,5254,2893,630,1036,4563,2347,379,879,3597,2050,254,693,2999,1292,116,368,1773,386,21,214,615,12432,5015,11052,28500,0,5,1675,1681,13,211,1710,1931,1345,2530,3835,7712,2926,1022,1758,5709,2906,515,1535,4956,2237,262,1365,3868,1875,167,1321,3368,964,67,1211,2249,139,10,735,885,12422,4790,15152,32361,0,8,3434,3444,19,312,3171,3502,2208,4797,7059,14062,5523,2265,3179,10970,5802,1149,2571,9521,4585,640,2245,7466,3926,424,2016,6363,2262,181,1586,4021,526,26,947,1498,24850,9798,26204,60858
SED10087,5,39,2240,2283,53,450,1693,2189,1488,1311,1953,4756,2583,600,1109,4298,2518,462,1151,4126,2627,379,1206,4214,2337,178,922,3438,1283,61,521,1863,331,7,233,569,13228,3484,11028,27743,3,79,2175,2264,109,636,1710,2461,1948,1328,1866,5134,2870,607,1267,4743,2622,461,1370,4452,2674,341,1510,4524,2115,145,1394,3653,976,42,1119,2137,171,4,670,842,13476,3645,13090,30210,5,124,4418,4548,162,1087,3399,4654,3437,2639,3819,9893,5453,1209,2376,9038,5137,921,2524,8576,5298,718,2715,8738,4452,327,2320,7092,2262,99,1641,4003,501,10,897,1410,26700,7131,24114,57950
SED10088,0,4,2708,2714,29,152,2199,2387,1128,1120,2091,4340,3567,778,1045,5389,4154,596,1129,5887,3117,385,1080,4580,2163,147,702,3005,1443,54,468,1968,457,6,249,707,16065,3240,11677,30977,0,12,2345,2357,79,213,1860,2159,1622,1255,1626,4504,4006,774,1038,5822,4222,575,1510,6315,2913,341,1474,4725,1989,114,1329,3434,1147,29,1387,2563,201,3,858,1063,16178,3325,13431,32941,0,18,5055,5073,115,364,4060,4543,2751,2382,3716,8842,7574,1550,2082,11209,8376,1175,2640,12197,6029,721,2555,9303,4155,260,2028,6442,2587,87,1858,4533,654,8,1110,1773,32241,6569,25103,63914
SED10089,0,26,2441,2469,55,451,2719,3224,1594,1606,2877,6074,2860,775,1446,5086,2642,524,1453,4618,2430,329,1353,4113,2152,173,984,3305,1354,56,514,1919,309,7,272,580,13387,3957,14048,31391,3,48,2263,2310,98,664,2233,2993,2129,1615,2233,5979,3020,744,1525,5285,2747,524,1639,4907,2347,314,1767,4431,2034,125,1673,3831,1050,37,1279,2361,181,0,796,985,13608,4070,15409,33079,0,71,4704,4781,145,1113,4955,6220,3723,3226,5106,12050,5878,1524,2968,10369,5391,1054,3082,9531,4773,648,3119,8543,4182,297,2658,7136,2402,87,1789,4278,487,11,1066,1563,26991,8027,29454,64474
SED10090,0,3,2235,2241,23,154,1853,2025,1367,1321,2293,4979,4380,779,1271,6427,3999,479,1082,5567,2920,342,949,4208,2341,213,693,3248,1291,80,385,1754,408,15,199,620,16722,3396,10953,31068,0,13,2071,2084,35,229,1726,1988,1923,1429,2292,5636,4818,731,1703,7252,3981,470,1824,6280,2802,272,1633,4703,2193,165,1588,3942,898,29,1163,2098,184,6,768,963,16836,3332,14770,34937,0,13,4310,4322,55,381,3581,4011,3290,2748,4584,10614,9199,1513,2968,13675,7979,951,2913,11839,5722,615,2583,8915,4534,377,2279,7192,2192,108,1549,3849,591,21,974,1577,33552,6727,25724,66007
SED10091,0,17,2536,2550,44,270,1741,2059,1610,1021,1609,4236,2943,622,900,4462,3318,604,1099,5020,3124,464,938,4531,2945,255,852,4057,1806,100,551,2454,424,14,216,658,16223,3366,10435,30016,0,33,2293,2328,62,378,1457,1902,2122,1054,1242,4418,3163,652,935,4753,3494,614,1199,5303,3176,396,1383,4957,2847,212,1510,4571,1338,59,1300,2694,165,5,600,775,16368,3402,11920,31694,0,48,4831,4875,107,652,3197,3956,3729,2076,2851,8654,6104,1271,1837,9213,6818,1218,2288,10327,6304,857,2321,9487,5792,467,2362,8622,3143,156,1843,5146,588,24,820,1431,32593,6766,22353,61714
SED10092,0,34,2033,2066,63,445,2784,3290,1435,1576,3324,6337,2372,644,1636,4652,2312,496,1744,4551,2682,367,1830,4887,2414,200,1178,3792,1538,59,684,2276,463,18,310,791,13277,3839,15518,32637,0,61,1893,1956,119,628,2655,3398,1894,1571,2623,6086,2528,611,1415,4558,2481,462,1768,4712,2723,367,1885,4974,2217,144,1640,4011,1182,43,1514,2737,217,5,887,1105,13363,3898,16283,33544,0,97,3928,4030,178,1072,5440,6690,3330,3142,5947,12420,4899,1254,3050,9211,4793,963,3510,9265,5404,738,3714,9856,4632,351,2821,7804,2721,101,2196,5013,677,21,1198,1898,26639,7730,31805,66178
SED10093,0,30,2529,2559,55,358,1837,2244,1231,1293,1936,4457,2364,718,1309,4385,2636,597,1419,4652,2497,404,1451,4354,2296,205,1150,3656,1396,101,689,2181,318,17,277,608,12795,3706,12596,29101,5,39,2345,2392,88,488,1694,2266,1676,1365,1834,4875,2676,676,1426,4777,2674,589,1787,5052,2531,386,1853,4773,2151,201,1745,4097,1067,57,1439,2557,153,7,745,898,13016,3806,14867,31689,4,70,4873,4950,141,844,3529,4510,2909,2655,3774,9333,5043,1396,2730,9169,5311,1186,3207,9702,5025,788,3309,9121,4450,405,2895,7748,2459,155,2127,4744,469,18,1020,1510,25814,7518,27453,60783
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
