SED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
SED10052,5,0,0,7,0,0,0,115,0,0,0,7,4,15,3,3,0,0,0,0,0,0,0,41,0,10,29,17,54,42,93,67,6,10,5,0,0,0,3,350,21,181,166,41,20,9,24,31,3,0,4,0,0,0,19,515,0,0,0,3,26,36,46,27,4,0,0,0,4,0,0,155,0,0,0,10,30,27,46,19,0,5,3,7,0,0,0,147,5,13,94,157,84,33,21,13,0,3,9,8,8,0,16,461,0,3,19,61,107,41,41,15,6,8,3,4,0,0,7,316,0,0,0,0,0,9,59,26,8,13,12,10,0,0,5,123,13,50,15,3,10,13,21,6,0,3,3,3,0,0,5,150,4,20,80,163,222,232,271,141,21,10,23,18,4,16,24,1258,0,3,142,115,53,32,47,19,8,6,5,0,0,0,7,442,0,0,3,4,3,10,3,15,0,3,4,3,0,0,0,48
SED10053,3,0,0,0,5,0,7,65,0,0,0,0,5,4,0,9,0,0,4,0,0,0,0,23,0,0,23,22,20,12,30,21,0,4,0,4,0,0,3,139,14,161,162,29,21,6,14,11,0,0,5,3,3,5,12,454,0,0,0,4,7,10,10,5,0,0,0,5,0,0,0,44,0,0,0,7,8,8,31,23,3,3,3,7,0,0,0,95,0,0,14,10,9,5,5,4,0,0,0,0,0,0,0,54,0,7,18,28,29,16,21,17,5,0,3,9,7,0,4,173,0,0,0,0,0,3,70,120,84,134,79,41,5,0,5,546,6,78,32,14,20,15,21,9,0,0,3,3,0,0,0,199,3,16,77,211,243,167,220,110,17,19,12,22,10,10,28,1164,6,8,81,143,137,84,48,41,3,0,0,3,0,0,9,575,0,0,0,5,0,10,41,56,13,23,20,21,3,5,8,202
SED10054,6,3,12,5,0,0,6,232,0,0,4,16,20,348,390,295,69,117,59,139,11,8,18,1482,0,6,25,17,15,6,12,0,0,0,0,0,0,0,0,84,3,49,84,22,16,3,12,8,3,0,0,0,0,0,11,215,0,0,0,0,0,6,8,5,0,0,6,0,4,0,0,28,0,0,0,3,25,41,64,20,8,0,4,0,0,0,0,159,0,8,56,113,102,96,82,46,4,7,3,28,4,3,10,565,0,0,13,19,59,34,50,29,12,9,11,3,0,7,0,235,0,0,0,0,5,11,263,137,28,30,29,39,14,0,3,555,3,32,11,4,4,0,5,0,0,0,0,0,0,0,5,78,0,3,19,100,313,660,606,363,81,69,41,38,23,10,129,2462,0,0,31,22,10,10,14,0,0,0,0,0,0,0,3,93,0,0,0,11,168,357,767,777,196,168,190,151,43,8,31,2874
SED10055,7,7,16,0,4,5,4,483,0,0,79,115,147,997,1047,418,208,124,50,54,12,7,41,3293,0,0,29,26,40,14,37,24,3,0,0,0,0,0,8,193,35,347,389,97,36,19,13,10,8,0,0,0,0,0,26,982,0,0,0,0,3,3,5,9,0,0,0,0,0,0,0,21,0,0,0,0,19,28,80,15,3,0,4,3,0,0,0,150,3,3,64,127,125,106,83,37,7,10,6,4,6,0,10,591,0,6,11,29,41,25,17,12,0,0,0,0,0,0,0,152,0,0,0,0,3,36,68,19,4,3,3,0,4,0,0,143,3,43,24,14,12,4,9,6,0,0,0,0,0,0,0,111,0,0,30,96,194,341,342,185,28,68,19,21,10,0,35,1376,0,0,36,49,27,7,5,6,0,0,0,0,0,0,8,139,0,3,3,13,48,49,121,72,19,18,4,14,5,4,6,381
SED10056,0,0,3,0,0,0,0,10,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,17,0,0,12,5,15,8,15,17,0,0,0,4,5,0,3,80,137,493,294,40,15,6,7,24,8,3,4,15,5,0,93,1145,0,0,0,0,0,3,9,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,8,5,0,0,0,19,5,0,3,53,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,9,9,7,22,61,58,113,154,84,18,3,15,541,0,0,0,0,0,4,11,12,4,7,3,7,3,0,0,56,5,76,16,14,9,9,8,3,0,3,0,4,0,0,10,157,4,10,31,88,147,156,220,121,14,5,12,31,8,0,48,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,64,8,18,25,21,9,4,14,200
SED10057,0,0,4,0,0,0,0,24,0,0,0,5,0,5,5,4,0,0,0,0,0,0,0,17,3,11,30,18,25,5,6,5,0,0,6,7,3,0,0,116,7,46,28,11,3,0,3,0,0,0,0,0,0,0,11,111,0,3,0,0,0,0,14,0,0,0,0,0,0,0,3,24,0,0,0,0,4,4,14,4,5,0,0,0,0,0,0,38,0,0,10,6,9,0,0,0,0,0,0,0,0,0,3,28,0,8,7,16,0,8,11,5,9,0,3,0,0,3,0,64,0,0,0,0,0,0,15,20,10,19,23,19,0,0,0,117,29,129,45,18,16,5,9,7,0,0,0,0,0,0,3,269,11,19,112,198,169,105,94,20,3,3,0,6,9,0,61,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,11,3,0,3,0,0,0,0,29
SED10058,4,12,5,0,0,0,5,80,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,8,16,13,28,24,49,39,3,5,0,4,0,0,0,197,5,143,75,20,9,5,15,19,3,5,4,6,4,0,18,327,0,0,0,3,3,12,21,17,3,7,5,7,19,6,4,95,0,0,0,0,15,15,31,16,4,5,10,8,0,0,5,116,0,0,3,0,0,0,10,3,0,0,0,0,0,0,0,19,0,6,23,27,27,10,29,11,7,6,12,7,3,6,0,146,0,0,0,0,0,0,21,19,14,22,39,34,0,0,3,169,6,42,16,8,6,7,14,6,0,4,4,0,5,0,3,131,9,19,77,190,193,162,166,94,16,12,17,16,4,14,36,1027,0,29,86,44,27,7,5,6,3,0,0,6,0,0,9,218,0,0,0,7,0,0,11,32,11,3,9,10,6,0,0,84
SED10059,8,9,5,23,6,3,0,174,0,0,7,3,5,11,10,7,0,0,4,0,0,0,0,47,0,0,10,22,64,76,157,138,22,25,16,30,19,6,11,596,7,69,77,37,16,19,46,96,23,38,30,40,21,0,25,545,0,0,0,7,37,75,108,63,20,18,33,41,22,3,12,430,0,0,0,25,72,53,120,71,32,20,24,48,20,5,11,498,0,21,69,38,31,10,10,11,3,0,0,0,3,0,7,206,0,9,17,60,137,85,117,84,35,41,56,42,21,3,13,715,0,0,0,0,0,3,37,22,12,21,38,33,11,0,5,186,3,10,12,7,11,18,36,28,9,14,11,17,5,5,0,189,3,12,68,184,358,414,393,238,41,55,79,104,59,93,47,2153,0,3,26,31,6,7,4,4,0,0,0,0,0,0,3,88,0,0,0,0,7,12,12,22,5,10,17,12,4,5,4,109
SED10060,15,19,15,20,9,6,5,427,0,0,7,3,4,10,6,3,0,4,0,0,0,0,0,40,3,14,19,35,91,50,117,94,12,26,15,18,11,0,5,505,14,63,59,26,12,23,50,109,22,22,26,31,11,0,4,483,0,0,7,30,75,110,219,80,35,52,55,77,51,33,27,850,0,0,0,29,94,98,147,42,15,13,18,31,12,3,9,524,0,0,20,10,23,4,3,3,0,0,0,4,0,0,0,77,3,5,41,110,182,88,119,60,12,10,28,19,13,4,3,696,0,0,0,0,0,6,57,34,16,25,47,46,8,3,3,257,16,44,10,20,14,24,32,31,13,13,9,21,3,10,4,268,16,32,143,244,336,338,377,252,34,50,54,45,29,24,36,2007,0,0,4,7,10,22,0,3,0,0,0,0,4,0,0,60,3,0,5,4,7,3,20,22,0,9,8,5,9,0,0,90
SED10061,0,3,5,3,0,0,0,44,0,0,0,0,0,0,16,27,9,6,167,328,22,0,6,582,0,0,4,10,15,8,7,10,0,0,0,0,0,0,3,71,4,18,12,3,4,3,0,0,0,0,0,0,0,0,0,46,0,0,0,0,6,6,15,3,0,5,4,3,0,4,0,57,0,0,0,0,0,3,17,4,3,7,5,9,0,0,8,57,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,15,0,3,6,0,12,4,11,7,9,14,4,3,0,0,6,91,0,0,0,0,0,0,20,30,29,47,77,92,22,0,9,332,10,44,22,14,14,5,5,0,0,0,0,0,0,0,0,112,11,21,59,123,133,94,95,59,12,3,12,5,12,7,44,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,7,0,6,6,5,7,0,4,45
SED10062,0,0,5,0,0,0,4,90,0,0,0,0,0,27,19,7,3,0,0,0,0,0,0,64,3,0,20,23,38,20,45,22,0,0,4,0,0,0,9,189,24,178,197,51,30,4,22,23,5,0,3,0,0,0,23,554,0,0,6,3,27,38,42,21,3,10,0,3,0,0,0,157,0,0,3,19,45,46,47,16,6,0,4,3,0,0,5,188,4,37,118,213,207,104,108,50,15,6,4,11,3,0,26,907,0,8,39,82,193,120,100,66,8,19,10,9,3,3,15,680,0,0,0,0,3,44,385,325,172,234,347,252,61,6,27,1850,4,20,8,3,5,0,14,4,0,0,4,0,0,0,4,66,4,7,54,117,173,230,256,115,17,9,16,16,10,9,36,1088,0,16,328,251,120,102,47,27,7,4,5,8,0,0,18,936,0,0,3,0,7,12,19,26,3,4,20,3,6,0,4,115
SED10063,0,0,0,0,4,0,0,28,0,0,0,0,0,6,8,6,7,0,0,0,0,0,0,30,0,9,9,9,10,8,14,7,0,0,0,4,0,0,0,73,9,28,51,7,3,0,3,10,4,0,0,3,0,0,0,122,0,0,0,0,9,4,11,7,0,0,0,0,0,0,0,37,0,0,0,0,4,5,19,36,3,4,5,7,4,0,0,75,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,7,11,13,5,12,15,3,7,6,3,4,0,0,82,0,0,0,0,4,4,63,56,37,52,45,15,3,0,3,276,14,76,22,8,5,3,3,0,0,0,0,0,0,0,4,142,10,8,51,108,133,126,111,49,7,8,11,7,9,4,39,671,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,15,34,8,4,3,9,9,0,4,98
SED10064,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,12,0,8,14,15,9,3,16,13,0,0,4,0,0,0,0,80,3,27,15,5,6,7,7,3,0,0,0,0,0,0,7,71,0,0,0,0,3,3,13,0,3,0,0,0,0,0,0,28,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,15,0,4,3,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,13,8,13,4,12,9,3,0,0,4,0,0,8,76,0,0,0,0,0,0,3,4,5,11,9,25,4,0,3,63,16,103,36,17,16,8,22,0,0,0,0,0,0,0,4,220,12,17,98,232,229,78,77,34,3,9,0,5,0,0,63,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10
SED10065,67,58,54,87,18,18,24,1927,0,0,11,8,10,128,110,73,12,6,3,6,0,0,5,381,4,5,18,17,22,29,30,24,5,4,12,0,0,0,0,164,15,89,119,37,8,10,32,36,10,6,5,12,0,5,16,389,0,0,0,0,15,43,60,39,14,13,7,6,0,0,6,206,0,0,0,131,532,929,1455,529,87,78,50,75,23,9,70,3964,27,106,341,346,372,214,159,54,15,26,25,34,15,4,63,1797,0,0,18,88,240,120,288,186,72,53,42,41,10,6,27,1199,0,0,0,0,0,30,190,186,139,344,664,535,147,6,36,2285,5,26,16,4,4,5,10,8,5,0,3,0,0,0,0,82,0,0,30,113,230,273,295,159,30,26,31,30,12,22,36,1291,0,0,7,3,7,10,0,4,0,0,3,0,0,0,0,29,0,0,0,7,31,73,155,346,156,144,161,131,64,23,9,1291
SED10066,3,13,11,18,19,0,6,233,0,0,9,4,0,33,32,17,12,4,0,0,0,0,3,100,3,5,56,65,80,17,35,36,3,0,4,5,0,0,10,317,12,65,77,15,14,4,6,17,0,0,0,0,0,0,7,221,0,0,0,5,8,14,6,14,0,0,0,3,0,0,0,57,0,0,0,7,23,35,96,28,0,14,11,7,0,0,3,213,0,0,19,35,22,18,28,3,3,0,6,0,0,0,3,143,0,3,24,43,26,12,32,37,7,9,10,3,0,4,0,216,0,0,0,0,0,14,117,77,14,18,23,25,11,0,3,301,7,133,35,16,14,6,4,4,0,0,0,0,0,0,8,228,4,5,45,159,236,290,296,152,26,40,13,22,7,3,39,1348,0,0,17,16,8,9,3,0,0,0,0,0,0,0,0,53,0,0,0,9,8,30,49,67,25,18,28,22,13,0,0,261
SED10067,4,0,3,0,0,0,0,93,0,6,0,4,0,7,4,0,0,0,0,0,0,0,0,18,3,5,27,39,66,59,77,28,4,0,0,0,9,0,11,319,27,109,99,25,11,15,18,21,3,5,0,7,4,0,14,355,0,6,8,13,13,31,28,19,7,4,3,10,8,0,4,147,0,0,0,7,24,20,19,10,9,3,6,0,3,0,0,92,0,3,19,15,17,11,0,0,0,0,0,0,0,0,0,61,0,5,21,28,21,12,14,10,0,6,0,0,6,0,3,112,0,0,0,0,0,0,7,3,3,10,11,12,0,0,0,51,28,106,37,31,29,38,61,18,4,0,0,4,4,0,17,373,23,42,152,239,305,248,224,78,22,7,20,16,5,6,47,1427,0,0,3,5,4,0,3,3,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10
SED10068,5,0,0,0,0,0,0,24,0,0,0,3,0,0,6,4,0,0,0,0,0,0,0,14,3,8,29,32,31,12,25,33,0,0,0,0,0,0,0,186,3,44,32,6,0,3,0,11,0,0,0,0,0,0,4,113,0,0,0,4,6,7,19,0,0,5,3,0,0,4,0,53,0,0,0,3,0,9,12,23,0,0,0,0,0,0,3,56,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,19,0,6,9,12,8,9,22,9,0,3,0,0,5,0,3,82,0,0,0,0,0,0,15,10,16,29,20,19,12,0,0,126,24,138,45,25,21,11,13,3,0,0,0,0,0,0,13,291,8,40,136,247,263,152,157,45,8,10,12,0,8,3,51,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,7,3,0,9,6,5,0,0,32
SED10069,0,0,0,0,0,0,0,10,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,11,0,10,25,19,27,14,26,11,0,6,0,0,0,0,0,135,7,54,50,13,7,5,0,4,0,0,0,0,0,0,9,153,0,0,0,0,9,10,8,4,0,0,0,4,0,0,0,33,0,0,0,4,3,0,6,3,0,4,0,0,0,0,4,25,0,3,3,8,4,3,0,0,0,0,0,0,0,0,0,22,0,8,31,46,27,6,8,8,3,9,17,16,3,0,5,182,0,0,0,0,0,0,11,10,9,27,32,20,5,0,6,119,16,123,27,20,10,10,18,0,0,0,0,0,0,0,3,229,12,14,114,218,249,130,134,51,19,7,9,10,5,0,53,1025,0,3,9,9,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,3,7,9,7,0,0,4,0,0,0,39
SED10070,7,5,9,10,0,0,15,589,0,0,116,147,132,1143,1447,1142,760,500,323,751,144,3,89,6690,0,4,21,43,27,10,15,17,0,0,0,0,0,0,6,142,40,470,537,156,35,22,9,9,4,4,5,7,0,0,68,1371,0,0,0,4,3,5,10,0,0,3,0,0,0,0,3,28,0,0,0,13,52,78,98,25,6,0,3,3,0,0,9,284,0,26,190,315,283,238,194,98,41,30,29,52,23,3,39,1556,0,0,3,42,84,28,72,19,16,7,23,6,4,0,5,310,0,0,0,0,6,26,223,94,24,25,30,41,5,0,4,466,3,33,19,0,0,0,0,6,0,0,0,0,0,0,6,67,0,4,25,56,141,254,318,147,18,39,29,21,15,9,38,1117,0,4,71,99,29,22,12,3,0,0,0,0,0,0,0,240,0,0,0,7,35,36,72,107,22,25,24,18,11,0,0,366
SED10071,45,38,24,39,10,7,25,1120,0,0,5,0,7,56,52,34,10,9,3,0,4,0,7,190,4,0,21,21,31,27,65,83,12,4,7,0,0,0,4,285,13,76,136,31,6,16,16,27,0,3,0,0,0,0,12,326,0,0,0,0,7,10,27,18,5,0,5,0,0,0,0,72,0,0,0,19,113,166,359,122,13,6,7,5,3,0,11,832,0,0,24,60,56,30,27,20,0,5,0,4,0,0,30,265,0,0,15,40,187,109,210,115,22,29,27,13,6,0,17,788,0,0,0,0,3,93,688,342,61,59,66,67,37,0,20,1442,0,39,14,7,10,8,8,0,4,0,5,0,4,0,3,116,0,7,27,123,256,402,580,279,56,58,79,58,22,15,54,2016,0,0,11,4,3,0,3,0,0,0,0,0,0,0,5,33,0,0,4,13,92,197,367,453,112,139,116,79,55,19,28,1674
SED10072,9,7,6,4,6,0,0,180,0,0,7,9,11,41,36,27,0,3,0,7,0,0,6,150,0,6,18,17,48,26,90,112,11,9,13,15,0,3,9,379,19,225,257,53,21,34,53,84,28,11,12,11,0,4,83,895,0,0,0,10,40,71,63,32,17,9,16,15,3,0,9,293,0,0,0,8,41,46,89,69,17,10,22,18,3,0,4,327,4,22,181,624,510,261,217,104,21,18,24,14,26,15,65,2114,0,8,12,45,116,69,158,98,30,28,30,38,14,6,19,670,0,0,0,0,0,50,617,511,237,403,681,587,147,11,78,3318,0,18,10,3,7,3,20,7,4,0,0,3,0,0,3,87,4,3,43,127,215,266,256,114,29,37,31,31,5,13,55,1233,0,37,686,540,228,198,114,41,6,12,17,9,6,0,56,1943,0,0,0,5,19,23,43,52,23,20,24,11,9,0,9,230
SED10073,79,89,74,95,55,34,29,1616,0,0,13,16,12,34,36,14,6,0,0,0,0,4,4,138,5,5,20,19,47,33,50,49,3,3,5,0,0,0,3,246,69,315,359,65,26,17,39,91,15,17,12,10,6,4,29,1064,0,3,5,11,60,121,133,53,20,15,22,20,7,0,11,480,0,0,3,139,664,740,1396,671,146,155,147,135,66,7,87,4356,8,39,136,207,106,68,39,30,3,11,3,6,3,4,12,670,0,4,46,166,361,176,327,194,62,78,61,74,23,9,33,1610,0,0,0,0,0,24,99,119,62,126,137,117,20,4,13,714,4,30,14,11,8,13,16,10,3,5,0,8,0,0,4,120,11,12,44,114,177,211,199,107,17,17,23,31,15,7,23,1003,0,6,28,19,6,3,0,3,3,0,0,0,0,0,0,80,0,0,0,4,18,37,54,139,52,61,59,87,52,23,10,589
SED10074,18,13,20,40,12,6,11,832,0,0,3,11,6,47,54,30,4,3,8,4,0,0,0,167,0,3,31,25,36,27,32,24,5,6,6,3,3,0,9,197,17,132,126,43,7,8,18,20,9,4,3,6,0,0,17,409,0,0,0,8,12,20,30,9,6,0,7,4,5,0,0,91,0,0,0,53,235,244,335,123,19,9,8,12,6,0,8,1057,4,18,146,207,181,129,79,43,12,10,12,8,7,5,23,872,0,0,22,53,163,57,147,49,21,18,22,11,15,0,12,591,0,0,0,0,0,40,345,163,38,87,143,121,30,5,12,986,7,62,10,11,7,8,0,0,0,0,0,0,0,0,0,105,10,7,37,133,223,289,370,170,42,27,32,28,15,11,32,1435,0,0,9,11,7,6,0,0,0,0,0,0,0,0,0,30,0,0,0,15,33,70,92,142,33,46,33,39,26,8,8,542
SED10075,6,3,0,6,0,0,0,51,0,0,0,0,0,8,17,12,3,0,0,0,0,0,0,44,0,4,41,29,28,12,22,30,0,0,0,0,0,0,8,181,15,191,182,61,16,8,12,12,4,0,0,0,0,0,19,517,0,0,0,0,5,7,10,7,0,0,0,0,0,5,0,31,0,0,0,0,13,16,26,11,5,5,0,0,0,0,0,75,0,4,16,23,15,4,4,3,0,0,0,0,0,0,5,78,0,5,3,11,12,19,14,12,0,3,3,0,0,0,0,81,0,0,0,0,0,0,8,6,0,8,7,0,0,0,0,32,22,167,26,18,11,6,4,0,0,0,0,0,0,0,14,266,3,8,56,132,154,164,185,86,11,12,5,10,5,4,31,857,0,15,395,400,104,53,38,13,3,6,0,4,0,0,24,1051,0,0,0,7,3,3,24,35,0,7,3,4,4,0,0,95
SED10076,0,6,0,3,0,0,0,14,0,0,3,0,0,3,5,6,0,0,0,0,0,0,0,25,0,11,28,28,22,8,15,9,0,0,0,6,0,0,5,133,16,80,95,14,4,7,4,10,0,5,0,0,5,0,20,258,0,0,0,3,5,4,21,11,0,0,0,0,0,0,0,49,0,0,0,0,4,6,12,15,0,0,4,4,0,0,0,51,0,0,4,3,6,0,3,0,0,0,0,0,0,0,0,31,0,3,7,8,7,6,6,5,3,3,3,0,0,0,0,52,0,0,0,0,0,0,25,28,15,15,10,3,0,0,0,94,13,154,36,20,11,3,10,3,0,0,0,0,0,0,7,257,11,19,106,222,205,124,108,59,4,3,3,5,3,0,37,917,0,0,25,7,7,3,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,3,5,0,5,12,0,0,0,33
SED10077,8,5,3,6,3,3,0,165,0,0,3,9,7,25,18,21,0,0,0,0,0,0,0,87,4,5,23,32,59,51,94,67,9,0,6,9,0,0,3,360,38,503,707,175,33,32,43,98,18,19,16,7,4,0,55,1748,0,0,0,5,21,47,83,45,10,13,21,17,9,0,9,280,0,0,0,234,585,600,1167,626,151,146,154,171,49,0,136,4018,8,86,325,339,244,131,105,55,15,15,15,20,8,7,47,1410,0,14,35,90,224,108,188,201,142,153,142,145,22,0,37,1518,0,0,0,0,0,42,489,597,398,1063,2234,1698,413,15,176,7119,4,16,3,3,3,5,7,0,0,0,0,0,0,0,0,48,4,9,32,98,140,206,200,121,19,19,13,27,20,15,30,949,0,3,13,12,4,4,0,0,0,0,0,0,0,0,0,39,0,0,0,8,33,60,51,87,20,28,37,35,7,25,7,390
SED10078,4,0,4,8,4,0,0,126,0,0,4,0,0,12,9,6,0,0,0,0,0,0,0,44,0,8,13,37,64,70,130,74,3,9,10,6,3,0,13,431,36,497,633,129,32,33,60,97,25,13,11,12,4,0,80,1663,0,5,0,8,40,69,97,41,17,11,5,6,0,0,13,305,0,0,0,48,96,76,97,46,17,8,6,10,11,0,61,474,7,48,241,255,91,48,32,17,4,9,0,8,0,0,53,803,0,3,25,55,107,52,113,61,40,39,42,31,13,3,12,595,0,0,0,0,0,36,239,210,115,279,433,324,73,4,24,1739,3,14,5,6,6,8,26,22,10,3,0,5,0,0,0,104,6,13,55,178,252,285,295,169,24,17,27,36,13,11,36,1410,0,3,24,30,15,7,3,0,0,0,3,0,0,0,6,92,0,0,0,3,16,6,18,7,5,11,7,9,0,0,0,99
SED10079,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,7,36,22,28,23,22,12,0,4,0,0,0,0,8,152,3,61,40,16,4,3,0,3,0,0,0,6,0,0,7,144,0,0,0,0,0,5,7,4,0,3,5,0,0,0,0,28,0,0,0,3,10,7,15,7,0,5,0,0,0,0,0,48,0,3,5,11,3,0,0,0,0,0,0,0,0,0,0,27,0,4,11,21,21,3,16,3,0,0,0,0,0,0,3,74,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,11,11,109,37,8,7,3,5,0,0,0,0,0,0,0,9,190,8,15,105,220,212,141,113,54,6,5,5,3,3,3,22,923,0,3,9,7,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
