SED_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_05_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_05_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_05_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_05_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_05_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_05_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_05_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_05_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_05_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_05_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_05_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_05_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_05_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_05_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_05_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_05_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_05_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_05_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
SED10061,7,0,3,3,0,4,197,14,7,0,0,0,5,18,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,136,49,14,4,7,4,22,5,0,5,252,0,0,0,0,0,0,0,0,0,3,3,748,74,38,4,9,4,30,8,0,43,971,756,18,3,0,0,3,4,0,0,33,820,106,8,0,0,0,0,0,0,0,5,116,16,0,6,0,0,4,16,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,115,8,5,0,0,4,16,0,0,4,155,4,0,0,0,0,0,0,0,0,4,8,881,24,7,0,5,3,17,0,0,44,981,484,5,0,0,0,0,0,0,0,27,520,50,0,0,0,0,0,0,0,0,0,56,7,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0
SED10062,3,3,8,10,0,34,2793,899,132,113,23,18,19,52,22,4,32,1306,4,0,0,0,0,0,0,0,0,0,3,3511,217,148,26,23,18,55,36,3,69,4102,0,0,0,0,0,0,0,0,0,16,13,4697,261,159,28,24,23,58,36,3,87,5372,920,8,3,0,0,0,0,0,3,14,956,1720,23,21,6,0,4,10,9,0,29,1818,738,152,176,39,20,23,44,21,0,35,1258,0,0,0,0,0,0,0,0,0,0,5,2459,177,203,43,20,29,55,32,0,66,3078,0,0,0,0,0,0,0,0,0,25,24,3379,182,202,43,24,31,54,32,8,107,4061,571,4,0,0,0,0,0,0,0,22,593,930,10,6,0,0,0,5,0,0,17,968,519,67,63,11,0,16,14,4,0,18,699,0,0,0,0,0,0,0,0,0,4,8,1451,72,66,11,0,16,13,4,0,40,1675,0,0,0,0,0,0
SED10063,0,5,0,0,0,4,186,27,10,6,0,0,0,9,5,0,0,47,0,0,0,0,0,0,0,0,0,0,0,160,39,18,4,0,5,9,5,0,0,235,0,0,0,0,0,0,0,0,0,0,0,772,66,35,0,6,5,7,4,0,25,922,622,15,5,3,3,0,0,0,0,11,664,113,5,4,0,0,0,0,0,0,4,136,28,6,8,0,0,6,5,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,140,9,8,0,3,7,5,7,0,11,181,0,0,0,0,0,0,0,0,0,0,4,766,22,13,8,4,7,5,7,0,18,846,447,9,0,0,0,0,0,0,0,14,478,79,0,0,0,0,0,0,0,0,9,84,22,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,7,110,6,0,0,0,0,0
SED10064,0,0,0,0,0,3,196,11,0,7,0,3,4,7,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,169,11,16,4,7,6,5,3,0,9,229,0,0,0,0,0,0,0,0,0,5,9,1324,56,29,11,4,12,5,5,0,60,1511,1427,22,7,3,7,4,0,0,0,66,1538,141,12,0,0,0,0,0,0,0,5,157,13,0,0,0,0,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,150,16,3,0,0,0,5,0,0,5,177,4,0,0,0,0,0,0,0,0,4,6,1584,33,12,0,7,4,8,0,0,74,1724,859,14,4,0,0,0,0,0,0,59,936,72,0,0,0,0,0,0,0,0,7,77,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,13,91,4,0,0,0,0,0
SED10065,25,4,29,14,0,44,3731,1203,261,254,74,49,65,147,65,15,42,2177,5,0,3,0,0,0,0,0,0,0,7,4442,520,362,90,73,76,175,75,21,79,5920,11,0,0,0,0,0,0,0,0,10,20,5611,581,382,100,87,83,190,72,19,115,7226,840,18,11,6,7,0,0,8,0,23,905,1837,74,56,13,6,4,25,28,0,36,2090,975,224,333,88,58,55,103,37,12,42,1933,4,4,0,0,0,0,0,0,0,0,11,2819,305,394,100,68,68,127,66,16,75,4030,4,0,0,0,0,0,0,0,0,9,7,3659,322,409,103,68,68,132,78,13,108,4951,450,11,0,0,0,0,0,0,0,15,475,706,12,11,3,3,0,3,3,0,21,770,663,145,88,21,12,11,31,15,0,22,1012,6,5,0,0,0,0,0,0,0,4,11,1371,163,97,23,21,11,37,18,0,50,1787,3,0,0,0,0,0
SED10066,0,3,6,3,0,12,724,91,30,36,0,6,7,19,5,0,6,195,3,0,0,0,0,0,0,0,0,0,9,716,85,60,4,6,7,23,8,0,16,924,0,0,0,0,0,0,0,0,0,4,4,2278,147,87,7,11,7,25,8,5,40,2608,1661,16,9,0,4,3,5,4,0,27,1726,567,13,13,4,3,0,11,5,0,10,623,95,31,33,0,5,6,20,11,0,4,215,0,0,0,0,0,0,0,0,0,3,0,671,42,43,8,9,9,35,10,0,16,838,3,0,0,0,0,0,0,0,0,4,6,2334,55,57,10,11,9,41,14,0,48,2569,1050,7,4,0,0,0,0,0,0,23,1089,333,3,0,0,0,0,0,0,0,0,342,96,16,17,3,0,0,0,0,0,4,138,5,0,0,0,0,0,0,0,0,0,10,438,20,17,3,0,0,3,0,0,4,486,6,0,0,0,0,0
SED10067,3,0,7,0,0,4,599,34,8,3,0,0,0,9,5,0,3,60,0,0,0,0,0,0,0,0,0,0,3,558,46,22,6,4,0,9,4,0,9,660,0,0,0,0,0,0,0,0,0,9,15,2930,195,81,14,15,11,15,15,13,48,3324,2105,47,40,11,0,5,10,0,0,29,2248,413,6,9,3,0,0,0,0,0,0,430,37,8,7,5,3,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,449,12,18,3,3,0,0,0,0,6,492,3,0,0,0,0,0,0,0,0,13,19,2558,57,56,10,3,3,8,0,0,45,2758,1412,33,22,6,9,0,3,5,0,51,1528,300,4,0,0,0,0,0,0,0,13,315,66,0,3,3,0,0,0,0,0,0,84,3,0,0,0,0,0,0,0,0,0,3,370,4,0,3,0,0,6,0,0,15,403,3,0,0,0,0,0
SED10068,0,0,0,0,0,3,192,16,5,8,0,0,0,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,174,26,12,0,0,3,0,3,0,3,223,3,0,0,0,0,0,0,0,0,0,3,1428,85,40,3,9,8,10,8,6,46,1637,1787,50,28,6,5,3,4,0,0,63,1947,190,6,3,0,0,0,0,0,0,8,205,13,3,4,0,0,0,0,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,200,9,5,0,0,0,0,8,0,7,228,0,0,0,0,0,0,0,0,0,0,3,1992,58,31,6,5,3,11,9,0,71,2185,1516,29,6,0,4,7,0,0,0,67,1633,155,3,0,0,0,0,0,0,0,3,162,12,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,168,3,0,0,0,0,0,0,0,7,178,9,0,0,0,0,0
SED10069,0,0,3,0,0,8,238,16,3,4,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,216,19,13,0,0,0,4,0,0,11,269,4,0,0,0,0,0,0,0,0,0,4,1491,80,42,11,3,3,9,4,4,51,1698,1801,31,28,3,6,10,0,0,3,50,1931,283,6,0,0,0,0,0,0,0,6,295,16,0,0,0,0,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,303,3,0,0,0,0,9,0,0,6,325,0,0,0,0,0,0,0,0,0,9,11,2106,40,32,6,6,10,9,3,4,60,2261,1220,33,13,3,3,3,3,0,0,37,1322,204,0,0,0,0,0,0,0,0,3,216,23,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,5,6,231,0,0,0,0,0,0,0,0,10,245,5,0,0,0,0,0
SED10070,18,13,30,16,4,40,3738,812,144,170,105,62,45,124,30,0,25,1515,4,0,0,0,0,0,0,0,0,3,10,4116,350,264,127,74,50,160,46,4,69,5263,3,0,0,0,0,0,0,0,0,18,23,5110,379,270,130,73,61,162,49,4,102,6346,1089,17,9,0,0,0,0,0,0,21,1137,2685,56,54,13,10,5,14,7,0,42,2891,977,128,123,65,36,47,78,25,0,39,1516,13,0,0,0,0,0,0,0,0,3,16,3673,180,176,84,46,47,97,32,4,79,4417,3,0,0,0,0,0,0,0,0,31,39,4774,196,185,84,43,47,97,35,4,138,5603,510,7,4,0,0,0,0,0,0,29,548,1398,29,25,4,4,0,9,0,0,33,1505,800,63,74,38,21,14,25,3,0,50,1086,3,0,0,0,0,0,0,0,0,0,7,2199,98,91,45,24,16,34,3,0,84,2598,3,0,0,0,0,0
SED10071,20,8,61,24,3,41,3836,363,100,105,37,18,28,109,56,9,27,860,6,0,0,0,0,0,0,0,0,3,5,3529,482,224,56,37,38,173,80,15,73,4708,4,0,0,0,0,0,0,0,0,29,39,4772,597,279,57,40,39,177,85,16,114,6181,940,25,18,0,0,0,10,9,0,14,1016,1813,81,107,13,19,29,78,51,7,30,2225,347,116,183,48,22,41,117,79,6,35,985,0,0,0,0,0,0,0,0,0,0,5,2163,199,291,62,39,69,194,127,9,61,3216,0,0,0,0,0,0,0,0,0,7,15,3100,230,308,65,36,71,204,135,13,83,4241,402,11,4,0,0,0,0,0,0,9,428,523,60,33,16,3,6,22,12,0,14,679,233,67,40,17,6,11,25,17,3,10,422,0,0,0,0,0,0,0,0,0,3,7,757,123,77,27,12,11,42,32,3,29,1105,4,0,0,0,0,0
SED10072,22,6,7,11,0,52,3217,708,77,95,23,16,23,50,16,0,26,1034,5,0,0,0,0,0,0,0,0,0,6,3647,194,148,37,36,29,57,29,0,78,4256,0,0,0,0,0,0,0,0,0,12,20,4871,245,172,42,44,33,60,29,4,115,5615,916,9,11,0,0,0,0,0,0,27,966,2513,33,12,4,8,0,8,8,0,40,2621,942,79,101,13,15,16,37,18,0,17,1238,8,0,0,0,0,0,0,0,0,5,11,3460,111,115,14,19,15,42,24,0,60,3872,4,0,0,0,0,0,0,0,0,28,32,4380,117,125,18,19,14,42,27,0,120,4867,505,5,0,0,0,0,0,0,0,14,527,1487,4,3,0,0,0,3,0,0,35,1535,1034,42,40,5,7,4,9,3,0,48,1187,4,0,0,0,0,0,0,0,0,3,9,2522,44,43,4,8,4,9,6,0,82,2733,4,0,0,0,0,0
SED10073,16,9,17,25,8,43,3699,871,168,221,67,61,70,148,74,5,51,1729,4,0,4,0,0,0,0,0,0,0,10,4238,311,287,77,75,76,168,98,14,89,5439,5,0,0,0,0,0,0,0,0,11,18,5444,358,311,81,80,81,174,102,12,125,6769,1044,8,10,0,0,0,0,5,0,18,1094,2245,34,40,4,6,12,11,18,0,29,2403,914,238,364,109,39,67,126,52,9,56,1980,8,0,0,0,0,0,0,0,0,3,11,3164,275,406,115,48,77,140,73,9,89,4398,0,0,0,0,0,0,0,0,0,13,12,4212,287,411,115,43,76,142,73,13,120,5498,640,10,5,0,0,0,0,3,0,14,672,946,10,19,4,7,5,7,7,0,15,1014,676,125,97,15,11,5,37,17,0,19,998,8,0,0,0,0,0,0,0,0,0,8,1629,137,117,21,12,14,44,18,5,30,2013,0,0,0,0,0,0
SED10074,13,4,16,9,3,22,2612,491,84,96,24,16,15,53,30,3,20,826,0,0,0,0,0,0,0,0,0,0,5,2784,252,168,34,19,19,76,42,7,45,3448,3,0,0,0,0,0,0,0,0,3,8,3948,297,183,38,26,17,79,44,10,66,4693,1129,15,11,3,0,5,0,0,0,13,1171,1551,51,49,6,5,3,14,14,0,24,1729,474,87,109,26,13,32,56,27,7,17,839,4,0,0,0,0,0,0,0,0,0,9,2034,129,157,33,18,36,73,46,3,44,2569,9,0,0,0,0,0,0,0,0,0,3,3163,144,164,38,18,43,73,45,3,60,3744,766,8,3,0,0,0,0,0,0,17,798,715,29,19,0,0,0,5,0,0,23,795,355,44,52,3,0,4,14,9,0,5,487,0,0,0,0,0,0,0,0,0,0,0,1074,74,68,5,6,0,21,12,0,28,1286,0,0,0,0,0,0
SED10075,4,3,3,3,0,11,794,105,15,13,4,0,4,6,5,0,6,165,0,0,0,0,0,0,0,0,0,0,6,836,48,24,3,0,6,10,7,0,25,965,6,0,0,0,0,0,0,0,0,7,11,2902,101,41,4,0,11,12,7,0,77,3162,2122,22,18,0,0,0,0,0,0,51,2213,918,6,10,0,0,0,3,0,0,11,947,239,4,10,0,0,0,7,5,0,4,270,0,0,0,0,0,0,0,0,0,0,0,1162,7,12,0,0,0,9,5,0,16,1214,6,0,0,0,0,0,0,0,0,12,12,3285,27,33,5,0,5,10,5,0,73,3442,1403,8,8,4,0,0,0,0,0,43,1468,504,0,0,0,0,0,0,0,0,13,516,222,0,6,0,0,0,8,6,0,6,249,10,0,0,0,0,0,0,0,0,0,12,740,0,9,0,0,0,8,6,0,20,777,6,0,0,0,0,0
SED10076,0,0,3,0,0,7,252,21,6,5,0,0,0,5,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,238,18,12,4,3,0,13,0,0,10,294,0,0,0,0,0,0,0,0,0,3,4,1603,59,33,5,9,4,11,0,0,62,1799,2005,19,15,3,0,0,5,3,0,75,2134,363,6,0,0,0,0,0,0,0,5,370,41,0,5,0,0,0,3,0,0,3,56,3,0,0,0,0,0,0,0,0,0,5,403,7,5,4,0,0,7,0,0,7,435,3,0,0,0,0,0,0,0,0,8,11,2417,18,20,8,4,0,11,3,0,92,2576,1411,17,12,0,0,0,0,3,0,56,1499,290,0,0,0,0,0,0,0,0,13,306,34,0,0,0,0,0,0,0,0,4,41,4,0,0,0,0,0,0,0,0,0,3,327,6,0,0,0,0,0,0,0,17,354,5,0,0,0,0,0
SED10077,0,5,10,12,0,67,3760,1242,218,202,52,52,63,75,48,9,59,2024,8,4,0,4,0,0,0,0,0,5,11,4710,343,270,69,57,70,91,60,9,130,5797,0,0,0,0,0,0,0,0,0,10,10,5766,377,284,75,60,74,92,57,9,159,6950,854,7,9,0,0,0,5,3,0,12,893,2460,36,18,3,6,0,7,10,0,54,2595,1147,181,181,36,24,31,90,19,5,38,1751,6,0,0,0,0,0,0,0,0,3,14,3613,217,199,37,21,32,93,30,5,95,4355,4,0,0,0,0,0,0,0,0,11,13,4477,227,210,37,21,32,99,34,0,119,5259,454,6,5,5,0,0,0,0,0,18,482,1279,13,3,0,0,0,8,0,0,22,1331,985,99,79,10,5,15,20,6,0,40,1256,13,0,0,0,0,0,0,0,0,4,13,2270,115,84,10,6,15,26,6,0,66,2604,0,0,0,0,0,0
SED10078,3,4,9,4,0,31,1822,673,70,70,13,15,15,20,11,0,23,920,3,0,0,0,0,0,0,0,0,0,6,2353,121,101,17,17,20,26,20,0,54,2747,3,0,0,0,0,0,0,0,0,0,3,3824,157,123,20,23,24,32,20,4,84,4309,961,17,12,0,0,3,0,0,0,26,1015,1474,10,4,0,0,0,7,0,3,38,1537,904,60,66,16,16,7,15,4,0,36,1134,7,0,0,0,0,0,0,0,0,0,13,2382,75,72,24,16,7,14,8,0,73,2676,4,0,0,0,0,0,0,0,0,12,14,3353,90,80,24,19,12,19,8,0,111,3706,447,9,5,0,0,0,0,0,0,25,485,1034,3,0,0,0,0,0,6,0,49,1093,1067,28,25,5,0,3,7,5,0,90,1231,8,0,0,0,0,0,0,0,0,3,8,2109,27,27,7,0,3,9,3,0,145,2336,3,0,0,0,0,0
SED10079,0,0,0,0,0,0,213,15,0,0,3,0,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,205,12,12,4,0,0,4,0,0,0,239,0,0,0,0,0,0,0,0,0,0,9,1273,75,30,4,0,4,8,6,0,26,1422,1366,15,18,5,0,4,4,3,0,34,1444,221,4,3,0,0,0,0,0,0,3,227,11,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,233,6,4,0,0,0,0,0,0,3,246,0,0,0,0,0,0,0,0,0,0,6,1601,21,16,5,0,4,4,3,0,44,1698,977,11,4,0,0,0,4,0,0,21,1022,148,0,0,0,0,0,0,0,0,0,149,25,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,177,4,0,0,0,0,0,0,0,0,178,3,0,0,0,0,0
SED10080,13,14,18,18,8,24,1212,246,41,56,18,20,18,37,24,10,13,484,0,0,0,0,0,0,0,0,0,0,0,1244,120,93,26,31,34,54,37,20,44,1704,6,0,0,0,0,0,0,0,0,13,15,3293,265,164,47,43,42,85,67,25,88,4127,1568,37,24,0,6,5,8,13,3,19,1681,752,18,22,0,0,3,7,8,0,10,828,242,41,58,10,9,8,24,21,4,11,420,9,0,0,0,0,0,0,0,0,0,10,996,63,77,13,9,15,31,27,3,18,1258,7,0,0,0,0,0,0,0,0,16,19,2567,99,98,13,10,20,41,41,8,57,2963,824,14,7,4,4,0,5,3,0,25,879,297,10,6,0,0,0,4,6,0,12,329,163,26,10,9,3,6,6,3,0,10,232,4,0,0,0,0,0,0,0,0,0,4,466,32,17,9,3,0,6,6,0,24,571,9,0,0,0,0,0
SED10081,7,0,0,0,0,0,132,13,10,11,3,5,4,5,7,0,0,56,0,0,0,0,0,0,0,0,0,0,0,100,26,28,6,9,4,4,10,0,4,190,0,0,0,0,0,0,0,0,0,0,0,564,52,49,5,9,6,15,12,0,17,731,544,3,6,0,0,0,0,0,0,23,580,63,5,4,0,0,0,0,0,0,0,73,9,4,3,0,0,0,8,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,72,9,12,0,0,0,12,0,0,0,106,0,0,0,0,0,0,0,0,0,3,4,621,14,22,0,0,0,6,0,0,23,694,373,6,0,3,0,0,0,0,0,27,409,38,4,0,0,0,0,0,0,0,0,42,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,50,11,0,0,0,0,0
SED10082,0,0,3,4,0,5,378,36,3,7,3,3,0,6,3,0,0,67,0,0,0,0,0,0,0,0,0,0,0,334,44,30,5,3,4,9,9,0,8,447,0,0,0,0,0,0,0,0,0,3,10,2043,177,83,8,12,5,15,11,0,37,2394,1776,68,42,10,11,5,14,0,0,49,1962,333,9,6,4,5,5,4,0,3,5,361,29,11,13,0,0,3,11,0,0,3,67,0,0,0,0,0,0,0,0,0,0,0,361,16,15,3,3,6,7,0,3,3,426,0,0,0,0,0,0,0,0,0,3,7,2139,87,53,10,11,7,18,0,3,60,2396,1291,63,30,4,6,0,3,0,0,44,1444,231,3,0,0,0,0,0,0,0,5,244,35,5,0,0,0,0,0,0,0,5,49,0,0,0,0,0,0,0,0,0,0,0,270,11,0,0,0,0,4,0,0,11,299,3,0,0,0,0,0
SED10083,3,5,0,0,0,10,361,36,16,3,4,0,0,5,0,0,4,68,0,0,0,0,0,0,0,0,0,0,0,336,38,17,3,4,5,8,3,0,11,425,3,0,0,0,0,0,0,0,0,0,3,1703,95,44,13,4,9,9,8,0,46,1918,1418,32,30,0,0,3,4,4,0,35,1527,332,9,10,0,3,0,0,0,0,3,363,56,4,16,3,3,0,6,0,0,3,92,0,0,0,0,0,0,0,0,0,0,0,385,17,22,3,6,3,7,0,0,10,458,6,0,0,0,0,0,0,0,0,0,7,1808,44,51,3,4,8,15,7,0,47,1990,900,21,19,5,0,0,0,0,0,40,984,217,0,4,0,4,0,0,0,0,10,235,45,4,0,0,0,0,5,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,257,5,6,0,4,5,5,0,0,14,298,10,0,0,0,0,0
SED10084,5,0,4,0,0,9,264,13,4,10,0,0,3,10,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,222,37,15,0,5,3,9,0,0,9,296,0,0,0,0,0,0,0,0,0,3,0,1715,121,52,5,9,9,15,4,0,55,1999,1826,70,22,5,12,0,5,6,0,73,2029,223,19,0,0,0,0,0,0,0,4,247,15,0,4,0,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,240,19,3,0,0,0,3,0,0,6,267,4,0,0,0,0,0,0,0,0,10,13,2067,89,31,5,12,0,8,8,3,90,2307,1514,46,21,4,0,0,0,0,0,87,1676,118,4,4,0,0,0,0,0,0,5,128,16,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,132,9,4,0,0,3,0,0,0,6,161,6,0,0,0,0,0
SED10085,6,4,5,0,0,0,125,15,0,3,0,3,0,5,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,107,20,3,0,4,4,5,7,0,3,159,0,0,0,0,0,0,0,0,0,0,4,907,71,25,0,9,10,5,4,3,50,1082,805,18,6,0,0,0,0,0,0,17,850,81,4,4,0,0,3,0,0,0,3,95,12,4,3,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,93,9,5,0,0,3,3,0,0,3,111,0,0,0,0,0,0,0,0,0,0,4,895,22,10,0,0,4,3,4,0,21,970,434,7,6,0,0,0,0,5,0,31,493,36,0,0,0,0,0,0,0,0,6,35,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,0,0,4,0,0,6,50,0,0,0,0,0,0
