SA2_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
101041025,3,39,15,21,27,33,10,21,3,166,3,21,18,0,25,26,11,18,29,153,237,883,656,442,872,843,239,534,77,4790
101041026,0,20,15,10,22,17,0,14,0,102,8,31,19,9,18,25,3,7,24,156,196,598,461,336,638,572,133,296,61,3283
101041027,7,23,17,6,31,10,4,11,6,121,12,22,24,9,14,25,3,8,42,152,196,700,537,303,611,523,132,293,104,3403
101051539,17,46,50,38,111,105,19,60,6,447,18,42,27,23,74,74,17,49,92,406,540,1394,1231,818,2595,2076,627,1384,202,10874
101051540,15,39,32,14,45,54,10,36,4,242,11,33,13,15,42,51,10,28,49,256,343,924,707,482,1101,1246,347,1162,141,6451
101061541,4,17,17,12,29,31,8,12,0,118,6,10,4,3,20,24,0,6,16,96,146,437,354,230,693,681,201,415,56,3221
101061542,6,27,20,26,41,50,17,28,0,218,8,31,14,13,40,39,8,27,31,216,348,895,689,478,1207,1503,472,1152,88,6830
101061543,10,35,27,10,55,31,15,12,7,205,8,26,11,12,40,44,10,21,44,219,214,637,515,376,914,890,288,580,104,4520
101061544,7,13,11,11,18,23,0,12,0,92,11,18,12,6,19,26,4,22,44,156,141,418,362,264,481,620,192,684,98,3253
102011028,27,19,13,7,23,5,4,4,0,109,13,25,12,13,16,28,5,11,14,138,378,684,452,333,551,721,186,409,31,3735
102011029,29,40,9,7,30,24,0,13,0,162,15,33,33,17,28,36,9,17,20,199,493,864,600,343,772,945,237,534,43,4842
102011030,15,11,6,8,12,17,9,9,0,82,18,16,8,7,20,20,3,20,27,148,245,322,257,159,338,427,112,368,64,2299
102011031,55,41,25,10,33,43,9,23,5,246,22,40,26,14,25,32,9,17,30,210,646,1022,740,441,1002,1093,282,592,76,5893
102011032,86,55,31,13,75,57,12,27,11,361,32,38,51,24,65,72,11,28,80,405,1013,1523,1205,746,2274,1971,493,867,163,10255
102011033,22,18,10,14,25,21,9,11,4,133,0,18,9,10,36,31,6,7,22,145,298,521,380,241,719,679,173,301,44,3353
102011034,23,19,8,9,29,14,5,11,4,132,9,17,3,4,22,16,6,10,28,114,298,564,385,255,551,539,140,268,48,3054
102011035,25,20,17,4,30,28,8,16,0,145,4,20,8,4,24,26,6,7,17,117,369,538,430,286,746,640,164,324,42,3529
102011036,26,27,20,5,31,22,4,11,0,156,10,17,12,8,22,28,4,12,21,136,376,637,492,303,814,799,198,356,45,4021
102011037,22,19,17,8,12,15,3,5,0,98,3,9,5,8,14,18,7,13,13,91,306,483,354,250,501,627,157,270,28,2977
102011038,41,32,13,9,15,21,0,16,0,152,10,14,8,5,21,25,6,18,27,129,383,564,379,244,533,726,158,329,52,3360
102011039,45,47,32,4,36,22,8,24,0,227,24,43,27,10,30,60,16,31,34,272,746,1249,806,444,1084,1479,393,876,81,7168
102011040,70,63,24,14,65,55,17,18,3,325,27,57,46,15,74,67,18,39,72,413,1037,1594,1173,694,1952,1868,424,884,175,9789
102011041,36,28,14,6,29,24,4,15,3,154,16,28,15,11,32,45,5,22,27,188,545,881,655,388,767,978,268,624,63,5180
102011042,48,27,21,14,40,39,7,17,0,209,23,29,31,12,43,40,3,13,48,245,567,833,673,431,1172,1150,259,426,112,5626
102011043,40,32,20,10,43,22,6,11,3,189,13,23,15,8,42,33,15,17,33,190,485,741,541,357,1107,891,222,382,76,4802
102021044,97,65,41,21,55,59,14,34,4,387,25,37,32,18,72,76,16,17,70,371,1067,1600,1191,795,1922,1711,499,831,143,9759
102021045,50,32,14,14,57,52,9,3,4,226,22,30,12,23,56,38,10,18,48,254,598,649,529,419,1054,900,204,353,100,4807
102021046,36,7,9,8,22,26,4,13,0,132,9,25,12,10,25,16,6,9,32,143,454,567,473,338,777,653,147,346,77,3839
102021047,84,53,24,19,64,42,18,18,5,336,17,28,26,12,57,41,5,19,38,251,858,1185,887,549,1513,1417,408,675,106,7595
102021048,70,32,20,19,75,48,18,21,11,315,32,52,28,22,70,50,6,31,86,377,1040,1244,952,681,1969,1425,354,727,212,8615
102021049,11,16,14,4,13,15,6,7,0,87,8,7,5,8,8,11,0,6,10,73,176,284,208,137,289,333,88,251,31,1781
102021050,47,33,11,6,39,37,8,16,3,196,25,13,8,4,33,36,5,18,26,177,456,604,486,298,845,699,174,351,61,3975
102021051,30,30,16,0,15,22,7,13,3,133,7,11,16,3,14,28,8,14,14,111,287,419,330,188,459,456,136,256,27,2561
102021052,25,11,14,7,19,19,7,12,0,118,7,11,12,3,20,14,5,10,21,100,279,368,375,213,564,488,132,262,31,2712
102021053,66,29,17,13,33,34,7,10,8,221,42,52,27,11,47,42,4,20,68,321,744,1061,767,437,1243,1125,308,494,137,6318
102021054,47,17,16,3,21,20,3,8,0,132,27,15,20,10,24,23,6,9,35,164,467,603,420,289,738,642,166,329,73,3729
102021055,27,17,6,6,21,17,7,5,0,105,10,12,7,3,15,25,0,10,15,106,270,385,283,130,585,471,131,219,43,2531
102021056,88,54,29,18,86,47,19,30,4,377,24,21,27,22,69,68,14,39,51,334,969,1307,988,690,2065,1721,447,889,134,9206
102021057,31,21,13,6,27,29,11,13,0,160,14,10,10,7,47,23,3,14,35,175,382,527,349,244,853,613,148,324,69,3511
103011059,10,36,31,11,62,41,20,44,0,259,9,24,15,4,29,31,12,18,42,187,243,804,609,444,1283,1077,402,785,86,5741
103011060,5,16,13,3,23,26,8,10,0,117,8,19,12,7,22,24,6,15,33,146,164,470,394,255,586,656,216,589,75,3407
103011061,4,5,4,4,0,7,0,11,0,51,4,15,9,4,28,33,4,23,25,139,96,247,218,125,400,368,132,425,60,2075
103011612,10,27,16,14,41,45,3,20,0,179,10,22,14,14,30,23,8,17,25,166,251,651,597,374,1090,864,263,481,67,4643
103011613,11,33,23,20,52,51,13,37,0,245,9,25,11,15,36,44,16,32,35,233,312,963,760,539,1607,1341,446,987,77,7039
103021062,0,20,7,9,6,28,8,17,0,87,9,13,13,16,20,22,3,16,28,142,106,322,276,200,318,503,179,685,63,2647
103021063,5,19,18,12,40,28,6,23,0,154,9,16,17,14,24,33,8,23,29,172,156,535,447,313,771,677,212,495,67,3667
103021064,0,7,8,5,21,17,6,23,3,84,10,15,3,7,14,17,0,24,28,116,101,320,302,192,345,414,146,519,61,2397
103021065,3,19,21,12,36,51,17,32,4,191,9,21,13,7,36,28,7,24,39,181,160,530,477,345,784,880,285,857,112,4431
103021066,0,6,3,3,3,10,0,4,0,35,0,6,3,0,8,10,4,3,8,48,64,205,182,123,161,283,97,329,29,1478
103021067,9,25,24,12,50,46,14,28,0,209,8,27,15,17,30,25,3,24,31,180,202,596,494,369,1033,860,360,805,67,4793
103021068,0,10,6,0,11,13,6,7,0,54,4,0,0,4,3,17,3,3,14,51,56,151,146,99,163,260,82,360,33,1361
103021069,0,15,7,5,19,17,6,23,3,102,7,10,5,11,23,9,4,9,24,108,94,307,257,203,367,390,140,704,70,2533
103031070,9,48,19,10,30,32,17,19,3,186,9,19,13,9,30,27,8,20,44,185,335,684,552,355,992,934,262,444,91,4647
103031071,10,30,15,5,26,27,8,11,0,135,15,12,10,11,20,19,0,18,22,139,258,529,455,260,688,724,217,466,77,3658
103031072,6,39,25,16,57,48,11,50,3,257,9,33,16,5,21,30,4,22,41,181,314,803,673,422,1017,1141,422,1042,111,5949
103031073,0,5,0,3,4,4,3,9,0,21,0,10,8,3,6,9,0,3,12,49,48,182,176,114,155,198,59,205,35,1162
103031074,8,17,23,22,28,41,10,34,3,189,9,35,6,10,23,18,7,29,53,187,251,667,582,339,688,866,299,997,132,4829
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,6,26,21,11,27,21,3,21,0,131,3,16,16,4,17,17,6,19,27,130,160,478,382,244,610,635,255,679,67,3513
103041077,15,44,38,27,71,65,21,48,0,329,12,38,23,10,58,68,10,36,61,305,370,1165,913,585,1826,1536,548,1167,127,8234
103041078,17,53,62,27,87,94,39,88,5,476,8,32,19,12,64,47,12,32,68,306,461,1451,1176,769,2450,2285,851,1792,157,11386
103041079,8,30,21,20,35,51,20,40,6,224,10,21,16,16,31,37,10,41,33,216,239,808,735,410,968,1099,393,1171,103,5932
104011080,7,40,29,23,81,62,21,26,4,290,15,36,28,12,52,52,12,19,87,308,328,1076,898,691,1720,1193,369,752,171,7194
104011081,9,31,26,31,42,50,7,45,4,245,19,43,21,13,43,29,7,37,53,267,326,967,831,577,1196,1027,267,883,148,6225
104011082,7,47,40,14,44,44,13,16,3,227,23,32,19,12,35,35,5,24,65,258,324,1147,891,602,1077,1056,275,699,123,6197
104021083,0,14,12,9,16,13,0,7,0,72,10,22,13,9,12,18,3,11,14,115,126,563,442,272,417,380,118,227,43,2588
104021084,8,62,31,25,81,66,24,32,3,337,11,70,19,17,54,45,5,20,61,295,359,1283,995,699,1701,1227,417,703,144,7523
104021085,4,25,21,15,48,33,12,15,3,177,11,34,23,14,36,28,9,15,48,212,228,772,649,463,971,707,203,421,114,4540
104021086,8,3,15,9,15,15,8,5,0,78,5,12,6,8,30,16,0,14,20,110,90,286,256,179,374,325,87,218,43,1863
104021087,0,4,0,3,4,10,5,4,0,39,8,19,11,3,4,3,0,8,21,69,42,244,179,121,178,177,38,233,46,1245
104021088,4,25,25,22,45,46,16,21,0,206,12,16,19,8,29,29,4,20,24,152,219,843,677,468,934,874,292,592,64,4953
104021089,18,39,35,40,77,69,12,33,0,322,17,49,25,22,64,61,8,27,63,338,422,1535,1193,866,1760,1547,437,841,137,8747
104021090,5,15,9,8,14,13,4,10,0,79,7,8,3,0,11,25,0,10,16,76,111,317,278,221,346,319,93,198,35,1911
104021091,9,40,36,20,74,43,5,15,0,239,6,37,23,19,46,31,3,25,52,248,265,988,906,598,1356,1064,286,626,123,6215
105011092,0,9,0,0,8,8,3,11,0,38,0,3,0,0,14,9,5,3,26,62,49,124,79,89,257,266,79,361,54,1358
105011093,3,6,3,3,5,14,3,17,0,61,9,7,4,0,9,10,3,16,15,66,108,170,166,89,230,302,142,597,50,1853
105011094,5,6,4,4,6,5,3,3,0,39,0,12,7,3,6,9,4,8,18,70,57,159,133,135,218,272,101,387,49,1501
105011095,3,5,5,4,9,12,0,17,0,49,8,20,11,3,12,12,3,8,22,93,68,197,173,139,292,402,127,614,61,2074
105011096,0,0,3,0,9,14,5,7,0,36,7,3,0,3,0,4,5,11,18,54,83,211,170,126,278,279,90,463,44,1751
105021097,7,56,25,12,70,54,12,42,0,285,16,30,16,13,30,42,3,32,72,242,407,976,698,509,1557,1364,375,1127,165,7172
105021098,0,0,0,0,4,0,0,4,0,15,0,4,4,4,4,6,0,4,8,33,24,75,61,45,85,147,38,335,17,825
105031099,0,13,4,5,13,15,11,11,0,77,13,20,13,17,15,16,7,15,24,120,108,431,328,229,423,496,178,618,68,2890
105031100,4,29,20,15,47,64,16,24,3,229,5,24,13,0,47,34,8,24,38,200,202,602,519,361,1184,1104,310,680,97,5060
105031101,10,51,35,24,107,61,23,43,4,360,11,24,26,14,66,53,15,35,87,326,432,1125,935,702,2536,1975,618,1231,175,9727
105031102,7,18,16,15,35,38,10,18,0,160,10,27,9,12,34,39,12,15,46,196,165,564,449,339,1121,1024,283,576,93,4615
105031103,0,16,9,10,20,30,4,24,0,121,5,21,14,3,25,21,9,22,30,143,133,381,324,195,551,551,187,635,70,3030
105031104,0,6,8,4,16,17,0,9,0,61,7,12,0,6,16,14,0,11,21,91,85,239,187,151,283,322,82,438,48,1842
105031105,0,5,6,3,18,22,12,24,4,101,4,17,3,3,20,26,6,30,28,138,111,260,279,199,452,484,169,680,72,2705
105031106,5,14,17,4,26,22,9,13,0,108,8,21,10,6,20,16,6,19,42,148,128,413,336,250,645,555,156,536,92,3106
106011107,16,35,35,17,72,66,18,42,8,305,19,25,15,7,57,54,10,31,47,254,473,813,717,430,1210,1234,446,1107,115,6553
106011108,34,65,41,31,88,80,21,28,5,386,22,35,28,23,63,60,16,29,87,368,738,1370,986,712,1721,1598,468,912,170,8671
106011109,17,32,24,13,39,47,9,17,4,201,10,32,12,17,29,32,7,14,29,182,311,684,522,319,744,797,218,498,84,4182
106011110,4,29,27,18,35,46,11,21,0,201,14,20,11,16,30,32,13,26,26,190,261,641,525,390,708,841,257,682,103,4403
106011111,26,61,46,37,97,78,22,43,5,407,27,33,25,24,104,89,17,50,67,429,594,1181,1076,750,2044,1773,524,921,141,9014
106011112,17,39,52,17,68,80,26,56,4,370,16,31,20,14,48,53,19,52,71,317,447,1076,874,488,1356,1646,661,1646,143,8338
106011113,10,11,12,3,18,22,8,17,5,113,7,16,8,3,9,22,0,14,31,107,186,352,294,143,394,437,171,496,89,2567
106021114,8,28,16,18,38,31,8,12,3,165,4,15,16,9,33,21,12,16,29,162,266,591,476,306,902,816,263,503,66,4198
106021116,8,29,20,18,35,30,17,19,3,178,13,18,6,5,20,31,5,14,26,133,277,646,527,326,768,858,303,688,46,4444
106021614,24,54,40,27,62,72,19,40,3,343,15,34,18,10,65,78,25,37,42,328,503,1265,966,615,1891,1674,548,954,96,8509
106021615,26,60,53,28,83,70,23,53,3,397,11,42,30,15,58,64,15,41,49,320,477,1137,892,632,1722,1591,564,1183,115,8306
106021616,20,28,17,8,39,42,16,16,3,182,8,19,13,10,26,30,12,11,33,154,212,525,398,314,804,656,215,401,62,3591
106021617,10,24,24,14,37,45,9,22,5,183,5,23,17,13,30,39,5,18,35,176,284,642,549,358,901,883,277,549,71,4516
106021618,17,59,40,26,60,93,21,32,0,343,16,21,28,11,62,67,18,37,55,311,477,1088,945,633,1906,1820,531,994,94,8491
106031119,11,23,16,11,11,22,0,15,0,111,12,4,7,6,19,18,3,3,14,92,221,489,307,216,435,486,141,260,34,2595
106031120,13,13,13,5,27,16,4,3,3,99,11,11,7,15,24,16,4,6,32,117,192,417,320,219,506,420,114,235,51,2483
106031121,24,58,52,22,50,70,13,21,5,316,16,57,28,17,48,41,4,31,59,310,683,1697,1139,664,1512,1393,415,754,136,8399
106031122,23,35,35,19,74,57,20,25,3,288,9,27,22,16,66,43,16,28,76,308,395,829,714,459,1390,1072,353,571,154,5934
106031123,11,23,22,17,29,44,12,20,3,177,7,12,5,7,20,23,4,15,18,108,176,455,352,222,538,571,189,431,60,2992
106031124,0,5,7,3,13,0,4,14,0,55,8,15,12,0,14,17,4,9,12,96,119,312,238,143,268,235,82,165,46,1612
106031125,23,43,28,28,64,66,16,24,0,301,19,29,16,20,43,38,9,45,49,269,456,1013,779,548,1421,1408,392,754,124,6890
106041126,10,35,25,11,47,51,26,40,0,240,13,20,13,9,30,35,10,21,56,201,266,679,558,328,1021,974,423,940,114,5299
106041127,0,4,10,0,12,12,4,14,0,60,4,12,8,8,4,12,4,9,14,69,103,234,225,134,330,434,158,399,41,2059
106041128,4,19,14,6,18,23,8,21,0,114,5,11,4,0,16,15,7,9,20,90,114,385,286,172,637,534,229,518,43,2919
106041129,0,23,9,8,37,26,8,16,4,123,9,18,11,9,18,22,6,10,48,148,162,451,402,257,593,803,264,812,125,3865
107011131,95,54,25,18,87,100,19,43,9,436,48,45,28,20,74,93,22,29,67,420,1129,1486,1164,770,2191,2008,512,903,167,10328
107011132,71,15,14,11,47,56,13,14,4,247,21,29,19,10,42,42,7,27,37,233,614,818,715,432,1432,1221,394,575,77,6289
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
107011134,58,44,25,11,51,64,9,21,0,281,15,23,26,14,35,55,15,23,31,242,676,1037,799,458,1493,1336,401,724,70,6997
107011545,58,32,24,12,40,52,6,22,0,246,19,32,18,21,39,52,15,15,64,279,565,810,613,417,1136,957,226,427,123,5273
107011546,43,23,14,7,32,30,3,9,0,169,14,19,19,8,38,33,0,9,32,163,379,502,406,256,769,581,163,230,71,3356
107011547,14,9,0,3,16,8,7,6,0,55,4,7,3,0,5,18,5,4,9,58,159,232,179,127,328,315,73,139,23,1564
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
107031136,99,62,46,15,77,75,18,39,5,428,29,38,19,14,57,59,10,35,56,322,1016,1322,1073,665,2065,1977,567,953,128,9762
107031137,23,8,11,0,28,19,9,14,0,118,8,8,6,8,25,15,8,7,31,121,309,449,320,227,639,527,163,227,71,2929
107031138,12,22,20,11,14,17,6,5,0,99,10,10,10,6,21,23,7,3,17,104,266,644,459,240,636,713,215,369,44,3587
107031139,10,15,12,8,12,14,0,6,0,83,7,7,11,10,13,14,5,7,13,80,259,465,334,220,529,515,167,302,24,2812
107031140,10,16,10,7,16,23,6,14,3,106,7,17,12,8,9,21,3,11,25,113,290,684,467,294,603,707,202,473,57,3775
107031141,79,56,28,23,57,54,14,28,9,337,36,36,27,11,54,49,9,26,29,276,975,1411,1077,689,1945,1793,555,948,110,9501
107031142,46,23,10,7,34,33,10,27,3,195,21,23,19,12,24,20,6,7,29,162,550,699,505,352,976,882,252,398,75,4683
107031143,56,34,18,20,66,51,8,15,4,275,32,46,34,18,70,54,7,28,75,368,882,1144,905,616,1609,1377,341,606,157,7642
107041144,95,56,44,15,51,50,11,35,4,360,28,50,36,12,53,59,8,27,64,341,1108,1606,1207,615,1887,1705,532,960,149,9773
107041145,66,41,25,8,61,45,16,15,4,281,25,25,30,18,52,44,11,22,42,264,729,1057,821,500,1471,1384,376,646,101,7084
107041146,71,62,38,17,61,65,20,28,0,361,20,50,31,10,62,45,10,25,39,298,1152,1863,1266,670,2082,1931,563,1030,118,10679
107041147,60,43,24,6,37,40,7,11,4,238,15,18,16,6,25,32,5,18,23,159,494,712,562,354,810,973,261,517,52,4740
107041148,36,25,21,9,24,21,7,22,0,165,11,22,23,11,16,28,5,23,20,160,540,974,706,404,877,1147,370,755,45,5821
107041150,99,50,19,14,39,50,8,21,6,317,28,30,23,12,43,60,13,32,46,289,972,1453,1139,654,1814,1905,582,1006,98,9613
107041548,60,39,35,11,53,37,9,23,4,269,28,25,25,15,50,60,11,30,60,309,921,1228,892,505,1872,1618,443,825,110,8416
107041549,56,37,28,15,38,46,13,22,0,256,24,41,27,9,49,58,3,26,56,306,868,1302,912,550,1650,1542,415,722,117,8083
108011151,0,11,0,7,8,6,5,5,0,56,14,13,5,10,15,16,0,4,20,112,139,331,252,181,356,364,105,297,53,2079
108011152,4,44,24,20,42,32,11,26,0,202,14,33,25,11,31,28,14,15,54,226,246,948,742,496,972,846,254,443,118,5072
108011153,0,12,21,6,16,11,7,9,3,88,13,26,12,5,14,21,3,12,30,135,168,505,389,247,397,395,112,258,73,2550
108011154,5,16,17,10,14,16,5,10,0,82,4,16,9,5,7,3,0,6,22,75,114,360,304,199,363,288,74,156,54,1907
108021155,4,24,28,15,51,20,13,23,3,182,11,27,12,6,42,35,4,9,60,208,269,786,710,504,1123,845,215,495,143,5082
108021156,3,16,17,9,23,21,4,9,0,109,6,26,22,14,22,23,9,21,47,189,194,635,530,368,647,627,172,443,118,3739
108021157,3,7,8,0,8,15,4,11,0,60,9,17,14,11,15,12,4,3,24,99,88,345,261,172,338,276,75,164,55,1779
108021158,0,14,12,5,22,14,7,4,0,86,8,20,8,5,16,3,4,11,27,101,107,436,307,230,437,304,75,160,61,2119
108021159,10,21,12,12,34,17,6,8,0,106,12,20,17,10,23,21,8,14,34,154,162,584,483,291,586,459,143,415,73,3193
108021160,0,18,11,4,8,11,4,4,0,62,3,8,6,0,10,11,4,0,15,66,124,373,246,163,363,321,79,173,33,1872
108031161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,11,27,48,30,27,34,45,9,13,9,241
108041162,9,50,39,25,60,53,9,29,3,279,11,29,19,14,39,38,0,20,49,227,349,1130,897,634,1311,1085,334,664,117,6514
108041164,9,60,34,24,74,67,21,24,0,323,7,41,11,18,49,42,14,12,70,264,410,1450,1056,817,1872,1518,450,760,146,8476
108041165,0,11,11,9,23,20,3,17,4,96,7,12,12,10,3,18,6,16,17,102,96,362,321,213,420,418,102,382,51,2360
108041166,14,36,34,22,63,69,25,38,0,302,5,31,15,8,42,25,8,22,31,181,248,882,642,552,1168,986,275,589,79,5426
108041619,16,36,21,19,44,42,7,21,0,196,11,30,12,11,27,22,4,19,33,168,285,994,693,540,1107,1038,252,609,73,5587
108041620,8,58,38,22,53,48,14,22,6,276,10,37,21,15,37,28,4,20,37,206,338,1304,866,724,1465,1371,378,715,92,7239
108051167,8,14,8,0,5,20,3,12,0,68,9,15,14,3,18,7,3,8,29,113,105,323,277,177,330,335,82,294,77,1993
108051168,11,22,27,14,23,33,7,21,0,153,13,26,19,18,30,18,0,16,43,185,257,774,649,444,953,837,218,500,119,4755
108051169,7,53,34,28,73,70,20,30,0,328,11,39,28,20,49,46,3,17,73,281,328,1131,1021,765,1516,1271,348,714,174,7260
108051170,6,24,18,10,30,29,9,14,3,140,21,28,12,12,35,15,4,21,53,195,281,804,642,478,810,759,240,608,130,4750
108051171,4,8,10,4,27,21,4,10,0,95,0,3,7,10,14,9,0,9,21,79,92,269,256,211,448,360,84,212,42,1988
109011172,3,49,42,27,60,71,29,32,5,313,9,33,23,14,54,64,26,39,29,288,371,1270,1086,774,1934,1903,595,1086,83,9109
109011173,5,27,24,15,41,48,14,24,0,188,5,24,18,5,42,34,13,19,30,194,226,713,589,390,1027,913,307,512,66,4746
109011174,6,17,26,15,33,42,10,15,0,166,3,30,17,14,32,25,9,17,28,174,204,742,602,459,985,957,337,678,72,5022
109011175,11,34,12,19,33,47,21,38,3,207,17,24,12,17,42,51,9,39,48,252,281,806,651,474,915,1073,348,1098,112,5753
109011176,8,45,33,12,66,60,16,33,0,281,12,38,29,18,50,63,15,23,70,316,262,1013,854,602,1435,1288,379,645,142,6625
109021177,0,7,0,0,4,8,0,7,4,45,6,12,6,3,7,10,4,10,22,83,41,173,129,102,210,240,68,296,45,1292
109021178,6,18,10,11,13,18,3,20,0,109,7,16,5,10,30,19,5,14,24,134,138,371,281,197,562,538,153,438,59,2734
109021179,5,3,3,0,4,11,3,8,0,34,4,9,3,0,9,12,7,11,22,74,63,190,172,110,231,277,119,444,39,1650
109031180,3,9,15,13,12,31,7,15,0,101,8,8,6,0,20,28,8,8,11,106,140,335,286,194,429,570,122,257,35,2371
109031181,3,20,7,5,23,14,7,14,0,92,11,18,10,15,18,16,7,13,31,143,177,465,331,240,516,585,167,555,57,3090
109031182,4,18,17,4,23,34,12,17,0,125,10,12,10,6,32,21,6,5,33,131,128,438,344,236,658,554,208,402,72,3037
109031183,0,4,0,3,8,14,0,11,0,55,6,13,11,11,23,21,7,21,27,138,141,414,318,239,398,546,156,869,72,3157
109031184,4,27,18,13,20,12,9,13,5,119,6,20,5,8,14,16,7,7,22,108,201,503,357,264,513,551,173,385,53,3000
109031185,4,24,11,12,19,31,17,21,5,139,8,21,20,12,20,30,3,17,39,152,182,618,447,295,637,709,246,727,104,3972
110011186,16,55,57,22,83,74,18,24,7,348,13,47,23,7,50,47,13,28,60,295,507,1751,1233,839,2502,1672,593,1144,161,10396
110011187,0,9,9,4,5,12,4,10,0,50,7,16,4,0,5,9,6,12,14,76,78,302,216,138,405,342,112,408,46,2044
110011188,3,15,12,8,20,14,5,9,0,83,6,10,11,9,12,19,4,10,11,94,146,382,340,231,579,473,164,402,45,2762
110011189,0,7,0,5,6,6,3,3,0,31,4,3,6,6,0,5,3,11,10,51,43,175,170,104,170,249,111,381,34,1428
110021190,6,19,17,16,28,33,4,29,0,157,9,17,16,6,29,23,0,21,43,164,143,525,431,261,588,552,148,602,89,3336
110021191,8,29,28,22,59,33,13,25,0,210,11,28,24,18,36,30,4,11,37,198,199,655,505,457,1168,854,304,543,105,4790
110021192,7,6,10,6,11,10,8,3,0,61,3,16,5,9,13,14,0,11,28,104,83,251,235,155,290,325,111,424,75,1945
110021193,4,8,4,4,16,14,4,9,3,65,12,11,3,3,13,8,0,9,21,82,72,299,267,167,318,419,116,599,59,2308
