SA2_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
102011028,129,52,29,61,76,72,38,24,3,476,1533,935,514,941,1178,1099,860,382,81,7513
102011029,144,95,42,78,102,93,96,66,20,732,1840,1048,745,1176,1497,1697,1821,958,260,11042
102011030,58,55,60,49,89,73,73,49,3,510,663,551,422,525,758,818,601,314,79,4716
102011031,148,72,72,90,95,94,116,121,105,916,2324,1501,1059,1508,1740,1841,2000,1770,1008,14758
102011032,272,203,258,208,202,232,172,69,66,1680,3239,2519,3544,2836,2564,2658,2140,1160,551,21204
102011033,82,78,51,45,66,65,22,18,5,425,1419,920,756,936,968,804,418,195,74,6485
102011034,79,54,51,47,62,59,62,73,97,577,1320,754,711,789,833,887,931,860,520,7615
102011035,84,39,54,65,52,43,29,13,4,383,1493,808,856,1005,992,921,707,295,78,7157
102011036,88,59,59,56,52,66,30,16,10,446,1668,1044,878,1060,1162,1080,751,370,194,8205
102011037,72,43,29,45,56,63,22,39,22,398,1135,651,590,811,923,925,711,562,252,6571
102011038,105,58,43,55,66,53,47,33,27,487,1304,748,667,846,949,999,857,569,222,7160
102011039,187,108,125,152,127,138,115,76,28,1051,2710,1714,1458,1844,2078,1978,1859,962,253,14849
102011040,395,208,221,238,240,274,289,181,73,2124,4058,2267,2214,2998,3084,3410,3497,2288,879,24697
102011041,146,89,68,102,87,92,78,24,21,712,2147,1267,936,1374,1505,1328,1212,692,217,10675
102011042,209,139,143,117,154,141,125,100,46,1171,2180,1340,1539,1663,1821,1994,1871,1330,598,14346
102011043,187,123,109,91,112,80,58,51,68,875,2142,1230,1415,1426,1298,1276,1238,897,504,11423
102021044,450,231,226,250,221,198,179,143,167,2071,4530,2350,2728,2840,2627,2703,2598,1553,903,22825
102021045,248,143,111,120,130,94,51,28,19,942,2555,1542,1694,1296,1478,1220,852,508,153,11290
102021046,151,96,114,107,118,102,90,73,21,880,1635,982,1141,1041,1146,1399,1273,853,261,9728
102021047,237,143,112,116,126,149,97,93,68,1142,3093,1881,1945,1908,1961,2083,1682,1025,423,16006
102021048,422,282,251,239,250,212,204,222,170,2252,3847,2679,2786,2384,2652,2854,2593,1737,840,22362
102021049,54,44,20,35,45,28,23,8,3,265,608,477,269,383,550,555,388,164,29,3420
102021050,148,79,76,79,93,85,143,140,53,901,1600,1016,1022,994,1151,1505,1825,1465,382,10960
102021051,63,60,29,39,51,51,21,5,9,329,903,658,563,619,712,740,463,209,68,4928
102021052,99,71,63,58,67,75,40,35,12,529,1122,713,677,700,885,911,878,476,130,6492
102021053,220,168,167,185,188,194,205,125,61,1508,2221,1578,1685,1791,2041,2308,2392,1313,514,15839
102021054,177,92,116,100,102,110,85,63,39,888,1597,953,1078,1033,1166,1351,1365,937,444,9909
102021055,93,51,46,38,38,30,27,12,5,340,1039,740,644,652,721,619,466,275,78,5229
102021056,382,216,161,183,164,108,97,86,77,1477,4768,2733,2447,2900,2548,1746,1494,1022,401,20051
102021057,209,138,128,138,132,102,71,46,15,977,1653,1167,1146,1082,1205,1182,976,549,162,9120
103011059,229,150,111,116,121,91,67,47,20,949,2721,1686,1494,1479,1543,1330,1155,657,273,12330
103011060,107,91,98,119,136,132,104,33,10,828,1208,707,582,765,1043,1187,947,394,80,6909
103011061,138,97,91,108,93,72,114,59,7,790,801,449,485,521,606,705,758,405,102,4834
103011612,115,244,397,320,197,122,73,60,44,1569,1338,1672,1795,1221,1138,1221,1058,835,478,10752
103011613,250,152,140,114,147,122,92,45,20,1085,3064,1801,1871,1747,1798,1717,1412,671,225,14313
103021062,222,96,108,105,118,105,76,56,29,920,1354,594,732,711,740,867,727,433,211,6372
103021063,180,113,119,88,113,94,91,66,28,896,1669,1036,980,895,1068,1191,1278,807,359,9273
103021064,122,107,57,70,98,86,97,61,19,721,900,561,500,523,766,917,901,526,128,5716
103021065,234,139,131,122,131,153,126,101,34,1173,1969,1091,1074,1060,1142,1341,1228,813,314,10020
103021066,52,20,24,34,44,55,47,36,10,326,561,311,290,338,435,587,588,354,143,3597
103021067,238,139,129,147,112,125,70,56,36,1056,2243,1337,1303,1214,1270,1353,1101,764,330,10919
103021068,94,49,45,45,52,79,41,20,14,433,651,317,309,331,388,533,437,210,93,3262
103021069,145,57,60,90,75,94,62,43,28,656,1087,541,578,624,636,791,678,411,176,5525
103031070,235,166,252,204,163,160,135,99,29,1448,1992,1266,1468,1276,1486,1748,1664,1100,388,12385
103031071,164,97,89,103,115,119,131,47,11,875,1415,856,808,866,1131,1420,1247,565,145,8448
103031072,261,118,155,136,131,113,99,71,40,1126,2680,1352,1786,1560,1469,1379,1167,822,353,12563
103031073,91,40,35,40,57,56,51,40,10,416,507,292,231,287,463,575,596,373,93,3398
103031074,253,120,115,147,171,214,149,90,25,1280,2141,995,1061,1254,1553,1757,1374,754,194,11072
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,137,70,55,69,103,108,83,57,19,710,1520,776,798,778,1009,1113,885,477,162,7517
103041077,383,233,218,218,197,167,169,116,84,1784,3618,2190,2478,2210,2073,2219,2141,1389,700,19023
103041078,450,216,250,219,225,174,129,77,51,1793,5461,2735,3250,3066,2823,2281,1897,1033,343,22895
103041079,234,118,91,149,133,145,129,67,37,1107,2465,1302,992,1395,1643,1705,1419,707,207,11830
104011080,422,250,244,204,217,171,151,98,58,1820,3631,2158,2156,2003,2176,2406,2342,1614,777,19255
104011081,292,302,557,466,386,365,236,93,14,2717,2467,1573,1708,1747,2343,3049,2619,1095,265,16875
104011082,227,128,123,156,169,258,242,142,66,1501,2467,1338,1295,1600,1934,2869,3322,1982,712,17533
104021083,144,65,45,73,103,90,80,36,13,646,1209,581,479,680,888,979,847,382,125,6168
104021084,301,228,218,220,189,176,147,115,40,1633,3137,2105,2053,2169,2175,2297,2217,1406,539,18099
104021085,150,118,150,137,137,114,133,174,164,1270,1772,1209,1362,1276,1264,1367,1319,1085,642,11305
104021086,57,52,42,29,67,67,31,17,4,366,742,426,372,453,609,654,469,190,32,3950
104021087,61,32,43,54,51,71,55,28,11,417,471,222,281,287,404,647,559,289,97,3250
104021088,155,61,64,106,100,110,75,41,8,725,2076,924,988,1353,1406,1460,1364,555,126,10262
104021089,381,213,190,206,202,172,140,101,79,1678,3612,2084,2054,2223,2607,2719,2606,1534,614,20066
104021090,62,51,37,53,57,65,92,38,7,465,698,391,397,438,630,859,873,439,187,4907
104021091,256,111,152,162,137,147,125,53,30,1172,2541,1311,1877,1735,1656,1945,2111,931,354,14463
105011092,169,90,91,75,97,81,52,26,4,683,742,404,489,368,435,485,297,145,50,3428
105011093,149,90,97,90,69,87,59,40,7,695,842,467,600,519,446,564,399,216,75,4129
105011094,182,73,79,86,51,80,52,38,7,654,867,416,491,420,457,549,405,242,85,3926
105011095,85,61,38,52,69,79,77,63,45,575,864,511,531,406,596,642,498,399,153,4591
105011096,325,165,184,169,193,219,177,92,17,1541,1020,532,663,548,689,876,757,362,83,5534
105021097,420,279,272,263,239,225,166,137,124,2120,2999,1874,2182,1883,2010,2570,2214,1272,590,17588
105021098,92,68,56,45,41,68,59,20,9,463,420,246,270,260,314,323,295,130,28,2288
105031099,214,126,112,112,159,199,189,139,69,1308,1343,734,732,705,951,1201,1238,716,294,7921
105031100,313,179,201,153,152,108,85,66,33,1294,2294,1274,1615,1278,1208,1349,952,482,185,10633
105031101,483,266,350,241,244,223,120,109,48,2087,4081,2190,3432,2427,2121,2070,1646,1142,513,19628
105031102,327,163,191,182,129,78,91,52,24,1237,2374,1267,1565,1272,1113,951,909,650,212,10317
105031103,147,78,65,86,96,116,76,38,4,710,1255,610,558,711,837,924,685,308,69,5963
105031104,130,61,67,66,83,81,64,56,20,622,842,385,456,449,544,664,563,360,130,4398
105031105,260,116,115,123,94,137,97,72,51,1064,1375,683,729,700,709,864,761,477,173,6458
105031106,276,219,438,347,245,147,116,61,25,1872,1576,936,1175,1020,1036,1195,1006,594,232,8769
106011107,223,97,117,122,86,103,66,41,7,866,2860,1477,1811,1762,1588,1480,1205,492,93,12770
106011108,437,425,690,588,468,329,230,148,93,3408,4298,2824,3300,2906,2831,2779,2508,1401,655,23495
106011109,167,109,73,86,102,114,79,14,5,743,1753,1039,928,1071,1318,1383,1127,409,103,9145
106011110,151,76,65,97,68,70,68,42,20,654,1772,915,864,1120,1242,1529,1254,658,184,9541
106011111,434,221,261,205,213,178,128,84,25,1744,4388,2545,3244,2448,2412,2371,1990,898,331,20631
106011112,318,323,238,168,174,162,85,45,15,1536,3564,2436,2513,2061,2163,1905,1364,713,306,17018
106011113,111,75,62,69,106,87,53,20,8,574,1062,585,524,678,814,827,567,235,36,5332
106021114,153,64,86,89,68,63,34,25,0,578,1917,998,1477,1258,1017,806,622,335,180,8611
106021116,158,79,59,88,76,81,37,21,5,605,1950,1075,851,1188,1172,1068,837,447,145,8727
106021614,299,173,200,161,156,159,95,55,73,1381,3409,2342,2269,2277,2367,2192,1822,924,376,17981
106021615,356,183,163,197,140,116,87,59,35,1336,4071,2128,2531,2409,2073,1721,1575,901,327,17730
106021616,179,101,118,104,93,64,55,27,9,750,1653,996,1355,1037,905,879,733,319,104,7976
106021617,162,76,80,83,84,67,62,38,14,665,1881,1079,1297,1208,1197,1194,1202,804,234,10091
106021618,231,145,178,138,83,93,44,20,8,945,3716,2013,2734,2328,1859,1655,1075,433,85,15899
106031119,86,54,40,40,76,88,87,71,11,551,947,639,468,549,819,1043,1163,701,121,6449
106031120,103,66,56,57,69,68,78,35,12,554,1093,670,624,644,806,1105,1158,627,163,6887
106031121,198,175,122,139,166,224,250,249,177,1702,2870,1927,1604,1902,2561,3457,3929,2747,978,21972
106031122,359,127,185,162,184,145,107,87,24,1388,2907,1833,1884,1734,1801,1818,1528,813,259,14588
106031123,108,61,27,52,67,62,41,21,6,445,1103,778,448,644,878,932,613,225,62,5693
106031124,58,35,28,27,49,73,101,106,88,575,432,300,254,322,487,1007,1567,1088,351,5804
106031125,246,139,111,127,169,113,105,63,9,1092,3147,1742,1573,1844,2020,1939,1724,863,166,15020
106041126,300,176,248,210,195,133,80,48,18,1396,2697,1463,1860,1603,1528,1404,1026,517,179,12272
106041127,85,47,44,44,59,56,47,19,10,412,761,460,449,510,585,573,427,231,76,4083
106041128,103,45,67,58,65,62,43,32,30,515,1195,627,804,772,737,709,575,411,201,6035
106041129,129,79,92,96,102,132,90,52,22,793,1456,867,853,933,1048,1224,1077,532,208,8194
107011131,343,238,202,192,213,182,121,102,45,1642,4415,2913,2976,2870,2937,2844,2704,1877,662,24195
107011132,171,91,90,116,90,85,46,13,3,710,2889,1584,1680,1907,1483,1290,810,391,123,12155
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
107011134,180,126,116,108,123,99,80,58,24,911,2751,1945,1789,1830,1989,2066,1508,900,499,15280
107011545,281,143,165,155,163,141,81,59,34,1216,2775,1728,1870,1719,1753,1777,1331,872,383,14200
107011546,198,99,143,112,96,106,70,37,19,874,1738,1026,1259,1155,1194,1251,988,709,410,9740
107011547,49,26,18,33,42,53,76,52,25,367,608,406,380,410,489,615,668,505,171,4239
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
107031136,314,146,178,156,125,122,85,65,115,1300,4246,2371,3024,2550,2350,2070,1437,678,308,19026
107031137,141,74,70,72,61,55,46,22,20,564,1207,837,919,759,787,925,797,457,220,6920
107031138,104,57,50,64,70,84,91,62,30,602,1313,729,799,895,949,1318,1464,925,400,8786
107031139,66,53,36,46,49,52,62,18,3,387,1129,648,513,765,788,872,870,346,127,6063
107031140,81,65,41,51,63,83,119,64,43,622,1346,856,678,813,1009,1227,1244,703,261,8136
107031141,282,203,156,157,175,138,123,85,98,1415,3870,2544,1997,2648,2749,2408,1909,914,311,19341
107031142,159,107,98,73,104,106,85,73,41,854,1743,1265,1278,1132,1329,1496,1313,725,309,10590
107031143,427,266,214,204,218,209,180,165,108,1994,3553,2392,2369,2252,2461,2771,2371,1678,554,20397
107041144,257,226,197,162,185,180,146,136,96,1574,3533,3064,2607,2567,2654,2622,2157,1632,675,21519
107041145,203,151,152,144,140,142,96,81,30,1145,2793,1815,2169,2011,2007,2130,1666,977,471,16041
107041146,252,451,154,152,171,127,112,89,82,1587,4096,4198,2625,2820,2863,2305,1944,1326,588,22773
107041147,99,64,64,65,82,66,42,24,13,516,1956,1099,1005,1274,1305,1203,774,375,141,9135
107041148,148,71,72,105,114,102,64,33,32,738,2351,1285,1094,1550,1732,1792,1372,582,196,11957
107041150,243,152,110,189,177,157,108,67,43,1245,4163,2346,1961,2870,2936,2544,2033,1264,640,20761
107041548,119,186,243,136,140,126,92,57,31,1126,1244,2487,3854,1735,1555,1928,1646,1103,464,16020
107041549,211,221,248,160,179,132,81,44,21,1291,2387,2914,3145,2026,1943,1713,1305,791,324,16551
108011151,112,59,57,56,86,80,89,36,23,601,849,455,433,459,753,921,814,423,134,5235
108011152,199,100,103,128,143,162,203,166,76,1271,1911,1134,1069,1295,1569,2133,2813,1935,848,14709
108011153,136,63,46,81,88,127,137,53,12,737,1068,533,466,675,866,1336,1369,575,114,6988
108011154,49,36,40,22,37,58,85,84,42,459,611,471,423,420,578,954,1378,1031,508,6376
108021155,450,371,503,417,266,212,137,108,35,2502,2856,1905,1841,1709,1783,2033,1933,1139,460,15654
108021156,185,108,89,114,148,176,146,73,23,1064,1503,870,779,867,1239,1826,1584,628,171,9472
108021157,96,54,51,45,59,67,50,45,19,479,882,427,485,491,562,836,825,476,209,5189
108021158,155,68,85,71,69,120,107,58,32,770,967,582,527,583,729,1119,1311,910,381,7111
108021159,194,107,87,75,109,160,123,41,20,914,1364,766,665,751,1019,1503,1340,565,121,8102
108021160,99,30,57,54,51,56,72,47,15,476,724,378,440,445,556,932,1237,678,233,5628
108031161,0,0,4,9,0,11,5,10,0,39,66,11,64,69,43,82,56,38,15,445
108041162,165,130,81,107,111,183,213,138,68,1198,2395,1479,1058,1443,2098,2996,3785,2429,811,18484
108041164,320,230,204,179,178,180,163,153,141,1750,3217,2464,2387,2111,2245,2427,2985,2244,1065,21147
108041165,105,55,40,58,85,82,81,24,8,533,882,472,428,528,729,981,888,335,66,5301
108041166,253,144,123,122,131,101,93,58,27,1059,2521,1451,1317,1344,1602,1644,1590,957,375,12796
108041619,143,102,94,98,105,133,95,62,11,839,1883,1298,1152,1386,1597,1777,1587,845,247,11764
108041620,190,128,83,101,124,140,137,88,47,1035,2966,1646,1303,1834,2181,2261,2363,1879,840,17284
108051167,62,46,37,40,55,69,78,49,16,450,746,419,363,462,631,916,999,557,215,5310
108051168,199,92,72,96,125,148,177,101,23,1037,1985,955,914,1114,1492,1996,2448,1220,347,12476
108051169,498,277,249,251,213,236,248,184,118,2283,3750,2275,2220,2076,2309,2780,2800,2000,912,21123
108051170,194,121,99,97,143,182,180,102,33,1149,1716,1063,890,1034,1616,2506,2697,1241,280,13044
108051171,109,53,50,51,53,85,46,41,18,498,970,518,557,514,612,843,755,457,171,5395
109011172,252,135,166,160,150,123,79,62,22,1151,3852,2134,2489,2470,2120,1901,1578,954,339,17831
109011173,218,182,150,112,140,119,69,52,20,1061,1922,1387,1374,1181,1340,1345,1074,646,261,10527
109011174,164,104,103,114,108,115,105,54,35,900,1602,1138,1268,1202,1285,1476,1354,790,404,10519
109011175,257,156,71,147,172,199,169,95,23,1291,2558,1421,991,1418,1612,1906,1583,784,227,12507
109011176,337,175,188,163,157,152,137,101,34,1447,2830,1944,2116,1829,1718,1849,1903,1099,379,15665
109021177,71,49,46,41,43,72,44,36,12,415,467,311,314,259,336,526,331,255,90,2897
109021178,180,112,106,99,111,94,94,37,10,855,1263,717,695,714,833,911,827,415,132,6511
109021179,111,59,84,77,95,99,85,32,6,642,690,335,467,398,494,570,451,189,72,3648
109031180,97,55,50,36,60,63,60,27,25,477,813,541,484,449,676,866,909,604,251,5595
109031181,150,77,78,90,91,116,136,69,26,824,1207,653,637,721,822,1072,1258,679,222,7262
109031182,138,96,96,96,93,98,94,69,26,807,1156,754,719,671,831,1045,980,595,278,7038
109031183,136,55,88,83,88,134,81,68,34,768,1222,559,631,678,849,1181,974,561,182,6837
109031184,93,58,42,62,59,77,85,70,27,567,1186,604,629,696,797,915,1165,720,219,6930
109031185,225,104,99,99,140,172,224,117,50,1223,1520,817,870,886,1096,1469,1773,991,359,9778
110011186,514,802,373,247,220,241,171,165,120,2846,4272,4134,3251,2626,2521,2760,2253,1542,599,23967
110011187,135,73,77,77,98,86,65,49,22,683,864,476,445,486,595,696,548,324,102,4527
110011188,90,43,53,49,62,84,63,27,7,479,1051,586,533,605,811,958,827,410,109,5894
110011189,70,42,38,28,41,63,51,31,8,374,522,276,284,269,376,492,509,332,84,3144
110021190,226,133,145,147,148,153,142,92,43,1228,1367,854,849,840,1074,1416,1375,855,303,8931
110021191,328,152,177,162,163,147,126,96,55,1399,2359,1410,1443,1285,1343,1435,1405,1012,374,12057
110021192,140,77,65,68,104,96,69,43,17,688,939,542,494,469,739,827,697,389,97,5200
110021193,121,69,48,73,87,101,98,51,23,668,989,495,430,577,738,905,861,544,187,5734
110021194,112,61,53,79,103,137,147,65,21,780,955,555,479,569,825,1194,1392,633,211,6810
110031195,356,208,225,233,183,180,141,70,26,1633,1606,879,1088,953,920,1010,780,462,146,7845
110031196,300,169,168,172,214,234,130,66,18,1470,1127,626,672,623,759,776,494,238,49,5356
110031197,194,85,92,90,82,96,58,21,9,726,1398,766,929,770,795,926,708,441,163,6898
110031198,150,87,86,67,124,133,74,43,8,770,937,501,492,491,591,763,508,247,88,4616
110041199,306,132,182,124,117,105,107,99,59,1240,2217,1034,1396,1134,992,1072,925,696,295,9745
110041200,96,68,50,75,72,83,78,24,18,560,892,469,496,497,564,640,484,249,89,4369
110041201,177,116,93,115,157,138,155,74,37,1066,1334,771,703,786,961,1136,1073,600,189,7551
110041202,486,295,269,247,256,183,154,124,43,2056,4165,2773,2874,2428,2446,2581,2253,1383,469,21360
110041203,318,192,219,177,138,155,120,157,131,1605,3311,1784,2457,2031,1753,1691,1550,1264,683,16517
110041204,305,168,137,125,115,66,46,31,6,988,1567,901,901,716,622,548,451,248,42,5998
110041205,324,206,153,190,232,250,199,107,30,1689,3642,1945,1744,2162,2602,2782,2497,1277,387,19038
111011206,262,155,136,125,160,137,121,86,54,1225,3031,2038,1930,2053,2261,2321,2235,1387,623,17864
111011207,79,50,43,49,59,60,78,26,14,453,839,601,501,579,759,933,866,449,144,5680
111011208,348,198,246,229,202,162,116,83,45,1624,4966,2781,3506,3539,3106,2842,2320,1516,676,25254
111011209,323,176,199,196,197,142,107,77,42,1455,4688,2972,3326,3415,3074,2829,2387,1382,507,24588
111011210,252,109,131,121,110,92,77,43,26,958,1782,1075,1246,988,1174,1215,972,705,337,9504
111011211,52,34,12,29,27,39,39,33,29,293,662,376,243,401,515,513,499,343,225,3785
111011212,137,107,65,91,86,141,106,81,37,846,2063,1212,958,1368,1641,1929,1861,1120,414,12559
111011213,136,84,36,64,101,97,62,54,40,675,2441,1440,827,1521,1750,1671,1626,978,313,12568
111011214,152,119,81,108,125,131,119,56,32,926,2441,1674,1419,1785,2014,2002,1828,1149,374,14694
111021215,210,99,96,124,100,78,83,122,118,1025,1785,1139,1291,1131,1189,1322,1076,806,386,10135
111021216,165,87,78,71,81,85,75,39,12,680,1742,1109,1077,1041,1182,1298,1259,790,192,9691
111021217,279,142,144,140,134,98,59,57,24,1072,3686,1978,2369,2502,2017,1551,1258,704,318,16375
111021218,250,177,138,135,116,135,132,136,75,1299,3000,2001,2006,1858,2012,2251,2269,1805,945,18129
111021219,201,118,104,96,139,146,126,82,57,1065,2177,1460,1414,1327,1715,1971,2157,1241,508,13961
111021220,156,88,63,83,88,98,104,45,25,740,1504,972,820,1002,1172,1484,1551,752,200,9467
111021221,103,66,60,63,50,59,41,23,4,476,1397,902,1043,906,890,927,804,313,71,7254
111031222,183,124,135,126,117,122,77,53,32,968,3248,2134,2237,2385,2170,1748,1285,989,398,16600
111031223,177,101,96,75,70,78,36,34,18,690,1582,1001,1239,929,1008,1060,972,616,159,8561
111031224,149,188,202,152,187,130,83,47,37,1185,1807,1762,1901,1601,1672,1619,1324,709,379,12772
111031225,221,155,120,144,154,151,95,61,44,1150,3188,2205,1956,2286,2517,2199,1635,926,428,17343
111031226,228,122,139,144,121,85,58,19,4,919,3831,2293,2228,2573,2247,1601,1108,448,103,16429
111031227,194,162,222,149,137,120,77,44,30,1132,2444,1759,3000,2192,1761,1777,1380,741,464,15526
111031228,143,134,134,119,146,112,70,39,20,925,2427,1999,1940,1800,2034,1890,1394,697,325,14506
111031229,80,151,197,124,126,139,103,49,11,984,1202,1826,2752,1589,1580,1681,1357,652,168,12805
111031230,0,0,0,0,0,0,0,0,0,5,9,0,4,7,3,0,4,3,0,31
111031231,175,634,247,133,96,74,73,100,141,1674,1655,3651,2482,1278,899,896,775,603,356,12593
111031232,112,88,66,68,68,112,154,67,27,759,1466,761,856,1028,941,1136,1530,859,257,8824
111031233,266,213,197,178,162,172,103,94,67,1461,3401,2610,3087,2551,2314,2344,2233,1550,867,20958
111031234,118,173,154,103,104,88,90,105,179,1120,1888,1921,2385,1576,1435,1282,985,782,634,12883
111031235,74,92,102,107,83,71,48,9,9,599,1270,1205,1972,1325,1146,1130,728,295,96,9171
112011236,249,154,147,162,180,194,234,167,137,1625,2463,1549,1650,1874,2101,2523,3159,2121,1186,18629
112011237,265,156,151,152,174,208,145,100,37,1373,3229,1896,1690,2043,2468,2660,2428,1389,528,18327
112011238,174,78,108,134,133,134,91,38,29,927,1309,595,775,989,1050,1041,829,261,111,6958
112011239,182,111,142,165,148,138,119,36,8,1051,1481,840,1054,1294,1385,1353,1153,461,144,9170
112011240,173,130,231,207,165,144,109,43,27,1238,1489,961,2118,1711,1387,1375,1225,483,171,10914
112011241,111,82,48,88,96,84,84,37,21,655,886,514,454,600,726,908,927,437,181,5643
112011242,159,74,106,109,97,91,75,35,5,752,1827,857,914,1314,1331,1309,1111,450,120,9236
112011243,262,126,143,194,210,210,157,56,18,1383,1506,777,898,1127,1367,1392,1261,413,156,8896
112021244,355,190,159,170,126,124,98,107,59,1392,2393,1469,1300,1183,1374,1444,1599,1075,462,12298
112021245,211,118,95,104,134,195,129,67,18,1072,1280,726,661,720,947,1362,1057,482,145,7381
112021246,273,169,165,134,127,100,80,41,29,1119,2483,1523,1644,1590,1612,1691,1573,1011,467,13591
112021247,181,67,88,99,97,149,134,61,28,900,1247,650,598,741,927,1415,1289,541,205,7611
112021248,291,261,201,198,185,201,136,88,81,1638,2473,1949,1898,1811,2000,2159,1689,848,399,15229
112021249,332,161,157,223,285,308,244,99,21,1829,2671,1491,1237,1831,2405,2849,2320,764,220,15786
112031250,237,118,112,157,155,151,145,105,31,1203,2692,1375,1072,1853,2061,2208,2078,1058,411,14818
112031251,160,97,74,105,102,104,114,101,151,1002,1707,961,820,1109,1195,1338,1184,749,442,9501
112031252,258,151,96,171,207,243,168,66,23,1374,1692,1043,826,1152,1449,1956,1537,540,158,10352
112031253,307,126,145,195,203,179,122,68,43,1389,2877,1200,1286,1929,1827,2014,1688,904,358,14086
112031254,309,203,282,269,246,255,257,188,128,2122,2757,1800,2302,2289,2278,2904,3181,2090,965,20563
112031550,218,155,133,121,168,120,100,121,77,1223,2570,1678,1518,1654,1963,2066,2232,1791,864,16320
112031551,57,46,27,28,38,33,27,11,0,264,695,403,267,400,493,466,394,162,55,3324
112031552,113,62,65,68,82,91,87,74,49,704,1092,753,780,777,853,1077,1314,1179,597,8423
113011256,426,226,314,259,217,212,155,109,80,2008,3974,2389,3312,2701,2467,2305,1694,1125,603,20569
113011257,369,224,215,211,303,245,212,99,26,1904,2512,1545,1547,1424,1808,1819,1287,609,203,12760
113011258,230,138,146,124,115,129,78,54,39,1055,2146,1409,1266,1132,1198,1286,965,651,270,10330
113011259,186,79,74,99,88,94,84,53,25,774,1184,595,566,634,705,859,714,445,203,5905
113021260,72,47,74,84,67,46,42,33,12,485,610,311,342,399,438,547,491,295,94,3522
113021261,158,71,83,84,81,78,52,55,12,664,1295,726,756,757,755,872,766,527,199,6667
113021262,108,50,41,64,70,97,66,49,11,547,845,442,370,539,648,802,669,327,105,4744
