POA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
POA2162,0,0,0,0,0,3,0,5,0,5,0,0,0,11,3,6,3,0,0,31,0,0,0,8,0,0,0,0,0,9,0,4,3,4,0,0,0,0,0,16,0,0,0,3,3,5,3,0,0,17,0,0,3,12,16,14,8,3,0,59,0,3,8,3,3,0,0,0,0,13,3,19,45,264,279,232,78,24,20,956,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,26,57,145,89,55,42,36,15,463,35,83,59,137,90,69,49,27,14,562,655,1464,1373,2292,1246,1042,624,316,182,9195,0,5,17,33,7,0,0,0,0,72,634,1069,945,975,275,284,179,170,140,4663,0,0,0,7,3,0,0,0,0,17,0,0,0,3,0,0,3,0,0,16,0,0,3,14,14,9,10,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,12
POA2163,0,0,0,0,3,0,0,0,0,8,0,0,10,26,4,0,0,0,0,37,0,0,0,3,0,0,3,0,0,4,4,0,3,9,0,0,0,0,0,13,0,0,0,0,3,5,0,0,0,10,0,0,0,5,7,4,3,5,0,24,0,0,0,3,0,0,0,0,0,3,3,17,39,188,160,151,49,23,13,642,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,6,0,28,139,81,61,40,19,11,384,27,57,46,133,67,63,38,24,6,461,332,621,708,1441,683,585,359,176,89,4989,0,3,6,12,4,3,3,0,0,28,234,495,439,380,103,131,73,60,62,1973,0,0,3,6,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,9,0,0,0,12,13,7,9,7,4,49,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,6,8,0,0,33
POA2164,0,0,0,0,3,4,11,11,0,24,0,0,0,0,0,0,6,0,0,10,0,0,0,3,0,0,0,0,0,3,0,3,8,15,0,4,0,0,0,27,0,0,0,3,4,11,18,3,0,38,3,0,4,16,21,7,4,3,0,52,0,4,0,5,0,0,0,0,0,8,0,3,15,141,94,100,41,17,0,411,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,16,41,56,206,128,133,101,59,5,751,40,69,66,130,79,79,51,48,15,570,670,1281,1382,2524,1217,1156,831,525,134,9718,0,0,8,13,4,0,3,0,0,30,551,1002,851,1098,386,328,188,130,41,4578,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,4,6,5,0,41,0,0,7,62,20,33,13,6,0,136,0,0,0,4,3,0,0,0,0,6,0,0,3,38,20,32,16,13,5,126
POA2165,0,0,0,17,8,18,17,12,5,80,0,3,0,13,3,3,6,3,0,36,0,0,0,11,0,4,0,0,0,16,4,14,24,49,5,5,0,0,0,104,0,0,0,10,12,19,18,3,0,62,3,5,5,11,15,10,7,5,0,68,0,7,10,8,3,4,0,0,0,28,9,38,126,636,565,460,195,57,23,2112,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,40,141,184,485,319,249,197,114,31,1758,79,144,154,357,181,157,102,66,19,1260,1408,2917,3119,5645,2845,2361,1506,876,276,20958,0,3,13,27,6,0,0,0,0,57,1155,1959,1644,1292,399,264,253,169,102,7232,0,0,0,3,0,0,0,0,0,3,0,0,10,68,28,33,13,5,0,154,0,7,26,215,116,135,56,23,16,589,0,0,0,6,0,0,0,0,0,9,0,0,4,49,44,47,52,21,6,216
POA2166,0,0,0,12,10,16,29,22,11,107,0,3,3,9,3,0,0,0,0,22,0,0,3,7,0,4,0,0,0,14,0,12,38,234,20,21,5,3,0,338,0,0,0,8,14,14,8,11,0,61,0,0,0,3,7,3,12,0,0,27,0,4,11,12,3,4,0,0,0,23,54,171,565,2238,1947,1556,549,190,94,7363,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,11,61,113,398,267,224,181,119,45,1410,101,182,193,343,222,190,119,55,33,1437,1695,3439,4179,6460,3788,3206,1774,899,426,25868,0,0,0,5,0,0,0,0,0,4,1393,2538,2419,1336,301,258,207,189,104,8736,0,0,0,4,0,0,0,0,0,7,0,0,4,14,9,21,6,5,3,61,9,34,123,739,472,391,186,97,52,2102,0,0,0,5,0,0,0,0,0,5,0,0,0,17,21,13,21,11,0,89
POA2167,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,8,0,0,0,31,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,4,0,0,0,14,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,3,3,4,0,7,0,0,0,0,13,0,3,3,11,5,9,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,0,0,0,16,5,12,20,90,39,33,17,11,4,238,27,36,22,67,38,25,34,44,47,338,410,661,620,1458,584,484,281,139,78,4718,0,0,0,0,0,0,0,0,0,0,368,450,322,457,161,204,103,46,22,2126,0,13,11,127,19,19,3,0,0,197,0,0,0,3,0,3,0,0,0,10,0,0,0,4,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,6,6,0,0,19
POA2168,0,0,3,20,21,21,10,13,0,90,0,0,0,5,0,3,3,0,0,24,0,0,0,0,0,3,0,0,0,3,0,0,12,53,3,6,3,0,0,73,0,0,4,24,16,22,20,4,0,99,0,0,9,7,12,9,7,0,0,47,4,3,8,7,3,0,0,0,0,19,3,29,74,482,372,288,84,22,9,1371,0,0,0,0,0,0,0,0,0,4,0,3,3,7,7,0,0,0,0,23,9,58,91,472,363,336,220,82,23,1651,106,240,230,406,266,193,133,80,10,1656,1577,3481,3544,5303,2945,2466,1260,656,136,21364,0,0,4,5,4,0,0,0,0,12,1236,2734,2490,2141,880,596,328,353,72,10831,0,0,0,3,0,3,0,0,0,14,0,0,3,24,16,4,11,0,0,59,0,0,31,156,97,75,33,5,3,396,0,0,4,3,0,3,0,0,0,8,0,0,8,44,48,46,31,8,3,182
POA2170,0,0,7,101,67,70,57,23,3,324,0,13,10,51,30,35,22,8,4,176,0,0,3,5,4,3,8,0,0,26,0,6,9,66,12,12,3,0,0,113,5,0,24,103,62,67,60,12,3,330,3,8,18,69,82,25,20,7,0,227,0,15,7,25,5,8,5,0,0,69,10,40,115,618,437,349,109,37,10,1722,0,3,0,5,0,6,4,4,0,18,0,6,26,26,25,7,0,0,0,94,50,200,298,1113,671,489,370,152,55,3405,331,529,576,1394,581,496,325,185,67,4488,4223,7635,7187,15162,6708,5249,3501,1788,578,52029,0,0,18,54,9,7,0,3,0,95,3511,5738,4399,5770,1918,1542,1180,711,376,25150,3,9,12,131,15,8,0,0,0,184,0,5,40,198,127,96,58,23,3,542,0,8,21,156,67,76,34,18,4,381,4,3,3,14,0,3,4,0,0,30,0,3,4,59,76,64,45,19,4,278
POA2171,0,0,3,23,34,12,14,3,0,89,0,0,5,8,7,7,0,0,0,33,0,4,0,6,5,0,0,0,0,15,0,0,6,33,3,3,0,0,0,53,0,0,0,21,28,21,20,4,0,96,0,0,0,15,27,3,3,0,0,46,0,3,9,11,6,0,0,0,0,24,0,6,12,184,99,84,24,8,0,414,0,0,0,3,0,0,0,0,0,5,0,12,8,11,10,0,0,0,0,37,3,31,83,342,302,184,138,34,0,1126,55,125,107,282,123,78,44,16,7,843,1486,3065,2596,5176,2382,1544,769,249,42,17307,0,0,3,8,3,0,0,0,0,17,1288,2581,1923,2520,765,278,91,35,7,9487,0,0,0,18,0,0,0,0,0,21,0,0,3,44,25,6,0,7,0,89,0,0,13,129,43,35,15,10,3,246,0,0,8,6,0,0,0,0,0,18,0,0,0,53,55,29,26,3,3,175
POA2172,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,18,8,11,0,0,0,43,7,4,4,25,13,3,6,0,0,49,90,236,184,370,258,159,91,28,3,1420,0,0,0,0,0,0,0,0,0,0,94,175,170,251,119,73,43,9,3,942,0,0,0,0,4,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA2173,0,0,0,0,3,0,4,0,0,6,0,3,3,8,10,12,3,0,0,34,0,0,0,4,0,0,0,0,0,6,0,0,3,4,3,0,0,0,0,13,0,0,0,4,12,6,11,0,0,34,0,0,0,4,0,0,0,0,0,7,3,6,3,11,3,0,0,0,0,22,0,3,0,15,11,9,4,0,0,40,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,3,0,3,23,57,43,38,14,9,3,186,21,19,96,146,54,23,8,3,0,367,617,1090,1278,2313,1071,618,254,104,24,7373,0,0,0,0,0,0,0,0,0,0,562,904,827,1332,491,211,123,44,14,4502,0,5,4,36,28,8,0,0,0,86,0,0,0,3,0,0,0,0,0,5,0,0,3,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,5,0,0,0,20
POA2174,0,0,0,4,3,0,0,0,0,6,0,3,0,3,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,12,0,3,12,22,11,5,3,3,0,57,7,10,4,32,9,5,4,4,0,79,123,187,143,420,121,72,25,26,3,1128,0,0,0,0,0,0,0,0,0,3,117,135,81,142,24,7,12,0,0,528,0,0,4,12,0,3,0,0,0,17,0,0,0,5,0,0,0,0,0,3,0,0,4,7,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,3,0,0,24,6,7,7,22,19,6,11,10,0,87,46,118,128,242,123,134,88,57,15,949,0,0,0,0,0,0,0,0,0,0,52,94,98,144,76,59,20,14,3,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2176,0,0,4,8,21,24,34,26,3,109,0,0,0,0,3,10,8,4,3,24,0,0,0,4,0,3,3,0,0,10,0,5,3,45,8,11,0,0,0,77,0,0,0,17,29,47,42,13,3,152,3,5,0,12,27,22,12,7,0,98,0,0,3,8,0,3,0,0,0,21,3,21,63,487,460,475,176,55,17,1761,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,6,81,111,379,383,386,320,138,27,1837,35,102,130,240,136,143,129,54,19,998,1290,3099,3629,5793,3100,3208,2127,970,287,23487,0,0,5,3,0,0,0,0,0,9,1169,2418,2495,2423,913,821,218,85,40,10580,0,0,0,0,0,0,0,0,0,0,0,0,7,31,28,31,16,18,10,142,0,3,33,209,145,145,71,28,12,640,0,0,0,0,0,0,0,0,0,11,0,0,10,64,60,90,84,17,3,324
POA2177,0,0,0,3,10,21,12,3,0,52,0,0,0,0,0,3,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,44,6,3,0,0,0,59,0,0,0,8,4,13,3,0,0,28,0,0,3,5,7,4,3,5,0,35,0,3,0,3,0,0,0,0,0,10,0,25,37,344,301,262,100,33,22,1129,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,20,31,168,157,145,113,47,11,688,14,50,52,105,49,41,27,17,3,351,452,1146,1336,1981,1044,973,561,220,80,7802,0,0,0,0,0,0,0,0,0,0,370,935,909,717,197,142,50,14,10,3341,0,0,0,0,0,0,0,0,0,3,0,0,3,12,10,9,0,0,0,36,0,0,15,132,108,91,36,19,5,396,0,0,4,0,0,0,0,0,0,3,0,0,0,13,8,23,19,3,0,74
POA2178,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,14,7,11,0,64,4,19,46,36,30,21,22,23,8,214,106,266,396,467,310,278,196,102,30,2163,0,0,0,0,0,0,0,0,0,0,92,268,273,314,164,102,50,28,14,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,6
POA2179,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,3,8,5,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,24,14,7,5,96,22,40,38,96,61,33,37,30,15,380,208,422,456,833,461,346,313,188,83,3310,0,0,0,0,0,0,0,0,0,0,208,339,329,473,239,158,105,61,9,1925,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,5,3,0,0,9,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
POA2190,0,0,0,0,0,0,3,0,0,8,0,0,3,19,9,12,7,0,0,49,0,0,3,0,0,0,4,0,0,7,0,0,3,3,0,0,0,0,0,9,0,0,0,0,6,8,3,3,0,22,0,0,0,4,11,0,3,0,0,22,0,3,4,4,0,0,0,0,0,17,0,6,16,56,61,77,20,14,9,256,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,5,50,55,208,167,106,66,62,12,739,68,122,126,213,109,97,80,47,21,885,984,2235,2017,3047,1504,1283,876,525,215,12678,0,0,0,5,0,0,0,0,0,12,827,1763,1507,1657,362,242,178,144,142,6818,0,4,7,90,27,7,0,0,0,142,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,6,0,0,19
POA2191,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,4,0,0,0,0,0,7,0,0,0,6,3,5,9,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,37,30,20,22,17,5,134,6,13,18,37,21,18,13,13,4,138,226,453,384,785,446,299,253,165,46,3054,0,0,0,0,0,0,0,0,0,0,184,364,297,498,202,92,66,47,33,1790,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,7
POA2192,0,0,0,0,3,0,0,0,0,3,0,0,0,9,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,6,0,0,0,12,4,3,0,0,0,15,0,0,0,7,0,6,3,0,0,15,0,0,0,4,0,4,5,0,0,21,0,0,0,4,0,0,0,0,0,6,0,3,24,53,46,45,21,8,0,194,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,3,0,0,0,7,0,16,45,159,98,79,33,24,10,467,20,34,42,127,63,49,40,36,7,423,392,755,849,1908,844,662,475,340,107,6337,0,0,0,0,0,0,0,0,0,0,337,586,498,734,265,122,68,52,49,2708,3,5,26,102,4,0,0,0,0,142,0,0,0,3,0,0,0,0,0,5,0,0,3,3,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,5,0,0,7
POA2193,0,0,0,0,3,3,6,0,3,14,0,0,3,5,0,3,0,0,0,14,0,0,0,8,0,0,0,0,0,10,0,0,0,30,4,7,0,0,0,40,0,0,0,0,0,0,3,0,0,3,0,0,0,8,7,3,4,4,0,20,0,0,3,11,3,0,0,0,0,24,0,9,21,66,23,28,17,4,0,161,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,18,32,149,96,88,66,43,3,494,32,36,55,140,60,50,44,25,13,455,437,859,969,2285,1055,828,556,375,98,7467,0,0,0,0,0,0,0,0,0,0,366,701,600,1149,578,331,168,74,34,3998,0,3,3,38,0,3,0,0,0,44,0,0,0,0,3,0,0,0,0,7,0,0,0,0,4,0,0,0,0,7,0,0,0,5,3,3,3,0,0,12,0,0,0,4,4,4,0,0,0,13
POA2194,0,0,0,0,0,0,3,0,0,4,0,0,0,6,6,3,0,0,3,23,0,0,0,20,0,5,0,0,0,24,0,0,7,32,0,3,0,0,0,45,0,0,0,0,0,3,4,0,0,4,0,0,0,8,5,3,3,0,0,18,0,3,0,10,0,0,0,0,0,15,0,12,57,155,76,90,35,15,7,439,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,4,9,35,190,101,71,50,25,3,485,43,62,94,261,89,83,51,23,10,720,771,1187,1704,4557,1509,1274,723,410,175,12319,0,0,0,4,0,0,0,0,0,6,612,776,699,728,224,124,79,46,39,3325,0,3,25,142,5,0,0,0,0,182,0,0,0,3,0,4,0,0,0,5,0,0,3,12,0,3,3,3,0,22,0,0,0,3,0,0,0,3,0,9,0,0,0,8,0,0,0,0,0,12
POA2195,0,0,0,0,0,0,3,0,0,3,0,0,0,12,3,3,0,0,0,11,0,0,4,3,0,0,0,0,0,7,3,3,3,15,3,3,3,0,0,34,0,0,0,0,4,6,3,0,0,21,0,0,0,4,4,0,6,0,0,20,0,3,0,3,0,0,0,0,0,11,3,3,24,108,119,95,43,11,6,413,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,26,73,99,341,173,117,77,15,12,932,100,121,112,391,96,79,53,39,28,1025,1501,1960,1891,5552,1410,1074,661,343,143,14534,0,0,0,10,0,0,0,0,0,8,1111,1258,709,711,179,96,82,60,32,4236,45,125,228,1218,104,39,0,0,0,1765,0,0,0,0,0,0,0,4,0,5,0,0,0,9,3,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,16
POA2196,0,0,0,3,4,3,0,4,0,11,0,0,0,3,3,0,4,0,0,19,0,3,0,4,0,3,0,0,0,14,0,3,7,15,3,0,0,0,0,28,0,0,3,9,17,15,20,3,3,61,0,0,6,8,5,0,0,0,0,23,0,3,6,10,3,0,0,0,0,24,0,12,30,172,143,160,45,14,8,582,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,22,63,98,364,224,169,125,52,17,1130,85,139,119,311,149,122,96,57,17,1097,1272,2410,2355,4608,1971,1550,1084,622,211,16073,0,0,0,3,0,0,0,0,0,7,1037,1912,1595,1871,526,325,215,162,130,7768,3,14,47,225,29,9,0,0,0,332,0,0,0,9,0,0,0,0,0,10,0,0,0,11,3,10,8,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,7,0,0,16
POA2197,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,10,0,0,0,5,12,8,10,3,0,37,0,0,0,5,3,5,5,4,0,22,0,3,0,3,0,0,0,0,0,9,0,5,25,92,85,62,26,9,4,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,24,78,42,38,29,9,5,238,19,24,28,54,34,31,23,16,4,227,323,697,655,1121,562,488,344,209,79,4469,0,0,3,9,0,0,0,0,0,17,319,635,512,634,185,144,134,78,60,2688,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,11,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5
POA2198,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,13,14,7,0,55,0,0,0,3,3,0,3,3,0,13,0,0,0,0,0,0,0,0,0,4,4,9,8,60,42,45,11,10,3,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,56,37,27,17,23,9,189,11,27,38,65,28,29,34,15,5,254,301,697,563,1121,489,414,455,251,86,4385,0,0,0,0,0,0,0,0,0,0,326,583,487,715,221,159,239,88,139,2968,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,6,3,3,0,0,17
POA2199,0,0,0,0,4,3,4,0,0,10,0,0,3,0,4,9,0,0,0,22,0,0,3,3,0,4,0,0,0,5,0,0,8,11,0,0,0,0,0,15,0,0,4,18,41,57,53,25,3,198,0,0,0,4,8,4,3,0,0,15,0,0,0,3,0,3,0,0,0,10,3,17,63,322,236,225,81,30,21,1000,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,25,40,152,80,63,56,19,23,458,36,74,91,145,78,77,43,30,22,598,731,1331,1343,2371,1054,1020,638,337,184,8999,0,0,4,8,3,7,0,0,0,17,605,1062,845,1047,256,234,154,135,148,4480,0,4,4,19,3,4,0,0,0,30,0,0,0,3,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,8,7,0,0,16
