POA_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
POA2094,0,3,0,0,0,3,0,0,3,79,44,3,124,3,0,4,129,41,0,175
POA2095,0,0,0,0,0,0,4,0,6,140,86,8,229,12,6,19,246,116,3,363
POA2096,0,5,0,0,0,5,4,0,7,176,88,8,274,7,5,18,288,104,3,395
POA2097,0,7,0,0,0,7,4,0,7,183,135,11,322,7,4,16,340,143,3,486
POA2099,0,8,0,0,0,12,8,0,18,559,351,35,946,21,18,41,983,499,9,1490
POA2100,0,8,0,0,0,4,3,0,12,252,150,13,418,7,5,16,434,216,4,655
POA2101,0,10,0,0,0,11,0,0,12,232,196,18,439,10,4,12,454,172,0,630
POA2102,0,0,0,0,0,0,0,0,0,128,76,12,220,0,6,7,227,66,0,293
POA2103,0,7,0,0,0,7,0,0,8,138,87,6,242,3,5,10,253,85,3,340
POA2104,0,0,0,0,0,0,0,0,0,21,20,0,41,0,0,0,39,25,0,62
POA2105,0,0,0,0,0,0,0,0,0,16,17,0,31,0,0,0,36,12,0,42
POA2106,0,4,0,0,0,3,4,3,7,126,107,8,236,4,3,11,249,96,3,350
POA2107,4,7,0,0,0,7,5,3,12,169,120,9,296,4,7,12,310,118,3,430
POA2108,0,0,0,0,0,0,0,0,0,10,16,4,31,0,3,3,34,18,0,58
POA2109,0,0,0,0,0,0,0,0,0,11,4,0,12,0,0,0,12,21,0,38
POA2110,0,3,0,0,0,3,4,0,3,95,52,6,157,4,7,7,170,92,3,265
POA2111,0,4,0,0,0,4,0,0,4,183,111,7,306,9,10,20,325,138,3,466
POA2112,0,4,0,0,0,7,8,0,16,395,218,23,633,18,18,41,672,458,8,1145
POA2113,3,10,0,0,0,10,3,0,18,203,125,11,342,6,10,15,357,268,3,631
POA2114,0,9,0,0,0,9,0,0,10,259,156,16,434,4,16,18,456,312,4,767
POA2115,0,4,0,0,0,7,4,3,16,122,73,14,204,4,24,28,234,226,10,465
POA2116,0,0,0,0,0,0,0,0,3,104,56,5,174,5,13,15,184,115,6,306
POA2117,0,0,0,0,0,0,3,0,8,258,153,10,418,17,24,44,464,371,7,842
POA2118,0,0,0,0,0,0,3,4,4,279,164,25,467,14,18,35,499,335,6,842
POA2119,0,0,0,0,0,0,0,0,3,119,61,5,183,0,4,4,189,97,0,291
POA2120,3,5,0,0,0,5,0,3,8,235,136,15,386,4,4,11,397,210,3,610
POA2121,0,6,0,0,0,6,3,0,8,319,170,16,506,11,18,26,531,354,3,886
POA2122,0,0,0,0,0,0,4,0,5,348,187,17,552,24,16,38,591,414,4,1011
POA2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2125,0,0,0,0,0,0,3,0,3,136,72,8,213,0,8,7,224,147,0,367
POA2126,0,0,0,0,0,0,0,3,8,241,103,13,354,11,6,21,383,169,9,553
POA2127,0,0,0,0,0,0,0,0,3,173,67,14,254,4,7,17,267,129,6,401
POA2128,0,0,0,0,0,0,0,0,0,25,12,4,43,3,0,3,43,23,0,70
POA2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2130,0,3,0,0,0,3,0,0,3,96,48,4,147,3,6,8,152,73,0,228
POA2131,0,8,0,0,0,8,4,0,9,255,164,22,441,20,25,47,488,316,10,817
POA2132,0,3,0,0,0,3,3,3,11,133,71,4,209,14,11,22,228,177,6,410
POA2133,0,0,0,0,0,0,5,4,7,153,100,9,262,4,8,16,281,183,4,468
POA2134,0,0,0,0,0,0,0,0,3,127,88,17,238,6,14,25,261,279,3,547
POA2135,0,5,0,0,0,5,7,3,15,220,129,20,371,12,12,25,393,358,9,763
POA2136,0,3,0,0,0,3,0,4,7,101,83,10,194,3,3,10,199,135,4,340
POA2137,3,7,0,0,0,7,3,4,10,333,191,21,542,12,23,36,578,355,10,944
POA2138,0,3,0,0,0,3,3,0,4,194,103,10,306,8,12,18,324,233,0,556
POA2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2140,0,0,0,0,0,0,3,0,3,150,105,11,273,7,15,23,293,178,0,471
POA2141,0,4,0,0,0,4,8,6,21,304,171,25,506,31,24,60,560,524,11,1095
POA2142,3,6,0,0,0,6,14,10,30,194,155,24,372,26,22,51,424,510,14,947
POA2143,0,0,0,0,0,5,8,4,15,95,63,7,165,7,13,23,184,235,4,426
POA2144,0,4,0,0,0,3,22,16,36,223,158,29,410,38,32,70,481,741,24,1251
POA2145,4,11,3,3,3,14,20,11,46,820,472,56,1343,66,65,132,1479,1271,24,2774
POA2146,0,3,0,0,0,3,8,3,12,230,132,20,383,18,14,34,419,252,9,670
POA2147,0,8,0,0,0,16,24,18,54,502,271,48,816,45,34,82,895,741,28,1664
POA2148,11,16,0,0,3,19,33,16,73,896,477,73,1451,78,83,163,1616,1302,37,2955
POA2150,0,3,0,0,0,3,10,7,14,279,161,26,465,31,25,56,522,350,11,877
POA2151,0,4,0,0,0,4,10,4,12,275,171,23,472,23,23,46,515,306,8,830
POA2152,0,3,0,0,0,3,6,0,6,166,93,11,265,12,6,14,284,167,0,447
POA2153,0,6,0,0,0,11,12,4,27,693,350,46,1085,36,26,62,1150,539,17,1706
POA2154,3,5,0,0,0,5,3,4,11,484,213,23,727,18,16,38,761,395,10,1166
POA2155,0,3,0,0,0,3,7,8,20,615,326,31,963,29,25,55,1015,372,15,1402
POA2156,0,3,0,0,0,3,0,0,8,131,58,4,203,6,4,6,207,88,3,300
POA2157,0,3,0,0,0,3,3,0,8,39,28,7,72,0,0,3,74,40,0,119
POA2158,0,3,0,0,0,3,0,0,3,111,60,3,174,5,3,9,179,78,0,262
POA2159,0,0,0,0,0,0,0,0,4,39,45,4,92,3,5,8,98,54,0,153
POA2160,0,4,0,4,3,6,27,9,40,389,245,46,681,41,50,91,775,941,16,1729
POA2161,0,0,0,0,0,7,20,16,42,292,183,35,513,23,39,61,575,840,21,1438
POA2162,0,4,0,0,0,4,12,4,23,195,150,12,358,29,27,53,415,534,16,960
POA2163,0,7,0,0,0,7,10,3,19,78,77,7,161,13,22,38,197,389,4,593
POA2164,4,3,0,0,0,3,15,8,30,256,165,24,439,20,24,45,487,545,12,1038
POA2165,3,4,0,3,3,14,40,23,77,430,313,36,786,62,94,161,942,1572,37,2556
POA2166,3,11,0,3,7,10,38,25,73,641,587,64,1302,123,192,321,1617,2050,50,3719
POA2167,0,0,0,0,0,3,5,5,12,136,70,10,212,8,14,23,235,156,5,399
POA2168,3,12,3,0,3,16,43,35,90,530,392,53,984,71,76,150,1132,1522,54,2707
POA2170,10,16,0,3,4,21,61,51,133,1352,795,116,2260,112,189,300,2558,2516,84,5157
POA2171,0,8,0,0,0,8,4,8,22,436,259,30,727,23,28,56,780,458,19,1256
POA2172,0,0,0,0,0,0,0,0,0,12,14,0,25,0,0,0,25,10,0,37
POA2173,0,0,0,0,0,3,0,3,7,223,105,13,350,4,0,11,361,130,3,492
POA2174,0,0,0,0,0,0,0,0,0,16,5,0,19,0,3,3,27,25,0,48
POA2175,0,0,0,0,0,0,0,0,0,18,15,0,28,0,0,3,33,29,0,63
POA2176,0,3,0,0,0,9,26,12,46,556,344,50,942,60,56,111,1059,1266,24,2348
POA2177,0,4,0,0,0,4,3,10,18,175,189,16,377,33,43,78,453,591,25,1068
POA2178,0,0,0,0,0,0,0,0,0,41,16,4,60,4,5,8,69,59,5,135
POA2179,0,0,0,0,0,0,0,0,3,62,28,0,94,3,4,9,99,116,0,215
POA2190,0,8,0,0,0,8,8,9,24,197,170,26,395,13,41,54,452,682,22,1156
POA2191,0,0,0,0,0,0,3,3,5,87,62,7,154,0,3,3,163,141,3,303
POA2192,0,3,0,0,0,0,8,3,14,152,127,18,291,14,23,37,330,358,7,690
POA2193,0,3,0,0,0,3,6,3,10,198,129,12,336,17,16,29,367,264,8,642
POA2194,0,0,0,0,0,3,9,0,12,274,230,26,532,22,49,68,600,489,12,1106
POA2195,0,3,0,0,0,4,19,5,29,192,140,21,344,35,38,72,412,520,13,949
POA2196,3,8,3,0,6,12,20,5,42,289,249,31,573,24,46,68,641,814,13,1466
POA2197,0,0,0,0,0,0,3,5,10,95,63,9,168,10,17,23,187,253,10,448
POA2198,0,0,0,0,0,0,3,3,8,100,56,14,176,7,10,18,192,180,8,384
POA2199,0,0,0,0,0,0,14,8,19,205,140,22,369,23,33,57,423,451,7,886
POA2200,0,10,4,0,4,13,20,13,45,458,361,60,884,76,89,167,1054,1140,30,2222
POA2203,0,4,0,0,0,4,3,0,4,197,112,6,319,12,11,22,340,242,8,582
POA2204,0,3,0,0,0,3,6,9,16,275,192,14,481,28,25,55,538,516,11,1065
POA2205,0,3,0,0,0,3,9,3,13,181,103,21,302,10,7,19,324,250,8,577
POA2206,0,0,0,0,0,7,5,0,10,236,121,17,380,19,16,29,406,363,3,775
POA2207,0,4,0,0,0,4,6,3,14,320,217,25,560,22,14,38,602,495,6,1107
POA2208,0,0,0,0,0,0,0,3,9,137,100,12,247,20,12,23,276,315,3,596
POA2209,3,7,0,0,0,8,6,6,15,196,121,13,336,8,13,22,361,338,10,708
POA2210,0,3,0,0,0,4,8,10,18,362,263,22,649,31,55,89,734,602,20,1360
POA2211,4,6,0,0,0,6,11,3,15,232,149,22,402,10,13,26,423,312,5,751
POA2212,0,3,3,0,3,4,3,3,11,230,131,20,380,15,20,35,419,358,13,792
POA2213,3,6,0,0,0,6,7,0,15,321,167,23,513,22,18,39,549,400,3,953
POA2214,0,3,0,0,0,3,0,0,4,44,46,0,97,0,6,5,103,46,0,144
POA2216,4,13,0,0,0,12,8,5,23,346,181,34,560,19,20,40,603,475,10,1094
POA2217,0,0,0,0,0,0,3,3,9,334,207,25,572,17,16,37,606,442,10,1056
POA2218,0,3,0,0,0,3,0,3,6,203,158,13,377,26,21,46,427,253,5,691
POA2219,0,4,0,0,0,4,6,0,9,173,150,10,330,3,10,16,347,221,3,573
POA2220,3,14,0,0,0,14,8,11,33,330,233,30,587,33,57,84,673,602,15,1296
POA2221,0,0,0,0,0,3,0,3,6,189,119,15,320,6,13,23,341,230,10,584
POA2222,0,5,0,0,0,8,3,0,10,169,110,18,294,13,17,36,331,194,3,522
POA2223,0,3,0,0,0,3,5,4,10,285,166,14,468,16,15,28,495,282,7,778
POA2224,0,8,0,0,0,8,3,0,11,178,121,10,306,9,12,21,330,226,3,551
POA2225,0,0,0,0,0,3,0,0,3,43,31,4,81,4,3,4,86,37,0,122
POA2226,0,3,0,0,0,3,3,0,7,147,104,6,257,9,6,19,268,134,3,410
POA2227,0,3,0,0,0,4,0,0,5,219,132,14,363,6,9,20,382,135,3,520
POA2228,3,4,0,0,3,4,7,7,18,271,203,24,494,14,18,34,523,274,13,808
POA2229,3,17,0,0,0,17,3,0,17,377,278,24,673,18,15,29,708,363,4,1078
POA2230,0,11,0,0,0,11,6,0,24,392,280,26,699,10,14,25,720,297,5,1028
POA2231,0,0,0,0,0,0,0,0,0,45,24,0,76,0,0,3,77,25,0,100
POA2232,0,8,0,0,0,8,9,3,20,517,299,35,849,24,24,46,896,398,4,1298
POA2233,0,6,0,0,0,6,5,3,13,390,291,31,712,4,18,27,735,239,8,984
POA2234,0,10,0,0,0,10,3,3,12,477,241,31,748,15,15,29,778,273,5,1059
POA2250,4,17,0,0,0,17,26,10,52,973,750,76,1798,73,85,155,1958,1187,28,3165
POA2251,0,7,0,0,0,4,9,3,22,478,357,39,873,36,39,73,943,471,10,1425
POA2256,0,3,0,0,3,3,7,5,22,180,171,19,375,26,20,48,425,405,12,838
POA2257,6,7,0,0,0,8,17,8,36,338,403,42,784,42,37,79,863,693,23,1582
POA2258,0,0,0,0,0,0,3,0,3,74,51,8,136,7,4,11,143,77,0,227
POA2259,3,15,0,0,0,21,21,12,58,796,688,67,1548,101,87,181,1733,1226,33,2989
POA2260,3,3,0,0,0,9,0,4,8,302,236,25,562,15,23,35,600,281,3,882
POA2261,9,13,0,3,3,17,25,19,61,810,732,84,1624,90,87,178,1802,1192,31,3024
POA2262,7,10,0,3,3,15,12,15,43,280,310,44,635,31,48,87,725,587,20,1332
POA2263,4,7,0,3,8,18,20,13,50,306,312,45,659,58,54,116,776,708,19,1503
POA2264,0,3,0,0,0,3,11,3,14,181,154,24,353,24,29,49,402,286,13,702
POA2265,0,0,0,0,0,0,3,0,4,70,48,3,123,8,0,8,129,85,0,214
POA2267,0,0,0,0,0,0,0,0,4,26,33,4,62,0,0,0,64,47,0,113
POA2278,0,0,0,0,0,0,0,0,0,37,28,0,65,3,0,8,74,47,0,121
POA2280,0,4,0,0,3,8,9,3,18,339,285,31,658,25,38,60,714,469,11,1192
POA2281,0,0,0,0,0,0,6,5,14,161,178,18,352,18,17,32,391,283,13,679
POA2282,0,0,0,0,0,0,5,0,10,199,166,10,382,16,11,24,410,193,3,597
POA2283,0,6,3,0,3,10,19,3,31,251,264,35,553,48,48,90,639,576,12,1234
POA2284,4,4,0,0,0,4,3,3,16,149,151,21,325,18,19,38,358,267,7,636
POA2285,0,10,0,0,0,12,15,7,31,436,344,36,813,33,35,72,881,566,13,1460
POA2286,0,0,0,0,0,0,0,0,0,52,54,11,118,3,9,8,125,84,0,212
POA2287,3,5,0,0,3,6,12,10,24,474,385,51,906,52,50,102,1010,709,18,1736
POA2289,0,3,0,0,0,3,7,3,12,285,189,23,495,21,10,28,524,265,3,793
POA2290,4,10,3,0,3,9,14,4,27,470,404,34,912,37,37,78,985,660,11,1666
POA2291,0,0,0,0,0,0,0,0,4,152,92,12,252,8,12,13,268,136,5,406
POA2292,0,0,0,0,0,0,0,0,0,48,28,3,84,5,4,15,99,48,0,145
POA2293,0,0,0,0,0,0,3,0,5,44,44,0,81,4,3,9,94,42,0,134
POA2294,0,0,0,0,0,0,0,3,8,19,20,0,46,3,0,3,53,43,3,99
POA2295,0,0,0,0,0,0,4,0,4,62,54,4,123,7,6,15,138,137,3,282
POA2296,0,0,0,0,0,0,0,0,0,30,31,0,58,3,3,6,60,43,0,102
POA2297,0,0,0,0,0,0,0,0,0,18,30,4,52,0,6,3,56,44,0,94
POA2298,4,3,0,0,0,5,7,5,15,131,109,8,248,17,15,33,277,219,3,505
POA2299,0,0,0,0,0,0,0,3,4,143,124,15,281,17,18,31,318,248,7,572
POA2300,0,0,0,0,0,0,0,0,3,109,86,3,199,11,9,13,213,96,0,312
POA2302,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,8,4,0,10
POA2303,0,0,0,0,3,4,4,0,8,116,72,9,197,13,15,28,229,191,3,418
POA2304,0,0,0,0,0,0,4,0,8,218,187,13,423,30,23,54,478,340,8,823
POA2305,3,4,0,0,0,4,11,6,20,185,136,21,340,6,9,18,360,189,12,560
POA2306,0,0,0,0,0,0,3,9,11,28,42,12,86,15,9,27,106,225,12,343
POA2307,0,0,0,0,0,0,4,0,5,56,44,7,111,6,6,9,121,98,0,218
POA2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2311,0,0,0,0,0,0,0,0,0,4,5,0,13,0,0,3,13,16,0,35
POA2312,0,0,0,0,0,0,0,0,0,7,11,3,22,4,0,4,28,38,0,70
POA2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2315,0,0,0,0,0,0,4,0,9,148,159,11,319,18,11,30,355,213,4,568
POA2316,0,0,0,0,0,0,6,0,3,67,64,15,138,6,7,11,153,95,0,250
POA2317,0,0,0,0,0,0,0,0,3,61,67,10,140,4,15,18,159,101,4,264
POA2318,0,3,0,0,0,3,0,0,6,155,85,20,262,13,4,19,283,161,6,442
POA2319,0,0,0,0,0,0,0,0,3,60,87,7,151,8,11,24,172,153,4,329
POA2320,0,5,0,0,0,8,18,9,30,418,377,45,839,63,58,123,963,657,15,1638
POA2321,0,4,0,0,0,8,6,3,10,191,158,17,369,20,17,39,406,201,8,610
POA2322,0,3,0,0,0,5,11,3,23,259,197,21,485,40,31,75,557,378,9,946
POA2323,3,5,0,0,0,8,4,7,21,381,272,39,695,38,42,79,779,535,10,1319
POA2324,0,7,3,0,5,8,15,7,33,277,261,32,567,43,43,89,656,597,16,1272
POA2325,0,8,0,3,3,7,26,8,38,303,358,38,698,57,67,128,831,806,10,1650
POA2326,0,3,3,0,3,5,4,9,18,67,88,9,160,26,10,32,195,210,13,411
POA2327,5,3,0,0,3,7,15,4,26,90,87,17,195,18,13,37,230,240,8,481
POA2328,0,3,0,0,0,3,0,0,3,31,30,5,58,4,4,10,69,36,0,100
POA2329,0,0,0,0,0,0,0,0,3,13,18,3,39,3,0,3,48,45,3,89
POA2330,0,6,0,0,0,6,13,0,14,235,197,24,459,31,27,56,520,284,8,805
POA2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2333,0,3,0,0,0,8,16,7,36,159,110,15,279,52,26,74,357,330,8,694
POA2334,0,0,0,0,0,0,7,0,4,30,33,11,73,4,7,11,76,67,0,147
POA2335,0,3,0,0,0,3,0,0,6,71,60,14,141,7,11,15,162,73,0,237
POA2336,0,0,0,0,0,0,0,0,3,18,22,3,46,9,3,10,51,40,3,100
POA2337,0,0,0,0,0,0,4,0,9,85,64,3,157,9,9,15,171,91,3,266
POA2338,0,0,0,0,0,0,0,0,0,10,15,0,29,0,0,3,30,25,0,61
POA2339,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,7,9,0,17
POA2340,3,14,4,4,8,17,29,19,67,645,519,77,1239,80,85,169,1405,1026,31,2467
POA2341,0,0,0,0,0,0,0,0,3,16,17,3,34,7,6,11,45,37,0,84
POA2342,0,0,0,0,0,0,0,0,0,5,3,0,8,3,0,3,13,4,0,21
POA2343,0,0,0,3,3,0,4,4,11,55,38,3,101,8,11,21,126,113,5,237
POA2344,0,0,0,0,0,0,0,0,0,5,8,0,13,0,0,0,18,5,0,22
POA2345,0,0,0,0,0,0,0,0,0,10,9,0,16,3,0,5,15,8,0,28
POA2346,0,0,0,0,0,0,3,4,8,25,35,6,64,3,4,9,72,92,5,172
POA2347,0,0,0,0,0,0,0,0,0,9,15,0,22,3,3,7,27,32,0,61
POA2350,3,7,3,0,4,15,14,7,36,313,256,16,584,30,27,63,640,414,15,1071
POA2351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2352,0,0,0,0,0,0,0,0,0,26,30,6,65,0,3,3,67,48,0,113
POA2353,0,0,0,0,0,0,0,0,0,14,9,3,22,0,0,0,27,22,0,48
POA2354,0,3,0,0,0,3,0,0,3,30,22,8,60,3,0,5,65,45,0,112
POA2355,0,0,0,0,0,0,0,0,0,6,8,0,13,3,0,0,19,15,0,27
POA2356,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,12
POA2357,0,0,0,0,0,0,3,0,3,35,47,3,85,9,3,14,102,71,8,178
POA2358,0,0,0,0,0,3,0,0,3,36,40,3,80,4,8,14,91,68,4,160
POA2359,0,0,0,0,0,0,3,0,5,10,7,0,11,3,0,3,14,15,0,34
POA2360,0,8,0,0,0,8,16,5,31,132,166,26,323,30,27,60,383,353,11,744
POA2361,0,0,0,0,0,0,0,0,0,9,7,0,11,4,0,4,16,21,0,41
POA2365,0,3,0,0,0,3,3,6,8,33,34,3,73,8,8,10,83,72,6,154
POA2369,0,0,0,0,0,0,0,0,3,8,7,0,17,5,3,9,25,24,0,52
POA2370,0,3,0,3,3,5,6,4,18,70,69,10,147,14,5,19,171,159,3,332
POA2371,0,0,0,0,0,0,0,0,0,4,5,0,12,0,0,0,10,37,0,50
POA2372,0,0,0,0,0,0,0,0,0,45,43,6,89,7,9,15,104,85,3,197
POA2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3
POA2380,0,4,0,0,0,3,11,3,20,112,96,10,221,17,18,35,251,178,7,438
POA2381,0,0,0,0,0,0,0,0,3,14,9,0,23,4,0,4,29,33,0,64
