POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA2173,808,27,0,6,0,838,1829,174,3,13,3,2024,625,117,3,3,0,745,34,3,0,0,0,38,102,17,0,0,0,110,0,0,0,0,0,0,312,3,0,4,0,319,3,0,0,0,0,3,1075,139,3,8,0,1219,13,3,0,0,0,22,50,10,0,0,0,58,3770,352,3,32,3,4157
POA2174,83,0,0,0,0,84,335,3,0,0,7,345,95,0,0,0,5,98,3,0,0,0,0,3,11,0,0,0,0,15,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,131,3,0,0,4,135,0,0,0,0,0,0,8,0,0,0,0,7,557,9,0,3,11,577
POA2175,278,0,0,0,0,281,118,0,0,0,3,125,39,0,0,0,0,42,0,0,0,0,0,0,35,0,0,0,0,34,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,94,0,0,0,0,93,0,0,0,0,0,0,17,0,0,0,0,20,508,0,0,5,3,517
POA2176,5230,179,7,29,5,5453,4287,266,5,28,10,4595,1285,184,38,19,16,1542,296,268,29,0,0,599,430,51,19,4,3,505,23,14,0,0,0,37,128,20,7,3,0,149,43,0,6,0,0,49,2205,540,90,25,20,2874,57,16,0,0,0,80,309,41,3,10,19,375,12084,1041,110,89,51,13378
POA2177,1292,24,0,0,0,1319,1459,76,11,0,0,1545,338,85,7,9,5,435,347,332,0,0,0,683,131,23,0,0,0,155,31,29,0,0,0,65,29,0,0,0,0,32,6,4,0,0,0,12,875,476,10,9,5,1373,18,3,0,0,0,20,91,22,0,0,0,115,3727,603,17,11,3,4367
POA2178,481,0,0,0,0,482,345,0,3,0,0,352,98,3,0,0,3,103,0,0,0,0,0,0,88,0,0,0,0,88,0,0,0,0,0,0,19,0,0,0,0,19,4,0,0,0,0,7,208,3,3,0,3,218,3,0,0,0,0,3,31,0,0,0,0,31,1064,3,9,3,4,1087
POA2179,730,3,0,10,9,754,447,0,0,0,4,455,362,9,0,0,3,373,3,0,0,0,0,3,126,4,3,0,0,134,3,0,0,0,0,3,24,0,0,3,0,28,29,0,0,0,0,26,546,12,3,4,8,572,16,0,0,0,0,17,52,0,4,4,46,109,1784,16,4,20,66,1894
POA2190,1861,316,26,8,0,2206,1546,639,87,0,7,2276,402,354,88,11,3,862,260,454,147,0,5,859,273,96,12,6,5,396,16,32,7,0,0,66,57,21,0,0,0,80,22,15,0,0,0,39,1036,971,262,15,19,2301,37,12,7,0,0,60,188,55,17,3,3,268,4663,2001,393,30,24,7108
POA2191,567,113,10,3,3,699,503,175,16,0,0,702,154,99,36,6,3,296,64,64,56,0,0,181,48,27,3,3,0,83,9,10,3,0,0,21,3,7,7,0,0,12,7,3,0,0,0,15,279,211,110,10,3,612,4,6,3,0,0,14,37,18,0,0,0,56,1401,516,139,14,4,2081
POA2192,960,80,185,3,0,1222,616,145,268,0,3,1030,257,92,943,12,3,1306,34,53,136,0,0,222,89,34,89,5,5,221,15,11,17,0,0,42,14,3,14,0,0,36,15,8,5,0,0,30,419,191,1218,21,9,1855,6,3,8,0,0,22,57,15,54,0,0,128,2056,433,1726,23,15,4256
POA2193,1477,154,199,24,4,1856,968,216,457,17,0,1665,252,119,839,51,5,1266,16,9,28,0,0,59,99,22,117,14,0,253,5,8,14,0,0,24,7,3,5,3,0,16,10,3,11,0,0,27,381,158,1021,71,7,1645,18,5,4,0,0,28,74,16,51,0,0,137,2919,553,1729,121,21,5339
POA2194,846,202,638,3,4,1685,466,305,971,3,4,1760,252,255,2635,5,3,3152,22,16,168,0,0,207,128,66,417,4,5,621,3,7,26,0,0,34,22,12,90,0,3,126,16,7,31,0,3,56,450,358,3366,12,13,4197,14,9,36,0,0,51,64,37,161,0,9,266,1836,904,5168,18,31,7963
POA2195,815,82,639,14,0,1553,617,123,839,3,3,1591,332,96,3200,15,14,3646,11,9,184,3,0,212,145,15,291,3,3,455,10,0,12,0,0,25,32,3,54,0,0,93,20,5,36,0,0,58,551,129,3776,19,16,4491,17,3,22,0,0,38,96,16,201,3,3,320,2094,356,5482,41,21,7990
POA2196,2310,280,189,7,4,2786,2025,565,381,9,8,2989,580,260,981,61,14,1897,133,264,139,0,0,538,261,83,96,8,6,453,17,34,11,0,0,62,69,18,19,0,0,104,37,6,10,0,0,56,1096,662,1254,73,20,3107,30,13,23,0,0,65,212,54,96,5,5,364,5664,1571,1938,98,36,9307
POA2197,744,102,4,0,0,851,673,182,10,0,3,864,198,101,13,9,3,319,84,93,110,0,0,287,89,38,4,0,0,139,5,17,23,0,0,37,46,7,0,0,0,56,16,4,0,0,0,20,443,259,146,8,3,858,7,0,0,0,0,7,62,19,11,0,0,94,1924,563,167,12,4,2674
POA2198,1044,47,26,0,0,1120,830,118,3,0,0,959,206,80,6,8,5,292,23,0,0,0,0,28,77,17,0,0,0,95,5,0,3,0,0,11,9,0,0,0,0,10,14,0,0,0,0,13,334,101,8,8,5,456,10,0,6,0,0,18,54,13,0,0,0,69,2279,285,53,9,4,2622
POA2199,1330,155,96,3,3,1583,1102,326,189,3,0,1618,410,144,205,9,6,766,249,75,236,0,3,559,222,54,28,0,0,318,12,14,49,0,0,74,43,4,11,0,0,57,23,4,7,0,0,36,961,299,534,8,11,1814,13,6,15,0,0,35,134,23,41,0,3,206,3548,802,864,14,18,5249
POA2200,2277,433,627,14,6,3356,1563,752,1173,20,13,3518,645,458,2157,27,11,3290,75,125,641,0,0,842,442,133,326,14,12,920,15,28,68,0,0,115,98,30,50,3,7,182,37,9,25,0,0,74,1306,779,3267,40,30,5430,28,19,33,0,0,81,188,56,160,4,20,427,5361,2043,5261,80,68,12817
POA2203,787,182,391,20,3,1379,571,246,648,30,0,1493,172,115,1481,96,6,1883,23,11,72,0,0,110,59,34,214,17,3,335,13,3,27,0,0,50,4,0,8,3,0,16,9,0,16,3,0,29,288,164,1824,122,14,2414,10,3,10,0,0,27,33,15,85,5,7,148,1692,613,2952,174,24,5463
POA2204,1371,526,436,21,3,2354,1007,717,874,13,8,2614,384,432,2151,86,25,3080,59,38,350,0,0,443,173,103,321,36,14,647,24,40,50,0,0,119,13,17,28,8,3,61,12,4,30,0,0,51,667,634,2933,126,44,4405,16,17,29,0,0,58,96,53,134,7,12,298,3154,1937,4409,161,67,9729
POA2205,862,118,236,3,3,1219,641,194,1106,3,8,1953,223,113,2006,16,16,2374,3,9,174,0,0,187,119,45,347,12,7,537,12,4,32,0,0,50,10,0,45,0,0,56,9,0,12,0,0,25,378,181,2628,25,22,3231,5,3,30,0,0,41,65,20,126,3,10,225,1953,516,4121,33,41,6671
POA2206,2544,142,77,0,3,2767,1664,194,139,0,3,2007,489,133,222,4,11,849,25,48,24,0,0,100,174,33,41,0,0,243,18,13,12,0,0,39,17,0,6,0,0,22,17,4,5,0,0,21,735,233,307,4,11,1280,30,5,6,0,0,40,132,19,23,3,3,177,5096,596,547,7,17,6270
POA2207,2536,635,225,10,0,3395,1952,703,415,10,9,3087,534,394,589,54,7,1573,55,58,35,0,0,145,185,79,90,18,4,372,15,32,9,0,0,49,32,22,10,0,0,64,14,14,4,0,0,34,836,586,735,75,10,2246,25,6,16,0,0,50,154,52,47,0,7,249,5499,1983,1439,93,22,9031
POA2208,1618,86,49,3,0,1757,1068,69,73,9,0,1219,392,48,136,25,3,613,82,70,40,0,0,191,109,13,20,8,3,161,12,9,8,0,0,32,11,3,0,0,0,21,15,3,4,0,0,24,619,156,217,36,10,1033,20,4,7,0,0,32,85,5,12,0,0,107,3409,315,354,46,14,4140
POA2209,1443,224,138,3,0,1809,1068,268,212,5,0,1554,347,133,400,16,6,903,58,195,181,0,0,436,139,41,54,3,0,234,10,32,21,0,0,60,19,7,3,6,0,34,19,10,3,0,0,29,595,410,661,21,10,1701,16,10,4,0,0,36,78,29,41,0,3,155,3208,946,1055,29,16,5258
POA2210,2893,493,140,5,5,3535,2417,459,361,10,7,3249,561,209,429,42,9,1248,250,300,1001,0,0,1560,176,29,80,14,5,313,16,33,71,0,0,124,19,13,9,3,0,43,17,9,15,0,0,47,1036,598,1613,60,18,3325,29,35,26,0,0,95,169,59,68,3,3,300,6548,1646,2208,76,32,10508
POA2211,1673,269,91,0,5,2035,1335,573,55,0,3,1961,449,243,99,7,8,803,177,161,48,0,0,385,138,57,20,3,3,216,7,30,29,0,0,72,11,3,4,0,0,22,8,9,0,0,0,22,794,497,196,8,8,1506,14,12,41,0,0,65,76,36,24,0,0,131,3880,1381,407,9,13,5700
POA2212,1270,324,12,0,0,1610,1044,626,22,0,12,1699,436,264,95,16,10,822,295,89,119,0,0,502,134,53,17,5,6,215,13,10,14,0,0,45,15,7,3,0,0,26,22,3,0,0,0,28,924,425,247,20,16,1643,27,6,6,0,0,41,92,37,11,0,0,137,3354,1419,305,27,33,5128
POA2213,2194,386,3,5,3,2588,1914,742,0,11,7,2680,536,314,16,40,5,901,252,158,173,0,0,581,133,56,3,3,3,197,10,3,11,0,0,31,19,7,3,0,0,31,20,4,0,0,0,25,966,545,210,40,3,1762,19,10,4,0,0,34,120,32,18,3,0,170,5212,1712,235,61,19,7236
POA2214,564,12,0,0,0,574,520,34,0,0,0,560,78,6,0,0,3,89,0,0,0,0,0,0,28,4,0,0,0,32,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,108,9,0,0,3,120,4,0,0,0,0,4,7,3,0,0,0,15,1205,56,3,0,3,1273
POA2216,1587,197,859,47,3,2692,1089,218,1293,4,8,2614,374,151,2639,29,10,3199,9,12,149,0,0,177,171,42,368,15,0,599,13,12,17,0,4,38,19,3,39,13,3,82,24,5,22,0,0,52,606,224,3235,60,16,4142,28,10,28,0,5,77,117,20,165,6,5,315,3426,676,5579,127,41,9838
POA2217,1741,443,693,7,0,2881,1171,317,1067,0,0,2561,383,218,2364,32,17,3021,18,9,70,0,0,87,125,66,309,6,3,509,10,15,15,0,0,37,12,7,23,0,0,44,12,0,16,3,0,33,561,315,2791,41,23,3730,22,5,25,0,0,58,98,32,125,8,5,260,3591,1105,4706,57,32,9491
POA2218,961,77,578,3,0,1628,661,109,748,4,3,1534,246,88,1433,28,4,1800,6,3,99,3,0,112,88,22,169,8,5,300,4,0,13,0,0,22,9,0,11,7,0,25,10,3,15,0,0,29,372,117,1728,45,11,2284,18,0,8,0,0,26,65,9,79,0,29,176,2077,316,3145,57,37,5639
POA2219,1183,580,277,13,6,2059,738,372,347,9,4,1470,251,223,572,15,0,1060,4,14,106,0,0,126,75,40,66,0,0,178,0,8,11,0,0,21,10,11,6,0,0,19,6,3,15,0,0,30,346,299,773,22,0,1436,11,5,7,0,0,24,67,44,41,0,3,158,2341,1303,1443,43,13,5150
POA2220,1722,238,808,0,6,2781,1235,273,1307,3,4,2826,435,167,2592,4,17,3206,59,69,60,0,4,188,163,55,574,0,4,797,11,13,19,0,0,43,24,28,62,0,3,113,21,3,21,0,0,45,703,330,3322,8,25,4396,21,0,42,3,0,75,95,27,146,0,7,276,3783,874,5638,19,35,10349
POA2221,1875,220,105,5,8,2211,1538,221,150,4,3,1921,313,114,168,8,3,607,4,42,25,0,0,72,117,32,35,5,3,192,3,9,3,0,0,17,7,3,0,0,0,16,16,0,8,0,0,21,463,203,240,16,13,927,12,5,13,0,0,36,68,16,13,0,0,103,3963,663,531,24,21,5201
POA2222,843,247,257,0,0,1346,641,196,469,0,3,1315,173,107,957,0,5,1238,4,26,43,0,0,75,60,23,136,3,0,222,7,5,8,0,0,19,11,0,9,0,0,21,6,0,8,0,0,13,258,159,1159,3,5,1583,6,4,7,0,0,21,43,18,62,0,0,123,1792,614,1959,9,13,4385
POA2223,2051,359,338,3,8,2754,1514,347,470,3,7,2341,357,202,1044,18,4,1623,3,4,42,0,0,56,113,32,138,10,3,295,5,4,3,0,0,8,6,14,4,0,0,25,18,3,10,0,0,33,504,257,1239,27,9,2042,20,3,16,0,0,40,88,17,44,3,3,154,4168,985,2108,36,20,7321
POA2224,1564,385,156,3,0,2108,1276,257,153,7,0,1692,252,152,172,8,6,581,11,89,21,0,0,115,66,43,20,0,0,123,3,22,31,0,0,60,8,10,0,0,0,24,10,3,0,0,0,15,345,320,246,13,4,924,18,15,36,0,0,71,57,27,31,0,3,123,3264,996,629,22,9,4911
POA2225,573,88,12,0,0,673,711,128,0,0,0,841,66,16,0,0,0,84,0,0,0,0,0,0,24,7,0,0,0,35,0,3,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,100,25,3,0,0,129,3,0,0,0,0,10,22,3,0,0,0,28,1415,243,21,3,0,1680
POA2226,1221,223,64,0,3,1507,1473,235,114,7,0,1832,185,84,136,7,3,410,45,59,68,0,0,174,69,29,7,0,0,112,4,8,17,0,0,30,7,0,0,0,0,9,8,0,0,0,0,13,316,181,233,12,6,749,9,0,8,0,0,17,50,11,7,0,3,70,3072,657,418,24,13,4178
POA2227,1423,343,154,3,3,1925,1490,267,243,0,3,2008,219,180,392,12,3,810,29,16,43,0,3,90,68,33,48,0,0,149,0,0,7,0,0,6,7,11,3,0,0,21,10,0,5,0,0,16,338,247,495,11,9,1098,14,9,5,0,0,26,65,12,12,0,0,84,3328,871,906,21,14,5140
POA2228,1559,297,398,44,3,2294,1381,324,453,0,5,2165,314,195,750,0,5,1260,48,181,88,0,0,317,85,35,100,3,3,222,13,16,17,0,0,47,4,16,6,16,0,48,10,9,11,0,0,27,472,447,966,20,7,1923,11,27,71,0,0,112,70,31,58,4,3,168,3497,1127,1938,67,19,6653
POA2229,2676,973,394,0,0,4044,2516,629,503,0,8,3650,380,329,773,0,4,1484,14,69,225,0,0,311,136,55,109,3,3,313,6,15,29,0,0,49,18,91,9,0,0,118,19,3,14,0,0,43,576,567,1167,3,7,2319,14,14,81,0,0,114,114,69,78,0,3,264,5892,2251,2216,4,22,10385
POA2230,2069,415,1334,11,6,3842,1901,255,1288,6,9,3449,256,100,2551,39,6,2948,3,6,79,0,0,87,132,47,428,17,3,627,3,3,24,0,0,31,3,9,13,0,0,23,11,0,15,5,0,39,415,168,3112,60,8,3758,17,5,24,0,0,51,89,24,140,6,6,268,4491,863,5894,81,30,11372
POA2231,239,5,0,3,0,247,324,4,0,0,0,330,47,10,0,3,0,58,0,0,0,0,0,0,28,6,0,4,3,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,84,11,0,6,5,104,0,0,0,0,0,0,19,0,0,0,3,21,670,19,0,9,4,707
POA2232,2950,475,628,10,11,4071,3045,469,1019,0,11,4550,394,255,1441,8,5,2109,36,156,214,0,0,405,139,60,191,0,6,391,10,10,30,0,0,50,5,7,9,24,0,44,18,5,9,0,0,34,599,491,1892,34,11,3037,23,11,30,0,3,66,121,38,90,5,3,254,6737,1492,3652,55,40,11974
POA2233,3296,284,197,14,3,3796,4083,219,229,0,6,4540,342,92,248,14,10,702,0,30,14,0,0,42,131,29,53,3,3,222,3,4,34,0,0,39,12,5,0,41,4,62,9,0,5,0,0,12,504,159,350,57,15,1086,25,3,68,0,0,95,119,26,35,4,9,192,8019,689,886,84,33,9708
POA2234,3603,249,56,0,3,3918,3822,521,44,0,0,4388,342,243,29,0,3,621,89,49,0,0,0,143,101,46,7,0,0,148,23,17,0,0,0,46,12,0,0,0,0,16,8,3,0,0,0,10,579,362,36,0,3,983,16,5,5,0,0,31,107,22,3,0,7,139,8131,1164,147,3,14,9450
POA2250,5913,1010,615,32,24,7595,7673,550,457,52,15,8747,1951,815,1387,23,25,4200,433,390,332,0,4,1163,804,144,194,18,16,1174,40,78,82,0,7,210,114,15,26,19,4,182,63,24,25,3,0,113,3399,1477,2043,65,56,7039,102,366,91,3,5,571,377,170,125,10,27,713,17464,3576,3333,163,130,24665
POA2251,3910,552,140,79,6,4690,4351,140,75,8,9,4579,890,171,101,7,10,1175,114,95,12,0,0,223,370,64,23,5,0,459,10,29,3,0,0,37,46,18,0,8,0,80,29,12,3,0,0,39,1458,384,140,24,15,2017,39,312,48,0,0,402,210,82,17,4,4,319,9964,1468,420,106,41,11998
POA2256,1800,558,78,7,5,2452,1465,176,29,3,3,1679,699,307,109,61,13,1187,92,215,123,0,0,426,222,74,16,13,6,328,8,13,7,0,0,31,9,3,0,0,0,15,19,9,3,0,0,32,1052,615,268,76,17,2025,26,8,19,0,0,51,131,63,31,4,11,234,4468,1418,421,95,29,6438
POA2257,3321,933,186,24,8,4470,2879,263,45,22,5,3215,1491,525,261,205,22,2504,14,52,17,3,3,86,395,112,45,35,10,591,6,3,9,0,0,27,42,4,3,3,0,54,44,14,4,4,0,62,1995,706,344,257,37,3333,41,20,64,0,0,123,219,80,48,7,6,366,8462,2003,682,311,52,11503
POA2258,505,64,0,0,0,575,669,103,0,0,3,777,95,114,3,0,0,216,14,12,0,0,0,24,78,32,3,0,0,116,0,3,0,0,0,5,8,0,0,0,0,12,9,0,0,0,0,9,207,161,3,3,0,374,3,0,0,0,0,3,25,4,0,0,0,27,1410,326,8,3,6,1758
POA2259,6574,194,55,174,13,7012,7327,182,38,20,6,7572,2605,416,159,11,9,3202,201,158,117,3,0,486,868,46,16,15,7,952,73,65,29,0,3,167,215,7,4,83,12,317,64,0,7,3,0,78,4026,697,330,113,34,5194,84,41,9,6,0,139,463,43,14,24,13,561,18475,1159,448,333,68,20481
POA2260,2491,277,260,0,11,3033,2799,108,182,0,3,3099,748,152,387,4,17,1317,0,0,25,0,0,25,235,33,68,0,4,339,4,4,0,0,0,16,28,3,4,0,0,36,29,0,3,0,0,32,1050,197,486,4,22,1754,32,51,24,3,0,107,145,15,23,0,6,191,6510,651,979,14,37,8186
POA2261,4961,1012,491,40,24,6531,5944,403,183,14,8,6549,2084,809,770,18,24,3702,266,363,91,0,0,719,729,158,117,7,7,1023,34,67,12,0,0,113,39,27,15,22,7,118,63,26,9,0,0,103,3219,1452,1012,51,36,5780,66,180,13,0,7,261,370,176,73,3,11,632,14570,3218,1771,115,85,19758
POA2262,2539,37,33,19,5,2632,2670,29,20,7,0,2716,1218,49,52,8,3,1332,82,14,12,0,0,101,409,15,14,0,0,438,9,0,3,0,0,15,62,3,3,19,0,80,26,0,0,6,0,35,1806,75,82,34,7,1997,32,0,0,0,0,37,234,4,12,3,3,261,7285,141,143,60,20,7642
POA2263,2592,496,269,27,3,3397,2363,108,90,0,4,2559,1388,209,321,0,13,1935,80,123,129,0,3,329,422,48,80,3,3,557,8,23,49,0,0,84,32,19,11,19,0,85,32,6,14,0,0,50,1957,438,599,20,14,3034,24,18,41,0,0,83,215,71,68,8,47,404,7146,1134,1068,56,77,9481
POA2264,2136,148,9,5,0,2298,1554,10,3,0,3,1569,734,72,38,0,3,846,21,18,0,0,0,41,268,9,14,3,3,295,4,6,0,0,0,11,37,10,0,0,3,43,24,0,0,0,0,22,1086,111,47,4,6,1260,42,91,0,0,0,136,126,18,0,0,3,148,4943,379,65,11,16,5414
POA2265,570,113,5,0,3,689,714,7,3,5,0,726,163,18,23,0,0,203,3,0,0,0,0,7,121,7,8,0,0,131,3,40,12,0,0,60,12,11,0,0,0,28,6,0,0,0,0,9,306,76,50,0,3,435,18,57,0,0,0,72,43,16,4,0,3,70,1646,272,55,8,12,1986
POA2267,425,14,24,4,0,467,335,3,3,0,0,345,127,7,6,17,0,166,0,0,0,0,0,0,40,0,0,0,0,49,0,0,0,3,0,4,3,0,0,33,0,37,3,0,0,0,0,3,179,11,11,55,3,252,0,0,5,0,0,8,21,5,3,5,0,34,963,34,47,62,3,1108
POA2278,255,0,0,0,0,257,448,0,0,0,0,451,73,0,0,0,0,73,0,0,0,0,0,0,40,0,0,0,0,42,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,115,0,0,0,0,117,3,0,0,0,0,3,16,0,0,0,0,16,832,3,0,0,0,841
POA2280,3370,400,126,79,5,3974,3320,140,70,3,0,3537,784,266,225,11,11,1298,109,161,166,0,0,433,283,72,37,6,0,403,4,21,5,0,0,34,27,7,5,10,0,44,20,3,0,3,0,26,1216,533,449,28,15,2233,31,53,7,0,0,90,145,53,21,7,4,233,8084,1178,670,115,21,10069
POA2281,2104,167,187,26,6,2486,1511,52,28,6,5,1605,484,156,107,11,3,761,93,22,88,0,0,203,158,24,17,0,0,208,3,0,14,0,0,24,10,0,5,3,3,24,19,0,4,0,0,26,771,211,236,14,6,1248,23,3,66,0,0,88,97,17,36,3,3,158,4513,451,550,48,22,5589
POA2282,2029,396,38,3,0,2467,1771,101,20,5,3,1904,398,172,72,0,0,636,6,39,7,0,0,51,155,53,20,0,0,232,4,4,0,0,0,6,4,3,0,0,0,12,16,0,3,0,0,17,581,273,92,0,0,949,11,9,0,0,0,26,86,24,3,0,3,120,4489,803,160,9,11,5470
POA2283,3112,230,82,7,4,3433,2841,98,16,0,0,2962,809,155,52,4,3,1029,392,119,62,0,0,576,300,32,8,3,0,350,19,7,18,0,0,43,23,0,4,21,0,47,29,4,0,0,0,30,1568,319,138,25,9,2064,39,7,22,0,0,72,165,27,13,4,4,207,7728,685,268,37,22,8735
POA2284,1218,117,17,34,3,1380,1321,44,3,0,3,1373,394,74,46,0,0,520,111,90,21,0,0,220,214,22,11,5,0,253,6,10,9,0,0,34,13,3,0,14,0,36,12,0,0,0,0,15,754,204,86,18,5,1076,18,3,16,0,0,31,57,11,7,5,0,79,3372,380,126,61,6,3946
POA2285,2997,218,32,4,0,3250,4729,78,16,3,7,4834,1271,140,69,4,8,1491,175,90,26,0,0,298,435,44,22,4,0,506,24,52,0,0,0,78,26,10,3,0,0,32,26,3,7,0,0,35,1962,339,126,10,7,2444,39,54,18,0,0,105,180,37,11,0,3,228,9905,726,203,13,10,10859
POA2286,447,9,0,0,0,459,646,3,0,0,0,647,114,3,3,3,0,117,4,3,0,0,0,11,74,0,5,0,0,85,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,205,5,6,3,0,223,38,6,0,0,0,43,27,0,0,0,0,32,1366,23,6,3,0,1401
POA2287,3613,325,28,8,8,3971,4790,182,15,4,3,4998,1492,412,177,14,10,2101,261,202,75,0,0,535,602,102,33,3,0,742,44,21,23,0,0,81,84,13,4,0,0,101,37,12,3,0,0,45,2509,763,305,21,13,3609,76,76,3,0,0,161,240,49,15,3,4,310,11229,1390,374,35,28,13050
POA2289,2458,122,36,0,3,2621,2522,96,62,0,3,2682,576,192,225,3,9,998,52,64,36,0,0,150,258,51,42,0,0,346,4,12,3,0,0,25,55,20,6,0,0,84,23,6,3,0,0,28,969,345,308,3,13,1636,18,4,0,0,5,22,109,10,15,0,4,141,6077,570,424,8,25,7101
POA2290,3918,663,71,80,3,4734,4161,246,73,5,4,4488,984,471,198,3,12,1670,280,158,86,0,0,527,409,135,36,3,3,584,11,26,15,0,0,55,18,24,0,16,3,59,28,5,0,0,0,32,1731,812,331,28,13,2924,36,48,0,3,0,82,197,53,20,4,8,285,10049,1822,498,118,27,12514
POA2291,1452,268,74,0,3,1797,1260,217,120,0,6,1600,311,296,461,0,4,1067,0,72,146,0,0,218,142,73,109,0,0,332,3,3,10,0,0,10,8,10,3,0,0,19,9,3,4,0,0,21,479,463,725,0,5,1673,18,15,8,0,0,34,63,17,32,0,0,117,3267,982,954,3,17,5216
POA2292,243,18,4,0,0,272,310,26,0,0,0,338,156,67,58,3,0,283,6,13,8,0,0,22,57,12,6,3,0,77,3,3,9,0,0,11,3,4,0,0,0,9,4,0,0,0,0,4,230,99,76,3,0,409,3,0,0,0,0,4,14,0,3,0,3,17,803,147,79,3,3,1037
POA2293,157,93,31,16,0,290,206,92,20,3,0,316,133,143,35,0,3,308,0,29,0,0,5,34,57,25,8,0,0,91,0,14,3,0,9,25,0,0,0,0,0,4,0,0,0,0,0,3,192,209,51,0,19,465,8,0,0,0,0,8,14,9,0,0,0,26,569,402,106,18,19,1107
POA2294,136,45,3,0,0,187,184,40,9,0,0,234,106,80,33,0,0,227,3,23,20,0,0,48,50,22,7,0,0,77,7,0,0,0,0,3,4,0,0,0,0,6,5,0,0,0,0,9,171,128,60,0,3,365,3,0,0,0,0,6,26,6,7,0,9,44,517,224,80,0,16,838
POA2295,1138,25,10,3,8,1176,708,17,9,0,0,741,256,35,62,0,0,348,51,29,46,0,0,121,67,10,14,3,0,97,0,0,6,0,0,8,52,0,0,0,0,56,10,0,7,0,0,15,444,69,126,3,0,642,28,0,3,0,0,34,78,4,8,3,0,92,2397,115,153,12,12,2685
POA2296,134,38,3,3,0,175,155,68,9,0,0,233,138,90,23,7,3,263,3,3,18,6,0,32,44,27,12,0,0,82,0,0,0,0,0,3,0,6,0,0,0,6,0,0,0,0,0,3,189,129,58,10,3,392,0,0,0,0,0,3,21,4,0,0,0,26,496,238,65,19,8,827
POA2297,167,6,5,0,0,179,215,6,5,0,0,225,99,6,24,0,0,127,3,16,4,0,0,23,47,3,8,0,0,58,3,7,0,0,0,9,3,0,0,0,0,3,3,0,3,0,0,5,157,25,40,0,3,224,3,0,0,0,0,3,12,0,5,0,0,18,550,41,49,0,7,650
